,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-10-25 00:00:00+00:00,1097000000.0,2546000000.0,1495000000.0,12000000.0,6567000000.0,7565000000.0,0.0,2251000000.0,0.0,7888000000.0,17550000000.0,0.0,15334000000.0,998000000.0,26881000000.0,2740000000.0,666000000.0,11547000000.0,14393000000.0,7878000000.0,0.0,7888000000.0,7054000000.0,3669000000.0,617000000.0,12488000000.0,1279000000.0,0.0,0.0,806000000.0,-301000000.0,-1023000000.0,299000000.0,-2001000000.0,96000000.0,-175000000.0,-99000000.0,383000000.0,-473000000.0,-1353000000.0,53000000.0,1766000000.0,1562000000.0,0.0,1398000000.0,618000000.0,630000000.0,2.12,1348000000.0,1336000000.0,2.16,1336000000.0,2960000000.0,1336000000.0,0.0,4726000000.0,1047000000.0,12000000.0,1700000000.0,0.0,1401000000.0,515000000.0,0.165216452553169,0.568015925680159,15334000000.0,3.92286726628509,0.469387755102041,0.626322471434617,7.65964343598055,0.428263988522238,0.626322471434617,24.8525121555916,2.0,0.28054481127752
1,2021,2,2020-07-26 00:00:00+00:00,893000000.0,2084000000.0,1401000000.0,4000000.0,7571000000.0,7571000000.0,0.0,3274000000.0,0.0,7707000000.0,16313000000.0,0.0,13914000000.0,0.0,25180000000.0,2665000000.0,630000000.0,11266000000.0,14681000000.0,8856000000.0,0.0,7707000000.0,7047000000.0,2410000000.0,615000000.0,10499000000.0,1567000000.0,-8000000.0,0.0,1350000000.0,-297000000.0,-12220000000.0,404000000.0,-13490000000.0,6000000.0,-6136000000.0,-99000000.0,374000000.0,-217000000.0,-7137000000.0,54000000.0,1591000000.0,1624000000.0,0.0,651000000.0,616000000.0,626000000.0,0.99,609000000.0,622000000.0,1.01,622000000.0,2275000000.0,622000000.0,0.0,3866000000.0,997000000.0,-13000000.0,1067000000.0,0.0,663000000.0,627000000.0,0.166210963842127,0.499030632027918,13914000000.0,6.09170124481328,0.10989010989011,0.588463528194516,6.28617886178862,0.544128216185137,0.588463528194516,22.6243902439024,3.0,0.268802918839603
2,2021,1,2020-04-26 00:00:00+00:00,761000000.0,1907000000.0,1128000000.0,-10000000.0,7478000000.0,7478000000.0,0.0,15494000000.0,0.0,860000000.0,15790000000.0,0.0,13099000000.0,0.0,23254000000.0,2310000000.0,533000000.0,10155000000.0,19584000000.0,8252000000.0,0.0,860000000.0,708000000.0,1903000000.0,612000000.0,3670000000.0,909000000.0,4979000000.0,0.0,754000000.0,4744000000.0,4598000000.0,107000000.0,-1055000000.0,88000000.0,-866000000.0,-98000000.0,224000000.0,-155000000.0,-34000000.0,25000000.0,1076000000.0,1028000000.0,0.0,976000000.0,614000000.0,622000000.0,1.47,981000000.0,917000000.0,1.49,917000000.0,2004000000.0,917000000.0,0.0,3080000000.0,735000000.0,64000000.0,1113000000.0,0.0,1006000000.0,293000000.0,0.186581218202771,0.387387387387387,13099000000.0,10.2911192853389,1.29230769230769,0.650649350649351,5.03267973856209,0.570883273532331,0.650649350649351,21.4035947712418,5.0,0.283354320961305
3,2020,4,2020-01-26 00:00:00+00:00,687000000.0,1657000000.0,979000000.0,1000000.0,2552000000.0,2552000000.0,0.0,10896000000.0,0.0,1000000.0,14971000000.0,0.0,12204000000.0,0.0,17315000000.0,2292000000.0,548000000.0,5111000000.0,13690000000.0,3327000000.0,0.0,1000000.0,667000000.0,1784000000.0,612000000.0,3625000000.0,1465000000.0,0.0,0.0,1320000000.0,-183000000.0,1131000000.0,106000000.0,-151000000.0,3000000.0,-6000000.0,-98000000.0,220000000.0,-145000000.0,0.0,13000000.0,1090000000.0,1025000000.0,0.0,990000000.0,609000000.0,621000000.0,1.53,1016000000.0,951000000.0,1.56,951000000.0,2015000000.0,951000000.0,0.0,3105000000.0,738000000.0,65000000.0,1135000000.0,0.0,1029000000.0,287000000.0,0.1806172380937,0.408163265306122,12204000000.0,7.6737668161435,0.67741935483871,0.648953301127214,5.07352941176471,0.209111766633891,0.648953301127214,19.9411764705882,7.0,0.257351925997515
5,2020,3,2019-10-27 00:00:00+00:00,591000000.0,1455000000.0,1047000000.0,-3000000.0,2459000000.0,2459000000.0,0.0,9765000000.0,0.0,4000000.0,14118000000.0,0.0,11214000000.0,0.0,15810000000.0,2044000000.0,569000000.0,4596000000.0,12420000000.0,3121000000.0,0.0,4000000.0,661000000.0,1475000000.0,609000000.0,3390000000.0,1640000000.0,0.0,0.0,1537000000.0,-236000000.0,2660000000.0,92000000.0,1256000000.0,63000000.0,1359000000.0,-97000000.0,223000000.0,-103000000.0,0.0,13000000.0,1098000000.0,989000000.0,0.0,927000000.0,610000000.0,618000000.0,1.45,959000000.0,899000000.0,1.47,899000000.0,1916000000.0,899000000.0,0.0,3014000000.0,712000000.0,60000000.0,1064000000.0,0.0,972000000.0,277000000.0,0.166568793395281,-0.0524992140836215,11214000000.0,8.42033898305085,-0.272277227722772,0.635700066357001,4.94909688013136,0.219279472088461,0.635700066357001,18.4137931034483,5.0,0.237560350773475
6,2020,2,2019-07-28 00:00:00+00:00,437000000.0,1561000000.0,1204000000.0,-1000000.0,2472000000.0,2472000000.0,0.0,7105000000.0,0.0,1370000000.0,13317000000.0,0.0,10336000000.0,0.0,14775000000.0,2019000000.0,588000000.0,4439000000.0,11391000000.0,3122000000.0,0.0,1370000000.0,667000000.0,1317000000.0,609000000.0,3384000000.0,936000000.0,0.0,0.0,823000000.0,-148000000.0,4333000000.0,92000000.0,3545000000.0,0.0,3658000000.0,-98000000.0,223000000.0,-113000000.0,0.0,13000000.0,1038000000.0,970000000.0,0.0,571000000.0,609000000.0,616000000.0,0.9,606000000.0,552000000.0,0.91,552000000.0,1541000000.0,552000000.0,0.0,2579000000.0,704000000.0,54000000.0,711000000.0,0.0,619000000.0,266000000.0,0.196753072024397,-0.174191482548831,10336000000.0,8.64920273348519,-0.497237569060773,0.59751841799147,4.23481116584565,0.239164086687307,0.59751841799147,16.9720853858785,5.0,0.282265743624057
7,2020,1,2019-04-28 00:00:00+00:00,368000000.0,1242000000.0,1426000000.0,-2000000.0,2474000000.0,2474000000.0,0.0,2772000000.0,0.0,5030000000.0,12862000000.0,0.0,9704000000.0,0.0,14021000000.0,2009000000.0,601000000.0,4317000000.0,10629000000.0,3134000000.0,0.0,5030000000.0,672000000.0,1183000000.0,606000000.0,3392000000.0,720000000.0,0.0,0.0,592000000.0,-225000000.0,1990000000.0,91000000.0,1495000000.0,83000000.0,1623000000.0,-97000000.0,178000000.0,-128000000.0,0.0,13000000.0,924000000.0,938000000.0,0.0,358000000.0,607000000.0,616000000.0,0.64,389000000.0,394000000.0,0.65,394000000.0,1296000000.0,394000000.0,0.0,2220000000.0,674000000.0,-5000000.0,493000000.0,0.0,402000000.0,264000000.0,0.244447745673327,-0.307764265668849,9704000000.0,8.98478444632291,-0.682926829268293,0.583783783783784,3.66336633663366,0.254946413849959,0.583783783783784,16.013201320132,5.0,0.35277092936006
8,2019,4,2019-01-27 00:00:00+00:00,511000000.0,1424000000.0,1575000000.0,-12000000.0,1988000000.0,1988000000.0,0.0,782000000.0,0.0,6640000000.0,12565000000.0,0.0,9342000000.0,0.0,13292000000.0,1404000000.0,560000000.0,3950000000.0,10557000000.0,2621000000.0,0.0,6640000000.0,663000000.0,1329000000.0,610000000.0,2735000000.0,898000000.0,-4000000.0,0.0,695000000.0,-877000000.0,61000000.0,78000000.0,40000000.0,-722000000.0,243000000.0,-98000000.0,157000000.0,-203000000.0,0.0,14000000.0,998000000.0,913000000.0,0.0,294000000.0,608000000.0,622000000.0,0.92,324000000.0,566000000.0,0.93,566000000.0,1207000000.0,566000000.0,0.0,2205000000.0,647000000.0,-242000000.0,416000000.0,0.0,338000000.0,266000000.0,0.322941646682654,-0.242528340776366,9342000000.0,7.94356659142212,-0.5,0.547392290249433,3.61475409836066,0.212802397773496,0.547392290249433,15.3147540983607,5.0,0.468849953296159
10,2019,3,2018-10-28 00:00:00+00:00,902000000.0,2219000000.0,1417000000.0,-24000000.0,1987000000.0,1990000000.0,0.0,721000000.0,0.0,6870000000.0,12096000000.0,0.0,9475000000.0,3000000.0,13657000000.0,1292000000.0,0.0,4182000000.0,11386000000.0,2574000000.0,0.0,6870000000.0,667000000.0,1608000000.0,608000000.0,2271000000.0,487000000.0,-10000000.0,0.0,337000000.0,-703000000.0,3000000.0,68000000.0,219000000.0,-134000000.0,369000000.0,-91000000.0,138000000.0,-150000000.0,0.0,15000000.0,1260000000.0,863000000.0,0.0,1058000000.0,609000000.0,625000000.0,1.97,1081000000.0,1230000000.0,2.02,1230000000.0,1921000000.0,1230000000.0,0.0,3181000000.0,605000000.0,-149000000.0,1164000000.0,0.0,1096000000.0,258000000.0,0.381316003249391,0.206752655538695,9475000000.0,7.08084577114428,0.453237410071943,0.603898145237347,5.23190789473684,0.209709762532982,0.603898145237347,15.5838815789474,5.0,0.561181182377907
11,2019,2,2018-07-29 00:00:00+00:00,800000000.0,1662000000.0,1090000000.0,-23000000.0,1987000000.0,2001000000.0,0.0,718000000.0,0.0,7225000000.0,10957000000.0,0.0,8795000000.0,14000000.0,12882000000.0,1162000000.0,0.0,4087000000.0,10831000000.0,2625000000.0,0.0,7225000000.0,669000000.0,1462000000.0,607000000.0,2051000000.0,913000000.0,0.0,0.0,784000000.0,-155000000.0,-47000000.0,59000000.0,-805000000.0,3000000.0,-676000000.0,-91000000.0,133000000.0,-129000000.0,0.0,14000000.0,1148000000.0,818000000.0,0.0,1157000000.0,607000000.0,626000000.0,1.76,1180000000.0,1101000000.0,1.81,1101000000.0,1975000000.0,1101000000.0,0.0,3123000000.0,581000000.0,79000000.0,1253000000.0,0.0,1194000000.0,237000000.0,0.378922335014203,0.400448430493274,8795000000.0,7.40834473324213,0.846938775510204,0.632404739032981,5.14497528830313,0.225923820352473,0.632404739032981,14.4892915980231,6.0,0.567265534860722
