,date,quarter,year,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.acctRec,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.debt,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.ncfo,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.capex,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.ncfi,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.intexp,statementData.incomeStatement.shareswa,statementData.incomeStatement.grossProfit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.rnd,statementData.incomeStatement.costRev,statementData.incomeStatement.epsDil,statementData.incomeStatement.sga,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.opinc,statementData.incomeStatement.nonControllingInterests,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.piotroskiFScore,statementData.overview.longTermDebtEquity,statementData.overview.bvps,statementData.overview.epsQoQ,statementData.overview.profitMargin,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.roe
0,2018-09-30 00:00:00+00:00,3,2018,4919000000.0,0.0,0.0,3805000000.0,25000000.0,757000000.0,0.0,-1409000000.0,-1000000.0,2754000000.0,311000000.0,386000000.0,199857444.0,1051000000.0,51000000.0,2436000000.0,0.0,0.0,5676000000.0,92000000.0,25000000.0,2436000000.0,1871000000.0,0.0,4806000000.0,25000000.0,-7000000.0,0.0,349000000.0,-16000000.0,163000000.0,0.0,-28000000.0,9000000.0,0.0,-365000000.0,0.0,0.0,-12000000.0,-365000000.0,219000000.0,224000000.0,419000000.0,0.0,38000000.0,200000000.0,514000000.0,0.0,711000000.0,224000000.0,0.0,197000000.0,1.11,54000000.0,201000000.0,-6000000.0,256000000.0,224000000.0,1.12,218000000.0,295000000.0,0.0,1871000000.0,0.720266412940057,7.0,1.30197755211117,9.36167281314776,1.54545454545455,0.722925457102672,0.0987747408105561,0.619589977220957,3.55753574032499,0.722925457102672,0.326276463262765
1,2018-06-30 00:00:00+00:00,2,2018,4705000000.0,0.0,0.0,3821000000.0,26000000.0,756000000.0,0.0,-1633000000.0,-1000000.0,2771000000.0,339000000.0,348000000.0,199726282.0,1050000000.0,57000000.0,2435000000.0,2000000.0,0.0,5461000000.0,97000000.0,24000000.0,2435000000.0,1640000000.0,0.0,4585000000.0,24000000.0,1000000.0,0.0,488000000.0,98000000.0,151000000.0,-1000000.0,98000000.0,16000000.0,0.0,-390000000.0,0.0,0.0,0.0,-390000000.0,196000000.0,119000000.0,321000000.0,0.0,37000000.0,200000000.0,496000000.0,0.0,679000000.0,119000000.0,0.0,183000000.0,0.59,51000000.0,201000000.0,14000000.0,170000000.0,119000000.0,0.6,133000000.0,300000000.0,0.0,1640000000.0,0.72,6.0,1.48475609756098,8.21123781796529,0.224489795918367,0.730486008836524,0.076301261829653,0.689054726368159,3.39965273073075,0.730486008836524,0.264434574649812
2,2018-03-31 00:00:00+00:00,1,2018,4476000000.0,0.0,0.0,3617000000.0,36000000.0,646000000.0,0.0,-1752000000.0,-1000000.0,2773000000.0,241000000.0,327000000.0,199722409.0,844000000.0,52000000.0,2434000000.0,12000000.0,0.0,5122000000.0,89000000.0,24000000.0,2434000000.0,1505000000.0,0.0,4354000000.0,23000000.0,-1000000.0,0.0,260000000.0,-116000000.0,133000000.0,-7000000.0,-125000000.0,9000000.0,0.0,-376000000.0,0.0,0.0,-9000000.0,-376000000.0,188000000.0,86000000.0,270000000.0,0.0,38000000.0,200000000.0,420000000.0,0.0,580000000.0,86000000.0,0.0,160000000.0,0.43,54000000.0,200000000.0,13000000.0,137000000.0,86000000.0,0.43,99000000.0,232000000.0,0.0,1505000000.0,0.765402843601896,6.0,1.61727574750831,7.53545887782677,-0.418918918918919,0.724137931034483,0.07537843682422,0.390887290167866,2.90403066388009,0.724137931034483,0.270060874377421
