,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-30 00:00:00+00:00,80919000000.0,30199000000.0,17190000000.0,24070000000.0,36210000000.0,0.0,0.0,53274000000.0,0.0,27645000000.0,1942380304.0,21071000000.0,0.0,14510000000.0,5237000000.0,44709000000.0,2882000000.0,2737000000.0,43718000000.0,3983000000.0,354000000.0,14088000000.0,2999000000.0,231000000.0,3752000000.0,1910000000.0,1928000000.0,755000000.0,3227000000.0,196000000.0,267000000.0,-168000000.0,-709000000.0,94000000.0,-881000000.0,0.0,-662000000.0,-1494000000.0,2096000000.0,2237000000.0,922000000.0,648000000.0,3200000000.0,1938000000.0,145000000.0,918000000.0,5101000000.0,0.0,1037000000.0,2137000000.0,3142000000.0,2467000000.0,0.0,2137000000.0,0.98,3055000000.0,2137000000.0,0.97,0.0,4179000000.0,3396000000.0,0.0,4.0,-0.168812123187225,0.819251127229955,1.9052377670572,36210000000.0,0.819251127229955,2.62615924878118,-0.268656716417911,0.58191107428887,0.306972999314919,18.6420753574528,0.141851934047858
2,2020,3,2020-06-30 00:00:00+00:00,77884000000.0,26260000000.0,15046000000.0,20879000000.0,35524000000.0,0.0,0.0,52873000000.0,0.0,25011000000.0,1943497695.0,17880000000.0,0.0,16100000000.0,4728000000.0,42360000000.0,3564000000.0,2746000000.0,42979000000.0,3286000000.0,-279000000.0,14072000000.0,2999000000.0,547000000.0,2739000000.0,2878000000.0,2841000000.0,1164000000.0,2984000000.0,197000000.0,85000000.0,-161000000.0,-16000000.0,107000000.0,-133000000.0,0.0,-663000000.0,-1036000000.0,3002000000.0,4118000000.0,941000000.0,527000000.0,3074000000.0,1946000000.0,142000000.0,559000000.0,4837000000.0,0.0,897000000.0,2373000000.0,2999000000.0,2470000000.0,0.0,2373000000.0,1.07,2932000000.0,2373000000.0,1.07,0.0,3896000000.0,3271000000.0,0.0,5.0,-0.171746575342466,0.805457928468059,1.55347826086957,35524000000.0,0.805457928468059,2.48881180175519,-0.218978102189781,0.503321698006981,0.335677516546126,18.2783854549413,0.157740581562711
3,2020,2,2020-03-31 00:00:00+00:00,72820000000.0,22293000000.0,11004000000.0,17892000000.0,34585000000.0,0.0,0.0,52913000000.0,0.0,19907000000.0,1962506960.0,13893000000.0,0.0,15942000000.0,4796000000.0,38235000000.0,2948000000.0,2776000000.0,42766000000.0,3475000000.0,-444000000.0,13366000000.0,3999000000.0,1064000000.0,2411000000.0,2030000000.0,1251000000.0,-2754000000.0,1001000000.0,192000000.0,-39000000.0,-216000000.0,2099000000.0,99000000.0,1879000000.0,0.0,-668000000.0,-3079000000.0,1467000000.0,553000000.0,940000000.0,607000000.0,3947000000.0,1959000000.0,118000000.0,745000000.0,5854000000.0,0.0,990000000.0,3084000000.0,3924000000.0,2484000000.0,0.0,3084000000.0,1.39,3829000000.0,3084000000.0,1.38,0.0,4914000000.0,4139000000.0,0.0,4.0,0.0655260283946124,0.83942603348138,1.24871408857107,34585000000.0,0.83942603348138,2.98291935739173,0.0610687022900762,0.401705941882319,0.35781959952413,17.6228674368625,0.171914166873261
4,2020,1,2019-12-31 00:00:00+00:00,74781000000.0,21932000000.0,10402000000.0,16688000000.0,35270000000.0,0.0,0.0,52462000000.0,0.0,22319000000.0,1969323774.0,13688000000.0,0.0,17579000000.0,4810000000.0,39511000000.0,4934000000.0,2739000000.0,42904000000.0,5621000000.0,-340000000.0,13899000000.0,3000000000.0,1719000000.0,3902000000.0,4410000000.0,3684000000.0,-3133000000.0,0.0,182000000.0,127000000.0,-191000000.0,794000000.0,116000000.0,562000000.0,-77000000.0,-671000000.0,-2315000000.0,3875000000.0,1431000000.0,982000000.0,693000000.0,4085000000.0,1969000000.0,111000000.0,702000000.0,6054000000.0,0.0,1056000000.0,3272000000.0,4016000000.0,2496000000.0,0.0,3272000000.0,1.46,3974000000.0,3272000000.0,1.46,0.0,5072000000.0,4267000000.0,0.0,7.0,0.0995277878677805,0.837793194582094,1.26963991125775,35270000000.0,0.837793194582094,3.07415168593806,0.123076923076923,0.388091862772895,0.355542147905534,17.9097010180105,0.172192479884788
5,2019,4,2019-09-30 00:00:00+00:00,72574000000.0,24475000000.0,9043000000.0,16729000000.0,34684000000.0,0.0,0.0,51604000000.0,0.0,20970000000.0,1983914836.0,16729000000.0,0.0,13415000000.0,4807000000.0,37890000000.0,4590000000.0,2695000000.0,42436000000.0,6393000000.0,-650000000.0,13502000000.0,0.0,2157000000.0,4236000000.0,4146000000.0,3793000000.0,-2660000000.0,0.0,172000000.0,-215000000.0,-249000000.0,-235000000.0,86000000.0,-1004000000.0,-563000000.0,-563000000.0,-2092000000.0,4042000000.0,163000000.0,871000000.0,796000000.0,3831000000.0,1981000000.0,120000000.0,686000000.0,6137000000.0,0.0,1531000000.0,3025000000.0,3735000000.0,2511000000.0,0.0,3025000000.0,1.34,3711000000.0,3025000000.0,1.35,0.0,5266000000.0,4003000000.0,0.0,9.0,0.129370629370629,0.858073977513443,1.56317554975773,34684000000.0,0.858073977513443,3.09337875227221,0.0894308943089432,0.482326144619998,0.350020644843498,17.482605286591,0.169935605940712
7,2019,3,2019-06-30 00:00:00+00:00,70249000000.0,24425000000.0,8814000000.0,16694000000.0,34995000000.0,0.0,0.0,51944000000.0,0.0,18305000000.0,1996066469.0,16694000000.0,0.0,10829000000.0,4930000000.0,35254000000.0,3220000000.0,2549000000.0,42585000000.0,6183000000.0,110000000.0,13040000000.0,0.0,2918000000.0,3265000000.0,2570000000.0,3190000000.0,-3915000000.0,0.0,165000000.0,109000000.0,-194000000.0,1071000000.0,110000000.0,809000000.0,-136000000.0,-565000000.0,-2111000000.0,3384000000.0,387000000.0,872000000.0,710000000.0,3994000000.0,1992000000.0,128000000.0,765000000.0,5840000000.0,0.0,1060000000.0,3101000000.0,3908000000.0,2522000000.0,0.0,3101000000.0,1.37,3866000000.0,3101000000.0,1.37,0.0,4968000000.0,4159000000.0,0.0,8.0,0.114503816793893,0.850684931506849,1.69036845507434,34995000000.0,0.850684931506849,2.92575427256476,0.37,0.47703957708244,0.346506904659644,17.5319812959595,0.169398634846296
8,2019,2,2019-03-31 00:00:00+00:00,69865000000.0,24210000000.0,8547000000.0,16630000000.0,34275000000.0,0.0,0.0,51375000000.0,0.0,18490000000.0,2007376828.0,16630000000.0,0.0,11380000000.0,4911000000.0,35590000000.0,2978000000.0,2456000000.0,42054000000.0,7382000000.0,-86000000.0,12513000000.0,0.0,3506000000.0,3876000000.0,2200000000.0,1908000000.0,-2468000000.0,0.0,160000000.0,-103000000.0,-156000000.0,-81000000.0,111000000.0,-326000000.0,0.0,-569000000.0,-1897000000.0,2064000000.0,-833000000.0,894000000.0,606000000.0,3817000000.0,2005000000.0,140000000.0,700000000.0,5494000000.0,0.0,959000000.0,2977000000.0,3641000000.0,2536000000.0,0.0,2977000000.0,1.31,3677000000.0,2977000000.0,1.31,0.0,4600000000.0,3977000000.0,0.0,6.0,0.0829883698009068,0.837277029486713,1.62478031634446,34275000000.0,0.837277029486713,2.73690516068864,0.169642857142857,0.485193289569657,0.328032190074727,17.0745220936664,0.159586978345045
9,2019,1,2018-12-31 00:00:00+00:00,71655000000.0,24171000000.0,9785000000.0,16633000000.0,34095000000.0,0.0,0.0,51548000000.0,0.0,20107000000.0,2017017656.0,16633000000.0,0.0,13389000000.0,4835000000.0,37560000000.0,4528000000.0,2437000000.0,42450000000.0,7593000000.0,275000000.0,11908000000.0,0.0,4132000000.0,3461000000.0,4014000000.0,3137000000.0,-3018000000.0,0.0,159000000.0,-68000000.0,-157000000.0,87000000.0,100000000.0,-70000000.0,0.0,-572000000.0,-2345000000.0,3294000000.0,138000000.0,807000000.0,643000000.0,3775000000.0,2017000000.0,145000000.0,653000000.0,5506000000.0,0.0,982000000.0,2977000000.0,3717000000.0,2548000000.0,0.0,2977000000.0,1.3,3630000000.0,2977000000.0,1.3,0.0,4699000000.0,3934000000.0,0.0,7.0,0.132455779514603,0.853432618961133,1.50175517215625,34095000000.0,0.853432618961133,2.72977283248928,0.214953271028037,0.48784279219827,0.31746875046118,16.9036695829498,0.15470860886669
10,2018,4,2018-09-30 00:00:00+00:00,69225000000.0,23914000000.0,9653000000.0,16630000000.0,34006000000.0,0.0,0.0,51009000000.0,0.0,18216000000.0,2034251465.0,16630000000.0,0.0,11305000000.0,4618000000.0,35219000000.0,2790000000.0,2472000000.0,42752000000.0,7629000000.0,547000000.0,11318000000.0,0.0,4082000000.0,3547000000.0,2351000000.0,3267000000.0,-2046000000.0,0.0,163000000.0,-12000000.0,-209000000.0,-1586000000.0,85000000.0,-1779000000.0,0.0,-483000000.0,-1559000000.0,3476000000.0,-361000000.0,815000000.0,855000000.0,3688000000.0,2031000000.0,150000000.0,693000000.0,5434000000.0,0.0,1213000000.0,2845000000.0,3406000000.0,2562000000.0,0.0,2845000000.0,1.23,3538000000.0,2845000000.0,1.23,0.0,4619000000.0,3851000000.0,0.0,7.0,0.119258496395469,0.850018402649982,1.61132242370632,34006000000.0,0.850018402649982,2.67125283844886,0.366666666666667,0.489031347409281,0.305604177173881,16.7167140272896,0.150601616982704
12,2018,3,2018-06-30 00:00:00+00:00,68175000000.0,23923000000.0,9992000000.0,16627000000.0,33318000000.0,0.0,0.0,49684000000.0,0.0,18491000000.0,2043914543.0,16627000000.0,0.0,10934000000.0,4802000000.0,34857000000.0,2835000000.0,2387000000.0,42832000000.0,6231000000.0,741000000.0,10426000000.0,0.0,2835000000.0,3396000000.0,2455000000.0,3581000000.0,-2211000000.0,0.0,152000000.0,-295000000.0,-155000000.0,-13000000.0,89000000.0,-168000000.0,0.0,-487000000.0,-1722000000.0,3736000000.0,1062000000.0,852000000.0,582000000.0,2967000000.0,2041000000.0,155000000.0,483000000.0,5240000000.0,0.0,1503000000.0,2329000000.0,2885000000.0,2578000000.0,0.0,2329000000.0,1.0,2812000000.0,2329000000.0,1.0,0.0,4388000000.0,3119000000.0,0.0,6.0,0.147864184008762,0.837404580152672,1.69114688128773,33318000000.0,0.837404580152672,2.56370796809776,0.149425287356322,0.499039558196771,0.287344103247444,16.3010729162369,0.140937330180504
