,date,year,quarter,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.deposits,statementData.balanceSheet.acctRec,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.debt,statementData.balanceSheet.acctPay,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.cashFlow.sbcomp,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayEquity,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.issrepayDebt,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.taxExp,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.revenue,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.rnd,statementData.incomeStatement.netIncDiscOps,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,2020,3,11822000000.0,8428000000.0,5646000000.0,0.0,8717000000.0,-23538000000.0,1929000000.0,0.0,0.0,676000000.0,36000000.0,1072000000.0,0.0,0.0,0.0,6903000000.0,5831000000.0,3105000000.0,0.0,0.0,10357000000.0,316000000.0,0.0,306000000.0,9780335.0,-4940000000.0,7000000.0,280000000.0,-102000000.0,382000000.0,0.0,0.0,170000000.0,0.0,-56000000.0,0.0,0.0,224000000.0,-102000000.0,-54000000.0,9780000.0,-550000000.0,-720000000.0,-76.18,296000000.0,185000000.0,-76.18,-745000000.0,0.0,-111000000.0,0.0,-745000000.0,25000000.0,9780000.0,-745000000.0,790000000.0,52000000.0,975000000.0,-745000000.0,0.0,5000000.0,0.0,3.0,-0.532822232870149,0.18974358974359,0.34524959742351,-4919000000.0,0.18974358974359,99.6898368000687,5.40706476030278,-1.70607287449393,4.43802978235968,-502.948007404654,-1.03435939877726
1,2020-06-30 00:00:00+00:00,2020,2,10741000000.0,8135000000.0,5702000000.0,0.0,8352000000.0,-22793000000.0,1929000000.0,0.0,0.0,513000000.0,29000000.0,690000000.0,0.0,0.0,0.0,6553000000.0,5863000000.0,2389000000.0,0.0,0.0,10064000000.0,39000000.0,0.0,82000000.0,9783101.0,-4209000000.0,4000000.0,31000000.0,-345000000.0,376000000.0,0.0,0.0,158000000.0,0.0,-31000000.0,0.0,0.0,0.0,-345000000.0,-28000000.0,9779000.0,19000000.0,-139000000.0,-28.22,459000000.0,-82000000.0,-28.22,-276000000.0,0.0,-541000000.0,0.0,-276000000.0,137000000.0,9779000.0,-276000000.0,603000000.0,112000000.0,521000000.0,-276000000.0,0.0,130000000.0,0.0,3.0,-0.781642917015926,-0.157389635316699,0.288823775638342,-4188000000.0,-0.157389635316699,53.2550977445699,-4.06406080347448,-1.9327631266334,-39.9205298013245,-428.085123520651,-0.767360448093692
2,2020-03-31 00:00:00+00:00,2020,1,11732000000.0,9163000000.0,5833000000.0,0.0,9472000000.0,-22517000000.0,420000000.0,0.0,0.0,762000000.0,21000000.0,1818000000.0,0.0,0.0,0.0,7808000000.0,5990000000.0,2260000000.0,0.0,0.0,9583000000.0,552000000.0,0.0,82000000.0,9772919.0,-3945000000.0,5000000.0,-114000000.0,-511000000.0,397000000.0,0.0,0.0,603000000.0,0.0,190000000.0,0.0,0.0,76000000.0,-511000000.0,217000000.0,9753000.0,-7562000000.0,-8165000000.0,-852.97,9615000000.0,1388000000.0,-852.97,-8310000000.0,-16000000.0,-8227000000.0,-13000000.0,-8297000000.0,145000000.0,9753000.0,-8313000000.0,1153000000.0,65000000.0,2541000000.0,-8319000000.0,22000000.0,282000000.0,0.0,6.0,0.157103825136612,0.546241637150728,0.804424778761062,-3924000000.0,0.546241637150728,260.004201405946,132.904238618524,-2.32268694550063,-3.73565441650548,-401.51770417825,-0.608613445378151
3,2019-12-31 00:00:00+00:00,2019,4,11792000000.0,9073000000.0,14756000000.0,0.0,9400000000.0,-14220000000.0,385000000.0,0.0,0.0,990000000.0,12000000.0,1251000000.0,0.0,0.0,0.0,16193000000.0,14942000000.0,2392000000.0,0.0,0.0,9458000000.0,498000000.0,0.0,6000000.0,9770813.0,4364000000.0,6000000.0,-104000000.0,-545000000.0,441000000.0,0.0,0.0,592000000.0,0.0,96000000.0,0.0,0.0,-8000000.0,-545000000.0,133000000.0,9750000.0,390000000.0,-202000000.0,-42.0,942000000.0,769000000.0,-42.0,-340000000.0,0.0,-173000000.0,-16000000.0,-324000000.0,138000000.0,9750000.0,-324000000.0,1157000000.0,57000000.0,1926000000.0,-346000000.0,22000000.0,28000000.0,0.0,3.0,-0.310418904403867,0.399273104880582,0.522993311036789,4401000000.0,0.399273104880582,197.11768099543,-1.328125,2.07905591200733,-0.0959188379063869,450.423112181146,-0.0252316183717721
5,2019-09-30 00:00:00+00:00,2019,3,11844000000.0,9133000000.0,14876000000.0,0.0,9496000000.0,-13896000000.0,208000000.0,0.0,0.0,977000000.0,3000000.0,1403000000.0,51000000.0,51000000.0,0.0,16579000000.0,15176000000.0,2348000000.0,0.0,0.0,9341000000.0,526000000.0,0.0,14000000.0,8172566.0,4696000000.0,7000000.0,-234000000.0,-563000000.0,329000000.0,0.0,0.0,573000000.0,0.0,244000000.0,0.0,0.0,10000000.0,-563000000.0,270000000.0,8492000.0,688000000.0,115000000.0,-11.89,735000000.0,781000000.0,-11.89,-62000000.0,0.0,46000000.0,-1000000.0,-61000000.0,177000000.0,8492000.0,-61000000.0,1306000000.0,66000000.0,2087000000.0,-101000000.0,40000000.0,17000000.0,0.0,6.0,-0.139026402640264,0.374221370388117,0.597529812606474,4735000000.0,0.374221370388117,255.366551949535,-0.687105263157895,1.94484667802385,0.13531440700451,579.377395055604,0.0326447008369205
6,2019-06-30 00:00:00+00:00,2019,2,12310000000.0,9701000000.0,14845000000.0,0.0,10090000000.0,-13835000000.0,0.0,0.0,0.0,1021000000.0,-5000000.0,1384000000.0,63000000.0,63000000.0,0.0,16540000000.0,15156000000.0,2220000000.0,0.0,0.0,9701000000.0,611000000.0,0.0,4000000.0,8168389.0,4191000000.0,11000000.0,-119000000.0,-516000000.0,397000000.0,0.0,0.0,580000000.0,0.0,115000000.0,0.0,0.0,-4000000.0,-516000000.0,148000000.0,8141000.0,853000000.0,273000000.0,9.21,753000000.0,1031000000.0,9.21,98000000.0,0.0,278000000.0,0.0,98000000.0,175000000.0,8141000.0,98000000.0,1355000000.0,89000000.0,2386000000.0,75000000.0,23000000.0,15000000.0,0.0,7.0,0.0423765836609873,0.432103939647946,0.623423423423423,4230000000.0,0.432103939647946,292.101661661804,-1.1535,2.31472202338344,0.173027989821883,517.849970171597,0.0301855867238053
7,2019-03-31 00:00:00+00:00,2019,1,12499000000.0,9167000000.0,14939000000.0,0.0,9569000000.0,-13933000000.0,380000000.0,0.0,0.0,1196000000.0,-13000000.0,1365000000.0,48000000.0,48000000.0,0.0,16637000000.0,15272000000.0,2930000000.0,0.0,0.0,9547000000.0,751000000.0,0.0,8000000.0,8158624.0,4097000000.0,6000000.0,-47000000.0,-856000000.0,456000000.0,0.0,0.0,519000000.0,-353000000.0,404000000.0,0.0,0.0,4000000.0,-503000000.0,435000000.0,6902000.0,345000000.0,-174000000.0,-6.37,759000000.0,577000000.0,-6.37,-335000000.0,0.0,-182000000.0,-314000000.0,-21000000.0,161000000.0,6902000.0,-21000000.0,1619000000.0,103000000.0,2196000000.0,-44000000.0,23000000.0,24000000.0,0.0,4.0,-0.129952456418383,0.262750455373406,0.465870307167235,4138000000.0,0.262750455373406,269.16303533537,2.185,2.23749084696119,0.0656644202522896,507.193369862369,0.00698889134113146
8,2018-12-31 00:00:00+00:00,2018,4,10602000000.0,7341000000.0,10818000000.0,0.0,7715000000.0,-13912000000.0,381000000.0,0.0,0.0,1247000000.0,-23000000.0,1598000000.0,76000000.0,76000000.0,0.0,12735000000.0,11137000000.0,2887000000.0,0.0,0.0,7722000000.0,763000000.0,0.0,4000000.0,4568550.0,2092000000.0,7000000.0,1782000000.0,1447000000.0,335000000.0,0.0,0.0,402000000.0,0.0,-1782000000.0,0.0,0.0,0.0,1447000000.0,-1755000000.0,4545000.0,1155000000.0,753000000.0,128.0,711000000.0,1129000000.0,128.0,602000000.0,1000000.0,418000000.0,-2000000.0,604000000.0,151000000.0,4545000.0,605000000.0,1664000000.0,62000000.0,2793000000.0,580000000.0,24000000.0,39000000.0,0.0,3.0,-0.0878510777269759,0.40422484783387,0.553515760304815,2133000000.0,0.40422484783387,611.353711790393,-1.50793650793651,3.50908221797323,0.361904761904762,466.887743375907,0.0106782280564421
10,2018-09-30 00:00:00+00:00,2018,3,12698000000.0,9380000000.0,11177000000.0,0.0,9722000000.0,-16173000000.0,432000000.0,0.0,0.0,1051000000.0,-32000000.0,1235000000.0,0.0,0.0,0.0,12659000000.0,11424000000.0,2976000000.0,0.0,0.0,9812000000.0,670000000.0,0.0,4000000.0,4561370.0,-162000000.0,7000000.0,-45000000.0,-489000000.0,444000000.0,0.0,0.0,405000000.0,0.0,46000000.0,0.0,0.0,1000000.0,-489000000.0,91000000.0,4550000.0,425000000.0,20000000.0,-38.0,574000000.0,656000000.0,-38.0,-145000000.0,0.0,82000000.0,1000000.0,-146000000.0,165000000.0,4550000.0,-146000000.0,1768000000.0,81000000.0,2424000000.0,-169000000.0,23000000.0,22000000.0,0.0,3.0,0.247555326814205,0.270627062706271,0.414986559139785,-39000000.0,0.270627062706271,531.419288503235,2.8,-57.9012345679012,5.66726296958855,-8.5500628100768,-0.127971561875139
11,2018-06-30 00:00:00+00:00,2018,2,12458000000.0,9238000000.0,10850000000.0,0.0,9585000000.0,-16257000000.0,432000000.0,0.0,0.0,1060000000.0,-40000000.0,1240000000.0,0.0,0.0,0.0,12341000000.0,11101000000.0,2873000000.0,0.0,0.0,9670000000.0,742000000.0,0.0,3000000.0,4559076.0,-240000000.0,9000000.0,-161000000.0,-524000000.0,363000000.0,0.0,0.0,471000000.0,0.0,160000000.0,0.0,0.0,-1000000.0,-524000000.0,306000000.0,4545000.0,368000000.0,-103000000.0,-60.0,653000000.0,493000000.0,-60.0,-258000000.0,0.0,-160000000.0,-9000000.0,-249000000.0,155000000.0,4545000.0,-249000000.0,1796000000.0,105000000.0,2289000000.0,-272000000.0,23000000.0,20000000.0,0.0,3.0,0.00350723366944328,0.215377894276977,0.431604594500522,-117000000.0,0.215377894276977,502.075420545742,-1.57692307692308,-38.4916666666667,3.04443282801882,-25.6630948902804,-0.119263612720906
