,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctRec,statementData.balanceSheet.investments,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncfo,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.depamor,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.eps,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020,4,2020-10-31 00:00:00+00:00,6737500000.0,80100000.0,1274200000.0,0.0,0.0,435400000.0,0.0,2912700000.0,3261800000.0,1908300000.0,25800000.0,115900000.0,5463300000.0,2063300000.0,3736300000.0,-472000000.0,1542100000.0,570400000.0,0.0,338000000.0,1004400000.0,53340401.0,0.0,1620700000.0,3824600000.0,442600000.0,-107000000.0,-143200000.0,111300000.0,-85300000.0,218300000.0,0.0,-82200000.0,-1500000.0,37600000.0,-36200000.0,-11500000.0,1900000.0,-1300000.0,109600000.0,100100000.0,81200000.0,53340401.0,49600000.0,6700000.0,25500000.0,81200000.0,424000000.0,1.65,0.0,100400000.0,0.0,12500000.0,323900000.0,0.0,81200000.0,681600000.0,1.64,210000000.0,93700000.0,264200000.0,257600000.0,0.035924714817438,-0.0144592249855408,3824800000.0,1.26861808044604,-0.323770491803279,0.622065727699531,12.7783066347776,0.42375673273022,0.622065727699531,71.7054976770797,4.0,0.0638166876355168
2,2020,3,2020-07-31 00:00:00+00:00,6748400000.0,80100000.0,1321300000.0,0.0,0.0,450500000.0,0.0,2988000000.0,3180600000.0,1859300000.0,28500000.0,127400000.0,5427100000.0,2149300000.0,3756400000.0,-444700000.0,1496600000.0,594900000.0,0.0,342300000.0,1128700000.0,53333091.0,0.0,1564400000.0,3760200000.0,584900000.0,-45100000.0,-51800000.0,67700000.0,-18600000.0,112800000.0,0.0,-20100000.0,0.0,0.0,-6700000.0,47500000.0,1500000.0,5100000.0,70600000.0,72000000.0,55200000.0,49100000.0,49500000.0,5700000.0,21800000.0,55200000.0,360800000.0,1.13,0.0,72100000.0,0.0,11200000.0,288800000.0,0.0,55200000.0,578200000.0,1.12,142700000.0,66400000.0,232800000.0,217400000.0,0.0426664212810662,-0.148954960259052,3760400000.0,1.17063878798618,-0.534979423868313,0.624005534417157,10.8412992601535,0.416041699909579,0.624005534417157,70.5078203699088,5.0,0.075461462303175
3,2020,2,2020-04-30 00:00:00+00:00,6510000000.0,77000000.0,1166200000.0,0.0,0.0,368800000.0,0.0,2882500000.0,3126900000.0,1857200000.0,26800000.0,79800000.0,5343800000.0,2163500000.0,3737700000.0,-512800000.0,1451600000.0,568200000.0,0.0,287600000.0,1025300000.0,53330450.0,0.0,1577500000.0,3627300000.0,586000000.0,-89300000.0,-91100000.0,-63500000.0,71600000.0,25800000.0,0.0,115100000.0,-1500000.0,0.0,-1800000.0,3400000.0,-42100000.0,-2900000.0,68800000.0,28600000.0,11500000.0,49200000.0,49600000.0,12800000.0,23800000.0,11500000.0,323500000.0,0.23,0.0,21800000.0,0.0,-2500000.0,294900000.0,0.0,11500000.0,524900000.0,0.23,90600000.0,9000000.0,237200000.0,201400000.0,0.0538073693042367,-0.197768607672322,3627500000.0,1.13742319321174,-0.907258064516129,0.616307868165365,9.84240710513412,0.434896479475092,0.616307868165365,68.0193022935302,5.0,0.0939890560688139
4,2020,1,2020-01-31 00:00:00+00:00,6548500000.0,75900000.0,1149900000.0,0.0,0.0,408000000.0,0.0,2817600000.0,3115400000.0,1749100000.0,27600000.0,76800000.0,5398600000.0,2049400000.0,3820300000.0,-430400000.0,1432500000.0,526500000.0,0.0,317900000.0,1068500000.0,49062354.0,0.0,1474900000.0,3730700000.0,574500000.0,-69000000.0,-78400000.0,60700000.0,-63200000.0,129700000.0,0.0,-49900000.0,0.0,0.0,-9400000.0,-12100000.0,-13200000.0,-200000.0,70600000.0,111100000.0,90500000.0,49100000.0,49700000.0,11600000.0,22200000.0,90500000.0,426500000.0,1.84,0.0,109000000.0,0.0,6900000.0,315400000.0,0.0,90500000.0,646200000.0,1.82,179600000.0,97400000.0,258300000.0,219700000.0,0.0720657798660275,0.028817067345964,3730900000.0,1.0761815629387,-0.119617224880383,0.66001238006809,13.1709946082082,0.395341356849921,0.66001238006809,76.0440479476382,6.0,0.125099887024331
5,2019,4,2019-10-31 00:00:00+00:00,6274500000.0,78000000.0,1163400000.0,0.0,0.0,435300000.0,0.0,2645900000.0,3026400000.0,1535300000.0,28000000.0,89000000.0,5111100000.0,1826300000.0,3834200000.0,-447100000.0,1132100000.0,506900000.0,0.0,274900000.0,1110600000.0,49573612.0,0.0,1262600000.0,3628400000.0,563700000.0,-84800000.0,-84900000.0,115100000.0,-139100000.0,199900000.0,0.0,12700000.0,-1500000.0,35100000.0,-100000.0,-23700000.0,-149900000.0,400000.0,70600000.0,146600000.0,121000000.0,49400000.0,50000000.0,14700000.0,23300000.0,121000000.0,455000000.0,2.44,0.0,143200000.0,0.0,7500000.0,308400000.0,0.0,121000000.0,691600000.0,2.42,213800000.0,128500000.0,249600000.0,236600000.0,0.0748237425498912,0.061550268610898,3628600000.0,1.04754186925986,0.190243902439025,0.657894736842105,13.9509705284336,0.347977069782824,0.657894736842105,73.1961996232996,7.0,0.131363028639786
7,2019,3,2019-07-31 00:00:00+00:00,6172800000.0,63100000.0,1150800000.0,0.0,0.0,404700000.0,0.0,2557300000.0,2905400000.0,1667900000.0,31500000.0,112700000.0,5022000000.0,1812600000.0,3830000000.0,-481800000.0,1065400000.0,502100000.0,0.0,266300000.0,889400000.0,49487752.0,0.0,1422600000.0,3615300000.0,390000000.0,-75400000.0,-83700000.0,121300000.0,-103600000.0,196700000.0,0.0,-115600000.0,0.0,0.0,-8300000.0,8300000.0,12000000.0,-1100000.0,70700000.0,142200000.0,120100000.0,49500000.0,50100000.0,16700000.0,21500000.0,120100000.0,450700000.0,2.43,0.0,143700000.0,0.0,6900000.0,308500000.0,0.0,120100000.0,679400000.0,2.4,214400000.0,127000000.0,249800000.0,228700000.0,0.0720360180090045,0.0293939393939393,3615500000.0,1.29390600404767,0.185365853658537,0.663379452458051,13.728649464619,0.393494315824413,0.663379452458051,73.0584812177365,7.0,0.128551064779485
8,2019,2,2019-04-30 00:00:00+00:00,6203400000.0,60100000.0,1136600000.0,0.0,0.0,396200000.0,0.0,2661200000.0,2786800000.0,1720300000.0,33300000.0,104600000.0,5066800000.0,1926900000.0,3912600000.0,-416600000.0,1032700000.0,493100000.0,0.0,254000000.0,940900000.0,49374137.0,0.0,1472300000.0,3542000000.0,454600000.0,-52700000.0,-53500000.0,162100000.0,-201900000.0,214800000.0,0.0,-205300000.0,-1500000.0,0.0,-800000.0,-42000000.0,4700000.0,-1400000.0,70700000.0,146900000.0,122400000.0,49400000.0,50000000.0,18500000.0,21000000.0,122400000.0,432600000.0,2.48,0.0,146600000.0,0.0,5700000.0,285700000.0,0.0,122400000.0,654300000.0,2.45,217300000.0,128100000.0,246800000.0,221700000.0,0.0686885094303968,0.0364327578013623,3542200000.0,1.20799234775215,1.0,0.661164603392939,13.2518771923041,0.4156691134952,0.661164603392939,71.7420134350905,8.0,0.126535025997304
9,2019,1,2019-01-31 00:00:00+00:00,6298600000.0,55200000.0,1193000000.0,0.0,0.0,389700000.0,0.0,2873100000.0,2664400000.0,1934500000.0,34600000.0,146600000.0,5105600000.0,2132400000.0,3963400000.0,-398000000.0,1023800000.0,486200000.0,0.0,254400000.0,938600000.0,49232061.0,0.0,1686900000.0,3425300000.0,445500000.0,-79200000.0,-129200000.0,22600000.0,93200000.0,101800000.0,0.0,108500000.0,0.0,0.0,-50000000.0,66700000.0,-15100000.0,900000.0,68800000.0,110900000.0,103200000.0,49300000.0,49900000.0,18200000.0,21000000.0,103200000.0,418500000.0,2.09,0.0,112000000.0,0.0,-9400000.0,307600000.0,0.0,103200000.0,628100000.0,2.07,180800000.0,93800000.0,250000000.0,209600000.0,0.0583031332352578,0.0645762711864406,3425500000.0,1.27104197741317,-1.836,0.6662951759274,12.7579464934446,0.492482410299828,0.6662951759274,69.5786430716358,6.0,0.111231963977395
10,2018,4,2018-10-31 00:00:00+00:00,6112800000.0,58400000.0,1090900000.0,0.0,0.0,374700000.0,0.0,2805000000.0,2576000000.0,2268500000.0,31000000.0,77700000.0,5021900000.0,2022800000.0,3913400000.0,-430700000.0,976000000.0,468800000.0,0.0,287900000.0,536500000.0,49139682.0,0.0,1985700000.0,3307600000.0,37100000.0,-43400000.0,-46500000.0,193200000.0,-263300000.0,236600000.0,0.0,-273400000.0,-1400000.0,43200000.0,-3100000.0,-75400000.0,11600000.0,-2200000.0,70500000.0,122700000.0,100700000.0,49400000.0,50000000.0,22800000.0,22600000.0,100700000.0,430100000.0,2.05,0.0,135500000.0,0.0,12000000.0,307400000.0,0.0,100700000.0,651500000.0,2.02,206000000.0,112700000.0,248600000.0,221400000.0,0.0223369137857397,0.160284951024043,3307800000.0,2.03336439888164,0.126373626373626,0.66016884113584,13.2581240554223,0.600344660781231,0.66016884113584,67.3142329248284,4.0,0.0434529402172647
12,2018,3,2018-07-31 00:00:00+00:00,6256900000.0,45700000.0,1188800000.0,0.0,0.0,375600000.0,0.0,3030300000.0,2470500000.0,2568900000.0,37200000.0,155600000.0,5068100000.0,2294200000.0,3980100000.0,-385600000.0,967400000.0,479600000.0,0.0,291800000.0,461400000.0,49104101.0,0.0,2248900000.0,3226500000.0,45300000.0,-52300000.0,-52400000.0,182900000.0,-188600000.0,235200000.0,0.0,-189400000.0,0.0,0.0,-100000.0,-9300000.0,700000.0,-3500000.0,69000000.0,115600000.0,100800000.0,49100000.0,49700000.0,22800000.0,22500000.0,100800000.0,426800000.0,2.05,0.0,113200000.0,0.0,-10400000.0,311200000.0,0.0,100800000.0,660000000.0,2.03,182200000.0,90400000.0,251000000.0,233200000.0,0.0214802551410587,0.18705035971223,3226600000.0,2.5765062852189,-0.0330188679245285,0.646666666666667,13.4408325691575,0.697009143034248,0.646666666666667,65.7093793449146,5.0,0.0401054415364338
