,date,quarter,year,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.ppeq,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctRec,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.intangibles,statementData.balanceSheet.inventory,statementData.balanceSheet.deposits,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.debt,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncf,statementData.cashFlow.ncfi,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.opinc,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.taxExp,statementData.incomeStatement.costRev,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.intexp,statementData.incomeStatement.consolidatedIncome,statementData.overview.rps,statementData.overview.roa,statementData.overview.bookVal,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.revenueQoQ,statementData.overview.grossMargin,statementData.overview.roe,statementData.overview.currentRatio,statementData.overview.piotroskiFScore,statementData.overview.longTermDebtEquity,statementData.overview.epsQoQ
0,2018-03-31 00:00:00+00:00,1,2018,99723476.0,1112000000.0,0.0,802000000.0,7417000000.0,0.0,289000000.0,2449000000.0,7350000000.0,3099000000.0,3326000000.0,291000000.0,3000000.0,3682000000.0,0.0,2415000000.0,1225000000.0,0.0,0.0,11099000000.0,849000000.0,6261000000.0,245000000.0,10449000000.0,5972000000.0,645000000.0,105000000.0,262000000.0,-28000000.0,-70000000.0,0.0,69000000.0,-76000000.0,1000000.0,133000000.0,21000000.0,-5000000.0,56000000.0,173000000.0,-30000000.0,1190000000.0,0.34,34000000.0,0.34,175000000.0,0.0,361000000.0,159000000.0,0.0,627000000.0,99723476.0,0.0,468000000.0,74000000.0,40000000.0,563000000.0,47000000.0,119000000.0,34000000.0,45000000.0,34000000.0,11.9329976022898,0.072489207267897,650000000.0,6.51802390041037,0.526890756302521,0.833590138674885,0.526890756302521,1.16419047619048,1.18812520167796,6.0,9.25891472868217,-0.92255125284738
