,year,quarter,date,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,23340000000.0,0.0,-601000000.0,0.0,693000000.0,0.0,6507000000.0,33873000000.0,3742000000.0,32844000000.0,165118000000.0,0.0,988000000.0,21444000000.0,3706000000.0,129102000000.0,152483559.0,7227000000.0,1041000000.0,-10000000.0,-556000000.0,0.0,65000000.0,-40000000.0,-19000000.0,21000000.0,117000000.0,995000000.0,8000000.0,160000000.0,0.0,955000000.0,1364000000.0,1872000000.0,1828000000.0,1999000000.0,0.0,713000000.0,153742264.0,1757000000.0,3656000000.0,1882000000.0,8.94,464000000.0,4369000000.0,153000000.0,0.0,1364000000.0,54000000.0,0.0,8.87,152488073.0,1517000000.0,1899000000.0,0.0292765840444179,6.0,36016000000.0,0.239944521497919,28.6522693243276,0.836804760814832,0.213355770082366,0.183369447453954,236.19595605058,0.836804760814832,0.140729782296884
1,2020,2,2020-06-30 00:00:00+00:00,22532000000.0,0.0,-781000000.0,0.0,697000000.0,0.0,5466000000.0,32730000000.0,3664000000.0,32873000000.0,157342000000.0,0.0,914000000.0,19538000000.0,2990000000.0,123308000000.0,154262173.0,7190000000.0,1060000000.0,-1125000000.0,-554000000.0,-522000000.0,-1000000.0,-48000000.0,-124000000.0,-76000000.0,114000000.0,1707000000.0,1254000000.0,149000000.0,0.0,1659000000.0,1214000000.0,1540000000.0,1575000000.0,1740000000.0,0.0,675000000.0,154712032.0,1406000000.0,2973000000.0,1626000000.0,7.9,361000000.0,3648000000.0,188000000.0,0.0,1214000000.0,51000000.0,0.0,7.85,153732878.0,1402000000.0,1567000000.0,0.0277996919493595,5.0,34034000000.0,0.222910216718266,23.6480527212592,0.814967105263158,0.219676138099603,0.0351872871736663,220.624404143458,0.814967105263158,0.134855008086745
2,2020,1,2020-03-31 00:00:00+00:00,21872000000.0,0.0,-810000000.0,0.0,714000000.0,0.0,4406000000.0,33013000000.0,3610000000.0,32903000000.0,149020000000.0,0.0,982000000.0,20017000000.0,3095000000.0,114510000000.0,154827534.0,5933000000.0,-423000000.0,-657000000.0,-596000000.0,628000000.0,-79000000.0,-52000000.0,-34000000.0,18000000.0,111000000.0,-938000000.0,1021000000.0,149000000.0,0.0,-990000000.0,806000000.0,2279000000.0,792000000.0,949000000.0,0.0,722000000.0,156416726.0,684000000.0,2988000000.0,838000000.0,5.19,-14000000.0,3710000000.0,-179000000.0,0.0,806000000.0,46000000.0,0.0,5.15,155243279.0,627000000.0,2304000000.0,0.0262320096889097,1.0,34510000000.0,-0.219548872180451,23.9621461645188,0.805390835579515,0.17971708114985,0.108786610878661,222.893170926561,0.805390835579515,0.129267919914412
3,2019,4,2019-12-31 00:00:00+00:00,21662000000.0,0.0,-571000000.0,0.0,715000000.0,0.0,4829000000.0,33547000000.0,3734000000.0,32931000000.0,168622000000.0,0.0,1167000000.0,20955000000.0,3179000000.0,133693000000.0,154370706.0,4955000000.0,222000000.0,-7000000.0,-512000000.0,-1214000000.0,87000000.0,-94000000.0,93000000.0,91000000.0,111000000.0,1256000000.0,-991000000.0,140000000.0,96000000.0,1162000000.0,1301000000.0,1727000000.0,1601000000.0,1763000000.0,0.0,683000000.0,157680316.0,1538000000.0,3294000000.0,1652000000.0,8.38,300000000.0,3977000000.0,33000000.0,0.0,1301000000.0,51000000.0,0.0,8.26,155186736.0,1334000000.0,1756000000.0,0.0270924220207642,7.0,34929000000.0,0.432478632478633,25.7626599181324,0.828262509429218,0.14770322234477,0.158124635993011,226.267022449194,0.828262509429218,0.138623060484995
5,2019,3,2019-09-30 00:00:00+00:00,20873000000.0,0.0,-784000000.0,0.0,669000000.0,0.0,4607000000.0,32407000000.0,3792000000.0,32959000000.0,163872000000.0,0.0,1252000000.0,23714000000.0,3026000000.0,130268000000.0,154573783.0,6118000000.0,584000000.0,-109000000.0,-513000000.0,139000000.0,-42000000.0,-55000000.0,-444000000.0,-385000000.0,105000000.0,931000000.0,44000000.0,133000000.0,-4000000.0,876000000.0,1119000000.0,1496000000.0,1460000000.0,1619000000.0,0.0,666000000.0,156447387.0,1502000000.0,3026000000.0,1514000000.0,7.21,341000000.0,3692000000.0,0.0,0.0,1119000000.0,54000000.0,0.0,7.15,155280877.0,1119000000.0,1524000000.0,0.0251733660632096,6.0,33604000000.0,-0.0500658761528326,23.8850335958977,0.819609967497291,0.188786373314407,0.0324384787472036,217.397797658869,0.819609967497291,0.128204527163764
6,2019,2,2019-06-30 00:00:00+00:00,20267000000.0,0.0,-664000000.0,0.0,659000000.0,0.0,4023000000.0,31893000000.0,3825000000.0,32988000000.0,163347000000.0,0.0,1277000000.0,22866000000.0,2863000000.0,130687000000.0,154521765.0,6106000000.0,-38000000.0,-7000000.0,-515000000.0,604000000.0,-19000000.0,-47000000.0,-1545000000.0,8000000.0,100000000.0,922000000.0,1000000000.0,140000000.0,-1506000000.0,875000000.0,1003000000.0,1553000000.0,1325000000.0,1477000000.0,0.0,668000000.0,156360741.0,1278000000.0,2856000000.0,1377000000.0,6.46,322000000.0,3524000000.0,10000000.0,0.0,1003000000.0,52000000.0,0.0,6.41,155354552.0,1013000000.0,1578000000.0,0.0253413600084491,5.0,32660000000.0,-0.0314842578710645,22.8058487424086,0.81044267877412,0.191452669864861,-0.0224687933425798,211.361810421982,0.81044267877412,0.131227976967131
7,2019,1,2019-03-31 00:00:00+00:00,19779000000.0,0.0,-623000000.0,0.0,656000000.0,0.0,4061000000.0,31309000000.0,3654000000.0,31348000000.0,165008000000.0,0.0,1225000000.0,25300000000.0,2771000000.0,132637000000.0,158031934.0,5100000000.0,-2427000000.0,-1788000000.0,-556000000.0,-2112000000.0,28000000.0,-58000000.0,-118000000.0,-60000000.0,89000000.0,-225000000.0,50000000.0,154000000.0,0.0,-283000000.0,1053000000.0,1452000000.0,1351000000.0,1486000000.0,0.0,646000000.0,159348431.0,1233000000.0,2700000000.0,1397000000.0,6.65,298000000.0,3346000000.0,7000000.0,0.0,1053000000.0,46000000.0,0.0,6.61,158268034.0,1060000000.0,1467000000.0,0.0245700669935769,4.0,32371000000.0,-0.0148148148148147,21.1729358447262,0.806933652121937,0.162892459037338,-0.0661456879709741,204.838346153506,0.806933652121937,0.133169042642793
8,2018,4,2018-12-31 00:00:00+00:00,19282000000.0,0.0,-691000000.0,0.0,643000000.0,0.0,6488000000.0,32374000000.0,3571000000.0,31365000000.0,159573000000.0,0.0,1292000000.0,25131000000.0,2657000000.0,126033000000.0,157712287.0,4979000000.0,-92000000.0,-532000000.0,-497000000.0,-472000000.0,-35000000.0,-96000000.0,-108000000.0,-64000000.0,56000000.0,523000000.0,40000000.0,133000000.0,52000000.0,427000000.0,927000000.0,1469000000.0,1174000000.0,1276000000.0,0.0,644000000.0,161372291.0,1246000000.0,2790000000.0,1220000000.0,5.85,247000000.0,3434000000.0,0.0,0.0,927000000.0,46000000.0,0.0,5.75,158844160.0,927000000.0,1544000000.0,0.0230830789771059,6.0,33540000000.0,-0.587737843551797,21.7738266645008,0.812463599301107,0.153796256255019,-0.0876726886291179,212.665738592707,0.812463599301107,0.13359504100173
10,2018,3,2018-09-30 00:00:00+00:00,18852000000.0,0.0,-616000000.0,0.0,588000000.0,0.0,6580000000.0,32415000000.0,3555000000.0,31380000000.0,174862000000.0,0.0,1403000000.0,23552000000.0,2682000000.0,141789000000.0,159583889.0,5035000000.0,-144000000.0,-515000000.0,-502000000.0,-820000000.0,-31000000.0,-45000000.0,-558000000.0,186000000.0,57000000.0,1265000000.0,0.0,121000000.0,-699000000.0,1220000000.0,1216000000.0,1510000000.0,1442000000.0,1545000000.0,0.0,657000000.0,161378217.0,1396000000.0,2919000000.0,1488000000.0,7.59,226000000.0,3576000000.0,-13000000.0,0.0,1216000000.0,46000000.0,0.0,7.54,160141506.0,1203000000.0,1523000000.0,0.0281304971431901,7.0,33073000000.0,0.30188679245283,22.4082770661141,0.816275167785235,0.155329322844362,0.0193842645381983,207.245231377962,0.816275167785235,0.176837774019841
11,2018,2,2018-06-30 00:00:00+00:00,18138000000.0,0.0,-575000000.0,0.0,581000000.0,0.0,6724000000.0,32130000000.0,3511000000.0,30582000000.0,195549000000.0,0.0,1216000000.0,26656000000.0,2567000000.0,162679000000.0,160169656.0,4994000000.0,598000000.0,-321000000.0,-464000000.0,-599000000.0,-142000000.0,-30000000.0,-89000000.0,-60000000.0,54000000.0,1428000000.0,0.0,135000000.0,1000000.0,1398000000.0,1073000000.0,1475000000.0,1411000000.0,1511000000.0,0.0,679000000.0,162161937.0,1440000000.0,2926000000.0,1457000000.0,6.67,338000000.0,3605000000.0,5000000.0,0.0,1073000000.0,46000000.0,0.0,6.62,160980960.0,1078000000.0,1486000000.0,0.0253456815904755,6.0,32870000000.0,0.268060836501901,22.5073842950627,0.811650485436893,0.155431061313414,0.114029666254635,205.219895084247,0.811650485436893,0.171531108076349
