,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,11367000000.0,254315000000.0,35187000000.0,-9498000000.0,13941000000.0,46881000000.0,19523000000.0,39162000000.0,44830000000.0,27712000000.0,89905000000.0,14925000000.0,0.0,0.0,79463000000.0,8753289000.0,33269000000.0,219522000000.0,-88000000.0,0.0,-247000000.0,907000000.0,0.0,-740000000.0,-428000000.0,0.0,1802000000.0,1335000000.0,0.0,-3228000000.0,-2238000000.0,-3040000000.0,-1190000000.0,15275000000.0,-0.14,-1144000000.0,-0.14,-900000000.0,35000000.0,902000000.0,8753289000.0,-102000000.0,92000000.0,3935000000.0,3227000000.0,4142000000.0,-1645000000.0,19417000000.0,745000000.0,-501000000.0,-1195000000.0,207000000.0,0.0,0.0128023594844788,6.0,34793000000.0,-0.87037037037037,2.21825190508391,0.213318226296544,2.38849980462292,-0.168792808219178,3.97484876827442,0.213318226296544,0.101882138452464
1,2020,2,2020-06-30 00:00:00+00:00,10665000000.0,256487000000.0,35119000000.0,-10194000000.0,13469000000.0,47117000000.0,19927000000.0,41431000000.0,45503000000.0,26714000000.0,91188000000.0,15251000000.0,0.0,0.0,81878000000.0,8747092000.0,33674000000.0,221233000000.0,-235000000.0,0.0,365000000.0,-1460000000.0,0.0,-667000000.0,-302000000.0,0.0,1598000000.0,-1158000000.0,0.0,-3506000000.0,-5866000000.0,-4079000000.0,-2179000000.0,15083000000.0,-0.26,-1987000000.0,-0.26,-1189000000.0,-7000000.0,409000000.0,8747092000.0,-290000000.0,384000000.0,5489000000.0,3079000000.0,2667000000.0,-2186000000.0,17750000000.0,997000000.0,-199000000.0,-2132000000.0,-2822000000.0,0.0,-0.0189009751184891,3.0,35254000000.0,25.0,2.02924583392972,0.150253521126761,2.43149017045792,-0.241906551635773,4.03036803545681,0.150253521126761,-0.158135597281346
2,2020,1,2020-03-31 00:00:00+00:00,10457000000.0,262021000000.0,36979000000.0,-10819000000.0,15212000000.0,42299000000.0,19818000000.0,47286000000.0,45979000000.0,27428000000.0,93615000000.0,15457000000.0,0.0,0.0,85154000000.0,8740232000.0,35284000000.0,225162000000.0,-89000000.0,0.0,20482000000.0,-570000000.0,0.0,19086000000.0,-356000000.0,0.0,1331000000.0,-214000000.0,0.0,-7683000000.0,10697000000.0,-7919000000.0,6156000000.0,15696000000.0,0.7,6199000000.0,0.7,7056000000.0,178000000.0,8387000000.0,8740232000.0,68000000.0,86000000.0,3810000000.0,3065000000.0,4828000000.0,6262000000.0,20524000000.0,794000000.0,63000000.0,6233000000.0,1018000000.0,0.0,-0.0102684313720158,3.0,36859000000.0,0.707317073170732,2.34822142020944,0.235236795946209,2.41338850470468,-0.0755787766867849,4.21716494482069,0.235236795946209,-0.0889510094149241
3,2019,4,2019-12-31 00:00:00+00:00,9889000000.0,266048000000.0,37387000000.0,-11732000000.0,15926000000.0,48521000000.0,20508000000.0,36394000000.0,46186000000.0,27047000000.0,87732000000.0,14104000000.0,0.0,0.0,90882000000.0,8733549000.0,28316000000.0,236187000000.0,-238000000.0,1117000000.0,3491000000.0,5949000000.0,-2000000.0,3889000000.0,-790000000.0,0.0,1406000000.0,6739000000.0,0.0,-1890000000.0,8665000000.0,-2044000000.0,538000000.0,9281000000.0,0.06,728000000.0,0.06,2164000000.0,65000000.0,3570000000.0,8733549000.0,-14000000.0,380000000.0,4270000000.0,2326000000.0,6456000000.0,1339000000.0,15737000000.0,825000000.0,611000000.0,722000000.0,2186000000.0,0.0,-0.0188160325466509,6.0,29861000000.0,-0.142857142857143,1.80190206753291,0.410243375484527,3.20956349766916,-0.0559688062387522,3.41911403943574,0.410243375484527,-0.171000094318861
5,2019,3,2019-09-30 00:00:00+00:00,9570000000.0,263009000000.0,37432000000.0,-11361000000.0,14493000000.0,48225000000.0,19041000000.0,27810000000.0,45856000000.0,26726000000.0,87213000000.0,15203000000.0,0.0,0.0,96414000000.0,8727072000.0,27935000000.0,233856000000.0,-87000000.0,0.0,4687000000.0,1429000000.0,0.0,1668000000.0,-412000000.0,0.0,1500000000.0,1841000000.0,0.0,-7072000000.0,-4150000000.0,-7528000000.0,-9465000000.0,17328000000.0,-1.08,-9423000000.0,-1.08,-8103000000.0,8093000000.0,-6603000000.0,8727072000.0,79000000.0,84000000.0,5595000000.0,3293000000.0,6032000000.0,-9382000000.0,23360000000.0,1279000000.0,41000000.0,-9383000000.0,437000000.0,0.0,-0.0179909296146085,4.0,29153000000.0,-0.587786259541985,2.67672823141599,0.258219178082192,3.45136925004475,-0.00136798905608759,3.34052474873589,0.258219178082192,-0.166383099936101
6,2019,2,2019-06-30 00:00:00+00:00,11894000000.0,312109000000.0,68925000000.0,-12852000000.0,17036000000.0,39383000000.0,20901000000.0,31968000000.0,53803000000.0,30191000000.0,96773000000.0,19971000000.0,0.0,0.0,109852000000.0,8720808000.0,35816000000.0,255980000000.0,-236000000.0,0.0,2250000000.0,-709000000.0,0.0,-108000000.0,-779000000.0,0.0,1327000000.0,70000000.0,0.0,-1880000000.0,-2941000000.0,-2826000000.0,-61000000.0,17412000000.0,-0.01,127000000.0,-0.01,875000000.0,-219000000.0,2202000000.0,8720808000.0,-47000000.0,376000000.0,4973000000.0,3425000000.0,6002000000.0,-54000000.0,23414000000.0,929000000.0,-181000000.0,104000000.0,1029000000.0,0.0,-0.0599894076102001,5.0,56129000000.0,-1.14285714285714,2.68484296409232,0.25634235927223,3.06712083984811,-0.197105822645909,6.43621554333039,0.25634235927223,-0.562048391449045
7,2019,1,2019-03-31 00:00:00+00:00,11413000000.0,315082000000.0,70247000000.0,-13485000000.0,17059000000.0,38275000000.0,20225000000.0,34905000000.0,54281000000.0,33423000000.0,96921000000.0,19419000000.0,0.0,0.0,111706000000.0,8705080100.0,35161000000.0,259020000000.0,-88000000.0,0.0,3434000000.0,-274000000.0,0.0,3490000000.0,-396000000.0,0.0,1362000000.0,122000000.0,0.0,-3260000000.0,-45000000.0,-3735000000.0,3549000000.0,16208000000.0,0.41,3588000000.0,0.4,4793000000.0,-2663000000.0,6155000000.0,8705080100.0,114000000.0,80000000.0,4085000000.0,3402000000.0,5994000000.0,3728000000.0,22202000000.0,1065000000.0,140000000.0,3645000000.0,1909000000.0,0.0,-0.0564385521320242,4.0,56062000000.0,-3.92857142857143,2.55046475678035,0.269975677866859,3.1769858650209,-0.201022023895207,6.44014751799929,0.269975677866859,-0.473428749222153
8,2018,4,2018-12-31 00:00:00+00:00,12117000000.0,311072000000.0,46152000000.0,-14414000000.0,13826000000.0,33508000000.0,18983000000.0,31124000000.0,43611000000.0,29487000000.0,93109000000.0,13803000000.0,0.0,0.0,103600000000.0,8698115000.0,30981000000.0,259591000000.0,-1192000000.0,1796000000.0,2948000000.0,7849000000.0,-11000000.0,6644000000.0,-718000000.0,0.0,1485000000.0,8567000000.0,0.0,-4265000000.0,8185000000.0,-6840000000.0,574000000.0,11012000000.0,0.07,761000000.0,0.07,1386000000.0,14000000.0,2871000000.0,8698115000.0,198000000.0,372000000.0,4495000000.0,2109000000.0,5658000000.0,348000000.0,16670000000.0,1038000000.0,-413000000.0,860000000.0,1163000000.0,0.0,-0.0689069014936829,4.0,51481000000.0,-1.04861111111111,1.91650719724906,0.339412117576485,3.34398502307866,0.94108057755007,5.91863869355602,0.339412117576485,-0.52578846940952
10,2018,3,2018-09-30 00:00:00+00:00,10354000000.0,311691000000.0,79215000000.0,-13230000000.0,15748000000.0,34761000000.0,20579000000.0,26932000000.0,50638000000.0,34447000000.0,90867000000.0,20642000000.0,0.0,0.0,114965000000.0,8691081000.0,31454000000.0,263468000000.0,-1046000000.0,0.0,3115000000.0,-3377000000.0,0.0,6199000000.0,-463000000.0,0.0,1308000000.0,-2914000000.0,0.0,651000000.0,-925000000.0,-4054000000.0,-22808000000.0,17847000000.0,-2.62,-22769000000.0,-2.62,-21562000000.0,-155000000.0,-20254000000.0,8691081000.0,-180000000.0,78000000.0,26868000000.0,4100000000.0,5545000000.0,-22717000000.0,23392000000.0,1155000000.0,52000000.0,-22859000000.0,-21323000000.0,0.0,-0.103921367130453,3.0,48223000000.0,-18.4666666666667,2.6914948784852,0.237046853625171,3.65502002924906,-0.237101298023612,5.54856179570758,0.237046853625171,-0.723360098328615
11,2018,2,2018-06-30 00:00:00+00:00,10891000000.0,342769000000.0,102192000000.0,-13432000000.0,15026000000.0,36611000000.0,20701000000.0,27674000000.0,50866000000.0,35686000000.0,114913000000.0,20473000000.0,0.0,0.0,115573000000.0,8685338000.0,55069000000.0,267639000000.0,-1193000000.0,0.0,2349000000.0,-1397000000.0,2000000.0,6003000000.0,-410000000.0,0.0,1915000000.0,-987000000.0,-208000000.0,-7590000000.0,-4491000000.0,-9014000000.0,616000000.0,23048000000.0,0.07,800000000.0,0.07,2595000000.0,63000000.0,4510000000.0,8685338000.0,-264000000.0,370000000.0,3781000000.0,4346000000.0,6114000000.0,1304000000.0,29162000000.0,1291000000.0,504000000.0,669000000.0,2333000000.0,0.0,-0.0325046731682458,3.0,75130000000.0,-0.3,3.35761256499171,0.209656402167204,2.09869436525087,0.00223390727566408,8.6502102739122,0.209656402167204,-0.193577306317828
