,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,4663800000.0,3363800000.0,1299500000.0,642300000.0,3145500000.0,93000000.0,0.0,1518300000.0,2416400000.0,0.0,2713500000.0,0.0,950100000.0,2034400000.0,0.0,204600000.0,494100000.0,245000000.0,0.0,132392918.0,0.0,2094900000.0,-87400000.0,947400000.0,2127400000.0,0.0,7700000.0,-172700000.0,-1400000.0,-227600000.0,36200000.0,-9300000.0,0.0,2400000.0,261300000.0,-3800000.0,252000000.0,47000000.0,6300000.0,-52900000.0,145200000.0,0.77,0.0,105600000.0,104800000.0,147700000.0,1207600000.0,135800000.0,0.77,20900000.0,104800000.0,100000.0,194700000.0,0.0,0.0,940800000.0,104900000.0,266800000.0,136100000.0,121600000.0,22000000.0,126800000.0,5.0,-0.0255789558621803,0.220934084133819,1.602596580114,1300000000.0,0.220934084133819,9.12133381636018,0.0405405405405406,1.56552520200077,0.182626039218784,9.81925634421019,0.0485604616604443
1,2020,2,2020-06-30 00:00:00+00:00,4582100000.0,3367500000.0,1214200000.0,577300000.0,3171800000.0,92900000.0,0.0,1410300000.0,2592000000.0,0.0,2663100000.0,0.0,965300000.0,2211800000.0,0.0,212200000.0,361400000.0,208800000.0,0.0,132276805.0,0.0,2104300000.0,-117200000.0,775500000.0,2304700000.0,0.0,5400000.0,-332100000.0,0.0,-396400000.0,-297000000.0,-18800000.0,0.0,3600000.0,112100000.0,-17500000.0,93300000.0,46500000.0,4800000.0,-52900000.0,22800000.0,-0.05,0.0,97200000.0,-6100000.0,23800000.0,845100000.0,135700000.0,-0.05,21400000.0,-6100000.0,0.0,70300000.0,0.0,0.0,698800000.0,-6100000.0,146300000.0,135700000.0,123500000.0,8500000.0,2400000.0,4.0,-0.303412462908012,0.1731156076204,1.81856866537718,1214600000.0,0.1731156076204,6.3888752075619,-1.078125,1.82161093724263,0.180094031396924,9.18225988297797,0.0469895988730813
2,2020,1,2020-03-31 00:00:00+00:00,4982000000.0,3743400000.0,1238200000.0,568200000.0,3200000000.0,90800000.0,0.0,1782000000.0,2888700000.0,0.0,2723500000.0,0.0,964800000.0,2533100000.0,0.0,197100000.0,429100000.0,505800000.0,0.0,132137026.0,0.0,2135400000.0,-147300000.0,854700000.0,2623900000.0,0.0,7500000.0,340100000.0,-7600000.0,279000000.0,258200000.0,-24200000.0,0.0,0.0,10400000.0,-17300000.0,-13800000.0,47500000.0,-13900000.0,-52700000.0,80700000.0,0.34,0.0,117800000.0,45700000.0,81600000.0,1045500000.0,135400000.0,0.34,20900000.0,45700000.0,0.0,129100000.0,0.0,0.0,822700000.0,45700000.0,222800000.0,135600000.0,142100000.0,15000000.0,60700000.0,3.0,-0.0948835598649468,0.213103778096604,2.08494208494208,1238600000.0,0.213103778096604,7.91224103984299,-0.260869565217391,2.04579227911484,0.252438734237449,9.37360282348113,0.0647668657354183
3,2019,4,2019-12-31 00:00:00+00:00,4816400000.0,3503900000.0,1312000000.0,591900000.0,3278300000.0,90400000.0,0.0,1538100000.0,2575800000.0,0.0,2734500000.0,0.0,989600000.0,2188100000.0,0.0,214200000.0,463400000.0,247600000.0,0.0,131602794.0,0.0,2170300000.0,-76800000.0,928100000.0,2278500000.0,0.0,9100000.0,-127500000.0,-2700000.0,-183300000.0,5600000.0,-40100000.0,0.0,-20600000.0,251400000.0,-68700000.0,211300000.0,47200000.0,6200000.0,-52600000.0,136300000.0,0.65,0.0,117600000.0,86800000.0,136900000.0,1144900000.0,131602794.0,0.64,22200000.0,86800000.0,100000.0,184100000.0,0.0,0.0,872500000.0,86900000.0,272400000.0,135600000.0,136100000.0,27900000.0,114700000.0,4.0,0.0938186681952804,0.237924709581623,1.65725676112488,1312500000.0,0.237924709581623,8.69966332173768,0.625,1.66775914634146,0.267034659306814,9.97319251443856,0.0680183392766174
5,2019,3,2019-09-30 00:00:00+00:00,4857800000.0,3602200000.0,1255200000.0,677300000.0,3253200000.0,89200000.0,0.0,1604600000.0,2681400000.0,0.0,2701800000.0,0.0,973300000.0,2316100000.0,0.0,217100000.0,467300000.0,242000000.0,0.0,131470115.0,0.0,2162600000.0,-95800000.0,920800000.0,2405300000.0,0.0,7400000.0,-166400000.0,-2100000.0,-222000000.0,-47700000.0,-32500000.0,0.0,3300000.0,212900000.0,-29000000.0,180400000.0,48400000.0,-9600000.0,-52600000.0,141100000.0,0.74,0.0,115200000.0,99600000.0,145600000.0,1239300000.0,134900000.0,0.74,22600000.0,99600000.0,0.0,194000000.0,0.0,0.0,963800000.0,99600000.0,275500000.0,135400000.0,134400000.0,23400000.0,123000000.0,4.0,0.135409986257444,0.222302912934721,1.74261511728931,1255600000.0,0.222302912934721,9.42647688411925,0.104477611940298,1.8452039515615,0.247672906647954,9.55045943330924,0.0659500098925015
6,2019,2,2019-06-30 00:00:00+00:00,5002000000.0,3763200000.0,1238200000.0,700300000.0,3299000000.0,89800000.0,0.0,1703000000.0,2862900000.0,0.0,2656200000.0,0.0,987700000.0,2494900000.0,0.0,218800000.0,452900000.0,289700000.0,0.0,131268662.0,0.0,2188500000.0,-62200000.0,900300000.0,2584700000.0,0.0,8700000.0,-48400000.0,-300000.0,-100300000.0,26400000.0,-38700000.0,0.0,2000000.0,172300000.0,-43300000.0,133600000.0,50000000.0,-2300000.0,-49800000.0,136000000.0,0.64,0.0,118300000.0,86200000.0,138500000.0,1213200000.0,134700000.0,0.64,24500000.0,86200000.0,100000.0,188500000.0,0.0,0.0,943500000.0,86300000.0,269700000.0,135200000.0,133700000.0,27800000.0,114000000.0,5.0,0.100408163265306,0.222304648862512,1.89159169165834,1238800000.0,0.222304648862512,9.2421144659797,0.0158730158730158,2.01494104345017,0.244269672372461,9.43713435579925,0.0687870479484097
7,2019,1,2019-03-31 00:00:00+00:00,4953800000.0,3758600000.0,1194700000.0,665300000.0,3294800000.0,89500000.0,0.0,1659000000.0,2891600000.0,0.0,2623900000.0,0.0,968200000.0,2528700000.0,0.0,216100000.0,431200000.0,263300000.0,0.0,131071610.0,0.0,2203400000.0,-64400000.0,867000000.0,2618200000.0,0.0,7800000.0,1289300000.0,-2000000.0,1236700000.0,-4800000.0,-31800000.0,0.0,-1244300000.0,31400000.0,-1277200000.0,-400000.0,46300000.0,4300000.0,-49600000.0,98200000.0,0.46,0.0,118600000.0,61200000.0,99700000.0,1155100000.0,134400000.0,0.45,21400000.0,61200000.0,-100000.0,146000000.0,0.0,0.0,922100000.0,61100000.0,233000000.0,135000000.0,134800000.0,17100000.0,78300000.0,4.0,0.122764385692068,0.20171413730413,1.91349480968858,1195200000.0,0.20171413730413,8.81273984503586,-0.206896551724138,2.11659830919896,0.249020536444655,9.1186794760513,0.0744933639858586
8,2018,4,2018-12-31 00:00:00+00:00,3382000000.0,2224400000.0,1157000000.0,571600000.0,1857400000.0,1200000.0,0.0,1524600000.0,1408700000.0,0.0,2613800000.0,0.0,728500000.0,1167800000.0,0.0,85600000.0,465400000.0,268100000.0,0.0,130417754.0,0.0,1012500000.0,-77600000.0,815700000.0,1169000000.0,0.0,8900000.0,-185300000.0,300000.0,-244700000.0,-95400000.0,-37000000.0,0.0,-100000.0,189200000.0,-37500000.0,152200000.0,35100000.0,-2400000.0,-49500000.0,86400000.0,0.4,0.0,111900000.0,53000000.0,85500000.0,1046700000.0,130417754.0,0.39,17400000.0,53000000.0,100000.0,120600000.0,0.0,0.0,833500000.0,53100000.0,213200000.0,135000000.0,126800000.0,15100000.0,68100000.0,5.0,0.0631792788217369,0.203687780643929,1.86906951084958,1157600000.0,0.203687780643929,8.02574778277503,0.481481481481481,1.00933448573898,0.263332329014763,8.87609213083059,0.0857613457157876
10,2018,3,2018-09-30 00:00:00+00:00,3549100000.0,2383100000.0,1165500000.0,625500000.0,1882100000.0,3600000.0,0.0,1667000000.0,1598200000.0,634000000.0,2611700000.0,0.0,723000000.0,1353200000.0,0.0,87600000.0,428700000.0,363500000.0,0.0,130160438.0,0.0,1028700000.0,-58700000.0,784900000.0,1356800000.0,0.0,7400000.0,-90500000.0,-600000.0,-131900000.0,-82900000.0,-41400000.0,0.0,-15900000.0,126500000.0,-67900000.0,85100000.0,49500000.0,-9600000.0,-49400000.0,123800000.0,0.67,0.0,100700000.0,90000000.0,126400000.0,1091500000.0,133800000.0,0.67,13100000.0,90000000.0,0.0,175900000.0,0.0,0.0,864400000.0,90000000.0,227100000.0,134700000.0,103300000.0,23300000.0,113300000.0,5.0,0.0810141626225611,0.208062299587723,2.12383743151994,1166000000.0,0.208062299587723,8.38580460216337,0.098360655737705,1.16104676104676,0.247190050856874,8.95817514074438,0.0801313355915297
11,2018,2,2018-06-30 00:00:00+00:00,3644000000.0,2515400000.0,1128200000.0,649800000.0,1861200000.0,153700000.0,0.0,1782800000.0,1578500000.0,634200000.0,2572600000.0,0.0,709300000.0,1298000000.0,0.0,89000000.0,450600000.0,446400000.0,0.0,131269508.0,0.0,1021500000.0,-48700000.0,936900000.0,1451700000.0,0.0,10500000.0,46200000.0,-52400000.0,-61400000.0,-48200000.0,-40900000.0,0.0,-4100000.0,80500000.0,-45400000.0,39600000.0,26000000.0,-21900000.0,-47300000.0,121100000.0,0.63,0.0,107800000.0,85000000.0,123400000.0,1102500000.0,134100000.0,0.63,16000000.0,85000000.0,100000.0,149400000.0,0.0,0.0,871500000.0,85100000.0,231000000.0,135000000.0,109900000.0,22400000.0,107400000.0,4.0,0.114424340442737,0.20952380952381,1.9028711708827,1128600000.0,0.20952380952381,8.39875167354173,-0.015625,1.15050522956923,0.24052064440414,8.59757926418068,0.0793193956751508
