,year,quarter,date,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,1553000000.0,1100000000.0,13980000000.0,0.0,1110000000.0,444000000.0,6061000000.0,0.0,512000000.0,-7490000000.0,12427000000.0,4031000000.0,301399629.0,0.0,522000000.0,0.0,929000000.0,1229000000.0,11091000000.0,10647000000.0,9000000.0,-452000000.0,2030000000.0,0.0,-7919000000.0,0.0,-142000000.0,-32000000.0,-73000000.0,0.0,491000000.0,17000000.0,15000000.0,-784000000.0,459000000.0,203000000.0,0.0,-639000000.0,47000000.0,216000000.0,0.0,257000000.0,0.0,1448000000.0,316000000.0,161000000.0,283000000.0,283000000.0,0.0,0.94,477000000.0,33000000.0,471000000.0,252000000.0,0.92,524000000.0,283000000.0,723000000.0,725000000.0,301399629.0,0.0,7.0,0.0814040328603436,0.499309392265193,1.30714745653574,-7919000000.0,0.499309392265193,4.80425276170463,0.132530120481928,-1.34448794039651,-0.131383242439266,-26.2740867541015,0.178166232456509
1,2020,2,2020-06-30 00:00:00+00:00,1475000000.0,908000000.0,14529000000.0,0.0,1243000000.0,434000000.0,6421000000.0,0.0,499000000.0,-7631000000.0,13054000000.0,4023000000.0,300985972.0,0.0,530000000.0,0.0,946000000.0,1265000000.0,11686000000.0,11252000000.0,133000000.0,-488000000.0,2398000000.0,0.0,-8108000000.0,0.0,-142000000.0,-32000000.0,138000000.0,0.0,124000000.0,35000000.0,11000000.0,10000000.0,92000000.0,-31000000.0,0.0,170000000.0,26000000.0,1000000.0,0.0,259000000.0,0.0,1198000000.0,257000000.0,132000000.0,206000000.0,206000000.0,0.0,0.68,389000000.0,51000000.0,300000000.0,249000000.0,0.67,415000000.0,206000000.0,549000000.0,649000000.0,300985972.0,0.0,5.0,-0.0854961832061069,0.458263772954925,1.62576271186441,-8108000000.0,0.458263772954925,3.98025194343609,-0.276595744680851,-1.38776517020227,-0.127211093990755,-26.938132518681,0.181530343007916
2,2020,1,2020-03-31 00:00:00+00:00,1500000000.0,928000000.0,14314000000.0,0.0,1154000000.0,447000000.0,6085000000.0,0.0,501000000.0,-7695000000.0,12814000000.0,4094000000.0,300822322.0,0.0,511000000.0,0.0,943000000.0,1252000000.0,11506000000.0,11059000000.0,125000000.0,-549000000.0,1991000000.0,0.0,-8229000000.0,0.0,-141000000.0,-35000000.0,542000000.0,0.0,238000000.0,-53000000.0,18000000.0,798000000.0,203000000.0,-441000000.0,0.0,952000000.0,27000000.0,-406000000.0,0.0,208000000.0,0.0,1263000000.0,95000000.0,118000000.0,83000000.0,83000000.0,0.0,0.28,213000000.0,12000000.0,250000000.0,347000000.0,0.27,240000000.0,83000000.0,597000000.0,666000000.0,300822322.0,0.0,6.0,0.00717703349282295,0.472684085510689,1.32733333333333,-8229000000.0,0.472684085510689,4.19849162656221,-0.670588235294118,-1.34390569935594,-0.137926768926274,-27.3550178899291,0.212451769637498
3,2019,4,2019-12-31 00:00:00+00:00,1541000000.0,960000000.0,13247000000.0,0.0,605000000.0,431000000.0,5231000000.0,0.0,447000000.0,-7628000000.0,11706000000.0,3704000000.0,302462172.0,0.0,584000000.0,0.0,774000000.0,1170000000.0,10562000000.0,10131000000.0,150000000.0,-388000000.0,1527000000.0,0.0,-8016000000.0,0.0,-126000000.0,-87000000.0,-68000000.0,-343000000.0,432000000.0,32000000.0,14000000.0,-498000000.0,345000000.0,-34000000.0,0.0,-27000000.0,28000000.0,55000000.0,0.0,300000000.0,0.0,1694000000.0,397000000.0,132000000.0,488000000.0,488000000.0,0.0,1.6,529000000.0,-91000000.0,546000000.0,280000000.0,1.57,557000000.0,488000000.0,826000000.0,868000000.0,302462172.0,0.0,6.0,0.0872913992297817,0.487603305785124,0.990914990266061,-8016000000.0,0.487603305785124,5.60070037452485,0.481481481481481,-1.26384730538922,-0.161694417543969,-26.5024877226631,0.263382861795237
5,2019,3,2019-09-30 00:00:00+00:00,987000000.0,870000000.0,13100000000.0,0.0,691000000.0,84000000.0,5003000000.0,0.0,224000000.0,-7669000000.0,12113000000.0,3455000000.0,304285740.0,0.0,527000000.0,0.0,764000000.0,1151000000.0,10575000000.0,10491000000.0,33000000.0,-428000000.0,1548000000.0,0.0,-8097000000.0,0.0,-128000000.0,-33000000.0,447000000.0,-167000000.0,422000000.0,-25000000.0,14000000.0,52000000.0,389000000.0,-2000000.0,0.0,369000000.0,30000000.0,30000000.0,0.0,208000000.0,0.0,1339000000.0,300000000.0,120000000.0,255000000.0,255000000.0,0.0,0.83,420000000.0,45000000.0,480000000.0,199000000.0,0.81,450000000.0,255000000.0,679000000.0,660000000.0,304285740.0,0.0,7.0,-0.0373831775700935,0.507094846900672,1.56838905775076,-8097000000.0,0.507094846900672,4.40046911169745,-0.41958041958042,-1.29566506113375,-0.142852667522947,-26.6098569062093,0.245808851274864
6,2019,2,2019-06-30 00:00:00+00:00,1186000000.0,798000000.0,12668000000.0,0.0,252000000.0,325000000.0,4674000000.0,0.0,212000000.0,-7614000000.0,11482000000.0,3552000000.0,305975118.0,0.0,535000000.0,0.0,769000000.0,1193000000.0,10194000000.0,9869000000.0,63000000.0,-380000000.0,1122000000.0,0.0,-7994000000.0,0.0,-128000000.0,-32000000.0,-85000000.0,-196000000.0,161000000.0,-14000000.0,14000000.0,-214000000.0,129000000.0,-18000000.0,0.0,124000000.0,28000000.0,11000000.0,0.0,198000000.0,0.0,1310000000.0,377000000.0,119000000.0,289000000.0,289000000.0,0.0,0.94,496000000.0,88000000.0,471000000.0,200000000.0,0.92,524000000.0,289000000.0,671000000.0,639000000.0,305975118.0,0.0,6.0,-0.0423976608187134,0.512213740458015,0.946037099494098,-7994000000.0,0.512213740458015,4.28139388772129,-0.0505050505050505,-1.23455091318489,-0.171216674125695,-26.1263074339267,0.302547590803819
7,2019,1,2019-03-31 00:00:00+00:00,1327000000.0,918000000.0,12648000000.0,0.0,278000000.0,338000000.0,4744000000.0,0.0,202000000.0,-7580000000.0,11321000000.0,3558000000.0,306414175.0,0.0,543000000.0,0.0,772000000.0,1212000000.0,10074000000.0,9736000000.0,71000000.0,-324000000.0,1186000000.0,0.0,-7904000000.0,0.0,-129000000.0,-44000000.0,0.0,-109000000.0,300000000.0,12000000.0,17000000.0,-278000000.0,256000000.0,-34000000.0,0.0,-3000000.0,26000000.0,14000000.0,0.0,211000000.0,0.0,1254000000.0,299000000.0,115000000.0,262000000.0,262000000.0,0.0,0.85,414000000.0,37000000.0,433000000.0,205000000.0,0.83,440000000.0,262000000.0,638000000.0,616000000.0,306414175.0,0.0,6.0,-0.0853391684901532,0.508771929824561,0.893745290128109,-7904000000.0,0.508771929824561,4.09249996348896,-0.346153846153846,-1.23178137651822,-0.179597183559849,-25.7951512850213,0.315989628349179
8,2018,4,2018-12-31 00:00:00+00:00,1301000000.0,911000000.0,12056000000.0,0.0,292000000.0,321000000.0,4130000000.0,0.0,195000000.0,-7592000000.0,10755000000.0,2923000000.0,312301824.0,0.0,561000000.0,0.0,767000000.0,1237000000.0,10072000000.0,9751000000.0,69000000.0,-334000000.0,1207000000.0,0.0,-7926000000.0,0.0,-113000000.0,-87000000.0,137000000.0,-706000000.0,380000000.0,-8000000.0,14000000.0,-459000000.0,293000000.0,224000000.0,0.0,362000000.0,34000000.0,314000000.0,0.0,264000000.0,0.0,1558000000.0,439000000.0,122000000.0,334000000.0,334000000.0,0.0,1.08,561000000.0,105000000.0,741000000.0,6000000.0,1.05,595000000.0,334000000.0,747000000.0,811000000.0,312301824.0,0.0,6.0,-0.0120481927710844,0.479460847240051,0.927747886241353,-7926000000.0,0.479460847240051,4.98876369034591,-0.15625,-1.23025485743124,-0.209903011740684,-25.3792946146866,0.353527827133605
10,2018,3,2018-09-30 00:00:00+00:00,1194000000.0,885000000.0,11613000000.0,0.0,198000000.0,295000000.0,4155000000.0,0.0,149000000.0,-7141000000.0,10419000000.0,2986000000.0,317355684.0,0.0,528000000.0,0.0,573000000.0,1378000000.0,9700000000.0,9405000000.0,14000000.0,-317000000.0,1169000000.0,0.0,-7458000000.0,0.0,-113000000.0,-62000000.0,-72000000.0,-516000000.0,415000000.0,-36000000.0,9000000.0,-582000000.0,353000000.0,131000000.0,0.0,50000000.0,32000000.0,193000000.0,0.0,204000000.0,0.0,1391000000.0,534000000.0,111000000.0,454000000.0,454000000.0,0.0,1.43,645000000.0,80000000.0,553000000.0,111000000.0,1.4,677000000.0,454000000.0,664000000.0,727000000.0,317355684.0,0.0,5.0,-0.0313370473537604,0.477354421279655,0.979061976549414,-7458000000.0,0.477354421279655,4.38309464783369,0.181818181818182,-1.26106194690265,-0.23660633972583,-23.5004456387805,0.353016963710543
11,2018,2,2018-06-30 00:00:00+00:00,924000000.0,822000000.0,11573000000.0,0.0,313000000.0,54000000.0,4326000000.0,0.0,211000000.0,-6965000000.0,10649000000.0,3123000000.0,323217129.0,0.0,527000000.0,0.0,592000000.0,1533000000.0,9666000000.0,9612000000.0,48000000.0,-282000000.0,1203000000.0,0.0,-7247000000.0,0.0,-116000000.0,-43000000.0,-674000000.0,-670000000.0,192000000.0,-57000000.0,10000000.0,-603000000.0,149000000.0,-206000000.0,0.0,194000000.0,34000000.0,-153000000.0,0.0,208000000.0,0.0,1368000000.0,357000000.0,112000000.0,321000000.0,321000000.0,0.0,0.99,469000000.0,36000000.0,449000000.0,184000000.0,0.97,503000000.0,321000000.0,633000000.0,735000000.0,323217129.0,0.0,4.0,-0.0552486187845304,0.462719298245614,1.30194805194805,-7247000000.0,0.462719298245614,4.23244895538937,0.677966101694915,-1.32634193459362,-0.243120653159964,-22.4214602190839,0.322778140211773
