,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,-3527521000.0,0.0,-52446000.0,0.0,16782766000.0,0.0,724750000.0,10470527000.0,0.0,1610457000.0,19785370000.0,0.0,289606000.0,0.0,261752000.0,9285582000.0,345039333.0,8435861000.0,608693000.0,350188000.0,-242241000.0,618785000.0,3440000.0,-611459000.0,-308693000.0,300000000.0,169084000.0,295161000.0,517080000.0,3020000.0,0.0,-316298000.0,22904000.0,16514000.0,27496000.0,273386000.0,0.0,25410000.0,346749474.0,102205000.0,379162000.0,104302000.0,0.07,4592000.0,404572000.0,239000.0,0.0,22904000.0,76806000.0,0.0,0.07,346476217.0,23143000.0,276957000.0,0.021346091781841,5.0,10499788000.0,-0.78125,1.17253878415073,0.937192885320783,0.8056768298291,0.0810293736489538,30.4306987516696,0.937192885320783,0.039714724052965
1,2020-06-30 00:00:00+00:00,2,2020,-3306588000.0,0.0,-53084000.0,0.0,16542862000.0,0.0,35345000.0,10344449000.0,0.0,1508177000.0,19102547000.0,0.0,282560000.0,300000000.0,255609000.0,8728628000.0,343416057.0,7874777000.0,-6839000.0,96525000.0,-240470000.0,194701000.0,754000.0,-152571000.0,-451722000.0,-300000000.0,168328000.0,249428000.0,339216000.0,4882000.0,0.0,96857000.0,107824000.0,19063000.0,110662000.0,356831000.0,0.0,26452000.0,343685259.0,188247000.0,388184000.0,188503000.0,0.31,2838000.0,414636000.0,246000.0,0.0,107824000.0,77841000.0,0.0,0.31,343515406.0,108070000.0,199937000.0,0.0263464730118302,5.0,10373919000.0,0.0,1.20738675885502,0.936204285204372,0.761256302776494,0.134590231221781,30.2080196558777,0.936204285204372,0.0487430019126219
2,2020-03-31 00:00:00+00:00,1,2020,-3173468000.0,0.0,-42572000.0,0.0,16591937000.0,0.0,41804000.0,10388015000.0,0.0,1516819000.0,18796442000.0,0.0,263088000.0,0.0,185632000.0,8378803000.0,333627261.0,7535614000.0,66152000.0,731249000.0,-233824000.0,155276000.0,-2929000.0,-350670000.0,-351411000.0,0.0,164585000.0,265216000.0,-336445000.0,5518000.0,0.0,-85454000.0,146827000.0,20964000.0,149590000.0,390100000.0,0.0,25606000.0,336976515.0,237214000.0,388735000.0,225515000.0,0.44,2763000.0,414341000.0,316000.0,0.0,146827000.0,75925000.0,0.0,0.44,336624567.0,147143000.0,151521000.0,0.0265077727801935,6.0,10417639000.0,0.189189189189189,1.24192788910017,0.938200660808368,0.725414239390297,0.169249220436555,31.2253829881126,0.938200660808368,0.0493418812311012
3,2019-12-31 00:00:00+00:00,4,2019,-3082291000.0,0.0,-17102000.0,0.0,16496772000.0,0.0,54011000.0,9774456000.0,0.0,1493383000.0,18554796000.0,0.0,253767000.0,0.0,181969000.0,8750638000.0,325919119.0,7901547000.0,-188284000.0,-687463000.0,-222476000.0,1061411000.0,-9189000.0,-1524307000.0,-1531737000.0,0.0,156594000.0,291231000.0,702793000.0,3184000.0,0.0,-1233076000.0,129297000.0,16330000.0,131033000.0,362700000.0,0.0,25253000.0,329040878.0,204570000.0,372276000.0,206106000.0,0.39,1736000.0,397529000.0,256000.0,0.0,129297000.0,75073000.0,0.0,0.4,328679211.0,129553000.0,167706000.0,0.0255827727822887,5.0,9804158000.0,0.344827586206897,1.21971672364517,0.936475074774419,0.808387392607834,0.160411120452104,30.0815675683021,0.936475074774419,0.0486476292971337
5,2019-09-30 00:00:00+00:00,3,2019,-2987120000.0,0.0,-13599000.0,0.0,15146726000.0,0.0,236064000.0,9293419000.0,0.0,1328301000.0,17179904000.0,0.0,237889000.0,0.0,163444000.0,7861807000.0,318227804.0,7037389000.0,219397000.0,568749000.0,-216248000.0,326391000.0,126000.0,-397609000.0,-395163000.0,0.0,149424000.0,288043000.0,-25668000.0,3187000.0,0.0,-109566000.0,101049000.0,16460000.0,102871000.0,325705000.0,0.0,20354000.0,320263017.0,176180000.0,353893000.0,176281000.0,0.32,1822000.0,374247000.0,226000.0,0.0,101049000.0,73410000.0,0.0,0.32,319945932.0,101275000.0,177713000.0,0.0241567590183047,5.0,9318097000.0,-0.0588235294117647,1.17603488851653,0.945613458491317,0.757244346779156,0.106974364131672,29.2812157921939,0.945613458491317,0.0458732392694351
6,2019-06-30 00:00:00+00:00,2,2019,-2869937000.0,0.0,-14597000.0,0.0,14940266000.0,0.0,27136000.0,8837502000.0,0.0,1323100000.0,16748630000.0,0.0,229611000.0,0.0,165470000.0,7886036000.0,303814640.0,7074288000.0,17558000.0,969150000.0,-208864000.0,817050000.0,-733000.0,-1066776000.0,-1076395000.0,0.0,150426000.0,277636000.0,57186000.0,4527000.0,0.0,-789140000.0,95194000.0,18585000.0,96349000.0,319263000.0,0.0,21342000.0,311322162.0,168927000.0,344108000.0,168837000.0,0.31,1155000.0,365450000.0,226000.0,0.0,95194000.0,72488000.0,0.0,0.31,311032972.0,95420000.0,175181000.0,0.0248273245064298,6.0,8862594000.0,-0.0882352941176471,1.20287159302132,0.941600766178684,0.800485023935497,0.111175300864129,29.1710564046552,0.941600766178684,0.0478981724235147
7,2019-03-31 00:00:00+00:00,1,2019,-2752775000.0,0.0,-11797000.0,0.0,14141894000.0,0.0,2997000.0,7983895000.0,0.0,1219744000.0,15762908000.0,0.0,183483000.0,0.0,151341000.0,7753832000.0,303791717.0,7015427000.0,1263000.0,-18061000.0,-204546000.0,287750000.0,0.0,-498514000.0,-498514000.0,0.0,137517000.0,212027000.0,514765000.0,2764000.0,0.0,-286487000.0,110942000.0,15108000.0,112387000.0,319924000.0,0.0,21636000.0,303819878.0,182695000.0,332729000.0,182407000.0,0.37,1445000.0,354365000.0,288000.0,0.0,110942000.0,70020000.0,0.0,0.37,303528336.0,111230000.0,150034000.0,0.0257525933585216,5.0,8009076000.0,0.275862068965517,1.16647354147579,0.938944308834112,0.87869730250711,0.113322546694105,26.363707605629,0.938944308834112,0.0501390136702033
8,2018-12-31 00:00:00+00:00,4,2018,-2657655000.0,0.0,-8098000.0,0.0,13843517000.0,0.0,10387000.0,8088742000.0,0.0,1199597000.0,15260483000.0,0.0,201554000.0,0.0,144991000.0,7139505000.0,295116368.0,6499976000.0,5343000.0,-589464000.0,-196835000.0,26455000.0,0.0,-275614000.0,-272012000.0,0.0,137711000.0,250900000.0,-293546000.0,14740000.0,0.0,-24714000.0,85072000.0,34178000.0,86679000.0,295025000.0,0.0,17732000.0,298380081.0,157545000.0,324844000.0,157314000.0,0.29,1607000.0,342576000.0,231000.0,0.0,85072000.0,70635000.0,0.0,0.29,297912147.0,85303000.0,167299000.0,0.0244430056983588,7.0,8120978000.0,0.380952380952381,1.16081667147652,0.948239222829387,0.803583054076889,0.10276095836834,27.5178840639568,0.948239222829387,0.0476734645500603
10,2018-09-30 00:00:00+00:00,3,2018,-2543852000.0,0.0,0.0,0.0,13686974000.0,0.0,6666000.0,7676240000.0,0.0,1227540000.0,15095325000.0,0.0,184893000.0,0.0,135866000.0,7384071000.0,290043300.0,6779659000.0,-29072000.0,293037000.0,-191703000.0,335821000.0,0.0,-577476000.0,-577466000.0,0.0,136967000.0,212573000.0,238839000.0,3870000.0,0.0,-364903000.0,98999000.0,16332000.0,100301000.0,306610000.0,0.0,15806000.0,291207186.0,169927000.0,322275000.0,169643000.0,0.34,1302000.0,338081000.0,284000.0,0.0,98999000.0,69342000.0,0.0,0.34,290664368.0,99283000.0,152348000.0,0.0232853755205384,6.0,7711254000.0,0.0625,1.1656225122249,0.953247890298479,0.883200499202735,0.101528085494591,26.5865613858345,0.953247890298479,0.0455692839067933
11,2018-06-30 00:00:00+00:00,2,2018,-2449793000.0,0.0,0.0,0.0,13230042000.0,0.0,30717000.0,7475750000.0,0.0,1243482000.0,14674074000.0,0.0,186778000.0,0.0,126126000.0,7161605000.0,284387217.0,6540202000.0,18218000.0,300443000.0,-187488000.0,51849000.0,0.0,-305700000.0,-297371000.0,5235000.0,133999000.0,263740000.0,-56060000.0,4995000.0,442000.0,-41960000.0,96380000.0,17954000.0,97588000.0,298215000.0,0.0,16236000.0,285372256.0,164533000.0,312650000.0,164216000.0,0.34,1208000.0,328886000.0,317000.0,0.0,96380000.0,66628000.0,0.0,0.34,284928969.0,96697000.0,148117000.0,0.0230784023941062,6.0,7512469000.0,0.133333333333334,1.15647251472629,0.950633350157805,0.874855633214059,0.0956657893860147,26.4163385374667,0.950633350157805,0.044565834828091
