,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,0.0,28041893000.0,441591000.0,2550619000.0,0.0,21615030000.0,64703000.0,80101000.0,0.0,458359000.0,6002407000.0,0.0,1682060000.0,0.0,1947264000.0,106512688.0,8224908000.0,19816985000.0,-19962000.0,-286940000.0,0.0,300669000.0,-120107000.0,-31801000.0,-8645000.0,0.0,0.0,309314000.0,-2411000.0,-156978000.0,-33930000.0,-309032000.0,188945000.0,650976000.0,1.76,188945000.0,1.78,253212000.0,0.0,253212000.0,106512688.0,0.0,0.0,290854000.0,0.0,544066000.0,231538000.0,1195042000.0,21674000.0,42593000.0,188945000.0,253212000.0,0.0,0.0267374215272679,4.0,8224908000.0,-0.032967032967033,11.2197149695443,0.455269354549882,0.236752070661459,0.047107674810454,77.2199834070472,0.455269354549882,0.0956366707479216
1,2020-06-30 00:00:00+00:00,2,2020,0.0,27534180000.0,441591000.0,2231893000.0,0.0,21204699000.0,68397000.0,114031000.0,0.0,445539000.0,5838930000.0,0.0,1631817000.0,0.0,2103180000.0,106438018.0,7848369000.0,19685811000.0,-19953000.0,-1012246000.0,0.0,414919000.0,717000.0,-648982000.0,-10829000.0,0.0,0.0,425748000.0,-6412000.0,297765000.0,23661000.0,253307000.0,173048000.0,650816000.0,1.62,173048000.0,1.63,235054000.0,0.0,235054000.0,106438018.0,0.0,0.0,295014000.0,0.0,530068000.0,212241000.0,1180884000.0,22813000.0,39193000.0,173048000.0,235054000.0,0.0,0.0278042636284815,5.0,7848369000.0,-0.0299401197604789,11.0945696113958,0.448873894472277,0.267976696814332,0.0446039270704606,73.7365195958459,0.448873894472277,0.10042515589642
2,2020-03-31 00:00:00+00:00,1,2020,0.0,25351914000.0,441591000.0,1066247000.0,0.0,19108514000.0,67868000.0,90370000.0,0.0,441740000.0,5686431000.0,0.0,1295024000.0,0.0,1804922000.0,107533326.0,6520282000.0,18831632000.0,-18588000.0,-325301000.0,0.0,334238000.0,-149921000.0,-311675000.0,-9316000.0,0.0,0.0,343554000.0,13829000.0,156889000.0,14437000.0,-31271000.0,165540000.0,607969000.0,1.52,165540000.0,1.54,223729000.0,0.0,223729000.0,107533326.0,0.0,0.0,301356000.0,0.0,525085000.0,202921000.0,1133054000.0,20808000.0,37381000.0,165540000.0,223729000.0,0.0,0.0290648674979511,4.0,6520282000.0,-0.0787878787878787,10.536770712365,0.463424514630371,0.276816554866799,0.0123640119512229,60.6349886359881,0.463424514630371,0.106511116083008
3,2019-12-31 00:00:00+00:00,4,2019,0.0,25977460000.0,441591000.0,1844830000.0,0.0,19847271000.0,63709000.0,75933000.0,0.0,441662000.0,5551329000.0,0.0,1476832000.0,0.0,1647726000.0,108288348.0,7294307000.0,18683153000.0,-18695000.0,-475715000.0,0.0,321513000.0,-99510000.0,-240744000.0,-12186000.0,0.0,0.0,333699000.0,-2613000.0,62924000.0,9258000.0,-81084000.0,187061000.0,594538000.0,1.69,187061000.0,1.73,247590000.0,0.0,247590000.0,108288348.0,0.0,0.0,294448000.0,0.0,542038000.0,227088000.0,1136576000.0,20502000.0,40027000.0,187061000.0,247590000.0,0.0,0.030202589169647,6.0,7294307000.0,0.16551724137931,10.4958291542133,0.476904316121403,0.225892055269952,0.0674711219766009,67.3600358184428,0.476904316121403,0.111264582919419
5,2019-09-30 00:00:00+00:00,3,2019,0.0,25791906000.0,441591000.0,1943124000.0,0.0,19759657000.0,62586000.0,66675000.0,0.0,432236000.0,5686636000.0,0.0,1498025000.0,0.0,1584504000.0,109101980.0,7312531000.0,18479375000.0,-18841000.0,-389963000.0,0.0,335143000.0,-86397000.0,-212211000.0,-8395000.0,0.0,0.0,343538000.0,-685000.0,-26639000.0,-22644000.0,-153286000.0,201818000.0,585692000.0,1.82,201818000.0,1.85,268424000.0,0.0,268424000.0,109101980.0,0.0,0.0,287163000.0,0.0,555587000.0,247330000.0,1141279000.0,21094000.0,45512000.0,201818000.0,268424000.0,0.0,0.0301786809707592,7.0,7312531000.0,0.174193548387097,10.4606625837588,0.4868108499324,0.216683389102897,0.0530327495243597,67.0247322734198,0.4868108499324,0.115964128109766
6,2019-06-30 00:00:00+00:00,2,2019,0.0,24855445000.0,441591000.0,1439250000.0,0.0,18858006000.0,66892000.0,89319000.0,0.0,425372000.0,5514517000.0,0.0,1351495000.0,0.0,1610848000.0,109940525.0,6700398000.0,18155047000.0,-18956000.0,-119868000.0,0.0,248713000.0,-91195000.0,-50594000.0,-14639000.0,0.0,0.0,263352000.0,-4124000.0,-39425000.0,21977000.0,-186657000.0,186566000.0,589362000.0,1.67,186566000.0,1.7,250149000.0,43000.0,250149000.0,109940525.0,0.0,0.0,290907000.0,0.0,541099000.0,228717000.0,1130461000.0,21432000.0,42151000.0,186566000.0,250192000.0,0.0,0.0299454257809762,7.0,6700398000.0,0.050314465408805,10.282477730573,0.478653398923094,0.240410793508087,0.0421146854281438,60.9456613018721,0.478653398923094,0.12074518313981
7,2019-03-31 00:00:00+00:00,1,2019,0.0,24133438000.0,441591000.0,870067000.0,0.0,18136734000.0,66924000.0,67342000.0,0.0,419610000.0,5364820000.0,0.0,1225497000.0,0.0,1649979000.0,110236297.0,6043426000.0,18090012000.0,-17696000.0,-509525000.0,0.0,416270000.0,-99304000.0,-305762000.0,-7015000.0,0.0,0.0,423285000.0,-1726000.0,-15345000.0,-53684000.0,-169481000.0,185345000.0,587757000.0,1.65,185345000.0,1.68,249330000.0,49000.0,249330000.0,110236297.0,0.0,0.0,282080000.0,0.0,531459000.0,228052000.0,1119216000.0,21278000.0,42707000.0,185345000.0,249379000.0,0.0,0.0304864802271755,8.0,6043426000.0,0.0855263157894737,10.152880951725,0.4748493588369,0.273020468853263,0.0455702162483325,54.822469227173,0.4748493588369,0.126404768073115
8,2018-12-31 00:00:00+00:00,4,2018,0.0,23095722000.0,441591000.0,319475000.0,0.0,17118544000.0,61208000.0,121026000.0,0.0,415157000.0,5213468000.0,0.0,1047737000.0,0.0,1665033000.0,111540403.0,5415177000.0,17680545000.0,-17940000.0,-136454000.0,0.0,322565000.0,-122409000.0,193624000.0,-17793000.0,0.0,0.0,340358000.0,9716000.0,-320332000.0,43587000.0,-500111000.0,164717000.0,569120000.0,1.45,164717000.0,1.49,227256000.0,-11000.0,227256000.0,111540403.0,0.0,0.0,268372000.0,0.0,495617000.0,203646000.0,1064737000.0,23610000.0,38929000.0,164717000.0,227245000.0,0.0,0.0302923186335485,4.0,5415177000.0,-0.832175925925926,9.54575177570409,0.465483025385612,0.30747526812143,0.0074160350232142,48.5490177043739,0.465483025385612,0.12556453076686
10,2018-09-30 00:00:00+00:00,3,2018,0.0,23469488000.0,441591000.0,477624000.0,0.0,17599988000.0,62139000.0,77439000.0,0.0,406907000.0,5267964000.0,0.0,1072856000.0,0.0,1973958000.0,112693381.0,5538905000.0,17930583000.0,-18075000.0,-766328000.0,0.0,312188000.0,-78012000.0,-680606000.0,-8581000.0,0.0,0.0,320769000.0,-4512000.0,484544000.0,-4791000.0,359558000.0,178724000.0,567856000.0,1.55,178724000.0,1.59,242787000.0,-24000.0,242787000.0,112693381.0,0.0,0.0,273183000.0,0.0,515946000.0,220354000.0,1083802000.0,22433000.0,41630000.0,178724000.0,242763000.0,0.0,0.0672689126603103,7.0,5538905000.0,0.201550387596899,9.61726403434466,0.476051898778559,0.356380548140833,0.0361247209648046,49.1502247146174,0.476051898778559,0.270111227603414
11,2018-06-30 00:00:00+00:00,2,2018,0.0,22878701000.0,441591000.0,603499000.0,0.0,17072719000.0,66872000.0,82230000.0,0.0,407676000.0,5115071000.0,0.0,1098411000.0,0.0,1489140000.0,113557007.0,5571609000.0,17307092000.0,-18212000.0,-92893000.0,0.0,227379000.0,-88852000.0,-95364000.0,-6752000.0,0.0,0.0,234131000.0,2472000.0,-7501000.0,-6385000.0,-147624000.0,184425000.0,568377000.0,1.59,184425000.0,1.63,249307000.0,-32000.0,249307000.0,113557007.0,0.0,0.0,267124000.0,0.0,516399000.0,226896000.0,1084776000.0,22411000.0,42471000.0,184425000.0,249275000.0,0.0,0.0665172831761707,7.0,5571609000.0,0.347457627118644,9.55269981710596,0.476042058452621,0.267272882932022,0.0541241771760741,49.0644227704945,0.476042058452621,0.270054656624347
