,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,34267000000.0,30194000000.0,2004000000.0,1404000000.0,28382000000.0,1841000000.0,384000000.0,5885000000.0,24417000000.0,474000000.0,-998000000.0,336000000.0,22287000000.0,19505000000.0,2431000000.0,1168000000.0,1103000000.0,1879000000.0,611000000.0,665131148.0,2047000000.0,1673000000.0,-2628000000.0,5777000000.0,21346000000.0,0.0,0.0,-146000000.0,0.0,-501000000.0,274000000.0,-413000000.0,15000000.0,-121000000.0,1267000000.0,-495000000.0,854000000.0,264000000.0,4000000.0,-96000000.0,-154000000.0,-0.5,0.0,41000000.0,-333000000.0,-190000000.0,2545000000.0,665000000.0,-0.5,290000000.0,-333000000.0,-148000000.0,74000000.0,0.0,0.0,1789000000.0,-481000000.0,756000000.0,665000000.0,910000000.0,-147000000.0,-480000000.0,4.0,-0.0304761904761904,0.29705304518664,1.01869482430327,4073000000.0,0.29705304518664,3.82631306269843,-2.5625,9.73303393213573,-0.13998600139986,6.12360436321049,-0.0102471765368935
1,2020,2,2020-06-30 00:00:00+00:00,34566000000.0,29924000000.0,2462000000.0,1414000000.0,28600000000.0,2041000000.0,422000000.0,5966000000.0,24476000000.0,504000000.0,-665000000.0,204000000.0,22836000000.0,19332000000.0,2504000000.0,1410000000.0,1207000000.0,1781000000.0,0.0,664907475.0,2082000000.0,1625000000.0,-2693000000.0,5448000000.0,21373000000.0,0.0,0.0,307000000.0,0.0,128000000.0,-103000000.0,-386000000.0,-99000000.0,-93000000.0,447000000.0,-626000000.0,61000000.0,271000000.0,-5000000.0,-95000000.0,481000000.0,-0.12,-3000000.0,40000000.0,-83000000.0,248000000.0,2217000000.0,665000000.0,-0.12,218000000.0,-83000000.0,86000000.0,519000000.0,0.0,0.0,1693000000.0,3000000.0,524000000.0,665000000.0,43000000.0,113000000.0,30000000.0,5.0,-0.10712847362062,0.236355435272891,1.09508076358297,4642000000.0,0.236355435272891,3.33429850521684,-7.0,7.85215272136474,0.0693184879231391,6.98142249039989,0.00568570986676879
2,2020,1,2020-03-31 00:00:00+00:00,34142000000.0,29425000000.0,2539000000.0,1446000000.0,28391000000.0,2223000000.0,328000000.0,5751000000.0,23993000000.0,461000000.0,-583000000.0,197000000.0,22570000000.0,18867000000.0,2566000000.0,1392000000.0,1069000000.0,1970000000.0,0.0,664036935.0,2238000000.0,1518000000.0,-2692000000.0,5432000000.0,21090000000.0,0.0,0.0,1165000000.0,0.0,1030000000.0,638000000.0,-576000000.0,-23000000.0,-125000000.0,373000000.0,-735000000.0,-203000000.0,268000000.0,-32000000.0,-95000000.0,459000000.0,0.22,0.0,38000000.0,144000000.0,466000000.0,2338000000.0,668000000.0,0.22,233000000.0,144000000.0,85000000.0,734000000.0,0.0,0.0,1831000000.0,229000000.0,507000000.0,668000000.0,48000000.0,89000000.0,233000000.0,4.0,-0.117735849056604,0.216852010265184,1.05872606774669,4717000000.0,0.216852010265184,3.52088848792726,-0.0434782608695653,7.43087829854273,0.0986282925187242,7.10352052932116,0.00871693033149623
3,2019,4,2019-12-31 00:00:00+00:00,33648000000.0,28419000000.0,2996000000.0,1479000000.0,28417000000.0,1868000000.0,400000000.0,5231000000.0,23323000000.0,487000000.0,-692000000.0,156000000.0,22574000000.0,18305000000.0,2717000000.0,1466000000.0,1311000000.0,1365000000.0,34000000.0,663892656.0,2317000000.0,1528000000.0,-2229000000.0,5096000000.0,20173000000.0,0.0,0.0,237000000.0,0.0,47000000.0,-7000000.0,-777000000.0,-56000000.0,-250000000.0,691000000.0,-1010000000.0,-86000000.0,271000000.0,10000000.0,-90000000.0,386000000.0,-0.11,1000000.0,60000000.0,-78000000.0,234000000.0,2431000000.0,663892656.0,-0.12,262000000.0,-78000000.0,-42000000.0,505000000.0,0.0,0.0,1871000000.0,-120000000.0,560000000.0,668000000.0,174000000.0,50000000.0,-28000000.0,3.0,-0.0728451563691839,0.230357877416701,1.02649136577708,5229000000.0,0.230357877416701,3.66173654434882,-1.55,6.10981308411215,0.0963587215773573,7.87627329921842,0.00905965017192405
5,2019,3,2019-09-30 00:00:00+00:00,33423000000.0,28037000000.0,3140000000.0,1503000000.0,27953000000.0,1882000000.0,334000000.0,5470000000.0,23046000000.0,495000000.0,-614000000.0,135000000.0,21853000000.0,17879000000.0,2913000000.0,1428000000.0,1237000000.0,1600000000.0,0.0,663849562.0,2579000000.0,1521000000.0,-2335000000.0,4991000000.0,19761000000.0,0.0,0.0,-31000000.0,0.0,-241000000.0,-112000000.0,-558000000.0,46000000.0,-144000000.0,761000000.0,-598000000.0,203000000.0,262000000.0,-26000000.0,-91000000.0,651000000.0,0.32,0.0,41000000.0,210000000.0,590000000.0,2625000000.0,667000000.0,0.32,250000000.0,210000000.0,88000000.0,852000000.0,0.0,0.0,1924000000.0,298000000.0,701000000.0,667000000.0,50000000.0,130000000.0,340000000.0,4.0,-0.0747268241099753,0.267047619047619,1.09597275095171,5386000000.0,0.267047619047619,3.95420913149597,1.13333333333333,5.69394904458599,0.159186864738077,8.11328395513802,0.0153483147761453
6,2019,2,2019-06-30 00:00:00+00:00,33238000000.0,27770000000.0,3208000000.0,1538000000.0,27721000000.0,1087000000.0,410000000.0,5517000000.0,23728000000.0,496000000.0,-824000000.0,122000000.0,21565000000.0,18668000000.0,2884000000.0,1445000000.0,1234000000.0,1607000000.0,0.0,663727053.0,2474000000.0,1519000000.0,-2147000000.0,4042000000.0,19755000000.0,0.0,0.0,-85000000.0,0.0,-294000000.0,-422000000.0,-566000000.0,-24000000.0,146000000.0,324000000.0,-450000000.0,-242000000.0,266000000.0,2000000.0,-91000000.0,323000000.0,0.02,-1000000.0,49000000.0,17000000.0,347000000.0,2483000000.0,667000000.0,0.02,273000000.0,17000000.0,50000000.0,613000000.0,0.0,0.0,1981000000.0,67000000.0,502000000.0,667000000.0,179000000.0,57000000.0,74000000.0,4.0,-0.0212849822625147,0.202174788562223,1.36491835724889,5468000000.0,0.202174788562223,3.74099562278954,-0.954545454545455,5.81920199501247,0.123504438440756,8.23832624462875,0.0121470706579916
7,2019,1,2019-03-31 00:00:00+00:00,33471000000.0,27822000000.0,3234000000.0,1564000000.0,27616000000.0,1265000000.0,378000000.0,5855000000.0,23465000000.0,579000000.0,-839000000.0,108000000.0,21228000000.0,18445000000.0,2931000000.0,1573000000.0,1224000000.0,1945000000.0,0.0,662358244.0,2553000000.0,1526000000.0,-2107000000.0,4357000000.0,19710000000.0,0.0,0.0,571000000.0,0.0,402000000.0,372000000.0,-504000000.0,-70000000.0,-90000000.0,690000000.0,-663000000.0,186000000.0,246000000.0,-4000000.0,-90000000.0,528000000.0,0.23,0.0,46000000.0,154000000.0,534000000.0,2650000000.0,667000000.0,0.23,265000000.0,154000000.0,79000000.0,780000000.0,0.0,0.0,2064000000.0,233000000.0,586000000.0,667000000.0,58000000.0,115000000.0,269000000.0,5.0,-0.0328467153284672,0.221132075471698,1.34381455129676,5649000000.0,0.221132075471698,4.00085606845712,-0.778846153846154,5.7034632034632,0.206188725490196,8.528617332345,0.0205373899510215
8,2018,4,2018-12-31 00:00:00+00:00,32521000000.0,26917000000.0,3208000000.0,1595000000.0,27506000000.0,1659000000.0,313000000.0,5015000000.0,22518000000.0,577000000.0,-1005000000.0,97000000.0,21396000000.0,17636000000.0,2850000000.0,1530000000.0,1329000000.0,1536000000.0,0.0,662297479.0,2537000000.0,1495000000.0,-2071000000.0,4399000000.0,19295000000.0,0.0,0.0,-306000000.0,0.0,-480000000.0,18000000.0,-529000000.0,96000000.0,180000000.0,662000000.0,-315000000.0,133000000.0,233000000.0,-4000000.0,-86000000.0,530000000.0,0.2,190000000.0,58000000.0,128000000.0,584000000.0,2622000000.0,662297479.0,0.19,257000000.0,128000000.0,53000000.0,817000000.0,0.0,0.0,1976000000.0,181000000.0,646000000.0,667000000.0,116000000.0,199000000.0,327000000.0,8.0,-0.00794551645856978,0.246376811594203,1.14003182541487,5604000000.0,0.246376811594203,3.95894606749666,-1.09803921568627,5.49750623441397,0.369727237802536,8.46145452412329,0.0369642034106622
10,2018,3,2018-09-30 00:00:00+00:00,32489000000.0,26780000000.0,3305000000.0,1510000000.0,27474000000.0,1308000000.0,401000000.0,5015000000.0,22733000000.0,562000000.0,-1133000000.0,88000000.0,21108000000.0,18088000000.0,3119000000.0,1214000000.0,1299000000.0,1628000000.0,0.0,661683466.0,2718000000.0,1459000000.0,-2020000000.0,4047000000.0,19396000000.0,0.0,0.0,-299000000.0,0.0,-434000000.0,-13000000.0,-598000000.0,315000000.0,-47000000.0,767000000.0,-310000000.0,169000000.0,258000000.0,-30000000.0,-86000000.0,525000000.0,0.15,1000000.0,43000000.0,101000000.0,502000000.0,2837000000.0,665000000.0,0.15,255000000.0,101000000.0,90000000.0,760000000.0,0.0,0.0,2166000000.0,191000000.0,671000000.0,665000000.0,146000000.0,146000000.0,247000000.0,6.0,0.0534719643520238,0.23651744800846,1.23918952310353,5709000000.0,0.23651744800846,4.2875485723562,-0.347826086956522,5.47291981845688,-0.0870273794002608,8.62799252717008,-0.0081669483295226
11,2018,2,2018-06-30 00:00:00+00:00,32597000000.0,26940000000.0,3309000000.0,1423000000.0,27310000000.0,1235000000.0,856000000.0,5287000000.0,22946000000.0,583000000.0,-1234000000.0,83000000.0,20719000000.0,18356000000.0,3641000000.0,1165000000.0,1506000000.0,1519000000.0,0.0,661399753.0,2785000000.0,1400000000.0,-1988000000.0,3994000000.0,19591000000.0,0.0,0.0,59000000.0,0.0,-99000000.0,-5000000.0,-499000000.0,-324000000.0,540000000.0,399000000.0,-296000000.0,-100000000.0,258000000.0,-25000000.0,-86000000.0,469000000.0,0.44,-192000000.0,35000000.0,290000000.0,685000000.0,2537000000.0,664000000.0,0.44,263000000.0,290000000.0,126000000.0,943000000.0,0.0,0.0,1937000000.0,416000000.0,600000000.0,664000000.0,131000000.0,132000000.0,422000000.0,6.0,-0.0290853425181783,0.236499802916831,1.32373560340511,5657000000.0,0.236499802916831,3.83580427493749,4.5,5.54729525536416,-0.0710935571463836,8.55307244119881,-0.0063012339916567
