,year,quarter,date,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,749211000.0,0.0,-10599000.0,0.0,158766000.0,5092000.0,360401000.0,897539000.0,34822000.0,206261000.0,1245504000.0,52000.0,163417000.0,31274000.0,462559000.0,347965000.0,37971735.0,93708000.0,12568000.0,-4156000.0,-22436000.0,-33376000.0,4109000.0,-11879000.0,90188000.0,102061000.0,10853000.0,-48353000.0,0.0,6451000.0,6000.0,-60232000.0,67776000.0,62329000.0,87965000.0,99864000.0,0.0,0.0,38160000.0,87807000.0,164006000.0,89011000.0,1.81,20189000.0,164006000.0,0.0,0.0,67776000.0,1046000.0,0.0,1.78,37386000.0,67776000.0,76199000.0,0.262588209393787,4.0,897539000.0,0.23972602739726,4.31916002784703,1.0,0.104405491014875,0.246274611123354,23.6370289637806,1.0,0.333497137840137
1,2020,2,2020-06-30 00:00:00+00:00,704219000.0,0.0,-14151000.0,0.0,156394000.0,4068000.0,404148000.0,853484000.0,24906000.0,206946000.0,1039217000.0,33000.0,22624000.0,131372000.0,99222000.0,185733000.0,37910214.0,94701000.0,58736000.0,-5214000.0,-22424000.0,-34173000.0,-318000.0,-11198000.0,-11626000.0,-428000.0,9985000.0,104853000.0,0.0,5791000.0,0.0,93655000.0,83854000.0,66642000.0,104403000.0,114388000.0,0.0,0.0,38153000.0,104135000.0,184795000.0,104403000.0,2.25,20549000.0,184795000.0,0.0,0.0,83854000.0,0.0,0.0,2.2,37340000.0,83854000.0,80660000.0,0.274991267462461,6.0,853484000.0,0.730769230769231,4.87454383665574,1.0,0.110958143327819,0.472587457167902,22.5132994501165,1.0,0.337532946030607
2,2020,1,2020-03-31 00:00:00+00:00,643129000.0,0.0,-14620000.0,0.0,154577000.0,3950000.0,363811000.0,797883000.0,20776000.0,207679000.0,975603000.0,58000.0,34764000.0,135617000.0,93572000.0,177720000.0,37921561.0,96301000.0,91744000.0,-5335000.0,-23244000.0,-49822000.0,-3360000.0,-11069000.0,24557000.0,36159000.0,9712000.0,120369000.0,0.0,6677000.0,-533000.0,109300000.0,74816000.0,64312000.0,91702000.0,101414000.0,0.0,0.0,38075000.0,91089000.0,168978000.0,91702000.0,2.01,16886000.0,168978000.0,0.0,0.0,74816000.0,0.0,0.0,1.96,37303000.0,74816000.0,77889000.0,0.252610652529709,6.0,797883000.0,0.415492957746479,4.45598745262622,1.0,0.120695640839572,0.357351133816902,21.0403522154586,1.0,0.310747972733847
3,2019,4,2019-12-31 00:00:00+00:00,591086000.0,0.0,-10270000.0,0.0,153194000.0,3499000.0,270124000.0,770091000.0,16690000.0,207847000.0,954930000.0,501000.0,19294000.0,230477000.0,62017000.0,184839000.0,37777078.0,97991000.0,-47389000.0,-5494000.0,-18998000.0,-32041000.0,2272000.0,-12154000.0,-106761000.0,2875000.0,9221000.0,89141000.0,0.0,6225000.0,-97430000.0,76987000.0,50273000.0,57848000.0,61957000.0,71178000.0,0.0,0.0,38085000.0,60851000.0,129774000.0,61957000.0,1.36,11684000.0,129774000.0,0.0,0.0,50273000.0,0.0,0.0,1.32,37173000.0,50273000.0,68923000.0,0.241290118212162,3.0,770091000.0,0.0967741935483872,3.43525775074504,1.0,0.127246000797308,0.154121162534239,20.3851393694346,1.0,0.297199764447191
5,2019,3,2019-09-30 00:00:00+00:00,560164000.0,0.0,-12804000.0,0.0,141921000.0,3731000.0,320527000.0,694623000.0,13274000.0,62387000.0,855026000.0,3163000.0,16285000.0,235625000.0,72812000.0,160403000.0,37756668.0,92031000.0,34329000.0,-2407000.0,-18910000.0,-27527000.0,-1282000.0,-9122000.0,-4554000.0,4548000.0,8169000.0,67692000.0,0.0,7944000.0,0.0,58570000.0,54002000.0,56150000.0,67338000.0,75507000.0,0.0,0.0,37995000.0,65965000.0,131597000.0,67338000.0,1.46,13336000.0,131597000.0,0.0,0.0,54002000.0,0.0,0.0,1.42,37066000.0,54002000.0,65632000.0,0.255576064509816,3.0,694623000.0,0.403846153846154,3.48539759917374,1.0,0.132490574023607,0.297250672791617,18.397359639892,1.0,0.3089281483151
6,2019,2,2019-06-30 00:00:00+00:00,525430000.0,0.0,-11458000.0,0.0,140928000.0,3810000.0,286179000.0,661908000.0,12860000.0,62483000.0,812009000.0,1595000.0,17050000.0,231895000.0,66332000.0,150101000.0,37697485.0,89712000.0,25208000.0,-3136000.0,-18911000.0,-22305000.0,-922000.0,-9591000.0,-21298000.0,-11724000.0,7889000.0,69733000.0,0.0,5929000.0,0.0,60142000.0,48105000.0,55658000.0,62909000.0,70798000.0,0.0,0.0,37910000.0,60877000.0,125490000.0,62909000.0,1.3,14804000.0,125490000.0,0.0,0.0,48105000.0,0.0,0.0,1.27,37049000.0,48105000.0,64613000.0,0.252761151829886,3.0,661908000.0,0.181818181818182,3.32886928663809,1.0,0.135535452056781,0.173198459294716,17.5584127163921,1.0,0.298525135609284
7,2019,1,2019-03-31 00:00:00+00:00,496562000.0,0.0,-10817000.0,0.0,139237000.0,3545000.0,260953000.0,631146000.0,18857000.0,62579000.0,774809000.0,1417000.0,13717000.0,222458000.0,70946000.0,143663000.0,37684861.0,90845000.0,14647000.0,-5012000.0,-19412000.0,-36227000.0,943000.0,-3833000.0,10562000.0,14410000.0,7373000.0,39369000.0,0.0,5196000.0,0.0,35536000.0,52522000.0,52643000.0,65220000.0,72593000.0,0.0,0.0,37832000.0,63189000.0,124491000.0,65220000.0,1.42,12698000.0,124491000.0,0.0,0.0,52522000.0,0.0,0.0,1.39,37043000.0,52522000.0,61302000.0,0.259588885024087,3.0,631146000.0,0.0923076923076922,3.3034751010492,1.0,0.143936585195818,0.085229352999634,16.7479986193925,1.0,0.29883369403205
8,2018,4,2018-12-31 00:00:00+00:00,463252000.0,0.0,-12394000.0,0.0,63010000.0,2810000.0,246322000.0,607878000.0,16432000.0,62675000.0,695539000.0,3424000.0,29366000.0,240105000.0,57535000.0,87661000.0,37592599.0,0.0,36237000.0,-4600000.0,-15539000.0,-20242000.0,-314000.0,-14601000.0,-13312000.0,1275000.0,5848000.0,70105000.0,0.0,4299000.0,0.0,55504000.0,45831000.0,50374000.0,56066000.0,61914000.0,0.0,0.0,37843000.0,53965000.0,112444000.0,56066000.0,1.24,10235000.0,112444000.0,0.0,0.0,45831000.0,0.0,0.0,1.21,36976000.0,45831000.0,58479000.0,0.271295615805278,4.0,607878000.0,0.362637362637363,2.99112067244938,1.0,0.0,0.140868506493506,16.1701509384866,1.0,0.303111127477929
10,2018,3,2018-09-30 00:00:00+00:00,433227000.0,0.0,-12033000.0,0.0,54320000.0,3785000.0,210085000.0,578618000.0,12921000.0,62771000.0,646131000.0,2256000.0,19339000.0,236101000.0,62004000.0,67513000.0,37570970.0,0.0,39399000.0,-5065000.0,-15543000.0,-20551000.0,-472000.0,-10421000.0,-7572000.0,2840000.0,6173000.0,67994000.0,0.0,3950000.0,0.0,57573000.0,38594000.0,47098000.0,47797000.0,53970000.0,0.0,0.0,37828000.0,46412000.0,101443000.0,47797000.0,1.04,9203000.0,101443000.0,0.0,0.0,38594000.0,0.0,0.0,1.02,36951000.0,38594000.0,55031000.0,0.263728137886497,3.0,578618000.0,0.118279569892473,2.70003675710262,1.0,0.0,0.0612968697689991,15.4006670575713,1.0,0.293417333659974
11,2018,2,2018-06-30 00:00:00+00:00,410419000.0,0.0,-11523000.0,0.0,50088000.0,3595000.0,170686000.0,557378000.0,12972000.0,62867000.0,617598000.0,1453000.0,20041000.0,249591000.0,61883000.0,60220000.0,37606455.0,0.0,14517000.0,-6523000.0,-15536000.0,-22435000.0,-744000.0,-16703000.0,-16683000.0,-20000.0,5790000.0,54379000.0,0.0,3650000.0,0.0,37676000.0,40487000.0,47128000.0,53210000.0,59000000.0,0.0,0.0,37862000.0,52034000.0,106964000.0,53210000.0,1.1,12723000.0,106964000.0,0.0,0.0,40487000.0,0.0,0.0,1.07,36950000.0,40487000.0,54930000.0,0.265532132144908,4.0,557378000.0,0.0679611650485437,2.84429893750953,1.0,0.0,0.110575824906036,14.8213385175497,1.0,0.294365956708225
