,date,quarter,year,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-10-31 00:00:00+00:00,3,2021,2053000000.0,256000000.0,1860000000.0,-75000000.0,4493000000.0,5461000000.0,0.0,889000000.0,0.0,0.0,-2863000000.0,0.0,252000000.0,968000000.0,9811000000.0,5381000000.0,0.0,9559000000.0,3907000000.0,5165000000.0,0.0,0.0,249000000.0,4394000000.0,157150280.0,5904000000.0,155000000.0,-177000000.0,-1000000.0,72000000.0,-176000000.0,-102000000.0,206000000.0,-80000000.0,5000000.0,0.0,0.0,17000000.0,-83000000.0,0.0,48000000.0,2019000000.0,964000000.0,0.0,106000000.0,157500000.0,158200000.0,0.34,58000000.0,53000000.0,0.34,53000000.0,1070000000.0,53000000.0,0.0,3089000000.0,0.0,5000000.0,312000000.0,0.0,106000000.0,964000000.0,-0.0543890197685138,-0.158769063180828,252000000.0,0.88916704597178,-0.580246913580247,0.346390417610877,19.6563442330488,17.8293650793651,0.346390417610877,1.60356061726393,2.0,-1.17869034406215
1,2020-08-01 00:00:00+00:00,2,2021,1298000000.0,146000000.0,1466000000.0,-78000000.0,5048000000.0,5820000000.0,0.0,991000000.0,0.0,0.0,-2916000000.0,0.0,174000000.0,772000000.0,9535000000.0,5500000000.0,0.0,9361000000.0,3405000000.0,5719000000.0,0.0,0.0,249000000.0,3642000000.0,157032858.0,6130000000.0,187000000.0,-467000000.0,2000000.0,90000000.0,-468000000.0,-364000000.0,216000000.0,-85000000.0,0.0,0.0,0.0,20000000.0,-97000000.0,0.0,51000000.0,1406000000.0,826000000.0,0.0,-370000000.0,157200000.0,157200000.0,-1.62,-421000000.0,-255000000.0,-1.62,-255000000.0,456000000.0,-255000000.0,0.0,1862000000.0,0.0,-166000000.0,-154000000.0,0.0,-370000000.0,826000000.0,-0.0465968053718588,-0.519111570247934,174000000.0,0.93492586490939,-2.78021978021978,0.244897959183673,11.8573910181269,29.0114942528736,0.244897959183673,1.10804835507738,3.0,-0.763015410245731
2,2020-05-02 00:00:00+00:00,1,2021,1125000000.0,154000000.0,1489000000.0,-90000000.0,5100000000.0,6143000000.0,0.0,1355000000.0,0.0,0.0,-2661000000.0,0.0,397000000.0,1043000000.0,9969000000.0,5696000000.0,0.0,9572000000.0,3667000000.0,5773000000.0,0.0,0.0,249000000.0,3799000000.0,156346167.0,6302000000.0,-778000000.0,1483000000.0,-11000000.0,-909000000.0,1417000000.0,502000000.0,222000000.0,-126000000.0,11000000.0,0.0,-58000000.0,13000000.0,-131000000.0,0.0,34000000.0,1810000000.0,1122000000.0,0.0,-813000000.0,156400000.0,156400000.0,-3.33,-847000000.0,-521000000.0,-3.33,-521000000.0,309000000.0,-521000000.0,0.0,2119000000.0,0.0,-326000000.0,-591000000.0,0.0,-813000000.0,1122000000.0,-0.0062443347769161,-0.384548358989254,397000000.0,0.965254014214267,-14.875,0.145823501651723,13.5532583923212,12.8463476070529,0.145823501651723,2.53923717874068,1.0,-0.0830542531815137
3,2020-02-01 00:00:00+00:00,4,2020,1576000000.0,179000000.0,1920000000.0,-68000000.0,4551000000.0,4795000000.0,0.0,853000000.0,0.0,0.0,-2082000000.0,0.0,979000000.0,244000000.0,9737000000.0,5953000000.0,0.0,8758000000.0,3230000000.0,5238000000.0,0.0,0.0,249000000.0,3520000000.0,155253167.0,6507000000.0,667000000.0,-51000000.0,0.0,473000000.0,-109000000.0,366000000.0,240000000.0,-192000000.0,10000000.0,0.0,-57000000.0,14000000.0,-194000000.0,0.0,36000000.0,2883000000.0,1355000000.0,0.0,299000000.0,155500000.0,156700000.0,1.23,263000000.0,192000000.0,1.24,192000000.0,1654000000.0,192000000.0,0.0,4537000000.0,0.0,71000000.0,539000000.0,0.0,299000000.0,1355000000.0,0.0507611615709351,0.0120455052420254,979000000.0,0.917613636363636,-0.167785234899329,0.364558078025127,29.2232363929813,4.64862104187947,0.364558078025127,6.30582949718507,7.0,0.612345679012346
5,2019-11-02 00:00:00+00:00,3,2020,2148000000.0,234000000.0,2542000000.0,-38000000.0,4574000000.0,4812000000.0,0.0,487000000.0,0.0,0.0,-2217000000.0,0.0,851000000.0,238000000.0,10075000000.0,5930000000.0,0.0,9224000000.0,3573000000.0,5243000000.0,0.0,0.0,249000000.0,3981000000.0,154914812.0,6502000000.0,-123000000.0,-34000000.0,0.0,-384000000.0,-83000000.0,-469000000.0,200000000.0,-263000000.0,8000000.0,0.0,-58000000.0,15000000.0,-261000000.0,0.0,20000000.0,2344000000.0,1135000000.0,0.0,193000000.0,155200000.0,155800000.0,0.81,173000000.0,126000000.0,0.81,126000000.0,1328000000.0,126000000.0,0.0,3672000000.0,0.0,47000000.0,393000000.0,0.0,193000000.0,1135000000.0,0.0593006392007305,-0.0202774813233725,851000000.0,0.897513187641296,1.025,0.361655773420479,23.7033499417732,5.37485311398355,0.361655773420479,5.49334172125516,4.0,0.704530950861519
6,2019-08-03 00:00:00+00:00,2,2020,1819000000.0,211000000.0,1932000000.0,-39000000.0,4090000000.0,4827000000.0,0.0,956000000.0,0.0,0.0,-2286000000.0,0.0,759000000.0,737000000.0,9935000000.0,5837000000.0,0.0,9176000000.0,3483000000.0,4751000000.0,0.0,0.0,249000000.0,4425000000.0,154651759.0,6452000000.0,723000000.0,52000000.0,0.0,492000000.0,-9000000.0,508000000.0,206000000.0,-206000000.0,1000000.0,0.0,-56000000.0,20000000.0,-231000000.0,0.0,23000000.0,2476000000.0,1180000000.0,0.0,216000000.0,155000000.0,155600000.0,0.9,193000000.0,141000000.0,0.91,141000000.0,1396000000.0,141000000.0,0.0,3872000000.0,0.0,52000000.0,422000000.0,0.0,216000000.0,1180000000.0,0.054979368796699,-0.0479468895992132,759000000.0,0.787118644067797,-0.0618556701030927,0.360537190082645,25.0368959592629,5.38866930171278,0.360537190082645,4.90780062837824,5.0,0.565691336775674
7,2019-05-04 00:00:00+00:00,1,2020,1619000000.0,233000000.0,2006000000.0,-46000000.0,4128000000.0,4864000000.0,0.0,448000000.0,0.0,0.0,-2370000000.0,0.0,651000000.0,736000000.0,9338000000.0,5796000000.0,0.0,8687000000.0,2958000000.0,4795000000.0,0.0,0.0,249000000.0,3892000000.0,155002755.0,6380000000.0,-31000000.0,40000000.0,0.0,-280000000.0,-230000000.0,-509000000.0,208000000.0,-248000000.0,-200000000.0,0.0,-58000000.0,20000000.0,-249000000.0,0.0,24000000.0,2228000000.0,1138000000.0,0.0,77000000.0,155000000.0,156200000.0,0.23,53000000.0,37000000.0,0.24,37000000.0,1215000000.0,37000000.0,0.0,3443000000.0,0.0,16000000.0,285000000.0,0.0,77000000.0,1138000000.0,0.0597275077709671,-0.0331367593372648,651000000.0,0.760020554984584,-0.538461538461539,0.352889921580017,22.2125084163827,6.34101382488479,0.352889921580017,4.19992534971395,4.0,0.531678303594518
8,2019-02-02 00:00:00+00:00,4,2019,1469000000.0,148000000.0,1978000000.0,-37000000.0,2677000000.0,2685000000.0,0.0,957000000.0,0.0,0.0,-2138000000.0,0.0,873000000.0,8000000.0,7886000000.0,3921000000.0,0.0,7013000000.0,3374000000.0,3632000000.0,0.0,0.0,249000000.0,3381000000.0,167323864.0,4512000000.0,654000000.0,-36000000.0,0.0,429000000.0,-619000000.0,-170000000.0,171000000.0,-205000000.0,-520000000.0,0.0,-64000000.0,18000000.0,-225000000.0,0.0,23000000.0,2844000000.0,1306000000.0,0.0,333000000.0,164900000.0,167000000.0,1.47,310000000.0,248000000.0,1.49,248000000.0,1639000000.0,248000000.0,0.0,4483000000.0,0.0,62000000.0,504000000.0,0.0,333000000.0,1306000000.0,0.0681550406332135,-0.046575925138239,873000000.0,0.997929606625259,0.655555555555555,0.365603390586661,26.7923528230259,3.06643757159221,0.365603390586661,5.21742672641124,7.0,0.526364909006066
10,2018-11-03 00:00:00+00:00,3,2019,2106000000.0,190000000.0,2614000000.0,-49000000.0,2678000000.0,2686000000.0,0.0,1127000000.0,0.0,0.0,-1777000000.0,0.0,1203000000.0,8000000.0,8709000000.0,3858000000.0,0.0,7506000000.0,4297000000.0,3664000000.0,0.0,0.0,249000000.0,3842000000.0,168565459.0,4412000000.0,48000000.0,-78000000.0,0.0,-112000000.0,-106000000.0,-216000000.0,160000000.0,-158000000.0,38000000.0,0.0,-62000000.0,21000000.0,-160000000.0,0.0,25000000.0,2435000000.0,1208000000.0,0.0,105000000.0,168800000.0,172400000.0,0.39,80000000.0,67000000.0,0.4,67000000.0,1313000000.0,67000000.0,0.0,3748000000.0,0.0,13000000.0,265000000.0,0.0,105000000.0,1208000000.0,0.056045604560456,0.0327914025902452,1203000000.0,1.11842790213431,-0.411764705882353,0.350320170757737,22.2346856956027,2.22610141313383,0.350320170757737,7.13669340763341,4.0,0.425512528473804
11,2018-08-04 00:00:00+00:00,2,2019,1840000000.0,200000000.0,2065000000.0,-47000000.0,2680000000.0,2734000000.0,0.0,1343000000.0,0.0,0.0,-1712000000.0,0.0,1140000000.0,54000000.0,8490000000.0,3860000000.0,0.0,7350000000.0,4047000000.0,3682000000.0,0.0,0.0,249000000.0,3668000000.0,167388443.0,4443000000.0,622000000.0,34000000.0,0.0,482000000.0,-104000000.0,377000000.0,169000000.0,-141000000.0,-44000000.0,0.0,-62000000.0,28000000.0,-140000000.0,0.0,28000000.0,2589000000.0,1232000000.0,0.0,246000000.0,167800000.0,170300000.0,0.95,218000000.0,162000000.0,0.97,162000000.0,1478000000.0,162000000.0,0.0,4067000000.0,0.0,56000000.0,415000000.0,0.0,246000000.0,1232000000.0,0.0626695522297071,0.0722383337727392,1140000000.0,1.10332606324973,0.46969696969697,0.363412835013524,24.2967789598234,2.35087719298246,0.363412835013524,6.81050602758758,8.0,0.508784954219253
