,year,quarter,date,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,1425800000.0,624700000.0,6780600000.0,0.0,1313300000.0,40100000.0,15610500000.0,1007400000.0,9600000.0,-327300000.0,5354800000.0,12150700000.0,417059081.0,0.0,934600000.0,0.0,10989600000.0,807900000.0,3877300000.0,3837200000.0,905200000.0,-147400000.0,3459800000.0,0.0,8771700000.0,0.0,0.0,-7900000.0,139700000.0,5800000.0,186700000.0,11800000.0,12800000.0,-19000000.0,178800000.0,-39800000.0,0.0,-10400000.0,142800000.0,-31900000.0,0.0,245600000.0,0.0,1335200000.0,47700000.0,28800000.0,29500000.0,29500000.0,400000.0,0.07,76500000.0,18200000.0,74300000.0,407700000.0,0.07,219300000.0,29900000.0,482000000.0,853200000.0,417059081.0,0.0,3.0,1.23764035528741,0.360994607549431,2.4265675410296,8829900000.0,0.360994607549431,3.20146487830581,-0.65,0.437452261249245,-0.0228221641633247,21.1718204980172,-0.0124788116910475
1,2020,2,2020-06-30 00:00:00+00:00,1478200000.0,683500000.0,6791500000.0,0.0,1173600000.0,39800000.0,15433300000.0,1026400000.0,13700000.0,-356800000.0,5313300000.0,12106500000.0,416592698.0,0.0,922200000.0,0.0,10903800000.0,832000000.0,3856500000.0,3816700000.0,913300000.0,-293200000.0,3326800000.0,0.0,8574900000.0,0.0,0.0,-15800000.0,617900000.0,3600000.0,247400000.0,7500000.0,12700000.0,378800000.0,231600000.0,-15800000.0,0.0,376000000.0,144500000.0,0.0,0.0,247700000.0,0.0,1264400000.0,-81800000.0,30800000.0,-177600000.0,-177600000.0,1100000.0,-0.43,-51000000.0,95800000.0,-52200000.0,412200000.0,-0.43,93500000.0,-176500000.0,360000000.0,904400000.0,416592698.0,0.0,3.0,1.00985534891114,0.284720025308447,2.25057502367745,8641800000.0,0.284720025308447,3.03509880530839,-2.95454545454545,0.445101400599424,-0.0281815357407452,20.7440025749083,-0.0147496610279733
2,2020,1,2020-03-31 00:00:00+00:00,1390000000.0,764600000.0,6602800000.0,0.0,555700000.0,35700000.0,15358300000.0,1088100000.0,34700000.0,-179200000.0,5212800000.0,12428900000.0,205211761.0,0.0,1027500000.0,0.0,11183100000.0,829000000.0,3462800000.0,3427100000.0,1111100000.0,-344100000.0,2929400000.0,0.0,8686200000.0,0.0,0.0,-8200000.0,50200000.0,1900000.0,68400000.0,-9400000.0,3500000.0,-41900000.0,60200000.0,33100000.0,0.0,-42100000.0,72300000.0,41300000.0,0.0,155400000.0,0.0,799900000.0,-95700000.0,27100000.0,-36800000.0,-36800000.0,0.0,-0.13,-68600000.0,-58900000.0,-66800000.0,311300000.0,-0.13,3700000.0,-36800000.0,244500000.0,555400000.0,205211761.0,0.0,4.0,0.289537320651298,0.305663207900988,2.10748201438849,8755500000.0,0.305663207900988,3.89792473931355,-1.56521739130435,0.394545370818079,0.0212568727488873,42.6656832792347,0.0103106937408185
3,2019,4,2019-12-31 00:00:00+00:00,574600000.0,322900000.0,2758500000.0,0.0,505500000.0,7600000.0,4628400000.0,502500000.0,3000000.0,-141400000.0,2183900000.0,3084500000.0,204632831.0,0.0,459100000.0,0.0,2542700000.0,326600000.0,1611400000.0,1603800000.0,251000000.0,-256000000.0,1543900000.0,0.0,1869900000.0,0.0,0.0,-9200000.0,99100000.0,4100000.0,99000000.0,7700000.0,5800000.0,1600000.0,89800000.0,-9200000.0,0.0,-2200000.0,45200000.0,0.0,0.0,113400000.0,0.0,605800000.0,28300000.0,20900000.0,25700000.0,25700000.0,0.0,0.12,49200000.0,2600000.0,47600000.0,177700000.0,0.12,94400000.0,25700000.0,225300000.0,380500000.0,204632831.0,0.0,5.0,-0.149992984425424,0.37190491911522,2.68691263487644,1869900000.0,0.37190491911522,2.96042427326825,-0.74468085106383,0.857692924755335,0.088537461369268,9.13782989201767,0.0346720600982375
5,2019,3,2019-09-30 00:00:00+00:00,595800000.0,336600000.0,2763300000.0,0.0,406400000.0,7700000.0,4553800000.0,539300000.0,1100000.0,-167100000.0,2167500000.0,3059700000.0,204099619.0,0.0,458400000.0,0.0,2532300000.0,334000000.0,1601500000.0,1593800000.0,274000000.0,-302500000.0,1494100000.0,0.0,1790500000.0,0.0,0.0,-9100000.0,88900000.0,5000000.0,114200000.0,-7700000.0,-200000.0,3000000.0,105100000.0,-20600000.0,0.0,-2000000.0,43000000.0,-11500000.0,0.0,95300000.0,0.0,596700000.0,50300000.0,23200000.0,41300000.0,41300000.0,0.0,0.2,73500000.0,9000000.0,72900000.0,148600000.0,0.2,116500000.0,41300000.0,221500000.0,375200000.0,204099619.0,0.0,5.0,-0.13433918468011,0.371208312384783,2.5077207116482,1790500000.0,0.371208312384783,2.92357233650691,-0.444444444444444,0.890142418318905,0.130366979039989,8.77267683679507,0.0500604329194594
6,2019,2,2019-06-30 00:00:00+00:00,591300000.0,331800000.0,2809000000.0,0.0,317500000.0,8000000.0,4594300000.0,557600000.0,1100000.0,-208400000.0,2217700000.0,3130400000.0,201978589.0,0.0,498600000.0,0.0,2588700000.0,345100000.0,1631500000.0,1623500000.0,272900000.0,-258900000.0,1463900000.0,0.0,1785300000.0,0.0,0.0,-9800000.0,53800000.0,5400000.0,61300000.0,1100000.0,6100000.0,1200000.0,51500000.0,-9800000.0,0.0,-2200000.0,44400000.0,0.0,0.0,110700000.0,0.0,629100000.0,53200000.0,22400000.0,44900000.0,44900000.0,0.0,0.22,75600000.0,8300000.0,74600000.0,159800000.0,0.21,120000000.0,44900000.0,234400000.0,394700000.0,201978589.0,0.0,5.0,-0.058515414546543,0.372595771737403,2.47573143920176,1785300000.0,0.372595771737403,3.11468657700149,-0.266666666666667,0.909370974065983,0.151676829268293,8.83905570802854,0.0569679486473691
7,2019,1,2019-03-31 00:00:00+00:00,616200000.0,342400000.0,2829100000.0,0.0,263700000.0,7900000.0,4566800000.0,555100000.0,1200000.0,-253400000.0,2212900000.0,3168500000.0,198884808.0,0.0,509900000.0,0.0,2618600000.0,349500000.0,1630200000.0,1622300000.0,263800000.0,-253200000.0,1398300000.0,0.0,1737700000.0,0.0,0.0,-14200000.0,42500000.0,9600000.0,68800000.0,5700000.0,7500000.0,-17300000.0,54600000.0,-14700000.0,0.0,-26900000.0,45500000.0,-500000.0,0.0,117000000.0,0.0,620300000.0,59100000.0,22400000.0,47100000.0,47100000.0,0.0,0.23,81500000.0,12000000.0,80200000.0,150300000.0,0.23,127000000.0,47100000.0,230500000.0,389800000.0,198884808.0,0.0,6.0,0.00112976113621688,0.371594389811382,2.26923076923077,1737700000.0,0.371594389811382,3.11889081040318,0.0952380952380953,0.933590378085976,0.165965305319246,8.73721838019926,0.0603249536448619
8,2018,4,2018-12-31 00:00:00+00:00,596400000.0,340000000.0,2811100000.0,0.0,221200000.0,7900000.0,4487100000.0,523900000.0,1300000.0,-308700000.0,2214700000.0,3155900000.0,198762737.0,0.0,525400000.0,0.0,2657900000.0,356600000.0,1672100000.0,1664200000.0,265500000.0,-247000000.0,1331200000.0,0.0,1676000000.0,0.0,0.0,-19700000.0,-47800000.0,-23500000.0,146200000.0,-1400000.0,-3300000.0,-100200000.0,126500000.0,-92400000.0,0.0,-75200000.0,45800000.0,-72700000.0,0.0,104200000.0,0.0,712700000.0,111400000.0,23100000.0,94500000.0,94500000.0,0.0,0.47,134500000.0,16900000.0,134100000.0,134900000.0,0.46,180300000.0,94500000.0,269000000.0,443700000.0,198762737.0,0.0,6.0,0.0717293233082708,0.377437912165006,2.23205902079142,1676000000.0,0.377437912165006,3.58568215932748,-0.419753086419753,0.992959427207637,0.167427985457257,8.43216402277656,0.0586177822503876
10,2018,3,2018-09-30 00:00:00+00:00,586800000.0,320000000.0,2893000000.0,0.0,269000000.0,7900000.0,4516400000.0,550100000.0,1100000.0,-403200000.0,2306200000.0,3108900000.0,199119721.0,0.0,525000000.0,0.0,2625200000.0,346900000.0,1755300000.0,1747400000.0,279300000.0,-226400000.0,1407500000.0,0.0,1623400000.0,0.0,0.0,-11200000.0,-68800000.0,-6400000.0,103800000.0,-3100000.0,900000.0,-158300000.0,92600000.0,-11200000.0,0.0,-151900000.0,44400000.0,0.0,0.0,107700000.0,0.0,689300000.0,94800000.0,24400000.0,72200000.0,72200000.0,0.0,0.36,119200000.0,22600000.0,117700000.0,144700000.0,0.35,163600000.0,72200000.0,262400000.0,426900000.0,199119721.0,0.0,6.0,0.0611145320197044,0.380676048164805,2.39860259032038,1623400000.0,0.380676048164805,3.46173646958856,1.57142857142857,1.07638290008624,0.204264870931538,8.15288406315113,0.0687994124508576
11,2018,2,2018-06-30 00:00:00+00:00,571400000.0,310900000.0,3035500000.0,0.0,337800000.0,7900000.0,4604600000.0,555600000.0,1100000.0,-475400000.0,2464100000.0,3159000000.0,198104494.0,0.0,495500000.0,0.0,2668500000.0,353900000.0,1911400000.0,1903500000.0,259700000.0,-213400000.0,1445600000.0,0.0,1569100000.0,0.0,0.0,-10700000.0,-16000000.0,-1100000.0,134300000.0,-14600000.0,1800000.0,-106300000.0,123600000.0,-29400000.0,0.0,-105200000.0,45200000.0,-18700000.0,0.0,115800000.0,0.0,668200000.0,77500000.0,26100000.0,60300000.0,60300000.0,0.0,0.3,103600000.0,17200000.0,101400000.0,147900000.0,0.29,148800000.0,60300000.0,249300000.0,418900000.0,198104494.0,0.0,5.0,0.153859437057503,0.373091888656091,2.52992649632482,1569100000.0,0.373091888656091,3.37296739971987,-1.36144578313253,1.21311579886559,0.186427430590954,7.92056741529549,0.0591361338378122
12,2018,1,2018-03-31 00:00:00+00:00,611100000.0,284600000.0,3207700000.0,0.0,353800000.0,21100000.0,4775400000.0,567200000.0,1100000.0,-535700000.0,2596600000.0,3262000000.0,196315518.0,0.0,541600000.0,0.0,2757500000.0,365300000.0,2055100000.0,2034000000.0,248300000.0,-153300000.0,1513400000.0,0.0,1567700000.0,0.0,0.0,-7100000.0,-39500000.0,-2900000.0,60200000.0,10500000.0,3400000.0,-8200000.0,53100000.0,-102000000.0,0.0,-5300000.0,45000000.0,-94900000.0,0.0,106900000.0,0.0,619600000.0,65800000.0,26000000.0,42400000.0,42400000.0,0.0,0.21,91800000.0,23400000.0,89800000.0,142100000.0,0.2,136800000.0,42400000.0,231900000.0,387700000.0,196315518.0,0.0,5.0,0.286277766244551,0.374273724983861,2.47651775486827,1567700000.0,0.374273724983861,3.15614377463528,-5.2,1.2974421126491,0.0490109134345646,7.98561425999956,0.0147397412380729
