,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,14940000000.0,12243000000.0,2696000000.0,2494000000.0,8909000000.0,353000000.0,0.0,6031000000.0,9703000000.0,1149000000.0,22833000000.0,509000000.0,1736000000.0,7592000000.0,0.0,1126000000.0,882000000.0,2169000000.0,0.0,316163249.0,0.0,5405000000.0,-1837000000.0,2540000000.0,7945000000.0,0.0,14000000.0,0.0,32000000.0,-306000000.0,357000000.0,-49000000.0,0.0,0.0,683000000.0,-48000000.0,634000000.0,118000000.0,28000000.0,-339000000.0,789000000.0,1.84,0.0,560000000.0,582000000.0,791000000.0,3307000000.0,316500000.0,1.83,52000000.0,582000000.0,0.0,909000000.0,0.0,0.0,1910000000.0,582000000.0,1397000000.0,317900000.0,608000000.0,157000000.0,739000000.0,5.0,-0.0494394941075021,0.422437254309041,2.3744094488189,2697000000.0,0.422437254309041,10.4597862353066,-0.102439024390244,2.8160237388724,0.81374252074889,8.53040322849162,0.144334132146525
1,2020,2,2020-06-30 00:00:00+00:00,14263000000.0,11905000000.0,2357000000.0,2156000000.0,8654000000.0,4000000.0,0.0,5609000000.0,9863000000.0,1167000000.0,22612000000.0,470000000.0,1711000000.0,7765000000.0,0.0,1241000000.0,740000000.0,1812000000.0,0.0,315932054.0,0.0,5244000000.0,-1909000000.0,2042000000.0,7769000000.0,0.0,8000000.0,0.0,11000000.0,-328000000.0,382000000.0,-54000000.0,3000000.0,0.0,737000000.0,-50000000.0,683000000.0,100000000.0,23000000.0,-338000000.0,449000000.0,1.01,0.0,486000000.0,319000000.0,457000000.0,2564000000.0,316100000.0,1.01,51000000.0,319000000.0,0.0,557000000.0,0.0,0.0,1594000000.0,319000000.0,970000000.0,317400000.0,521000000.0,87000000.0,406000000.0,4.0,-0.289553893045165,0.378315132605304,2.74681684622919,2358000000.0,0.378315132605304,8.11566907357871,-0.473958333333333,3.29444208739924,0.82242287434161,7.46363013865,0.149623545516769
2,2020,1,2020-03-31 00:00:00+00:00,14149000000.0,11865000000.0,2283000000.0,2424000000.0,8643000000.0,4000000.0,0.0,5506000000.0,9833000000.0,1185000000.0,22631000000.0,473000000.0,1704000000.0,7690000000.0,0.0,1212000000.0,826000000.0,1430000000.0,0.0,318864237.0,0.0,5237000000.0,-1983000000.0,2032000000.0,7694000000.0,0.0,9000000.0,0.0,-689000000.0,-1047000000.0,-551000000.0,-57000000.0,7000000.0,0.0,614000000.0,-53000000.0,557000000.0,104000000.0,-65000000.0,-342000000.0,761000000.0,1.78,0.0,560000000.0,566000000.0,786000000.0,3228000000.0,318300000.0,1.77,51000000.0,566000000.0,0.0,890000000.0,0.0,0.0,1871000000.0,566000000.0,1357000000.0,319700000.0,596000000.0,169000000.0,735000000.0,6.0,-0.0912162162162162,0.420384138785626,2.70964566929134,2284000000.0,0.420384138785626,10.1234306812526,-0.021978021978022,3.36837494524748,0.876297730072145,7.16292307186522,0.16777845158682
3,2019,4,2019-12-31 00:00:00+00:00,15068000000.0,12038000000.0,3026000000.0,2461000000.0,8815000000.0,4000000.0,0.0,6253000000.0,9884000000.0,1164000000.0,22403000000.0,516000000.0,1729000000.0,7754000000.0,0.0,1178000000.0,814000000.0,1981000000.0,0.0,321406096.0,0.0,5343000000.0,-1705000000.0,2154000000.0,7758000000.0,0.0,9000000.0,-1000000.0,-340000000.0,-685000000.0,156000000.0,-79000000.0,4000000.0,115000000.0,774000000.0,37000000.0,695000000.0,105000000.0,30000000.0,-344000000.0,824000000.0,1.99,0.0,586000000.0,641000000.0,882000000.0,3469000000.0,321406096.0,1.98,51000000.0,641000000.0,0.0,987000000.0,0.0,0.0,2022000000.0,641000000.0,1447000000.0,319700000.0,623000000.0,190000000.0,831000000.0,7.0,-0.0310055865921788,0.417123090227731,2.90297121634169,3030000000.0,0.417123090227731,10.7931991433044,0.0815217391304348,2.56245869134171,0.821239514618454,9.42732585881009,0.166564807320659
5,2019,3,2019-09-30 00:00:00+00:00,14960000000.0,11990000000.0,2966000000.0,2499000000.0,8715000000.0,0.0,0.0,6245000000.0,9767000000.0,1209000000.0,22104000000.0,479000000.0,1693000000.0,7643000000.0,0.0,1239000000.0,837000000.0,1825000000.0,0.0,323478160.0,0.0,5320000000.0,-1798000000.0,2223000000.0,7643000000.0,0.0,10000000.0,1000000.0,-349000000.0,-671000000.0,148000000.0,-74000000.0,1000000.0,3000000.0,920000000.0,-69000000.0,846000000.0,104000000.0,-32000000.0,-323000000.0,868000000.0,2.05,0.0,566000000.0,660000000.0,894000000.0,3479000000.0,322300000.0,2.04,52000000.0,660000000.0,0.0,998000000.0,0.0,0.0,2007000000.0,660000000.0,1472000000.0,324000000.0,604000000.0,182000000.0,842000000.0,6.0,-0.0370882922778855,0.423110089106065,2.80926675663518,2970000000.0,0.423110089106065,10.7549764719819,0.0732984293193717,2.57687120701281,0.79539457903574,9.18145447593742,0.16485756425766
6,2019,2,2019-06-30 00:00:00+00:00,15187000000.0,12092000000.0,3091000000.0,2629000000.0,8898000000.0,0.0,0.0,6289000000.0,9904000000.0,1256000000.0,21788000000.0,516000000.0,1717000000.0,7809000000.0,0.0,1198000000.0,835000000.0,1677000000.0,0.0,325775111.0,0.0,5431000000.0,-1697000000.0,2188000000.0,7809000000.0,0.0,12000000.0,14000000.0,-362000000.0,-675000000.0,-78000000.0,-73000000.0,8000000.0,2000000.0,685000000.0,-79000000.0,612000000.0,107000000.0,-9000000.0,-326000000.0,871000000.0,1.92,0.0,598000000.0,623000000.0,880000000.0,3609000000.0,324800000.0,1.91,55000000.0,623000000.0,0.0,987000000.0,0.0,0.0,2099000000.0,623000000.0,1510000000.0,326600000.0,639000000.0,202000000.0,825000000.0,7.0,-0.0579483163664839,0.418398448323635,2.87431444241316,3095000000.0,0.418398448323635,11.0781943682616,-0.0303030303030303,2.5263668715626,0.753649774516548,9.50041883340806,0.162432868768739
7,2019,1,2019-03-31 00:00:00+00:00,15326000000.0,12126000000.0,3196000000.0,2715000000.0,9251000000.0,1760000000.0,0.0,6075000000.0,8165000000.0,1346000000.0,21488000000.0,547000000.0,1765000000.0,5981000000.0,0.0,1301000000.0,894000000.0,1755000000.0,0.0,328108383.0,0.0,5665000000.0,-1642000000.0,3961000000.0,7741000000.0,0.0,10000000.0,408000000.0,-364000000.0,-295000000.0,251000000.0,-75000000.0,7000000.0,-4000000.0,616000000.0,-72000000.0,541000000.0,110000000.0,2000000.0,-328000000.0,839000000.0,1.82,0.0,611000000.0,597000000.0,853000000.0,3552000000.0,327300000.0,1.81,63000000.0,597000000.0,0.0,963000000.0,0.0,0.0,2059000000.0,597000000.0,1493000000.0,329600000.0,654000000.0,193000000.0,790000000.0,6.0,-0.0512820512820513,0.420326576576577,1.53370361019944,3200000000.0,0.420326576576577,10.8256910948843,-0.0520833333333333,1.87140175219024,0.728170138636859,9.75287486025616,0.164356630295881
8,2018,4,2018-12-31 00:00:00+00:00,14870000000.0,11612000000.0,3254000000.0,2622000000.0,9092000000.0,1351000000.0,0.0,5778000000.0,8070000000.0,1318000000.0,21217000000.0,554000000.0,1791000000.0,6029000000.0,0.0,1270000000.0,852000000.0,1504000000.0,0.0,331801491.0,0.0,5717000000.0,-1677000000.0,3542000000.0,7380000000.0,0.0,9000000.0,0.0,-489000000.0,-821000000.0,-85000000.0,-70000000.0,3000000.0,0.0,809000000.0,-67000000.0,739000000.0,115000000.0,-6000000.0,-332000000.0,860000000.0,1.84,0.0,578000000.0,607000000.0,879000000.0,3580000000.0,331801491.0,1.83,63000000.0,607000000.0,0.0,994000000.0,0.0,0.0,2096000000.0,607000000.0,1484000000.0,329600000.0,624000000.0,209000000.0,816000000.0,6.0,-0.0135023422430421,0.414525139664804,1.63128176171654,3258000000.0,0.414525139664804,10.7895838237809,-9.36363636363636,1.85279655808236,0.695522388059701,9.81912404968668,0.165688888888889
10,2018,3,2018-09-30 00:00:00+00:00,15319000000.0,11773000000.0,3542000000.0,2777000000.0,9379000000.0,1350000000.0,0.0,5940000000.0,8110000000.0,1338000000.0,20938000000.0,614000000.0,1799000000.0,6054000000.0,0.0,1340000000.0,908000000.0,1589000000.0,0.0,335352977.0,0.0,5785000000.0,-1589000000.0,3663000000.0,7404000000.0,0.0,11000000.0,-1000000.0,-499000000.0,-761000000.0,-39000000.0,-95000000.0,3000000.0,1000000.0,844000000.0,-93000000.0,749000000.0,115000000.0,-29000000.0,-262000000.0,889000000.0,1.91,0.0,581000000.0,638000000.0,899000000.0,3613000000.0,333300000.0,1.9,64000000.0,638000000.0,0.0,1014000000.0,0.0,0.0,2096000000.0,638000000.0,1517000000.0,335300000.0,628000000.0,197000000.0,835000000.0,7.0,-0.000553250345781464,0.419872681981733,1.62162162162162,3546000000.0,0.419872681981733,10.773722757201,0.0268817204301075,1.70920383963862,0.467923589073486,10.573933267931,0.117896057066708
11,2018,2,2018-06-30 00:00:00+00:00,15523000000.0,11735000000.0,3785000000.0,2878000000.0,9404000000.0,1350000000.0,0.0,6119000000.0,8188000000.0,1320000000.0,20633000000.0,595000000.0,1783000000.0,6069000000.0,0.0,1353000000.0,885000000.0,1628000000.0,0.0,338762621.0,0.0,5852000000.0,-1530000000.0,3547000000.0,7419000000.0,0.0,11000000.0,-10000000.0,-500000000.0,-774000000.0,-312000000.0,-81000000.0,5000000.0,0.0,620000000.0,-76000000.0,539000000.0,116000000.0,-82000000.0,-264000000.0,932000000.0,1.98,0.0,620000000.0,666000000.0,958000000.0,3831000000.0,336700000.0,1.97,64000000.0,666000000.0,0.0,1074000000.0,0.0,0.0,2231000000.0,666000000.0,1600000000.0,338900000.0,668000000.0,228000000.0,894000000.0,7.0,0.0644623506529591,0.417645523362046,1.72511981956583,3788000000.0,0.417645523362046,11.3088037537648,0.164705882352941,1.60343461030383,0.428896991795807,11.1818712135894,0.116208706390861
