,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,-2245921000.0,0.0,-1184465000.0,0.0,43332319000.0,0.0,940193000.0,32097175000.0,0.0,0.0,55759598000.0,0.0,1119124000.0,7310960000.0,0.0,19270291000.0,738768000.0,16966660000.0,391064000.0,18000.0,-430589000.0,-260325000.0,2062000.0,-761045000.0,-328659000.0,-205000.0,400738000.0,977986000.0,380430000.0,26554000.0,5866000.0,216941000.0,298695000.0,74348000.0,314848000.0,796297000.0,3999000.0,291281000.0,764619000.0,556520000.0,791492000.0,395559000.0,0.4,12154000.0,1082773000.0,29827000.0,0.0,302694000.0,80711000.0,0.0,0.4,738194000.0,332521000.0,234972000.0,0.0306402829170169,5.0,36489307000.0,-0.436619718309859,1.46564686071947,0.73098608849685,0.528602906642095,0.149219735910616,49.3921055053819,0.73098608849685,0.0529340592049795
1,2020-06-30 00:00:00+00:00,2,2020,-2115679000.0,0.0,-1142129000.0,0.0,43145236000.0,0.0,549129000.0,32242928000.0,0.0,0.0,55221857000.0,0.0,1140569000.0,7201006000.0,0.0,18475648000.0,738582000.0,16155422000.0,-258742000.0,1001000.0,-430971000.0,-696048000.0,3040000.0,-739222000.0,-241990000.0,-1432000.0,398195000.0,676256000.0,-176367000.0,27998000.0,-35357000.0,-62966000.0,404539000.0,64664000.0,452684000.0,932177000.0,1634000.0,313654000.0,765830000.0,611987000.0,952470000.0,533982000.0,0.55,46511000.0,1266124000.0,48765000.0,0.0,406173000.0,81298000.0,0.0,0.54,737992000.0,454938000.0,340483000.0,0.0364784956406344,6.0,36746209000.0,-0.0983606557377048,1.71426327746953,0.752272289286042,0.501053192191478,0.601934279048347,49.7523754979136,0.752272289286042,0.0630996005232186
2,2020-03-31 00:00:00+00:00,1,2020,-2090881000.0,0.0,-1142352000.0,0.0,42960139000.0,0.0,807871000.0,32259442000.0,0.0,0.0,55007247000.0,0.0,888341000.0,6834758000.0,0.0,18231377000.0,738743000.0,16174704000.0,-280984000.0,-33979000.0,-430766000.0,1050411000.0,-1315000.0,-935138000.0,-2009173000.0,1065000.0,345970000.0,679093000.0,800872000.0,31808000.0,-1798987000.0,-256045000.0,489418000.0,69689000.0,521966000.0,943578000.0,1635000.0,274192000.0,723983000.0,468057000.0,704049000.0,597608000.0,0.7,30913000.0,978241000.0,30111000.0,0.0,491053000.0,75642000.0,0.0,0.7,698272000.0,521164000.0,235992000.0,0.0394775958561898,5.0,36775870000.0,0.272727272727272,1.324196642134,0.719709151425876,0.501394413455757,0.267066207975629,49.7816832105347,0.719709151425876,0.0685369263113899
3,2019-12-31 00:00:00+00:00,4,2019,-2151168000.0,0.0,-990398000.0,0.0,30273082000.0,0.0,1088855000.0,22653127000.0,0.0,0.0,40031850000.0,0.0,704954000.0,6237371000.0,0.0,13960066000.0,631744000.0,12377511000.0,63861000.0,183000.0,-336698000.0,-156222000.0,6813000.0,-973446000.0,-403104000.0,-1900000.0,289240000.0,616374000.0,217190000.0,25090000.0,9915000.0,-357072000.0,385480000.0,65542000.0,408278000.0,757598000.0,1511000.0,230189000.0,655158000.0,1095357000.0,595827000.0,468358000.0,0.61,21287000.0,826016000.0,39251000.0,0.0,386991000.0,60080000.0,0.0,0.6,631252000.0,426242000.0,-499530000.0,0.0400296599355914,3.0,26071784000.0,-0.377551020408163,1.30751696889879,0.721326221283849,0.54639304322092,0.0234560176437426,41.2695395603282,0.721326221283849,0.0697696464035405
5,2019-09-30 00:00:00+00:00,3,2019,-2201461000.0,0.0,-1050246000.0,0.0,30061048000.0,0.0,1024994000.0,22517210000.0,0.0,0.0,39448185000.0,0.0,808898000.0,5886820000.0,0.0,13512608000.0,631129000.0,11891345000.0,623804000.0,1527000.0,-336599000.0,350523000.0,-6839000.0,-802669000.0,-364019000.0,11400000.0,282254000.0,644139000.0,737675000.0,20523000.0,-69748000.0,-158530000.0,450639000.0,65199000.0,465232000.0,807730000.0,1507000.0,244268000.0,655259000.0,471480000.0,697913000.0,525476000.0,0.71,13086000.0,942181000.0,38867000.0,0.0,452146000.0,60244000.0,0.0,0.71,630929000.0,491013000.0,226433000.0,0.0458953006404148,5.0,25935577000.0,0.183333333333333,1.49285011463584,0.740741959347514,0.528100284182632,0.380622538216262,41.0939395907968,0.740741959347514,0.079482619438132
6,2019-06-30 00:00:00+00:00,2,2019,-2317008000.0,0.0,-1079109000.0,0.0,30204435000.0,0.0,401190000.0,22330808000.0,0.0,0.0,38706750000.0,0.0,740941000.0,5813582000.0,0.0,12929317000.0,630793000.0,11371490000.0,150160000.0,1890000.0,-336269000.0,-285266000.0,4685000.0,-650294000.0,-77866000.0,2479000.0,284376000.0,508607000.0,145738000.0,20186000.0,-106853000.0,-141687000.0,383784000.0,66276000.0,411908000.0,755406000.0,1492000.0,218344000.0,655447000.0,442056000.0,572028000.0,471030000.0,0.61,26632000.0,790372000.0,25550000.0,0.0,385276000.0,59122000.0,0.0,0.6,630271000.0,410826000.0,129972000.0,0.0435347373465426,3.0,25777433000.0,-0.0317460317460317,1.25298156447519,0.723745274377129,0.50922877488356,0.272175329483193,40.8651221557627,0.723745274377129,0.0752295354619649
7,2019-03-31 00:00:00+00:00,1,2019,-2366015000.0,0.0,-1029206000.0,0.0,29910791000.0,0.0,251030000.0,22334483000.0,0.0,0.0,38392112000.0,0.0,695761000.0,5613060000.0,0.0,12568051000.0,630350000.0,11098480000.0,-92826000.0,2482000.0,-336094000.0,-748634000.0,1255000.0,-697074000.0,159639000.0,-18763000.0,284009000.0,494914000.0,-297908000.0,31758000.0,279980000.0,-202160000.0,347047000.0,69701000.0,362058000.0,706574000.0,1499000.0,226126000.0,654359000.0,376590000.0,545926000.0,422565000.0,0.55,13512000.0,772052000.0,25219000.0,0.0,348546000.0,60507000.0,0.0,0.55,629676000.0,373765000.0,169336000.0,0.044945685050064,4.0,25824061000.0,-0.202898550724638,1.22479892123423,0.707110401890028,0.49692128535055,0.11301855674859,40.9678131196954,0.707110401890028,0.0789568192023146
8,2018-12-31 00:00:00+00:00,4,2018,-2378467000.0,0.0,-1084671000.0,0.0,29930307000.0,0.0,343856000.0,22298093000.0,0.0,0.0,38417664000.0,0.0,760515000.0,5745294000.0,0.0,12616776000.0,629530000.0,11089815000.0,68294000.0,1738000.0,-303791000.0,-443010000.0,1354000.0,-1184971000.0,-19691000.0,20703000.0,286758000.0,529641000.0,-124671000.0,18064000.0,141723000.0,-655330000.0,596568000.0,56698000.0,616778000.0,965916000.0,1492000.0,220134000.0,655159000.0,1082076000.0,586951000.0,679158000.0,0.98,18718000.0,807085000.0,92430000.0,0.0,598060000.0,62380000.0,0.0,0.97,629632000.0,690490000.0,-495125000.0,0.0483857990691946,5.0,25800888000.0,0.75,1.28204374692231,0.727248059374167,0.497343651764301,0.301913789154119,40.9843661144028,0.727248059374167,0.0868993445202175
10,2018-09-30 00:00:00+00:00,3,2018,-2672736000.0,0.0,-1046565000.0,0.0,29834349000.0,0.0,275562000.0,22030599000.0,0.0,0.0,38268162000.0,0.0,873412000.0,5618178000.0,0.0,12830507000.0,533307000.0,11232129000.0,-252268000.0,831000.0,-304331000.0,-288847000.0,-6784000.0,-824979000.0,-457331000.0,985000.0,252702000.0,500694000.0,27213000.0,18947000.0,-39063000.0,-324285000.0,346345000.0,62244000.0,361792000.0,678680000.0,1491000.0,182574000.0,597647000.0,181521000.0,499858000.0,425978000.0,0.6,13956000.0,682432000.0,27684000.0,0.0,347836000.0,64186000.0,0.0,0.6,574520000.0,375520000.0,318337000.0,0.0423049128040833,6.0,25437655000.0,-0.636363636363636,1.27962318139458,0.732465652255463,0.509842197209436,0.131964556441313,47.6979582116867,0.732465652255463,0.0778408336907054
11,2018-06-30 00:00:00+00:00,2,2018,-2716241000.0,0.0,-1041486000.0,0.0,21271466000.0,0.0,527830000.0,15638570000.0,0.0,0.0,29502882000.0,0.0,719679000.0,5414623000.0,0.0,10776379000.0,533237000.0,9427124000.0,69731000.0,3089000.0,-257558000.0,-4275000.0,-11341000.0,-653325000.0,-338636000.0,0.0,203673000.0,423983000.0,313199000.0,19086000.0,-7690000.0,-229342000.0,334611000.0,57615000.0,350191000.0,610178000.0,1476000.0,168179000.0,554515000.0,187294000.0,453097000.0,406505000.0,0.63,14104000.0,621276000.0,28904000.0,0.0,336087000.0,56314000.0,0.0,0.62,532639000.0,364991000.0,265803000.0,0.0632998886514629,6.0,18726503000.0,0.26,1.16510294671975,0.72930066508283,0.602812405482087,-0.189128445815164,35.1185364106392,0.72930066508283,0.119836103416362
