,date,quarter,year,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-10-02 00:00:00+00:00,1,2021,15826000000.0,25402000000.0,9576000000.0,286000000.0,1746000000.0,10827000000.0,0.0,9372000000.0,0.0,16397000000.0,9005000000.0,0.0,2897000000.0,3355000000.0,0.0,6658000000.0,-101000000.0,2097000000.0,4429000000.0,0.0,302525787.0,9086000000.0,2353000000.0,11397000000.0,2995000000.0,1746000000.0,33000000.0,3000000.0,-166000000.0,0.0,1000000.0,363000000.0,76000000.0,-53000000.0,-213000000.0,-330000000.0,0.0,-253000000.0,374000000.0,164000000.0,303000000.0,-60000000.0,904000000.0,-0.2,3922000000.0,-60000000.0,0.0,84000000.0,-0.2,834000000.0,555000000.0,81000000.0,303000000.0,57000000.0,256000000.0,-3000000.0,-60000000.0,3018000000.0,0.0,455000000.0,0.0,70000000.0,7.0,-0.0292079207920792,0.230494645588985,2.03319033641906,9576000000.0,0.230494645588985,12.9641841077171,-0.78494623655914,0.948830409356725,-0.00360274444356142,31.6535000039517,-0.00132769712885496
1,2020-07-03 00:00:00+00:00,4,2020,16111000000.0,25662000000.0,9551000000.0,286000000.0,1875000000.0,11008000000.0,0.0,9575000000.0,0.0,16614000000.0,9048000000.0,0.0,2854000000.0,3070000000.0,0.0,6725000000.0,-157000000.0,2379000000.0,4406000000.0,0.0,299701032.0,9289000000.0,2352000000.0,11705000000.0,3048000000.0,1875000000.0,-43000000.0,1000000.0,86000000.0,-150000000.0,62000000.0,172000000.0,76000000.0,105000000.0,-63000000.0,-215000000.0,0.0,-154000000.0,377000000.0,301000000.0,298000000.0,148000000.0,1083000000.0,0.5,4287000000.0,148000000.0,0.0,87000000.0,0.5,822000000.0,546000000.0,272000000.0,298000000.0,37000000.0,269000000.0,185000000.0,148000000.0,3204000000.0,0.0,649000000.0,0.0,261000000.0,7.0,0.179691799669785,0.252624212736179,2.05356332274172,9551000000.0,0.252624212736179,14.304255048411,-1.74626865671642,0.97256831745367,-0.0264977874347492,31.8684254647478,-0.00967951137826563
3,2020-04-03 00:00:00+00:00,3,2020,16266000000.0,25509000000.0,9243000000.0,286000000.0,2157000000.0,11192000000.0,0.0,9629000000.0,0.0,16956000000.0,8553000000.0,0.0,2735000000.0,3091000000.0,0.0,6578000000.0,-183000000.0,1978000000.0,4471000000.0,0.0,298931536.0,9343000000.0,2183000000.0,11795000000.0,2943000000.0,2157000000.0,15000000.0,1000000.0,32000000.0,-149000000.0,7000000.0,142000000.0,78000000.0,-194000000.0,-212000000.0,-127000000.0,0.0,-369000000.0,384000000.0,159000000.0,303000000.0,17000000.0,1005000000.0,0.06,4175000000.0,17000000.0,0.0,99000000.0,0.06,852000000.0,563000000.0,145000000.0,299000000.0,29000000.0,281000000.0,46000000.0,17000000.0,3170000000.0,0.0,529000000.0,0.0,153000000.0,6.0,0.136363636363636,0.240718562874252,1.91299485573697,9243000000.0,0.240718562874252,13.9664086829568,-1.03015075376884,1.01081899816077,-0.062377145852444,30.9201234626513,-0.0228804353050885
4,2020-01-03 00:00:00+00:00,2,2020,16481000000.0,25860000000.0,9379000000.0,286000000.0,2321000000.0,11380000000.0,0.0,9833000000.0,0.0,17233000000.0,8627000000.0,0.0,2722000000.0,3122000000.0,0.0,6717000000.0,-110000000.0,1791000000.0,4482000000.0,0.0,297404535.0,9547000000.0,2100000000.0,11999000000.0,3137000000.0,2321000000.0,97000000.0,-1000000.0,126000000.0,-149000000.0,46000000.0,257000000.0,77000000.0,-111000000.0,-388000000.0,-160000000.0,0.0,-493000000.0,399000000.0,286000000.0,298000000.0,-139000000.0,935000000.0,-0.47,4234000000.0,-139000000.0,0.0,105000000.0,-0.47,885000000.0,578000000.0,65000000.0,298000000.0,99000000.0,298000000.0,-40000000.0,-139000000.0,3299000000.0,0.0,464000000.0,0.0,50000000.0,6.0,0.000236239073942768,0.220831365139348,1.9248103525212,9379000000.0,0.220831365139348,14.2365011347255,-0.720238095238095,1.01791235739418,-0.121964933803609,31.5361700856377,-0.0452652646955598
5,2019-10-04 00:00:00+00:00,1,2020,16714000000.0,26280000000.0,9566000000.0,251000000.0,2629000000.0,11604000000.0,0.0,10212000000.0,0.0,17780000000.0,8500000000.0,0.0,2796000000.0,3287000000.0,0.0,7012000000.0,-90000000.0,1448000000.0,4288000000.0,0.0,296003875.0,9961000000.0,2231000000.0,12426000000.0,3248000000.0,2629000000.0,108000000.0,-2000000.0,34000000.0,-147000000.0,26000000.0,253000000.0,77000000.0,-207000000.0,-319000000.0,-145000000.0,0.0,-492000000.0,406000000.0,179000000.0,296000000.0,-276000000.0,758000000.0,-0.93,4040000000.0,-276000000.0,0.0,122000000.0,-0.93,887000000.0,574000000.0,-115000000.0,296000000.0,39000000.0,305000000.0,-237000000.0,-276000000.0,3282000000.0,0.0,291000000.0,0.0,-129000000.0,3.0,-0.196499602227526,0.187623762376238,1.98227611940298,9566000000.0,0.187623762376238,13.6484699735772,-1.53142857142857,1.04129207610286,-0.151602351262943,32.3171444968415,-0.0573384681215233
6,2019-06-28 00:00:00+00:00,4,2019,16403000000.0,26370000000.0,9967000000.0,276000000.0,2791000000.0,11787000000.0,0.0,10522000000.0,0.0,17893000000.0,8477000000.0,0.0,2843000000.0,3283000000.0,0.0,7449000000.0,-68000000.0,1204000000.0,3817000000.0,0.0,292997704.0,10246000000.0,1898000000.0,12586000000.0,3455000000.0,2791000000.0,131000000.0,6000000.0,-230000000.0,-146000000.0,52000000.0,169000000.0,64000000.0,-227000000.0,-72000000.0,-38000000.0,116000000.0,-172000000.0,416000000.0,-308000000.0,295000000.0,-197000000.0,465000000.0,-0.67,3634000000.0,-197000000.0,0.0,117000000.0,-0.67,846000000.0,523000000.0,-357000000.0,295000000.0,-277000000.0,299000000.0,-474000000.0,-197000000.0,3169000000.0,0.0,59000000.0,0.0,-381000000.0,2.0,-0.289818252882548,0.127958172812328,2.22085407388001,9967000000.0,0.127958172812328,12.4028275661846,-1.26377952755906,1.02799237483696,-0.0710181783931431,34.0173314122625,-0.0274363896040099
8,2019-03-29 00:00:00+00:00,3,2019,16699000000.0,26913000000.0,10214000000.0,276000000.0,2403000000.0,11993000000.0,0.0,10585000000.0,0.0,18011000000.0,8902000000.0,0.0,3031000000.0,3440000000.0,0.0,7799000000.0,-55000000.0,1223000000.0,4212000000.0,0.0,290850938.0,10309000000.0,1889000000.0,12487000000.0,3682000000.0,2403000000.0,-18000000.0,1000000.0,-317000000.0,-146000000.0,5000000.0,204000000.0,84000000.0,-331000000.0,-38000000.0,-222000000.0,0.0,-219000000.0,444000000.0,-95000000.0,292000000.0,-581000000.0,579000000.0,-1.99,3674000000.0,-581000000.0,0.0,118000000.0,-1.99,973000000.0,544000000.0,-359000000.0,292000000.0,104000000.0,353000000.0,-477000000.0,-581000000.0,3095000000.0,0.0,85000000.0,0.0,-394000000.0,3.0,-0.267105525633353,0.157593903102885,2.11348528015195,10214000000.0,0.157593903102885,12.6319001247299,-10.95,1.0093009594674,0.018077761627907,35.1176450391919,0.00705723810199305
9,2018-12-28 00:00:00+00:00,2,2019,17027000000.0,27939000000.0,10912000000.0,244000000.0,2318000000.0,12222000000.0,0.0,10614000000.0,0.0,18197000000.0,9742000000.0,0.0,3077000000.0,3427000000.0,0.0,8532000000.0,-35000000.0,1715000000.0,4350000000.0,0.0,289424688.0,10370000000.0,2235000000.0,12677000000.0,4013000000.0,2318000000.0,249000000.0,-5000000.0,-466000000.0,-144000000.0,53000000.0,469000000.0,79000000.0,-633000000.0,-537000000.0,-220000000.0,-11000000.0,-631000000.0,472000000.0,-235000000.0,290000000.0,-487000000.0,1044000000.0,-1.68,4233000000.0,-487000000.0,0.0,118000000.0,-1.68,868000000.0,539000000.0,199000000.0,290000000.0,568000000.0,309000000.0,81000000.0,-487000000.0,3189000000.0,0.0,671000000.0,0.0,176000000.0,6.0,-0.206709145427286,0.246633593196315,2.23954022988506,10912000000.0,0.246633593196315,14.625566427146,-0.39568345323741,0.95032991202346,0.0745600425550778,37.7023814913813,0.0292819651297407
10,2018-09-28 00:00:00+00:00,1,2019,17330000000.0,28705000000.0,11375000000.0,213000000.0,2028000000.0,12476000000.0,0.0,11143000000.0,0.0,18134000000.0,10571000000.0,0.0,3054000000.0,3119000000.0,0.0,9172000000.0,-76000000.0,2219000000.0,4385000000.0,0.0,291356809.0,10930000000.0,2367000000.0,12945000000.0,4646000000.0,2028000000.0,428000000.0,2000000.0,-259000000.0,-148000000.0,-555000000.0,705000000.0,79000000.0,-359000000.0,-38000000.0,-277000000.0,-2000000.0,-807000000.0,480000000.0,20000000.0,298000000.0,511000000.0,1664000000.0,1.71,5028000000.0,511000000.0,0.0,116000000.0,1.75,978000000.0,576000000.0,699000000.0,292000000.0,72000000.0,356000000.0,583000000.0,511000000.0,3364000000.0,0.0,1179000000.0,0.0,686000000.0,6.0,-0.0295309785755645,0.330946698488465,2.41071835803877,11375000000.0,0.330946698488465,17.2571906496958,-0.242424242424242,0.960879120879121,0.0444170807863143,39.0414764598826,0.0172968899849294
11,2018-06-29 00:00:00+00:00,4,2018,17704000000.0,29235000000.0,11531000000.0,179000000.0,2105000000.0,12755000000.0,0.0,11172000000.0,0.0,18597000000.0,10638000000.0,0.0,3095000000.0,2944000000.0,0.0,8757000000.0,-39000000.0,2197000000.0,4456000000.0,0.0,299242061.0,10993000000.0,2524000000.0,13248000000.0,5005000000.0,2105000000.0,673000000.0,-9000000.0,-249000000.0,-150000000.0,-362000000.0,863000000.0,78000000.0,42000000.0,-44000000.0,-190000000.0,-11000000.0,-563000000.0,489000000.0,-48000000.0,340000000.0,756000000.0,1852000000.0,2.47,5117000000.0,756000000.0,0.0,114000000.0,2.54,1009000000.0,577000000.0,843000000.0,300000000.0,-27000000.0,352000000.0,729000000.0,756000000.0,3265000000.0,0.0,1332000000.0,0.0,843000000.0,5.0,0.056794712928542,0.361930818839164,2.38734290843806,11531000000.0,0.361930818839164,17.0998688583421,1.61855670103093,0.953343161911369,0.0584896668255275,38.5340214589686,0.0227686703096539
