,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-10-04 00:00:00+00:00,6865565000.0,3633884000.0,3231681000.0,797911000.0,5189744000.0,360217000.0,0.0,1675821000.0,2389087000.0,486555000.0,3134750000.0,0.0,530339000.0,1668287000.0,0.0,0.0,258038000.0,258293000.0,0.0,111814516.0,0.0,4343752000.0,-143767000.0,1244797000.0,2028504000.0,0.0,7116000.0,-158298000.0,17294000.0,-155939000.0,38462000.0,-20253000.0,-2166000.0,-104000.0,211434000.0,-22523000.0,191181000.0,62474000.0,5490000.0,-7809000.0,248006000.0,1.58,37000.0,225249000.0,176699000.0,248006000.0,964025000.0,111684000.0,1.57,14249000.0,176699000.0,0.0,310480000.0,50131000.0,0.0,436580000.0,176699000.0,527445000.0,112292000.0,279439000.0,57058000.0,233757000.0,7.0,0.363691660902248,0.547127927180312,1.34626047459947,3231681000.0,0.547127927180312,8.62164443836612,1.9811320754717,0.516228860459928,0.139993887560676,28.9021597160068,0.0623684666926342
1,2020,2,2020-07-05 00:00:00+00:00,6636816000.0,3669353000.0,2967463000.0,708799000.0,5105403000.0,346342000.0,0.0,1531413000.0,2506097000.0,477707000.0,2965890000.0,0.0,518011000.0,1802889000.0,0.0,0.0,255137000.0,218536000.0,0.0,111386181.0,0.0,4295837000.0,-216672000.0,1163256000.0,2149231000.0,0.0,9604000.0,-87753000.0,8641000.0,-95774000.0,24772000.0,-16650000.0,-5755000.0,-1235000.0,138596000.0,-23561000.0,121946000.0,59289000.0,5511000.0,-7791000.0,175639000.0,1.23,51000.0,221026000.0,137162000.0,175639000.0,811718000.0,111329000.0,1.23,10812000.0,137162000.0,0.0,234928000.0,49521000.0,0.0,364374000.0,137162000.0,447344000.0,111869000.0,271705000.0,27665000.0,164827000.0,6.0,0.123458686785225,0.551107650686569,1.31648837401226,2967463000.0,0.551107650686569,7.2874210491156,0.983870967741935,0.607552309835034,0.104512959388611,26.6412132399081,0.0451284292435557
2,2020,1,2020-04-05 00:00:00+00:00,6384396000.0,3624650000.0,2759746000.0,626150000.0,5042570000.0,9654000.0,0.0,1341826000.0,2894506000.0,393164000.0,2836531000.0,0.0,510176000.0,2190352000.0,0.0,0.0,233227000.0,195146000.0,0.0,111303859.0,0.0,4251982000.0,-278327000.0,730144000.0,2200006000.0,0.0,3050000.0,-20283000.0,-5236000.0,-24592000.0,3275000.0,-20488000.0,-1638000.0,60000.0,60050000.0,-22014000.0,39562000.0,60758000.0,-10169000.0,-7781000.0,44682000.0,0.3,50000.0,208569000.0,33665000.0,44682000.0,652396000.0,111121000.0,0.3,9993000.0,33665000.0,0.0,105440000.0,48914000.0,0.0,344373000.0,33665000.0,308023000.0,111644000.0,263341000.0,1024000.0,34689000.0,4.0,0.00564019009244121,0.472141153532517,1.83775529210676,2759746000.0,0.472141153532517,5.86139605456088,-0.0625,0.79367883855978,0.0822084976073141,24.7947018620442,0.0349943840081596
3,2019,4,2019-12-29 00:00:00+00:00,6538564000.0,3724740000.0,2813824000.0,725184000.0,5164185000.0,9974000.0,0.0,1374379000.0,2961908000.0,356937000.0,2811973000.0,0.0,485499000.0,2210440000.0,0.0,0.0,235855000.0,191877000.0,0.0,111100811.0,0.0,4394513000.0,-199646000.0,762832000.0,2220414000.0,0.0,6409000.0,-244042000.0,2057000.0,-251197000.0,-204083000.0,-23249000.0,-1000000.0,-147785000.0,215211000.0,-172034000.0,191962000.0,56908000.0,3937000.0,-7777000.0,138248000.0,0.59,48000.0,210737000.0,64501000.0,138248000.0,805496000.0,111100811.0,0.58,72952000.0,64501000.0,0.0,195156000.0,47636000.0,0.0,407315000.0,64501000.0,398181000.0,111644000.0,259933000.0,795000.0,65296000.0,5.0,0.0649792622188963,0.494330201515588,1.80167979319169,2813824000.0,0.494330201515588,7.25013609486613,-0.0781250000000001,0.785564413410363,0.0837691285445557,25.3267638163325,0.0356768849271597
5,2019,3,2019-09-29 00:00:00+00:00,6489081000.0,3782284000.0,2706797000.0,646286000.0,4940676000.0,506650000.0,0.0,1548405000.0,2594182000.0,391820000.0,2755165000.0,0.0,472929000.0,1904141000.0,0.0,0.0,190261000.0,392969000.0,0.0,111076181.0,0.0,4187002000.0,-243457000.0,1188102000.0,2410791000.0,0.0,12304000.0,181471000.0,865000.0,170133000.0,242757000.0,-16621000.0,-4519000.0,-7882000.0,106715000.0,-29022000.0,90094000.0,53324000.0,-5069000.0,-7775000.0,78660000.0,0.53,52000.0,204171000.0,58558000.0,78660000.0,706923000.0,110946000.0,0.52,15406000.0,58558000.0,0.0,131984000.0,45376000.0,0.0,364648000.0,58558000.0,342275000.0,111559000.0,263615000.0,4696000.0,63254000.0,5.0,0.0483603311815137,0.484175787179085,1.30325931611932,2706797000.0,0.484175787179085,6.36430775379287,-0.231884057971014,0.703466495640419,0.0881252214538731,24.3688338546677,0.0375707229593447
6,2019,2,2019-06-30 00:00:00+00:00,6399072000.0,3692205000.0,2706867000.0,654454000.0,5061311000.0,8205000.0,0.0,1337761000.0,2985406000.0,414330000.0,2704367000.0,0.0,490654000.0,2268477000.0,0.0,0.0,188051000.0,150016000.0,0.0,110918491.0,0.0,4324489000.0,-180752000.0,706799000.0,2276682000.0,0.0,6704000.0,238127000.0,7180000.0,225959000.0,15764000.0,-16586000.0,-349000.0,-240354000.0,46859000.0,-257289000.0,30273000.0,53324000.0,235000.0,-7764000.0,91735000.0,0.62,54000.0,201553000.0,69087000.0,91735000.0,722517000.0,110845000.0,0.62,19908000.0,69087000.0,0.0,145059000.0,48344000.0,0.0,374724000.0,69087000.0,347793000.0,111528000.0,256058000.0,2740000.0,71827000.0,5.0,0.0272334871659259,0.481363068273826,1.8927035833384,2706867000.0,0.481363068273826,6.51394545207075,0.0689655172413794,0.838045238277315,0.0961038538144677,24.4041095005521,0.0414972450860787
7,2019,1,2019-03-31 00:00:00+00:00,6086497000.0,3448025000.0,2638472000.0,623927000.0,4838851000.0,13334000.0,0.0,1247646000.0,2705757000.0,376507000.0,2643026000.0,0.0,484393000.0,2016683000.0,0.0,0.0,219341000.0,134252000.0,0.0,110800020.0,0.0,4106658000.0,-173535000.0,742268000.0,2030017000.0,0.0,6097000.0,23436000.0,3317000.0,5235000.0,-28859000.0,-19875000.0,-519000.0,-3834000.0,-5316000.0,-29228000.0,-25191000.0,50469000.0,450000.0,-7743000.0,53330000.0,0.32,41000.0,198857000.0,35412000.0,53330000.0,648737000.0,110543000.0,0.32,16565000.0,35412000.0,0.0,103799000.0,47980000.0,0.0,340931000.0,35412000.0,307806000.0,111293000.0,254476000.0,1353000.0,36765000.0,4.0,0.00739939003559154,0.474469623283395,1.68085651004758,2638472000.0,0.474469623283395,5.85502601894837,0.333333333333333,0.764337465017631,0.0959229125984079,23.8129198893646,0.0414225652696625
8,2018,4,2018-12-30 00:00:00+00:00,5975522000.0,3390567000.0,2584955000.0,632669000.0,4740888000.0,14856000.0,0.0,1234634000.0,2618936000.0,338347000.0,2602067000.0,0.0,318590000.0,1876624000.0,0.0,0.0,220949000.0,163111000.0,0.0,111239214.0,0.0,4152275000.0,-176481000.0,771631000.0,1891480000.0,0.0,5492000.0,1488000.0,-47122000.0,-57268000.0,13599000.0,-32810000.0,-1519000.0,-53629000.0,159419000.0,-87958000.0,126609000.0,47202000.0,-594000.0,-7787000.0,115683000.0,0.64,30000.0,210539000.0,71292000.0,115683000.0,756349000.0,111239214.0,0.64,36254000.0,71292000.0,0.0,162885000.0,51970000.0,0.0,380099000.0,71292000.0,376250000.0,111293000.0,260567000.0,8137000.0,79429000.0,5.0,0.178793073889937,0.497455539704554,1.60003162133196,2584955000.0,0.497455539704554,6.79930190804836,-2.72972972972973,0.725979369079926,0.0930324218735108,23.2378035321249,0.0397840617701623
10,2018,3,2018-09-30 00:00:00+00:00,5862355000.0,3289886000.0,2572469000.0,551385000.0,4696860000.0,20072000.0,0.0,1165495000.0,2603134000.0,354244000.0,2532060000.0,0.0,317049000.0,1882502000.0,0.0,0.0,180693000.0,149513000.0,0.0,110734011.0,0.0,4144464000.0,-160648000.0,686752000.0,1902574000.0,0.0,11127000.0,-101717000.0,10811000.0,-109031000.0,-10879000.0,-20835000.0,-5500000.0,34354000.0,93192000.0,8019000.0,72357000.0,45161000.0,-3059000.0,-7751000.0,80202000.0,0.69,-1103000.0,196769000.0,76548000.0,79894000.0,674313000.0,110724000.0,0.69,2161000.0,76548000.0,0.0,125055000.0,48848000.0,0.0,341986000.0,76548000.0,332327000.0,111747000.0,252125000.0,1185000.0,77733000.0,5.0,0.216567588291011,0.492837895754642,1.69711191230604,2572469000.0,0.492837895754642,6.08948410619751,-0.168674698795181,0.731788021546615,0.0494745511616673,23.2310649345123,0.020886785644366
11,2018,2,2018-07-01 00:00:00+00:00,5957778000.0,3440601000.0,2517177000.0,564041000.0,4755365000.0,17315000.0,0.0,1202413000.0,2727908000.0,366961000.0,2463287000.0,0.0,304538000.0,1983953000.0,0.0,0.0,197128000.0,163392000.0,0.0,110634371.0,0.0,4211692000.0,-130566000.0,712693000.0,2001268000.0,0.0,6816000.0,-22440000.0,786000.0,-25940000.0,-17409000.0,-16956000.0,0.0,-39297000.0,72985000.0,-56253000.0,56029000.0,43772000.0,-8201000.0,-7744000.0,88064000.0,0.58,610000.0,204880000.0,64063000.0,87513000.0,703362000.0,110477000.0,0.57,16356000.0,64063000.0,0.0,131285000.0,47196000.0,0.0,363222000.0,64063000.0,340140000.0,111452000.0,252076000.0,7094000.0,71157000.0,5.0,0.285943081969131,0.483591664036442,1.68714018518493,2517177000.0,0.483591664036442,6.3575360319082,-0.688172043010753,0.788165869940811,0.055400673639089,22.7522150417432,0.0244471790685867
