,year,quarter,date,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,1,2020-09-30 00:00:00+00:00,40302000000.0,41727000000.0,1422000000.0,12000000.0,0.0,11186000000.0,0.0,6740000000.0,0.0,14697000000.0,27030000000.0,0.0,2369000000.0,13439000000.0,9558000000.0,771000000.0,-87000000.0,8637000000.0,24016000000.0,0.0,292444079.0,6728000000.0,21688000000.0,16286000000.0,2746000000.0,0.0,192000000.0,-3000000.0,-94000000.0,-146000000.0,0.0,270000000.0,28000000.0,-25000000.0,-40000000.0,-78000000.0,-16000000.0,-198000000.0,205000000.0,0.0,293000000.0,-253000000.0,1715000000.0,-0.86,39065000000.0,-253000000.0,0.0,45000000.0,-0.86,2332000000.0,0.0,-618000000.0,293000000.0,-410000000.0,1137000000.0,-663000000.0,-253000000.0,37350000000.0,0.0,-413000000.0,0.0,-617000000.0,7.0,0.0461690902761041,0.0439011903238193,1.12549966688874,1425000000.0,0.0439011903238193,133.581093977287,-0.948348348348348,4.73136427566807,0.719009791243303,4.87272645379837,0.0236332833382924
1,2020,4,2020-06-30 00:00:00+00:00,38974000000.0,40766000000.0,1789000000.0,10000000.0,0.0,11275000000.0,0.0,6775000000.0,0.0,14826000000.0,25940000000.0,0.0,2366000000.0,13198000000.0,8594000000.0,1170000000.0,-104000000.0,8264000000.0,23615000000.0,0.0,291986422.0,6765000000.0,21374000000.0,15359000000.0,2771000000.0,0.0,104000000.0,-12000000.0,742000000.0,-141000000.0,0.0,240000000.0,22000000.0,442000000.0,-511000000.0,-136000000.0,878000000.0,-528000000.0,225000000.0,0.0,293000000.0,656000000.0,1590000000.0,2.23,36689000000.0,656000000.0,0.0,49000000.0,2.23,1298000000.0,0.0,863000000.0,293000000.0,158000000.0,1137000000.0,814000000.0,657000000.0,35099000000.0,1000000.0,1088000000.0,0.0,292000000.0,5.0,-0.017776349958504,0.0433372400447,1.09845437222105,1792000000.0,0.0433372400447,125.653103143269,2.37878787878788,3.78144214645053,-3.02269474545083,6.13727168450319,-0.0911832731982607
3,2020,3,2020-03-31 00:00:00+00:00,39942000000.0,41148000000.0,1203000000.0,508000000.0,0.0,11378000000.0,0.0,7262000000.0,0.0,15300000000.0,25848000000.0,0.0,2299000000.0,12808000000.0,8517000000.0,656000000.0,-141000000.0,9019000000.0,24671000000.0,0.0,291783533.0,6754000000.0,21984000000.0,15271000000.0,2329000000.0,0.0,1586000000.0,4000000.0,-98000000.0,-141000000.0,0.0,1676000000.0,27000000.0,670000000.0,-778000000.0,-90000000.0,-8000000.0,-912000000.0,224000000.0,0.0,294000000.0,350000000.0,1885000000.0,1.19,39157000000.0,350000000.0,0.0,60000000.0,1.2,1342000000.0,0.0,537000000.0,292000000.0,127000000.0,1165000000.0,477000000.0,351000000.0,37272000000.0,1000000.0,761000000.0,0.0,543000000.0,7.0,0.111530600658567,0.0481395408228414,1.04770783511005,1206000000.0,0.0481395408228414,134.198800039891,0.212121212121212,5.61429758935993,-1.76373276776246,4.13320103297262,-0.102456693689476
4,2020,2,2019-12-31 00:00:00+00:00,40040000000.0,41042000000.0,999000000.0,1192000000.0,0.0,11523000000.0,0.0,7934000000.0,0.0,15306000000.0,25736000000.0,0.0,2301000000.0,13799000000.0,8408000000.0,449000000.0,-103000000.0,8280000000.0,24890000000.0,0.0,292488354.0,6742000000.0,21459000000.0,15150000000.0,1659000000.0,0.0,620000000.0,3000000.0,-78000000.0,-141000000.0,0.0,697000000.0,21000000.0,447000000.0,-36000000.0,-77000000.0,-3000000.0,-175000000.0,230000000.0,2000000.0,294000000.0,220000000.0,1714000000.0,0.75,39735000000.0,220000000.0,0.0,63000000.0,0.75,1368000000.0,0.0,342000000.0,292000000.0,59000000.0,1163000000.0,279000000.0,220000000.0,38021000000.0,0.0,572000000.0,0.0,346000000.0,4.0,0.0528616852146264,0.0431357745061029,1.03398955403777,1002000000.0,0.0431357745061029,135.851562828378,-0.202127659574468,6.74874874874875,-1.16538700975306,3.42577742428678,-0.104004494021347
5,2020,1,2019-09-30 00:00:00+00:00,38276000000.0,39179000000.0,900000000.0,631000000.0,0.0,11658000000.0,0.0,7991000000.0,0.0,15464000000.0,23715000000.0,0.0,2324000000.0,12458000000.0,8367000000.0,371000000.0,-101000000.0,8190000000.0,22549000000.0,0.0,298133678.0,7360000000.0,19724000000.0,15727000000.0,1212000000.0,0.0,-725000000.0,-8000000.0,-73000000.0,-146000000.0,-350000000.0,-653000000.0,20000000.0,-1319000000.0,-76000000.0,-72000000.0,-1000000.0,-585000000.0,234000000.0,0.0,296000000.0,-4922000000.0,1679000000.0,-16.65,37341000000.0,-4922000000.0,0.0,66000000.0,-16.65,6957000000.0,0.0,-5279000000.0,296000000.0,-423000000.0,1107000000.0,-5345000000.0,-4921000000.0,35662000000.0,1000000.0,-5045000000.0,0.0,-5278000000.0,2.0,0.0604322267344446,0.0449639806111245,1.05170961018227,903000000.0,0.0449639806111245,125.249184360849,-9.53846153846154,8.17777777777778,-0.851648633403415,3.0288426522548,-0.102891340846152
6,2019,4,2019-06-30 00:00:00+00:00,34633000000.0,40963000000.0,6328000000.0,452000000.0,0.0,11808000000.0,0.0,8031000000.0,0.0,15216000000.0,25747000000.0,0.0,2356000000.0,12822000000.0,2945000000.0,5434000000.0,-79000000.0,8448000000.0,24109000000.0,0.0,298059831.0,7579000000.0,21535000000.0,10524000000.0,2531000000.0,0.0,370000000.0,3000000.0,-173000000.0,-142000000.0,0.0,506000000.0,18000000.0,-907000000.0,-1100000000.0,-136000000.0,-7000000.0,-1243000000.0,241000000.0,-30000000.0,298000000.0,194000000.0,1674000000.0,0.65,37353000000.0,194000000.0,0.0,67000000.0,0.66,1368000000.0,0.0,305000000.0,297000000.0,44000000.0,1165000000.0,238000000.0,195000000.0,35679000000.0,1000000.0,546000000.0,0.0,306000000.0,7.0,0.0566918441822966,0.0448156774556261,1.06794143266,6330000000.0,0.0448156774556261,125.320476344228,-1.17837837837838,1.19769279393173,0.222403524516603,21.2373468063867,0.0336035008783013
8,2019,3,2019-03-31 00:00:00+00:00,34577000000.0,40809000000.0,6230000000.0,1451000000.0,0.0,11860000000.0,0.0,9080000000.0,0.0,15227000000.0,25582000000.0,0.0,2322000000.0,12622000000.0,3029000000.0,5386000000.0,-111000000.0,7879000000.0,23919000000.0,0.0,298016653.0,7629000000.0,20517000000.0,10658000000.0,3438000000.0,0.0,1404000000.0,2000000.0,-84000000.0,-142000000.0,0.0,1480000000.0,23000000.0,1256000000.0,0.0,-76000000.0,0.0,-142000000.0,261000000.0,-8000000.0,299000000.0,296000000.0,1764000000.0,0.99,35228000000.0,296000000.0,0.0,75000000.0,0.99,1319000000.0,0.0,445000000.0,298000000.0,74000000.0,1097000000.0,370000000.0,296000000.0,33464000000.0,0.0,706000000.0,0.0,445000000.0,8.0,0.0474236612850474,0.0500738049278983,1.06952631798988,6232000000.0,0.0500738049278983,118.208159327257,0.222222222222222,1.22455858747994,0.000494947411837492,20.911583085258,7.44264511607425e-05
9,2019,2,2018-12-31 00:00:00+00:00,34419000000.0,40462000000.0,6043000000.0,1450000000.0,0.0,11973000000.0,0.0,9049000000.0,0.0,15371000000.0,25091000000.0,0.0,2376000000.0,13037000000.0,2996000000.0,5233000000.0,-123000000.0,7932000000.0,23824000000.0,0.0,297941326.0,7599000000.0,20610000000.0,10595000000.0,2182000000.0,0.0,313000000.0,-6000000.0,-84000000.0,-143000000.0,0.0,371000000.0,22000000.0,137000000.0,-1000000.0,-58000000.0,-5000000.0,-144000000.0,253000000.0,-21000000.0,300000000.0,280000000.0,1730000000.0,0.93,37740000000.0,280000000.0,0.0,76000000.0,0.94,1247000000.0,0.0,482000000.0,299000000.0,126000000.0,1064000000.0,406000000.0,281000000.0,36010000000.0,1000000.0,735000000.0,0.0,483000000.0,4.0,0.0725856874893422,0.0458399576046635,1.05318166554735,6043000000.0,0.0458399576046635,126.669235539349,-0.719402985074627,1.25748800264769,-0.00594865372573575,20.2825169677871,-0.000941438790994395
10,2019,1,2018-09-30 00:00:00+00:00,34098000000.0,40011000000.0,5913000000.0,1002000000.0,394000000.0,12093000000.0,0.0,9001000000.0,0.0,15566000000.0,24445000000.0,0.0,2436000000.0,12481000000.0,3042000000.0,5097000000.0,-96000000.0,8082000000.0,23057000000.0,0.0,308828810.0,7999000000.0,20236000000.0,11041000000.0,2045000000.0,394000000.0,307000000.0,2000000.0,679000000.0,-150000000.0,-600000000.0,365000000.0,19000000.0,282000000.0,-1000000.0,-58000000.0,-3000000.0,-764000000.0,245000000.0,740000000.0,306000000.0,593000000.0,1667000000.0,1.94,35213000000.0,593000000.0,0.0,77000000.0,1.95,854000000.0,0.0,812000000.0,305000000.0,142000000.0,1155000000.0,735000000.0,594000000.0,33546000000.0,1000000.0,1057000000.0,0.0,813000000.0,3.0,0.0787966054961551,0.0473404708488342,1.06019863815761,5913000000.0,0.0473404708488342,114.021097966864,4.41666666666667,1.35278200575004,0.108455068614431,19.1465297554331,0.0179379858204493
11,2018,4,2018-06-30 00:00:00+00:00,33892000000.0,39951000000.0,6059000000.0,1001000000.0,0.0,12229000000.0,0.0,9013000000.0,0.0,15398000000.0,24553000000.0,0.0,2487000000.0,12308000000.0,2975000000.0,4645000000.0,-92000000.0,7800000000.0,22893000000.0,0.0,310685049.0,8012000000.0,19677000000.0,10999000000.0,1763000000.0,0.0,416000000.0,-13000000.0,-140000000.0,-145000000.0,-100000000.0,554000000.0,21000000.0,-412000000.0,-551000000.0,-138000000.0,-2000000.0,-809000000.0,253000000.0,0.0,312000000.0,-1166000000.0,1735000000.0,-3.69,35349000000.0,-1166000000.0,0.0,78000000.0,-3.7,2844000000.0,0.0,-1109000000.0,310000000.0,-21000000.0,1271000000.0,-1187000000.0,-1166000000.0,33614000000.0,0.0,-856000000.0,0.0,-1109000000.0,4.0,0.0722865983134138,0.0490820108065292,1.07251124797973,6059000000.0,0.0490820108065292,113.777602474846,-5.25287356321839,1.32233041756065,0.036881569978115,19.50206493522,0.00619923172945298
