,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-27 00:00:00+00:00,35594000000.0,20845000000.0,6707000000.0,15726000000.0,6077000000.0,1329000000.0,2598000000.0,17075000000.0,1351000000.0,18519000000.0,1128265865.0,15226000000.0,0.0,8672000000.0,1872000000.0,29517000000.0,4003000000.0,3711000000.0,7976000000.0,4507000000.0,207000000.0,5284000000.0,500000000.0,0.0,4507000000.0,2248000000.0,1393000000.0,-836000000.0,-219000000.0,339000000.0,20000000.0,-348000000.0,123000000.0,313000000.0,-338000000.0,-26000000.0,-734000000.0,153000000.0,1741000000.0,587000000.0,2766000000.0,551000000.0,3472000000.0,1129000000.0,166000000.0,346000000.0,8346000000.0,1582000000.0,2128000000.0,2960000000.0,3452000000.0,1146000000.0,0.0,2960000000.0,2.61,3306000000.0,2960000000.0,2.57,0.0,5580000000.0,3811000000.0,0.0,8.0,0.733693394266722,0.668583752695902,2.13549354243542,6077000000.0,0.668583752695902,7.39719268206346,5.06976744186047,2.50551258844825,1.2273183401216,5.38614185584707,0.156364921674651
2,2020,3,2020-06-28 00:00:00+00:00,32328000000.0,21108000000.0,6120000000.0,15925000000.0,3306000000.0,1414000000.0,2343000000.0,16770000000.0,1345000000.0,15558000000.0,1124927980.0,15425000000.0,0.0,7914000000.0,1872000000.0,29022000000.0,1847000000.0,3487000000.0,8048000000.0,4480000000.0,112000000.0,3081000000.0,500000000.0,0.0,4480000000.0,2046000000.0,1454000000.0,-1003000000.0,-10000000.0,363000000.0,4000000.0,-418000000.0,-2781000000.0,296000000.0,-3156000000.0,-31000000.0,-733000000.0,-108000000.0,1872000000.0,-2283000000.0,2080000000.0,511000000.0,1011000000.0,1127000000.0,143000000.0,23000000.0,4893000000.0,1520000000.0,2031000000.0,845000000.0,782000000.0,1139000000.0,0.0,845000000.0,0.75,868000000.0,845000000.0,0.74,0.0,2813000000.0,1374000000.0,0.0,5.0,-0.492163985469642,0.574902922542407,1.96588324488249,3306000000.0,0.574902922542407,4.34961178581406,-0.576271186440678,4.66575922565033,0.69587269384391,2.93885480562053,0.0842144029953811
3,2020,2,2020-03-29 00:00:00+00:00,31938000000.0,19119000000.0,8403000000.0,15948000000.0,3045000000.0,1497000000.0,1700000000.0,16625000000.0,1249000000.0,15313000000.0,1143042806.0,13449000000.0,0.0,9774000000.0,1879000000.0,28893000000.0,3081000000.0,3358000000.0,8183000000.0,1543000000.0,55000000.0,2990000000.0,2499000000.0,0.0,1543000000.0,2061000000.0,738000000.0,-2209000000.0,0.0,340000000.0,-14000000.0,-345000000.0,-1211000000.0,309000000.0,-1566000000.0,-53000000.0,-705000000.0,-1427000000.0,1083000000.0,-2706000000.0,2297000000.0,483000000.0,744000000.0,1139000000.0,146000000.0,130000000.0,5216000000.0,1468000000.0,1928000000.0,468000000.0,991000000.0,1151000000.0,0.0,468000000.0,0.41,598000000.0,468000000.0,0.41,0.0,2919000000.0,1084000000.0,0.0,5.0,0.0469690887193899,0.559624233128834,1.56670759156947,3045000000.0,0.559624233128834,4.56325867467119,-0.254545454545455,4.41674876847291,0.903067484662577,2.66394222859927,0.122537630828143
4,2020,1,2019-12-29 00:00:00+00:00,33111000000.0,19404000000.0,11109000000.0,15935000000.0,4513000000.0,1572000000.0,1420000000.0,16906000000.0,1254000000.0,16205000000.0,1141844863.0,13437000000.0,0.0,9194000000.0,2054000000.0,28598000000.0,2737000000.0,3171000000.0,8342000000.0,314000000.0,137000000.0,4376000000.0,2498000000.0,0.0,314000000.0,1718000000.0,822000000.0,-1659000000.0,0.0,351000000.0,14000000.0,-296000000.0,155000000.0,294000000.0,-203000000.0,-75000000.0,-710000000.0,-739000000.0,1118000000.0,-730000000.0,2113000000.0,528000000.0,1095000000.0,1144000000.0,148000000.0,22000000.0,5077000000.0,1406000000.0,1934000000.0,925000000.0,1030000000.0,1159000000.0,0.0,925000000.0,0.81,947000000.0,925000000.0,0.8,0.0,2964000000.0,1446000000.0,0.0,9.0,0.0485336637752996,0.583809336222178,1.76256254078747,4513000000.0,0.583809336222178,4.44631329921743,-0.0795454545454545,2.977398626191,0.9051250599968,3.95237579660592,0.126445345094767
5,2019,4,2019-09-29 00:00:00+00:00,32957000000.0,19113000000.0,11839000000.0,15933000000.0,4909000000.0,1725000000.0,1400000000.0,16192000000.0,1196000000.0,16765000000.0,1215657726.0,13437000000.0,0.0,8935000000.0,2088000000.0,28048000000.0,2471000000.0,3081000000.0,8454000000.0,421000000.0,100000000.0,4466000000.0,2496000000.0,0.0,421000000.0,1368000000.0,910000000.0,-2940000000.0,-498000000.0,350000000.0,-34000000.0,-317000000.0,92000000.0,339000000.0,-337000000.0,-67000000.0,-711000000.0,-555000000.0,1227000000.0,-2084000000.0,2118000000.0,549000000.0,764000000.0,1198000000.0,150000000.0,108000000.0,4814000000.0,1441000000.0,1996000000.0,506000000.0,700000000.0,1208000000.0,0.0,506000000.0,0.43,614000000.0,506000000.0,0.42,0.0,2696000000.0,1114000000.0,0.0,9.0,-0.166839736933195,0.560033236393851,1.87632904308898,4909000000.0,0.560033236393851,3.95999622018608,-2.13157894736842,2.73721735587696,0.982581909829179,4.03814321663761,0.12961088660525
7,2019,3,2019-06-30 00:00:00+00:00,34133000000.0,17817000000.0,13923000000.0,16426000000.0,5463000000.0,1778000000.0,1774000000.0,14929000000.0,1172000000.0,19204000000.0,1215698926.0,13426000000.0,0.0,10853000000.0,2114000000.0,28670000000.0,2390000000.0,3037000000.0,8658000000.0,435000000.0,195000000.0,4687000000.0,3000000000.0,0.0,435000000.0,1587000000.0,4661000000.0,-915000000.0,1000000.0,353000000.0,2000000.0,-248000000.0,78000000.0,246000000.0,-208000000.0,-67000000.0,-755000000.0,18000000.0,4909000000.0,3788000000.0,2114000000.0,547000000.0,5661000000.0,1217000000.0,160000000.0,3352000000.0,9635000000.0,1380000000.0,2204000000.0,2149000000.0,5317000000.0,1231000000.0,0.0,2149000000.0,1.77,5501000000.0,2149000000.0,1.75,0.0,7521000000.0,6014000000.0,0.0,8.0,0.727631343015958,0.780591593149974,1.76946466414816,5463000000.0,0.780591593149974,7.92548203666012,1.18518518518519,2.45762401610837,0.979277248600305,4.49371129904247,0.0996743635287152
8,2019,2,2019-03-31 00:00:00+00:00,34023000000.0,19640000000.0,10135000000.0,16403000000.0,3866000000.0,1808000000.0,1725000000.0,17699000000.0,3832000000.0,16324000000.0,1210305693.0,15405000000.0,0.0,10517000000.0,1849000000.0,30157000000.0,3638000000.0,2945000000.0,8809000000.0,195000000.0,173000000.0,3309000000.0,998000000.0,0.0,195000000.0,1667000000.0,624000000.0,-644000000.0,0.0,345000000.0,3000000.0,-170000000.0,38000000.0,222000000.0,-109000000.0,-62000000.0,-752000000.0,149000000.0,794000000.0,69000000.0,2179000000.0,573000000.0,968000000.0,1213000000.0,162000000.0,143000000.0,4982000000.0,1308000000.0,1863000000.0,663000000.0,940000000.0,1217000000.0,0.0,663000000.0,0.55,806000000.0,663000000.0,0.55,0.0,2803000000.0,1313000000.0,0.0,9.0,-0.0455938697318008,0.562625451625853,1.55215365598555,3866000000.0,0.562625451625853,4.11631543073308,1.5,3.98473874806001,0.308693156451304,3.19423433464755,0.0593584625667629
9,2019,1,2018-12-30 00:00:00+00:00,34246000000.0,20073000000.0,10066000000.0,16386000000.0,3617000000.0,1904000000.0,1698000000.0,17952000000.0,3923000000.0,16294000000.0,1212162586.0,15388000000.0,0.0,10556000000.0,2174000000.0,30629000000.0,3426000000.0,2932000000.0,9041000000.0,249000000.0,202000000.0,3415000000.0,998000000.0,0.0,249000000.0,1422000000.0,204000000.0,-1887000000.0,-6000000.0,353000000.0,-3000000.0,-152000000.0,58000000.0,230000000.0,-152000000.0,-56000000.0,-750000000.0,-991000000.0,356000000.0,-1711000000.0,2188000000.0,526000000.0,715000000.0,1213000000.0,156000000.0,-509000000.0,4842000000.0,1269000000.0,1944000000.0,1068000000.0,710000000.0,1223000000.0,0.0,1068000000.0,0.88,559000000.0,1068000000.0,0.87,0.0,2654000000.0,1068000000.0,0.0,5.0,-0.197680198840099,0.548120611317637,1.54357711254263,3617000000.0,0.548120611317637,3.99451365346793,-1.21728395061728,4.25435443737904,0.162694159147161,2.98392314840841,0.0432135831866653
10,2018,4,2018-09-30 00:00:00+00:00,32718000000.0,20522000000.0,11777000000.0,16370000000.0,807000000.0,2120000000.0,1693000000.0,15334000000.0,936000000.0,17384000000.0,1469111039.0,15365000000.0,0.0,11389000000.0,2312000000.0,31911000000.0,2904000000.0,2975000000.0,9453000000.0,311000000.0,265000000.0,542000000.0,1005000000.0,0.0,311000000.0,1825000000.0,-582000000.0,-27994000000.0,-6125000000.0,396000000.0,-22000000.0,-159000000.0,-3000000.0,224000000.0,-234000000.0,-134000000.0,-866000000.0,-20939000000.0,-423000000.0,-28673000000.0,2850000000.0,689000000.0,-594000000.0,1415000000.0,207000000.0,-288000000.0,5778000000.0,1388000000.0,3607000000.0,-513000000.0,-679000000.0,1415000000.0,0.0,-513000000.0,-0.38,-801000000.0,-513000000.0,-0.38,0.0,2928000000.0,-198000000.0,0.0,3.0,-0.0158405723045478,0.5067497403946,1.52638510843797,807000000.0,0.5067497403946,3.93299066347836,-4.45454545454546,19.0396530359356,-0.277248736351197,0.549311780101599,-0.0889267080188996
12,2018,3,2018-06-24 00:00:00+00:00,62090000000.0,22810000000.0,35619000000.0,22481000000.0,23068000000.0,2215000000.0,1785000000.0,17772000000.0,844000000.0,44318000000.0,1482622312.0,15378000000.0,0.0,16212000000.0,2659000000.0,39022000000.0,3163000000.0,3073000000.0,9804000000.0,326000000.0,323000000.0,22745000000.0,7103000000.0,35000000.0,291000000.0,1644000000.0,1839000000.0,-2632000000.0,-617000000.0,414000000.0,-51000000.0,-214000000.0,1417000000.0,189000000.0,1134000000.0,-22000000.0,-911000000.0,-948000000.0,2053000000.0,504000000.0,2491000000.0,655000000.0,1146000000.0,1478000000.0,212000000.0,-268000000.0,5577000000.0,1416000000.0,2183000000.0,1202000000.0,903000000.0,1487000000.0,0.0,1202000000.0,0.81,934000000.0,1202000000.0,0.81,0.0,3086000000.0,1560000000.0,0.0,4.0,0.0383541239992553,0.55334409180563,2.73365408339502,23068000000.0,0.55334409180563,3.76157835671368,0.372881355932204,0.666637766603086,-0.169481178057643,15.5589186897384,-0.0672204582644999
