,year,quarter,date,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,1,2020-09-30 00:00:00+00:00,1941984000.0,4620844000.0,2678860000.0,33317000.0,0.0,2332637000.0,50788000.0,1188935000.0,185922000.0,3078235000.0,1542609000.0,0.0,549292000.0,478006000.0,171111000.0,2953709000.0,-240191000.0,464892000.0,590853000.0,0.0,144900654.0,1155618000.0,117589000.0,1351131000.0,421414000.0,0.0,130498000.0,11627000.0,-22110000.0,-56511000.0,1026000.0,143999000.0,16071000.0,-41742000.0,-120000000.0,-13501000.0,-3372000.0,-175258000.0,49888000.0,0.0,146100000.0,178372000.0,438661000.0,1.22,751944000.0,178372000.0,0.0,6842000.0,1.23,221765000.0,54533000.0,222696000.0,144900000.0,37482000.0,158989000.0,215854000.0,178372000.0,313283000.0,0.0,272584000.0,0.0,216896000.0,6.0,0.104085420288493,0.583369240262573,2.61081690369686,2678860000.0,0.583369240262573,5.18937616389226,0.464285714285714,0.431384245537281,0.280647368990253,18.4875632100322,0.150480653086628
1,2020,4,2020-06-30 00:00:00+00:00,2090349000.0,4587376000.0,2497027000.0,33250000.0,0.0,2338492000.0,41065000.0,1299263000.0,185924000.0,3063917000.0,1523459000.0,0.0,535683000.0,416915000.0,190676000.0,2832991000.0,-283982000.0,474643000.0,602761000.0,0.0,144668429.0,1266013000.0,135786000.0,1487588000.0,463156000.0,0.0,312295000.0,19805000.0,-3407000.0,-56483000.0,22070000.0,330265000.0,16138000.0,110295000.0,-201000000.0,-17970000.0,17780000.0,-236368000.0,45508000.0,0.0,146138000.0,177835000.0,449373000.0,1.22,770344000.0,177835000.0,0.0,9197000.0,1.23,226126000.0,52521000.0,221291000.0,145016000.0,34259000.0,165385000.0,212094000.0,177835000.0,320971000.0,0.0,266799000.0,0.0,223247000.0,6.0,0.092742324430751,0.583340689354366,2.52746776914897,2497027000.0,0.583340689354366,5.32489365734386,1.5625,0.50700813407304,0.272400744236793,17.2603450335387,0.141238057762579
3,2020,3,2020-03-31 00:00:00+00:00,2254112000.0,4510543000.0,2256431000.0,34782000.0,0.0,2349421000.0,27321000.0,1506882000.0,181725000.0,3040785000.0,1469758000.0,0.0,523486000.0,358772000.0,206629000.0,2711639000.0,-366436000.0,554859000.0,551519000.0,0.0,144616947.0,1472100000.0,116148000.0,1702593000.0,352861000.0,0.0,210106000.0,-9709000.0,-99612000.0,-56408000.0,1815000.0,239695000.0,14112000.0,148766000.0,77000000.0,-29589000.0,-43016000.0,18392000.0,46465000.0,-24487000.0,145680000.0,163137000.0,449662000.0,1.12,769455000.0,163137000.0,0.0,9968000.0,1.13,232162000.0,51449000.0,201623000.0,144638000.0,28518000.0,172441000.0,191655000.0,163137000.0,319793000.0,0.0,248088000.0,0.0,217500000.0,7.0,0.161918553730739,0.584390250242054,2.66492722825506,2256431000.0,0.584390250242054,5.32064198534076,0.527027027027027,0.652401956895646,0.235588749561838,15.6028117506865,0.119728690639108
4,2020,2,2019-12-31 00:00:00+00:00,2095833000.0,4353939000.0,2258106000.0,32022000.0,0.0,2351508000.0,32889000.0,1398989000.0,179090000.0,3053454000.0,1300485000.0,0.0,505109000.0,377784000.0,183523000.0,2604910000.0,-246118000.0,528039000.0,500045000.0,0.0,143786123.0,1366967000.0,114322000.0,1595788000.0,204095000.0,0.0,44832000.0,4863000.0,-43618000.0,-56150000.0,18688000.0,69932000.0,14053000.0,31941000.0,78991000.0,-25100000.0,-12293000.0,764000.0,45483000.0,-3423000.0,145575000.0,160554000.0,427130000.0,1.1,736157000.0,160554000.0,0.0,10220000.0,1.11,229321000.0,49943000.0,188972000.0,144212000.0,18198000.0,171422000.0,178752000.0,160554000.0,309027000.0,0.0,234455000.0,0.0,197809000.0,5.0,0.130635847028106,0.580215905031128,2.60073593376596,2258106000.0,0.580215905031128,5.11980561573386,0.275862068965517,0.605359978672392,0.214866217831191,15.7046170582122,0.108866773299319
5,2020,1,2019-09-30 00:00:00+00:00,2037307000.0,4154558000.0,2117251000.0,31540000.0,0.0,2353274000.0,34232000.0,1305588000.0,169622000.0,2993460000.0,1161098000.0,0.0,464620000.0,357033000.0,219055000.0,2500506000.0,-290585000.0,493836000.0,550457000.0,0.0,143671055.0,1274048000.0,109742000.0,1486850000.0,172154000.0,0.0,139692000.0,-4039000.0,-33224000.0,-56052000.0,5609000.0,162363000.0,13256000.0,25026000.0,-49003000.0,-22671000.0,-8484000.0,-100074000.0,43917000.0,0.0,145099000.0,120148000.0,391619000.0,0.83,681056000.0,120148000.0,0.0,10992000.0,0.84,220517000.0,48033000.0,161579000.0,143719000.0,30439000.0,167440000.0,150587000.0,120148000.0,289437000.0,0.0,205496000.0,0.0,171102000.0,4.0,0.157709182207762,0.575017326034864,2.10933460742619,2117251000.0,0.575017326034864,4.74038420612976,0.135135135135135,0.601746321054991,0.205222671207155,14.7367958006573,0.103326502094684
6,2019,4,2019-06-30 00:00:00+00:00,2035489000.0,4107682000.0,2072193000.0,11992000.0,0.0,2378399000.0,45478000.0,1270853000.0,169810000.0,2962316000.0,1145366000.0,0.0,387460000.0,349641000.0,210684000.0,2436410000.0,-253009000.0,528484000.0,555991000.0,0.0,143392631.0,1258861000.0,115725000.0,1479498000.0,147128000.0,0.0,119615000.0,260000.0,-43888000.0,-53120000.0,21381000.0,141818000.0,14217000.0,615000.0,-65351000.0,-22203000.0,-19791000.0,-97575000.0,42592000.0,182000.0,144904000.0,68801000.0,402432000.0,0.47,704964000.0,68801000.0,0.0,12548000.0,0.48,281356000.0,51138000.0,108313000.0,143723000.0,26964000.0,171600000.0,95765000.0,68801000.0,302532000.0,0.0,150905000.0,0.0,121076000.0,3.0,0.130420281256514,0.570854681941205,2.0600441374051,2072193000.0,0.570854681941205,4.91631958409355,-0.376623376623377,0.607501810883446,0.203573363026241,14.4511819439313,0.106939265190839
8,2019,3,2019-03-31 00:00:00+00:00,2077197000.0,4098526000.0,2021329000.0,12346000.0,0.0,2455586000.0,32015000.0,1335695000.0,158991000.0,2995830000.0,1102696000.0,0.0,382496000.0,319930000.0,266050000.0,2420731000.0,-252818000.0,511403000.0,462969000.0,0.0,143300009.0,1323349000.0,124466000.0,1614228000.0,146513000.0,0.0,124564000.0,-377000.0,-225407000.0,-53025000.0,2562000.0,139646000.0,12845000.0,-2955000.0,134404000.0,-15082000.0,3904000.0,83183000.0,41750000.0,-212316000.0,144333000.0,105416000.0,380970000.0,0.73,662228000.0,105416000.0,0.0,12413000.0,0.74,223993000.0,47610000.0,150342000.0,143316000.0,32513000.0,164529000.0,137929000.0,105416000.0,281258000.0,0.0,192092000.0,0.0,156977000.0,4.0,0.11932039064692,0.575285249189101,2.38179230142839,2021329000.0,0.575285249189101,4.62126977256505,-0.038961038961039,0.654692531497841,0.224581052184881,14.1055748293777,0.126503684969903
9,2019,2,2018-12-31 00:00:00+00:00,1903772000.0,3859816000.0,1956044000.0,11978000.0,0.0,2243971000.0,32703000.0,1197478000.0,149458000.0,2796277000.0,1063539000.0,0.0,381505000.0,296511000.0,254937000.0,2368339000.0,-250317000.0,477191000.0,436443000.0,0.0,142499749.0,1185500000.0,110335000.0,1467329000.0,149468000.0,0.0,111037000.0,-2177000.0,-658222000.0,-52774000.0,8826000.0,129468000.0,12534000.0,-80720000.0,521565000.0,-18431000.0,-24949000.0,450211000.0,36029000.0,-612810000.0,144349000.0,124639000.0,374532000.0,0.86,651100000.0,124639000.0,0.0,7487000.0,0.87,217454000.0,43111000.0,153760000.0,142923000.0,21634000.0,161579000.0,146273000.0,124639000.0,276568000.0,0.0,189789000.0,0.0,157078000.0,6.0,0.0828691792247449,0.575229611426816,2.4368336758752,1956044000.0,0.575229611426816,4.56913085510066,11.4285714285714,0.606070211099546,0.225656845368295,13.7266487395708,0.133174374153681
10,2019,1,2018-09-30 00:00:00+00:00,1167282000.0,3067538000.0,1900256000.0,11975000.0,0.0,1434223000.0,46226000.0,529612000.0,138632000.0,1979295000.0,1088243000.0,0.0,381822000.0,282555000.0,230330000.0,2296473000.0,-237200000.0,463743000.0,421108000.0,0.0,142684034.0,517637000.0,98709000.0,746174000.0,230188000.0,0.0,35125000.0,-3267000.0,-148189000.0,-52793000.0,-18886000.0,48119000.0,12477000.0,41487000.0,216867000.0,-12994000.0,-6145000.0,144824000.0,30424000.0,-126439000.0,144030000.0,105737000.0,343093000.0,0.73,588279000.0,105737000.0,0.0,3708000.0,0.74,198961000.0,38791000.0,142589000.0,142668000.0,33144000.0,147303000.0,138881000.0,105737000.0,245186000.0,0.0,173013000.0,0.0,144132000.0,7.0,0.123400915481258,0.583214767142801,2.58423729779534,1900256000.0,0.583214767142801,4.12294903296609,0.213114754098361,0.272403823484836,0.166647443214585,13.3179301616886,0.101347962673896
11,2018,4,2018-06-30 00:00:00+00:00,1004943000.0,3063923000.0,2058980000.0,11466000.0,0.0,1284128000.0,53818000.0,281454000.0,132424000.0,1998206000.0,1065717000.0,0.0,386550000.0,268701000.0,311613000.0,2432328000.0,-224328000.0,483681000.0,511249000.0,0.0,142738359.0,269988000.0,92723000.0,493694000.0,188701000.0,0.0,111796000.0,-17802000.0,-38526000.0,-49970000.0,-11261000.0,129416000.0,12479000.0,-515580000.0,-526242000.0,-17620000.0,-18353000.0,-588668000.0,31704000.0,-420000.0,144263000.0,109811000.0,335206000.0,0.76,623630000.0,109811000.0,0.0,5482000.0,0.77,188322000.0,39657000.0,146400000.0,142992000.0,31107000.0,156810000.0,140918000.0,109811000.0,288424000.0,0.0,178104000.0,0.0,146884000.0,6.0,0.120254506130925,0.53750781713516,2.08453610667209,2058980000.0,0.53750781713516,4.36904280229255,0.0694444444444444,0.131127062914647,0.154039292251373,14.4248540786433,0.0924681586563127
