,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-25 00:00:00+00:00,19242000000.0,6057000000.0,945000000.0,4146000000.0,9383000000.0,0.0,1950000000.0,13458000000.0,2178000000.0,5784000000.0,330038478.0,3452000000.0,0.0,3690000000.0,395000000.0,9747000000.0,2377000000.0,3650000000.0,6817000000.0,0.0,-445000000.0,10348000000.0,694000000.0,0.0,0.0,1276000000.0,610000000.0,-135000000.0,0.0,181000000.0,3000000.0,-110000000.0,0.0,20000000.0,-117000000.0,-11000000.0,-159000000.0,26000000.0,720000000.0,471000000.0,2292000000.0,352000000.0,351000000.0,329000000.0,12000000.0,109000000.0,3261000000.0,148000000.0,622000000.0,230000000.0,347000000.0,329000000.0,0.0,230000000.0,0.68,339000000.0,230000000.0,0.68,-2000000.0,969000000.0,532000000.0,0.0,4.0,-0.0118181818181818,0.297148114075437,1.56747967479675,9495000000.0,0.297148114075437,9.88066609615137,-0.392857142857143,0.367899392518384,-0.0253404132274854,28.769372763863,-0.0124507587988376
2,2020,3,2020-06-26 00:00:00+00:00,18840000000.0,5969000000.0,474000000.0,4086000000.0,9036000000.0,0.0,2227000000.0,13521000000.0,2286000000.0,5319000000.0,329847873.0,3395000000.0,0.0,3727000000.0,405000000.0,9696000000.0,2146000000.0,3598000000.0,6755000000.0,0.0,-509000000.0,10125000000.0,691000000.0,0.0,0.0,1271000000.0,253000000.0,-625000000.0,-352000000.0,176000000.0,4000000.0,-127000000.0,0.0,17000000.0,-81000000.0,31000000.0,-159000000.0,-113000000.0,380000000.0,-322000000.0,1841000000.0,321000000.0,157000000.0,330000000.0,13000000.0,185000000.0,2548000000.0,146000000.0,573000000.0,-41000000.0,134000000.0,330000000.0,0.0,-41000000.0,-0.12,144000000.0,-41000000.0,-0.12,-17000000.0,707000000.0,333000000.0,0.0,3.0,-0.248155798170552,0.277472527472527,1.42715320633217,9144000000.0,0.277472527472527,7.72477317141893,-1.05333333333333,0.375719344842851,-0.010094572892503,27.7218704393464,-0.00508494163873801
3,2020,2,2020-03-27 00:00:00+00:00,19367000000.0,6237000000.0,796000000.0,4355000000.0,9066000000.0,0.0,2001000000.0,13652000000.0,2382000000.0,5715000000.0,334142101.0,3752000000.0,0.0,3959000000.0,354000000.0,10196000000.0,2461000000.0,3558000000.0,6782000000.0,0.0,-571000000.0,11122000000.0,603000000.0,0.0,0.0,1390000000.0,351000000.0,-31000000.0,383000000.0,180000000.0,-18000000.0,-130000000.0,0.0,15000000.0,-378000000.0,-244000000.0,-153000000.0,-256000000.0,481000000.0,54000000.0,2166000000.0,352000000.0,-403000000.0,334000000.0,11000000.0,42000000.0,3195000000.0,158000000.0,1444000000.0,-456000000.0,-415000000.0,334000000.0,0.0,-456000000.0,-1.37,-414000000.0,-456000000.0,-1.37,4000000.0,1029000000.0,-223000000.0,0.0,5.0,-0.063599062133646,0.322065727699531,1.44354635008841,9171000000.0,0.322065727699531,9.56180017554867,-2.05384615384615,0.413853959849989,0.0685042263873576,27.4464067010819,0.0354889890207527
4,2020,1,2019-12-27 00:00:00+00:00,19976000000.0,6015000000.0,742000000.0,3973000000.0,10557000000.0,0.0,2003000000.0,14410000000.0,2360000000.0,5566000000.0,334474632.0,3412000000.0,0.0,3404000000.0,389000000.0,9419000000.0,2338000000.0,3659000000.0,7448000000.0,0.0,-414000000.0,12206000000.0,561000000.0,0.0,0.0,1433000000.0,235000000.0,-314000000.0,-9000000.0,174000000.0,7000000.0,-176000000.0,0.0,22000000.0,-289000000.0,-115000000.0,-154000000.0,-125000000.0,411000000.0,-185000000.0,2138000000.0,367000000.0,485000000.0,335000000.0,12000000.0,447000000.0,3168000000.0,161000000.0,559000000.0,26000000.0,471000000.0,337000000.0,0.0,26000000.0,0.08,473000000.0,26000000.0,0.08,-3000000.0,1030000000.0,659000000.0,0.0,6.0,-0.0534807290110547,0.325126262626263,1.63513513513514,10557000000.0,0.325126262626263,9.47157032823942,-0.901234567901235,0.32319787818509,0.152744172675658,31.5629318040478,0.0810371123538383
5,2019,4,2019-09-27 00:00:00+00:00,19694000000.0,5584000000.0,927000000.0,3965000000.0,10570000000.0,0.0,1836000000.0,14140000000.0,2776000000.0,5554000000.0,335935258.0,3395000000.0,0.0,3540000000.0,395000000.0,9124000000.0,2320000000.0,3574000000.0,7336000000.0,0.0,-503000000.0,12256000000.0,570000000.0,0.0,0.0,1357000000.0,726000000.0,-334000000.0,-31000000.0,175000000.0,-10000000.0,-152000000.0,0.0,19000000.0,-153000000.0,0.0,-154000000.0,-148000000.0,878000000.0,381000000.0,2248000000.0,372000000.0,446000000.0,335000000.0,13000000.0,61000000.0,3300000000.0,159000000.0,608000000.0,372000000.0,444000000.0,337000000.0,0.0,372000000.0,1.12,433000000.0,372000000.0,1.1,4000000.0,1052000000.0,621000000.0,0.0,6.0,-0.0595611285266457,0.318787878787879,1.56892655367232,10570000000.0,0.318787878787879,9.82332137342964,-0.764210526315789,0.321192052980132,0.178069624837043,31.4643960355004,0.0946952190212089
7,2019,3,2019-06-28 00:00:00+00:00,19748000000.0,5432000000.0,546000000.0,4036000000.0,10622000000.0,0.0,1961000000.0,14326000000.0,2845000000.0,5422000000.0,336866119.0,3434000000.0,0.0,3694000000.0,443000000.0,9126000000.0,2463000000.0,3636000000.0,7464000000.0,0.0,-201000000.0,11893000000.0,602000000.0,0.0,0.0,1438000000.0,525000000.0,-257000000.0,36000000.0,174000000.0,1000000.0,-166000000.0,0.0,18000000.0,-454000000.0,-291000000.0,-155000000.0,-136000000.0,691000000.0,-19000000.0,2279000000.0,356000000.0,525000000.0,337000000.0,13000000.0,-245000000.0,3389000000.0,158000000.0,590000000.0,757000000.0,520000000.0,339000000.0,0.0,757000000.0,2.25,512000000.0,757000000.0,2.23,1000000.0,1110000000.0,699000000.0,0.0,6.0,-0.0536163082937727,0.327530244910003,1.46778559826746,10622000000.0,0.327530244910003,10.0603765378969,0.730769230769231,0.323291282244398,0.300650145143104,31.5318145723049,0.159472666191591
8,2019,2,2019-03-29 00:00:00+00:00,19262000000.0,5401000000.0,565000000.0,3982000000.0,9994000000.0,0.0,1970000000.0,13816000000.0,2607000000.0,5446000000.0,338854434.0,3370000000.0,0.0,3867000000.0,529000000.0,9268000000.0,2463000000.0,3596000000.0,7222000000.0,0.0,-160000000.0,11710000000.0,612000000.0,0.0,0.0,1485000000.0,378000000.0,-333000000.0,27000000.0,173000000.0,2000000.0,-178000000.0,0.0,15000000.0,-165000000.0,17000000.0,-149000000.0,-210000000.0,556000000.0,60000000.0,2294000000.0,373000000.0,545000000.0,338000000.0,15000000.0,91000000.0,3412000000.0,166000000.0,588000000.0,439000000.0,530000000.0,340000000.0,0.0,439000000.0,1.3,530000000.0,439000000.0,1.29,-10000000.0,1118000000.0,718000000.0,0.0,5.0,-0.0421111734980348,0.327667057444314,1.40832686837342,9994000000.0,0.327667057444314,10.0692204606064,-0.0714285714285713,0.337202321392836,0.279140877370355,29.4934904112838,0.145409703400172
9,2019,1,2018-12-28 00:00:00+00:00,19188000000.0,5481000000.0,505000000.0,3967000000.0,10236000000.0,0.0,1986000000.0,13810000000.0,2580000000.0,5378000000.0,343034000.0,3382000000.0,0.0,3471000000.0,542000000.0,8952000000.0,2380000000.0,3550000000.0,7296000000.0,0.0,-257000000.0,11886000000.0,585000000.0,0.0,0.0,1538000000.0,87000000.0,-719000000.0,-28000000.0,168000000.0,-1000000.0,-210000000.0,0.0,23000000.0,80000000.0,288000000.0,-150000000.0,-512000000.0,297000000.0,-343000000.0,2233000000.0,389000000.0,381000000.0,342000000.0,27000000.0,78000000.0,3347000000.0,161000000.0,630000000.0,276000000.0,484000000.0,344000000.0,0.0,276000000.0,0.81,354000000.0,276000000.0,0.8,107000000.0,1114000000.0,549000000.0,0.0,6.0,0.00329736211031184,0.332835374962653,1.54940939210602,10236000000.0,0.332835374962653,9.75705032154247,-8.36363636363636,0.330402500976944,0.287819376108294,29.8396077356763,0.148058689004805
10,2018,4,2018-09-28 00:00:00+00:00,20386000000.0,5145000000.0,848000000.0,4000000000.0,10831000000.0,0.0,1857000000.0,14187000000.0,2144000000.0,6199000000.0,348458740.0,3037000000.0,0.0,4410000000.0,519000000.0,9555000000.0,2361000000.0,3497000000.0,7388000000.0,0.0,-306000000.0,12114000000.0,963000000.0,0.0,0.0,1548000000.0,666000000.0,-420000000.0,-1000000.0,171000000.0,-7000000.0,-258000000.0,0.0,24000000.0,-419000000.0,-153000000.0,-153000000.0,-264000000.0,924000000.0,78000000.0,2327000000.0,414000000.0,560000000.0,347000000.0,27000000.0,-1128000000.0,3509000000.0,171000000.0,612000000.0,1661000000.0,570000000.0,350000000.0,0.0,1661000000.0,4.75,533000000.0,1661000000.0,4.72,13000000.0,1182000000.0,731000000.0,0.0,6.0,0.388053797468354,0.336848104873183,1.40566893424036,10831000000.0,0.336848104873183,10.0700587966311,2.89344262295082,0.28039885513803,0.26018156920424,31.0825895771763,0.132460591037608
12,2018,3,2018-06-29 00:00:00+00:00,19013000000.0,5475000000.0,770000000.0,4008000000.0,9492000000.0,124000000.0,1961000000.0,13072000000.0,1672000000.0,5941000000.0,350139019.0,3294000000.0,0.0,4046000000.0,538000000.0,9521000000.0,2591000000.0,3633000000.0,7314000000.0,0.0,-299000000.0,10432000000.0,714000000.0,0.0,0.0,1583000000.0,578000000.0,-338000000.0,46000000.0,167000000.0,-18000000.0,-222000000.0,0.0,20000000.0,-233000000.0,0.0,-154000000.0,-228000000.0,800000000.0,211000000.0,2394000000.0,394000000.0,557000000.0,349000000.0,26000000.0,77000000.0,3581000000.0,171000000.0,633000000.0,454000000.0,554000000.0,352000000.0,0.0,454000000.0,1.3,531000000.0,454000000.0,1.29,-1000000.0,1187000000.0,724000000.0,0.0,6.0,0.0635580635580635,0.331471655962022,1.46836381611468,9492000000.0,0.331471655962022,10.2273662907589,0.056910569105691,0.347029077117573,0.139542159879022,27.1092322903892,0.0699845699191882
