,date,quarter,year,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-10-31 00:00:00+00:00,3,2021,2426390000.0,122654000.0,1630390000.0,0.0,5184176000.0,5774298000.0,0.0,4416124000.0,135029000.0,0.0,1947814000.0,0.0,3019037000.0,590122000.0,12570666000.0,5838940000.0,0.0,9551629000.0,6516567000.0,5610000000.0,0.0,0.0,0.0,3941629000.0,356005661.0,6054099000.0,1610702000.0,-816548000.0,0.0,1521204000.0,-823277000.0,697927000.0,88567000.0,-89498000.0,-6732000.0,0.0,3000.0,27370000.0,-89498000.0,0.0,28740000.0,2711419000.0,877857000.0,0.0,165233000.0,352481000.0,354457000.0,0.37,136493000.0,131197000.0,0.37,131197000.0,1043090000.0,131197000.0,0.0,3754509000.0,0.0,5296000.0,253800000.0,0.0,165233000.0,877857000.0,0.0276133424293719,-0.0245791437360828,3019037000.0,1.65326746885615,-0.644230769230769,0.277823278623117,10.5462058930574,1.71716212818856,0.277823278623117,8.48030616007536,5.0,0.100650947531008
1,2020-08-01 00:00:00+00:00,2,2021,1009704000.0,162723000.0,1117983000.0,0.0,4887549000.0,6269333000.0,0.0,3793043000.0,155556000.0,0.0,1816614000.0,0.0,2867199000.0,1381784000.0,11322245000.0,5759840000.0,0.0,8455046000.0,5347361000.0,5301974000.0,0.0,0.0,0.0,3153072000.0,355921611.0,5974884000.0,1230863000.0,-2598000.0,0.0,1120545000.0,3004000.0,1123549000.0,89028000.0,-110318000.0,5602000.0,0.0,0.0,22158000.0,-110318000.0,0.0,28855000.0,2080120000.0,519495000.0,0.0,85097000.0,352276000.0,354232000.0,0.06,56242000.0,22047000.0,0.06,22047000.0,604592000.0,22047000.0,0.0,2684712000.0,0.0,34195000.0,174125000.0,0.0,85097000.0,519495000.0,0.0532428439217152,-0.325427042950409,2867199000.0,1.69592099387518,-0.947826086956522,0.225198084561771,7.54298676176761,1.70464240535798,0.225198084561771,8.05570359142929,5.0,0.176377501812206
2,2020-05-02 00:00:00+00:00,1,2021,706267000.0,49624000.0,1757263000.0,0.0,4917383000.0,6293215000.0,0.0,2669535000.0,163150000.0,0.0,1794567000.0,0.0,2817392000.0,1375832000.0,10728046000.0,5775091000.0,0.0,7910654000.0,4587915000.0,5287037000.0,0.0,0.0,0.0,2623617000.0,355896821.0,6140131000.0,-1058442000.0,2777881000.0,0.0,-1198171000.0,2517127000.0,1318956000.0,90598000.0,-139729000.0,-159340000.0,0.0,-101414000.0,24739000.0,-139729000.0,0.0,6666000.0,1889991000.0,415305000.0,0.0,-462623000.0,352202000.0,352202000.0,-0.87,-469289000.0,-305842000.0,-0.87,-305842000.0,-47318000.0,-305842000.0,0.0,1842673000.0,0.0,-163447000.0,-372025000.0,0.0,-462623000.0,415305000.0,0.0966710632728569,-0.514657162829679,2817392000.0,1.74869845712999,-1.75,-0.0256790000179088,5.17754835466766,1.74536699188469,-0.0256790000179088,7.91631684734829,3.0,0.293009301250133
3,2020-02-01 00:00:00+00:00,4,2020,1296482000.0,102236000.0,1832339000.0,0.0,2923419000.0,3487900000.0,0.0,1351205000.0,164104000.0,0.0,2330702000.0,0.0,3359249000.0,564481000.0,9348367000.0,5707218000.0,0.0,5989118000.0,3432828000.0,3287184000.0,0.0,0.0,0.0,2701934000.0,358882342.0,5915539000.0,760616000.0,0.0,0.0,606384000.0,-398501000.0,207883000.0,95803000.0,-154232000.0,-307078000.0,0.0,-91423000.0,24838000.0,-154232000.0,0.0,-18106000.0,3224237000.0,601879000.0,0.0,587329000.0,354091000.0,357363000.0,1.28,590616000.0,456133000.0,1.28,456133000.0,1189208000.0,456133000.0,0.0,4413445000.0,0.0,134483000.0,668313000.0,0.0,572510000.0,601879000.0,0.179728461373546,0.0745137785862937,3359249000.0,1.2705077178051,0.0578512396694215,0.269451188357394,12.2977491046355,0.870259691972819,0.269451188357394,9.36030728421851,7.0,0.503318454845362
5,2019-11-02 00:00:00+00:00,3,2020,1480205000.0,124853000.0,2168796000.0,0.0,2914150000.0,3473583000.0,0.0,1142709000.0,140740000.0,0.0,2267055000.0,0.0,3276779000.0,559433000.0,9415841000.0,5608180000.0,0.0,6139062000.0,3606662000.0,3280824000.0,0.0,0.0,0.0,2858238000.0,361730420.0,5809179000.0,327467000.0,0.0,0.0,176530000.0,-416404000.0,-239874000.0,88191000.0,-150937000.0,-324676000.0,0.0,-91728000.0,25987000.0,-150937000.0,0.0,-4402000.0,2766432000.0,604605000.0,0.0,478080000.0,356879000.0,359299000.0,1.03,482482000.0,370932000.0,1.04,370932000.0,1082685000.0,370932000.0,0.0,3849117000.0,0.0,111550000.0,566271000.0,0.0,478080000.0,604605000.0,0.195483375050708,0.0843780496325228,3276779000.0,1.2618480336487,0.130434782608696,0.28128139518752,10.6408440849404,0.889333702394943,0.28128139518752,9.05862161108817,3.0,0.500973238508282
6,2019-08-03 00:00:00+00:00,2,2020,1359829000.0,130439000.0,1835869000.0,0.0,2808895000.0,3358736000.0,0.0,1382025000.0,139538000.0,0.0,2304678000.0,0.0,3296264000.0,549841000.0,9151947000.0,5437239000.0,0.0,5855683000.0,3515918000.0,3176275000.0,0.0,0.0,0.0,2679408000.0,364695608.0,5636029000.0,574476000.0,0.0,0.0,419791000.0,-408907000.0,10884000.0,84141000.0,-154685000.0,-315987000.0,0.0,-92920000.0,24924000.0,-154685000.0,0.0,-4782000.0,2843850000.0,591970000.0,0.0,544049000.0,359794000.0,362074000.0,1.14,548831000.0,412721000.0,1.15,412721000.0,1136019000.0,412721000.0,0.0,3979869000.0,0.0,136110000.0,628190000.0,0.0,544049000.0,591970000.0,0.211555061736892,0.0647265355172895,3296264000.0,1.31219956049993,0.0952380952380951,0.285441304726362,10.9128514648852,0.852145034499664,0.285441304726362,9.03839785205201,5.0,0.494355885817694
7,2019-05-04 00:00:00+00:00,1,2020,1296183000.0,121607000.0,1813773000.0,0.0,2827082000.0,3363982000.0,0.0,1366592000.0,223503000.0,0.0,2295858000.0,0.0,3267526000.0,536900000.0,9049120000.0,5379352000.0,0.0,5781594000.0,3462705000.0,3188083000.0,0.0,0.0,0.0,2593511000.0,368247009.0,5586415000.0,508987000.0,0.0,0.0,413358000.0,-459437000.0,-45562000.0,82757000.0,-95112000.0,-365715000.0,517000.0,-93722000.0,19689000.0,-95629000.0,0.0,-5635000.0,2701668000.0,558250000.0,0.0,536724000.0,363085000.0,365912000.0,1.15,542359000.0,421142000.0,1.16,421142000.0,1094974000.0,421142000.0,0.0,3796642000.0,0.0,121217000.0,619481000.0,0.0,536724000.0,558250000.0,0.232827400470253,0.0579674242375687,3267526000.0,1.33514182126083,0.0357142857142856,0.288405912382574,10.3100416492453,0.865205663244914,0.288405912382574,8.87319087498685,5.0,0.491414900450327
8,2019-02-02 00:00:00+00:00,4,2019,1177104000.0,96711000.0,1750442000.0,0.0,312440000.0,312440000.0,0.0,1412912000.0,162057000.0,0.0,2298762000.0,0.0,3305746000.0,0.0,6073691000.0,2475201000.0,0.0,2767945000.0,3404019000.0,758461000.0,0.0,0.0,0.0,2009484000.0,370588820.0,2669672000.0,616605000.0,-85000000.0,0.0,496073000.0,-432333000.0,66490000.0,84206000.0,-117782000.0,-264007000.0,2750000.0,-83326000.0,24224000.0,-120532000.0,0.0,-10162000.0,2989744000.0,575969000.0,0.0,541675000.0,365201000.0,368904000.0,1.2,546988000.0,441693000.0,1.21,441693000.0,1117644000.0,441693000.0,0.0,4107388000.0,0.0,105295000.0,621032000.0,0.0,536826000.0,575969000.0,0.261373793171579,0.0097305525386413,3305746000.0,1.69397666266564,0.0083333333333333,0.272105776225669,11.0834104493492,0.0945142185757768,0.272105776225669,8.92025290995017,7.0,0.495777926697365
10,2018-11-03 00:00:00+00:00,3,2019,1394029000.0,117825000.0,1979080000.0,0.0,312328000.0,397325000.0,0.0,1349196000.0,112138000.0,0.0,2200742000.0,0.0,3187163000.0,84997000.0,6235767000.0,2418226000.0,0.0,3048604000.0,3623307000.0,796310000.0,0.0,0.0,0.0,2252294000.0,373365687.0,2612460000.0,435888000.0,0.0,0.0,321157000.0,-359333000.0,-37942000.0,83748000.0,-114497000.0,-275441000.0,234000.0,-83892000.0,23781000.0,-114731000.0,0.0,0.0,2547331000.0,561577000.0,0.0,440700000.0,368102000.0,371061000.0,0.91,443653000.0,338108000.0,0.92,338108000.0,1002277000.0,338108000.0,0.0,3549608000.0,0.0,105545000.0,527401000.0,0.0,443653000.0,561577000.0,0.266725196001572,0.0663025016717265,3187163000.0,1.60871848879409,0.277777777777778,0.282362728504105,9.50705467479126,0.0979956155364504,0.282362728504105,8.53630398017802,7.0,0.508792626525441
11,2018-08-04 00:00:00+00:00,2,2019,1184422000.0,121508000.0,1698390000.0,4000.0,312217000.0,397206000.0,0.0,1386935000.0,114195000.0,0.0,2216878000.0,0.0,3184610000.0,84989000.0,5963756000.0,2384301000.0,0.0,2779146000.0,3379655000.0,800999000.0,0.0,0.0,0.0,1978147000.0,376540575.0,2584101000.0,542134000.0,0.0,0.0,443292000.0,-358899000.0,84393000.0,82606000.0,-98842000.0,-274338000.0,0.0,-84561000.0,23820000.0,-98842000.0,0.0,0.0,2666983000.0,554581000.0,0.0,516362000.0,371031000.0,373717000.0,1.04,517755000.0,389404000.0,1.05,389404000.0,1070943000.0,389404000.0,0.0,3737926000.0,0.0,128351000.0,600361000.0,0.0,517755000.0,554581000.0,0.261204183197812,0.0892652792295612,3184610000.0,1.70849537471179,0.265060240963856,0.286507277030096,9.9270204811261,0.0980393203563388,0.286507277030096,8.45754803449801,8.0,0.501640018899223
