,date,quarter,year,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.ppeq,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctRec,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.intangibles,statementData.balanceSheet.inventory,statementData.balanceSheet.deposits,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.debt,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncf,statementData.cashFlow.ncfi,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.netinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.eps,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.opinc,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.taxExp,statementData.incomeStatement.costRev,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.intexp,statementData.incomeStatement.consolidatedIncome,statementData.overview.rps,statementData.overview.roa,statementData.overview.bookVal,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.revenueQoQ,statementData.overview.grossMargin,statementData.overview.roe,statementData.overview.currentRatio,statementData.overview.piotroskiFScore,statementData.overview.longTermDebtEquity,statementData.overview.epsQoQ
0,2018-03-31 00:00:00+00:00,1,2018,179744078.0,1198000000.0,0.0,662000000.0,8933000000.0,65000000.0,383000000.0,2667000000.0,6069000000.0,1624000000.0,700000000.0,29000000.0,-183000000.0,1246000000.0,36000000.0,7348000000.0,243000000.0,0.0,36000000.0,10179000000.0,1102000000.0,4518000000.0,377000000.0,7693000000.0,4135000000.0,2486000000.0,63000000.0,50000000.0,-40000000.0,-104000000.0,0.0,-73000000.0,2000000.0,1000000.0,103000000.0,10000000.0,-21000000.0,59000000.0,-37000000.0,-68000000.0,1594000000.0,0.88,159000000.0,180800000.0,0.88,313000000.0,0.0,626000000.0,259000000.0,0.0,913000000.0,179900000.0,0.0,654000000.0,213000000.0,54000000.0,681000000.0,0.0,254000000.0,159000000.0,41000000.0,159000000.0,8.8681642128983,0.10434182302325,2486000000.0,13.8307755541187,0.572772898368883,-0.0298234936092514,0.572772898368883,0.458952391280772,0.767241379310345,4.0,1.66331456154465,-0.685714285714286
