,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,12762000000.0,85461000000.0,-2872000000.0,0.0,4835000000.0,0.0,33030000000.0,21869000000.0,0.0,0.0,187259000000.0,0.0,8232000000.0,89505000000.0,40389000000.0,165390000000.0,805161121.0,46493000000.0,-6476000000.0,0.0,-363000000.0,-3602000000.0,-97000000.0,-353000000.0,-4957000000.0,-4609000000.0,404000000.0,2180000000.0,-3878000000.0,66000000.0,0.0,1827000000.0,1073000000.0,5234000000.0,1364000000.0,1768000000.0,0.0,0.0,805000000.0,1364000000.0,8086000000.0,1364000000.0,1.31,291000000.0,8086000000.0,0.0,0.0,1073000000.0,0.0,0.0,1.3,804000000.0,1073000000.0,6722000000.0,0.0178362850017363,5.0,21869000000.0,-0.373205741626794,10.0427104452799,1.0,2.125977410947,-0.200197823936696,27.1610233400726,1.0,0.155847738139022
1,2020-06-30 00:00:00+00:00,2,2020,12052000000.0,84805000000.0,-2911000000.0,0.0,4829000000.0,0.0,41497000000.0,21062000000.0,0.0,0.0,188608000000.0,0.0,7731000000.0,88502000000.0,37034000000.0,167546000000.0,804971499.0,50364000000.0,3495000000.0,15000000.0,-366000000.0,638000000.0,508000000.0,-354000000.0,219000000.0,571000000.0,374000000.0,2130000000.0,-5829000000.0,66000000.0,0.0,1776000000.0,257000000.0,4060000000.0,622000000.0,996000000.0,0.0,0.0,805000000.0,622000000.0,6120000000.0,622000000.0,0.29,365000000.0,6120000000.0,0.0,0.0,257000000.0,0.0,0.0,0.29,804000000.0,257000000.0,5498000000.0,0.0212311955712727,5.0,21062000000.0,-0.859903381642512,7.60275364730646,1.0,2.39122590447251,-0.38658915505663,26.1649015228053,1.0,0.184746608593077
2,2020-03-31 00:00:00+00:00,1,2020,12161000000.0,77962000000.0,-2996000000.0,0.0,4798000000.0,0.0,36095000000.0,21006000000.0,0.0,0.0,186060000000.0,0.0,7977000000.0,82450000000.0,44269000000.0,165054000000.0,808040664.0,56085000000.0,14162000000.0,-1007000000.0,-383000000.0,-5418000000.0,-128000000.0,-335000000.0,21927000000.0,22262000000.0,337000000.0,-2219000000.0,-8729000000.0,43000000.0,0.0,-2554000000.0,367000000.0,5492000000.0,452000000.0,789000000.0,0.0,0.0,808000000.0,452000000.0,7689000000.0,452000000.0,0.41,85000000.0,7689000000.0,0.0,0.0,367000000.0,0.0,0.0,0.41,807000000.0,367000000.0,7237000000.0,0.0287360468352212,3.0,21006000000.0,-0.773480662983425,9.51561021933916,1.0,2.66995144244502,-0.195290423861852,25.9962164478396,1.0,0.247289176663636
3,2019-12-31 00:00:00+00:00,4,2019,13871000000.0,73287000000.0,-2737000000.0,0.0,4834000000.0,0.0,23932000000.0,23071000000.0,0.0,0.0,198321000000.0,0.0,12738000000.0,98030000000.0,56794000000.0,175250000000.0,818270818.0,64277000000.0,-908000000.0,-1213000000.0,-374000000.0,1423000000.0,-72000000.0,-431000000.0,-5455000000.0,-4946000000.0,305000000.0,3196000000.0,3026000000.0,66000000.0,-82000000.0,2765000000.0,1693000000.0,6295000000.0,1986000000.0,2291000000.0,0.0,0.0,830000000.0,1986000000.0,10341000000.0,1986000000.0,2.03,293000000.0,10341000000.0,0.0,0.0,1693000000.0,0.0,0.0,2.04,828000000.0,1693000000.0,8355000000.0,0.0343401062617728,5.0,23071000000.0,-0.128755364806867,12.6376253100107,1.0,2.78605175328334,0.0862394957983192,28.1948219250806,1.0,0.295779270507406
5,2019-09-30 00:00:00+00:00,3,2019,13652000000.0,73298000000.0,-2661000000.0,0.0,4715000000.0,0.0,24266000000.0,23025000000.0,0.0,0.0,194184000000.0,0.0,12866000000.0,94208000000.0,58856000000.0,171159000000.0,829673687.0,61292000000.0,-1978000000.0,-1440000000.0,-346000000.0,-398000000.0,214000000.0,-374000000.0,-753000000.0,-200000000.0,300000000.0,-1041000000.0,667000000.0,61000000.0,-179000000.0,-1415000000.0,1755000000.0,5934000000.0,2266000000.0,2566000000.0,0.0,0.0,827000000.0,2266000000.0,10110000000.0,2266000000.0,2.09,511000000.0,10110000000.0,0.0,0.0,1755000000.0,0.0,0.0,2.08,825000000.0,1755000000.0,7844000000.0,0.0364000195477776,4.0,23025000000.0,0.105820105820106,12.1855136042177,1.0,2.66197611292074,0.0839498230942426,27.7518744547096,1.0,0.31232
6,2019-06-30 00:00:00+00:00,2,2019,13551000000.0,72590000000.0,-2606000000.0,0.0,4658000000.0,0.0,26869000000.0,23092000000.0,0.0,0.0,197603000000.0,0.0,16518000000.0,93663000000.0,61265000000.0,174511000000.0,835080540.0,60563000000.0,-6299000000.0,-613000000.0,-347000000.0,-1461000000.0,22000000.0,-492000000.0,-7790000000.0,-7227000000.0,286000000.0,2930000000.0,-234000000.0,71000000.0,-71000000.0,2438000000.0,1761000000.0,5795000000.0,2219000000.0,2505000000.0,0.0,0.0,836000000.0,2219000000.0,9977000000.0,2219000000.0,2.07,458000000.0,9977000000.0,0.0,0.0,1761000000.0,0.0,0.0,2.07,834000000.0,1761000000.0,7758000000.0,0.0361169723879921,6.0,23092000000.0,0.118918918918919,11.9473506112357,1.0,2.62268318032219,0.0849282296650717,27.6524226034533,1.0,0.313271951493375
7,2019-03-31 00:00:00+00:00,1,2019,12686000000.0,72857000000.0,-2599000000.0,0.0,4479000000.0,0.0,33177000000.0,22218000000.0,0.0,0.0,197193000000.0,0.0,16162000000.0,89296000000.0,59355000000.0,174975000000.0,843368671.0,60446000000.0,5823000000.0,-1333000000.0,-355000000.0,-83000000.0,68000000.0,-348000000.0,-2709000000.0,-2489000000.0,297000000.0,8547000000.0,-1287000000.0,85000000.0,-20000000.0,8199000000.0,1550000000.0,5448000000.0,1958000000.0,2255000000.0,0.0,0.0,843000000.0,1958000000.0,9555000000.0,1958000000.0,1.81,408000000.0,9555000000.0,0.0,0.0,1550000000.0,0.0,0.0,1.8,841000000.0,1550000000.0,7597000000.0,0.0359961460905458,5.0,22218000000.0,-0.0268817204301075,11.3295647900585,1.0,2.72058691151319,0.0684334116068432,26.3443506546854,1.0,0.314851485148515
8,2018-12-31 00:00:00+00:00,4,2018,12499000000.0,69960000000.0,-2597000000.0,0.0,4416000000.0,0.0,27445000000.0,22290000000.0,0.0,0.0,188602000000.0,0.0,12255000000.0,88043000000.0,55320000000.0,166312000000.0,854261803.0,61523000000.0,-3454000000.0,-749000000.0,-354000000.0,3240000000.0,2000000.0,-439000000.0,-5444000000.0,-4997000000.0,286000000.0,-1252000000.0,3677000000.0,53000000.0,-8000000.0,-1691000000.0,2010000000.0,5630000000.0,1831000000.0,2117000000.0,0.0,0.0,859000000.0,1831000000.0,9520000000.0,1831000000.0,2.33,-179000000.0,9520000000.0,0.0,0.0,2010000000.0,0.0,0.0,2.33,856000000.0,2010000000.0,7689000000.0,0.0372842961249059,4.0,22290000000.0,-2.72592592592593,11.1441246308422,1.0,2.76011664423508,0.0729178406401443,26.0927035736842,1.0,0.328573971871106
10,2018-09-30 00:00:00+00:00,3,2018,11521000000.0,69301000000.0,-2504000000.0,0.0,4295000000.0,0.0,30231000000.0,21460000000.0,0.0,0.0,189092000000.0,0.0,15605000000.0,85168000000.0,58132000000.0,167632000000.0,861054250.0,57592000000.0,0.0,-760000000.0,-325000000.0,626000000.0,78000000.0,-335000000.0,-5790000000.0,-5424000000.0,322000000.0,5086000000.0,-208000000.0,76000000.0,-31000000.0,4751000000.0,1654000000.0,5392000000.0,2118000000.0,2440000000.0,0.0,0.0,860000000.0,2118000000.0,9327000000.0,2118000000.0,1.89,464000000.0,9327000000.0,0.0,0.0,1654000000.0,0.0,0.0,1.88,858000000.0,1654000000.0,7209000000.0,0.0201603852510866,6.0,21460000000.0,0.251655629139073,10.8320701047582,1.0,2.68369058713886,0.0947183098591549,24.922936040325,1.0,0.184728142996036
11,2018-06-30 00:00:00+00:00,2,2018,10896000000.0,67391000000.0,-2483000000.0,0.0,4251000000.0,0.0,29743000000.0,20892000000.0,0.0,0.0,184861000000.0,0.0,13800000000.0,81440000000.0,57665000000.0,163969000000.0,860362205.0,57855000000.0,-244000000.0,34000000.0,-321000000.0,4184000000.0,227000000.0,-299000000.0,-7688000000.0,-7383000000.0,337000000.0,3033000000.0,3720000000.0,70000000.0,-6000000.0,2734000000.0,1623000000.0,5376000000.0,2091000000.0,2428000000.0,0.0,0.0,862000000.0,2091000000.0,9196000000.0,2091000000.0,1.85,468000000.0,9196000000.0,0.0,0.0,1623000000.0,0.0,0.0,1.84,860000000.0,1623000000.0,7105000000.0,0.01908786856799,6.0,20892000000.0,0.25,10.6885215860918,1.0,2.76924181504882,0.0706717894981954,24.2827961044616,1.0,0.170818148802144
