,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,0.0,421883000000.0,14648000000.0,3833000000.0,0.0,336275000000.0,0.0,44106000000.0,4333000000.0,0.0,37653000000.0,0.0,0.0,305725000000.0,42795000000.0,456635765.0,58424000000.0,363459000000.0,-114000000.0,-12356000000.0,-7000000.0,2656000000.0,62000000.0,-13976000000.0,-201000000.0,54000000.0,897000000.0,2857000000.0,0.0,-2036000000.0,-11557000000.0,-438000000.0,2319000000.0,0.0,5.07,2406000000.0,5.06,3502000000.0,0.0,4399000000.0,456635765.0,0.0,87000000.0,3548000000.0,3145000000.0,7050000000.0,3502000000.0,7050000000.0,0.0,1096000000.0,2406000000.0,3502000000.0,0.0,0.00228407124045186,6.0,58424000000.0,0.870848708487085,15.4390009288913,1.0,0.732490072572915,0.264347202295552,127.944424151709,1.0,0.0162400244210894
1,2020,2,2020-06-30 00:00:00+00:00,0.0,421296000000.0,14645000000.0,3981000000.0,0.0,323990000000.0,0.0,55818000000.0,4324000000.0,0.0,35361000000.0,0.0,0.0,304238000000.0,44900000000.0,455310083.0,56045000000.0,365251000000.0,-273000000.0,6256000000.0,0.0,3618000000.0,56000000.0,4018000000.0,-188000000.0,50000000.0,911000000.0,3806000000.0,0.0,-10881000000.0,31258000000.0,23434000000.0,-1009000000.0,0.0,-2.21,-918000000.0,-2.21,-1461000000.0,1000000.0,-550000000.0,455310083.0,0.0,91000000.0,3770000000.0,3112000000.0,2310000000.0,-1461000000.0,2310000000.0,0.0,-543000000.0,-918000000.0,-1460000000.0,0.0,-0.000297351118122102,4.0,56045000000.0,-1.67791411042945,5.07346550460645,1.0,0.801141939512891,-0.600484261501211,123.091936885571,1.0,-0.00206004687479541
2,2020,1,2020-03-31 00:00:00+00:00,0.0,396878000000.0,14645000000.0,3679000000.0,0.0,331760000000.0,0.0,24936000000.0,4336000000.0,0.0,36552000000.0,0.0,0.0,269689000000.0,55681000000.0,457122734.0,56830000000.0,340048000000.0,-240000000.0,2232000000.0,0.0,5255000000.0,-303000000.0,1041000000.0,-154000000.0,24000000.0,893000000.0,5409000000.0,0.0,-1392000000.0,11551000000.0,5101000000.0,-1420000000.0,0.0,-3.1,-1340000000.0,-3.1,-1903000000.0,0.0,-1010000000.0,457122734.0,0.0,80000000.0,3729000000.0,3224000000.0,1826000000.0,-1903000000.0,1826000000.0,0.0,-563000000.0,-1340000000.0,-1903000000.0,0.0,0.00629744517014013,4.0,56830000000.0,-2.0801393728223,3.99455083763128,1.0,0.97978180538448,-0.661224489795918,124.321097537013,1.0,0.0423696595482492
3,2019,4,2019-12-31 00:00:00+00:00,0.0,390365000000.0,14653000000.0,1156000000.0,0.0,338556000000.0,0.0,13407000000.0,4378000000.0,0.0,40340000000.0,0.0,0.0,262697000000.0,55697000000.0,465720986.0,58011000000.0,332354000000.0,-281000000.0,-6520000000.0,-8308000000.0,3864000000.0,-882000000.0,-17112000000.0,-256000000.0,64000000.0,905000000.0,4120000000.0,0.0,5797000000.0,-3788000000.0,9204000000.0,1041000000.0,0.0,2.27,1176000000.0,2.26,1446000000.0,2000000.0,2351000000.0,465720986.0,0.0,135000000.0,4161000000.0,3591000000.0,5609000000.0,1446000000.0,5609000000.0,0.0,270000000.0,1176000000.0,1448000000.0,0.0,0.0136993439908706,6.0,58011000000.0,-0.095617529880478,12.0436917566777,1.0,0.960111013428488,0.0435348837209302,124.561704848748,1.0,0.0921000115302403
5,2019,3,2019-09-30 00:00:00+00:00,0.0,378810000000.0,14624000000.0,453000000.0,0.0,324042000000.0,0.0,17120000000.0,4311000000.0,0.0,39476000000.0,0.0,0.0,257148000000.0,50149000000.0,470333041.0,58235000000.0,320575000000.0,-243000000.0,-2616000000.0,-85000000.0,3177000000.0,-414000000.0,-5761000000.0,-235000000.0,46000000.0,849000000.0,3412000000.0,0.0,700000000.0,1716000000.0,4065000000.0,1270000000.0,0.0,2.71,1333000000.0,2.69,1708000000.0,-4000000.0,2557000000.0,470333041.0,0.0,63000000.0,3872000000.0,3251000000.0,5576000000.0,1708000000.0,5576000000.0,0.0,375000000.0,1333000000.0,1704000000.0,0.0,0.0142147890943412,6.0,58235000000.0,-0.0996677740863787,11.8554290554297,1.0,0.861148793680776,-0.0207235686687741,123.816519197085,1.0,0.0971750071868255
6,2019,2,2019-06-30 00:00:00+00:00,0.0,373619000000.0,14545000000.0,170000000.0,0.0,320999000000.0,0.0,15111000000.0,4243000000.0,0.0,38386000000.0,0.0,0.0,254535000000.0,49233000000.0,469596514.0,55767000000.0,317852000000.0,-268000000.0,-3005000000.0,0.0,4013000000.0,44000000.0,-5138000000.0,-213000000.0,57000000.0,881000000.0,4226000000.0,0.0,-1751000000.0,-3617000000.0,-2705000000.0,1533000000.0,0.0,3.26,1625000000.0,3.24,2012000000.0,-9000000.0,2893000000.0,469596514.0,0.0,92000000.0,3779000000.0,3268000000.0,5782000000.0,2012000000.0,5782000000.0,0.0,387000000.0,1625000000.0,2003000000.0,0.0,0.0148260389392663,6.0,55767000000.0,-0.128342245989305,12.312697874925,1.0,0.882833934047017,-0.0226504394861393,118.755140503449,1.0,0.103878915076056
7,2019,1,2019-03-31 00:00:00+00:00,0.0,373191000000.0,14546000000.0,-660000000.0,0.0,318225000000.0,0.0,17469000000.0,4205000000.0,0.0,37030000000.0,0.0,0.0,255107000000.0,50358000000.0,467880673.0,53481000000.0,319710000000.0,-243000000.0,7411000000.0,0.0,4698000000.0,-13000000.0,5013000000.0,-183000000.0,72000000.0,704000000.0,4881000000.0,0.0,-8932000000.0,5949000000.0,-3945000000.0,1348000000.0,0.0,2.87,1412000000.0,2.86,1721000000.0,-2000000.0,2425000000.0,467880673.0,0.0,64000000.0,3671000000.0,3177000000.0,5390000000.0,1721000000.0,5390000000.0,0.0,309000000.0,1412000000.0,1719000000.0,0.0,0.0156862532060053,6.0,53481000000.0,0.0871212121212122,11.5200313050759,1.0,0.941605429965782,0.0296084049665712,114.304785570829,1.0,0.11229236849397
8,2018,4,2018-12-31 00:00:00+00:00,0.0,372538000000.0,14544000000.0,-1263000000.0,0.0,323095000000.0,0.0,13186000000.0,4191000000.0,0.0,35875000000.0,0.0,0.0,249764000000.0,58905000000.0,473656501.0,51668000000.0,320870000000.0,-269000000.0,-6437000000.0,-600000000.0,3735000000.0,-600000000.0,-9747000000.0,-205000000.0,17000000.0,675000000.0,3940000000.0,0.0,6127000000.0,1861000000.0,7668000000.0,1173000000.0,0.0,2.51,1261000000.0,2.5,1240000000.0,3000000.0,1915000000.0,473656501.0,0.0,88000000.0,4132000000.0,3538000000.0,5375000000.0,1240000000.0,5375000000.0,0.0,-21000000.0,1261000000.0,1243000000.0,0.0,0.0156220401793621,7.0,51668000000.0,-2.16203703703704,11.3478860495995,1.0,1.14006735310057,0.0566149007273442,109.083270029899,1.0,0.113406309727704
10,2018,3,2018-09-30 00:00:00+00:00,0.0,362909000000.0,14513000000.0,-1877000000.0,0.0,315705000000.0,0.0,10882000000.0,4149000000.0,0.0,34883000000.0,0.0,0.0,247195000000.0,52205000000.0,478425026.0,50638000000.0,312271000000.0,-244000000.0,-410000000.0,0.0,3111000000.0,-506000000.0,-2256000000.0,-240000000.0,45000000.0,589000000.0,3351000000.0,0.0,-989000000.0,-1668000000.0,-2763000000.0,1440000000.0,0.0,3.01,1502000000.0,2.99,1922000000.0,-1000000.0,2511000000.0,478425026.0,0.0,62000000.0,3773000000.0,3037000000.0,5694000000.0,1922000000.0,5694000000.0,0.0,420000000.0,1502000000.0,1921000000.0,0.0,0.00960528991760613,7.0,50638000000.0,0.393518518518518,11.9015513206034,1.0,1.03094514001343,0.105201863354037,105.843125355236,1.0,0.0704292760092092
11,2018,2,2018-06-30 00:00:00+00:00,0.0,363989000000.0,14531000000.0,-1793000000.0,0.0,315414000000.0,0.0,12273000000.0,4095000000.0,0.0,33626000000.0,0.0,0.0,248225000000.0,53310000000.0,486434139.0,49926000000.0,314063000000.0,-276000000.0,-2159000000.0,0.0,3856000000.0,-755000000.0,-4297000000.0,-224000000.0,41000000.0,582000000.0,4080000000.0,0.0,2826000000.0,-1021000000.0,-804000000.0,1814000000.0,0.0,3.74,1906000000.0,3.71,2481000000.0,11000000.0,3063000000.0,486434139.0,0.0,92000000.0,3424000000.0,2909000000.0,5916000000.0,2481000000.0,5916000000.0,0.0,575000000.0,1906000000.0,2492000000.0,0.0,0.00853404642966943,6.0,49926000000.0,0.908163265306123,12.1619753337255,1.0,1.067780314866,0.206362153344209,102.636710701754,1.0,0.062662552458677
