,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,3212912000.0,1404046000.0,1808866000.0,310989000.0,1984226000.0,77743000.0,0.0,1228686000.0,916807000.0,474845000.0,1964104000.0,37902000.0,255457000.0,715220000.0,0.0,147528000.0,148026000.0,319995000.0,25802000.0,131121965.0,0.0,1561853000.0,-176232000.0,487239000.0,792963000.0,0.0,9660000.0,-68492000.0,0.0,-90946000.0,-12963000.0,-9894000.0,0.0,0.0,82174000.0,-9894000.0,72280000.0,23467000.0,5703000.0,-22291000.0,86577000.0,0.46,0.0,94196000.0,60663000.0,87194000.0,466414000.0,131125000.0,0.46,7273000.0,60663000.0,0.0,110661000.0,47848000.0,0.0,237500000.0,60663000.0,228914000.0,131683000.0,142337000.0,19258000.0,79921000.0,5.0,-0.0102578684684073,0.490795730831407,2.52173163478293,1808866000.0,0.490795730831407,3.55710044461277,0.0,0.395396895071277,0.0779350802597687,13.7952935650408,0.0440310825339725
1,2020,2,2020-06-30 00:00:00+00:00,3157297000.0,1406596000.0,1750701000.0,304981000.0,1971021000.0,203465000.0,0.0,1186276000.0,823429000.0,433908000.0,1925732000.0,41393000.0,255770000.0,643265000.0,0.0,121921000.0,147487000.0,332958000.0,30319000.0,130842358.0,0.0,1563112000.0,-185809000.0,583167000.0,846730000.0,0.0,13241000.0,-3114000.0,5850000.0,-28734000.0,24343000.0,-14525000.0,0.0,304000.0,63149000.0,-14221000.0,48624000.0,23525000.0,4149000.0,-22278000.0,99810000.0,0.47,0.0,88676000.0,61257000.0,88856000.0,482015000.0,130831000.0,0.47,6962000.0,61257000.0,0.0,112381000.0,56012000.0,0.0,229815000.0,61257000.0,252200000.0,131687000.0,152390000.0,20637000.0,81894000.0,5.0,3.52698558914177e-05,0.523220231735527,2.03419603646983,1750701000.0,0.523220231735527,3.68393697093108,0.38235294117647,0.367432816911626,0.0780460799370349,13.380231193938,0.0445223942534872
2,2020,1,2020-03-31 00:00:00+00:00,3122237000.0,1417657000.0,1704580000.0,301998000.0,1991703000.0,202923000.0,0.0,1130534000.0,828323000.0,397526000.0,1886753000.0,39458000.0,251421000.0,636273000.0,0.0,102908000.0,157971000.0,308615000.0,30364000.0,134455332.0,0.0,1560781000.0,-183477000.0,589334000.0,839196000.0,0.0,7646000.0,171979000.0,-148541000.0,-169000.0,24023000.0,-12717000.0,0.0,0.0,50866000.0,-12717000.0,38149000.0,24225000.0,-13957000.0,-22728000.0,28495000.0,0.12,0.0,116242000.0,15424000.0,30159000.0,450923000.0,133596000.0,0.11,6961000.0,15424000.0,0.0,54384000.0,53847000.0,0.0,231555000.0,15424000.0,219368000.0,134927000.0,190873000.0,7774000.0,23198000.0,5.0,0.0139116239746726,0.486486606360731,1.9183247530263,1704580000.0,0.486486606360731,3.3537011384569,-0.739130434782609,0.373272595008741,0.0681057862436348,12.6776675543072,0.0394487820515647
3,2019,4,2019-12-31 00:00:00+00:00,3137541000.0,1266108000.0,1871433000.0,318652000.0,2028807000.0,28444000.0,0.0,1108734000.0,853053000.0,388762000.0,2020686000.0,39983000.0,255905000.0,648419000.0,0.0,123793000.0,158033000.0,284592000.0,28587000.0,134153070.0,0.0,1612110000.0,-165945000.0,413055000.0,676863000.0,0.0,9318000.0,-74590000.0,7640000.0,-91325000.0,-10799000.0,-12760000.0,5000000.0,-11030000.0,93547000.0,-18790000.0,80787000.0,27095000.0,5769000.0,-22842000.0,54053000.0,0.01,0.0,115347000.0,1684000.0,49251000.0,489044000.0,134153070.0,0.02,7341000.0,1684000.0,0.0,76346000.0,53138000.0,0.0,256407000.0,1684000.0,232637000.0,134927000.0,178584000.0,40226000.0,41910000.0,4.0,0.0904890704472834,0.475697483253041,2.68422849257363,1871433000.0,0.475697483253041,3.64541787973991,-0.986111111111111,0.346482615193811,0.0908441065906937,13.9499826578698,0.0536810314946737
5,2019,3,2019-09-30 00:00:00+00:00,3197880000.0,1328230000.0,1869650000.0,329552000.0,2080698000.0,99604000.0,0.0,1117182000.0,857842000.0,397547000.0,2041844000.0,101211000.0,253338000.0,644880000.0,0.0,113027000.0,144284000.0,295391000.0,41631000.0,135606071.0,0.0,1616890000.0,-173535000.0,470388000.0,744484000.0,0.0,10093000.0,-15539000.0,-71574000.0,-110016000.0,26506000.0,-14253000.0,0.0,529000.0,153524000.0,-10332000.0,139271000.0,27122000.0,-6670000.0,-22788000.0,74388000.0,0.46,0.0,103393000.0,62047000.0,74708000.0,471248000.0,134741000.0,0.46,7582000.0,62047000.0,0.0,101830000.0,49800000.0,0.0,241501000.0,62047000.0,229747000.0,136050000.0,155359000.0,5079000.0,67126000.0,4.0,0.0835828171203363,0.487528859538926,2.37502232199801,1869650000.0,0.487528859538926,3.47512464983961,-0.132075471698113,0.344920172224748,0.142006728720006,13.7873620717173,0.0863802006047087
6,2019,2,2019-06-30 00:00:00+00:00,3244686000.0,1332795000.0,1911891000.0,356991000.0,2113964000.0,112493000.0,0.0,1130722000.0,874826000.0,394743000.0,2063985000.0,98330000.0,251684000.0,654858000.0,0.0,122609000.0,132294000.0,268885000.0,36601000.0,135421141.0,0.0,1625423000.0,-153450000.0,457969000.0,767351000.0,0.0,9188000.0,-3095000.0,-17369000.0,-52933000.0,-15478000.0,-8641000.0,0.0,-22900000.0,67790000.0,-31541000.0,59149000.0,32253000.0,1206000.0,-23033000.0,63737000.0,0.34,0.0,113713000.0,46118000.0,65395000.0,481998000.0,135519000.0,0.34,7272000.0,46118000.0,0.0,97648000.0,52957000.0,0.0,248590000.0,46118000.0,233408000.0,137084000.0,169671000.0,12005000.0,58123000.0,4.0,0.0647018932775503,0.484250971995734,2.46899244271992,1911891000.0,0.484250971995734,3.55925224407908,-0.346153846153846,0.342518480394541,0.146494344321951,14.118113212471,0.0924907532573499
7,2019,1,2019-03-31 00:00:00+00:00,3206309000.0,1303614000.0,1902695000.0,356693000.0,2078863000.0,112451000.0,0.0,1127446000.0,843966000.0,385316000.0,2058680000.0,97705000.0,253678000.0,656891000.0,0.0,100157000.0,131422000.0,284363000.0,30238000.0,135467254.0,0.0,1619091000.0,-157339000.0,459648000.0,769342000.0,0.0,8090000.0,348054000.0,-15277000.0,308314000.0,-227781000.0,-9140000.0,0.0,-584556000.0,55511000.0,-590723000.0,46371000.0,16662000.0,-883000.0,-23031000.0,81082000.0,0.46,0.0,104490000.0,61748000.0,80273000.0,444736000.0,135541000.0,0.45,5516000.0,61748000.0,0.0,96935000.0,47680000.0,0.0,210875000.0,61748000.0,233861000.0,137165000.0,152779000.0,13009000.0,74757000.0,5.0,0.0116419254898572,0.525842297452871,2.45284652603732,1902695000.0,0.525842297452871,3.28297789220707,0.642857142857143,0.345242406165991,0.16231148223692,14.0454238483346,0.105624558476978
8,2018,4,2018-12-31 00:00:00+00:00,2781242000.0,904456000.0,1876786000.0,323746000.0,1488595000.0,0.0,0.0,1292647000.0,588442000.0,352107000.0,2024523000.0,100620000.0,247407000.0,421948000.0,0.0,113217000.0,95496000.0,512144000.0,32703000.0,138348046.0,0.0,1051416000.0,-149092000.0,316014000.0,421948000.0,0.0,9208000.0,0.0,-138809000.0,-162045000.0,-81191000.0,-10108000.0,15500000.0,-20098000.0,98314000.0,-11689000.0,88206000.0,17099000.0,-5771000.0,-21672000.0,89426000.0,0.72,0.0,90205000.0,98516000.0,88178000.0,448463000.0,138348046.0,0.7,4061000.0,98516000.0,0.0,105277000.0,43294000.0,0.0,220684000.0,98516000.0,227779000.0,137165000.0,138353000.0,-14399000.0,84117000.0,7.0,-0.0936186295433967,0.507910351578614,4.09047383976659,1876786000.0,0.507910351578614,3.24155644381128,-2.94594594594595,0.224824780235999,0.152674685612725,13.5656849103601,0.102261187946052
10,2018,3,2018-09-30 00:00:00+00:00,2856885000.0,915662000.0,1941223000.0,291094000.0,1502154000.0,0.0,0.0,1354731000.0,593719000.0,376542000.0,2055139000.0,94440000.0,250050000.0,421632000.0,0.0,134963000.0,95975000.0,593335000.0,30493000.0,138019573.0,0.0,1063038000.0,-139656000.0,321943000.0,421632000.0,0.0,10562000.0,0.0,7294000.0,-17378000.0,85393000.0,-7230000.0,-6000000.0,-7971000.0,122499000.0,-21201000.0,115269000.0,16308000.0,1473000.0,-22121000.0,88552000.0,0.53,0.0,91525000.0,73151000.0,89460000.0,434898000.0,138190000.0,0.52,4042000.0,73151000.0,0.0,105768000.0,41997000.0,0.0,212824000.0,73151000.0,222074000.0,140327000.0,133522000.0,12267000.0,85418000.0,8.0,-0.0641558642772297,0.510634677556576,4.20798402201632,1941223000.0,0.510634677556576,3.15098786749616,0.152173913043478,0.217199157438378,0.0726470046546462,14.0648384704103,0.048255387827323
11,2018,2,2018-06-30 00:00:00+00:00,2705075000.0,909909000.0,1795166000.0,304265000.0,1419241000.0,0.0,0.0,1285834000.0,593819000.0,384242000.0,1929742000.0,22574000.0,252478000.0,421316000.0,0.0,137545000.0,106721000.0,507942000.0,27299000.0,137214305.0,0.0,1058807000.0,-144964000.0,316090000.0,421316000.0,0.0,8469000.0,0.0,8392000.0,-25554000.0,55804000.0,-6336000.0,0.0,-7125000.0,110168000.0,-13461000.0,103832000.0,16609000.0,-15349000.0,-22098000.0,88666000.0,0.52,0.0,97456000.0,71563000.0,86945000.0,452707000.0,137749000.0,0.51,3992000.0,71563000.0,0.0,103554000.0,46429000.0,0.0,220156000.0,71563000.0,232551000.0,140149000.0,143885000.0,11390000.0,82953000.0,7.0,0.0428057421381909,0.513689870048398,4.06793634724287,1795166000.0,0.513689870048398,3.29926970806725,0.368421052631579,0.234694730180941,0.0678927815633786,13.0829362142672,0.0451498428456158
