,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctRec,statementData.balanceSheet.investments,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncfo,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.depamor,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.eps,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020,4,2020-10-31 00:00:00+00:00,8030062000.0,538177000.0,2549217000.0,0.0,1493113000.0,780709000.0,0.0,3117695000.0,3795397000.0,977773000.0,52916000.0,1235653000.0,5480845000.0,663491000.0,3619436000.0,-54074000.0,949636000.0,192333000.0,0.0,623664000.0,2139922000.0,151761689.0,0.0,563234000.0,4907404000.0,100257000.0,-35493000.0,-35493000.0,166658000.0,10870000.0,202151000.0,0.0,-4662000.0,0.0,78429000.0,0.0,185982000.0,32088000.0,8454000.0,71140000.0,196132000.0,197455000.0,152347000.0,157602000.0,0.0,339566000.0,197455000.0,800890000.0,1.3,0.0,192466000.0,0.0,-4989000.0,604758000.0,-900000.0,196555000.0,1025439000.0,1.26,263606000.0,192466000.0,256295000.0,224549000.0,0.0879385834212949,0.204866516818023,4912367000.0,1.19126631718352,0.214953271028037,0.781021591728031,6.75690292297683,0.114772291011704,0.781021591728031,32.3689531420542,6.0,0.148231836218867
2,2020,3,2020-07-31 00:00:00+00:00,7663250000.0,493133000.0,2186015000.0,0.0,1501524000.0,638489000.0,0.0,3061933000.0,3597944000.0,1005656000.0,47664000.0,1049922000.0,5477235000.0,673428000.0,3631745000.0,-72820000.0,956773000.0,159813000.0,0.0,549906000.0,2056277000.0,150788707.0,0.0,577319000.0,4595925000.0,96109000.0,-40476000.0,-88192000.0,358947000.0,-130785000.0,399423000.0,2151000.0,-105781000.0,0.0,61837000.0,-49867000.0,193570000.0,4876000.0,13124000.0,77150000.0,210598000.0,252911000.0,151352000.0,155973000.0,0.0,322602000.0,252911000.0,771126000.0,1.67,0.0,236854000.0,0.0,-16057000.0,560528000.0,0.0,252911000.0,964134000.0,1.62,314004000.0,236854000.0,229972000.0,193008000.0,0.0877961601367906,0.130325802783216,4601317000.0,1.06309363962151,1.49253731343284,0.799812059319555,6.39394036318648,0.125615409302806,0.799812059319555,30.5149973863759,6.0,0.146783948477362
3,2020,2,2020-04-30 00:00:00+00:00,7322466000.0,463982000.0,1960755000.0,0.0,1521664000.0,634807000.0,0.0,3041517000.0,3356489000.0,987320000.0,41343000.0,856424000.0,5361711000.0,770341000.0,3590554000.0,-104030000.0,933190000.0,166437000.0,0.0,447055000.0,2054197000.0,150227140.0,0.0,576464000.0,4275086000.0,193877000.0,-27123000.0,-103175000.0,352796000.0,-114171000.0,379919000.0,-262000.0,-94687000.0,0.0,56435000.0,-75790000.0,156136000.0,-16621000.0,-6437000.0,69158000.0,125895000.0,109920000.0,150597000.0,154379000.0,0.0,302571000.0,109920000.0,677062000.0,0.73,0.0,110166000.0,0.0,246000.0,551167000.0,0.0,109920000.0,861327000.0,0.71,179324000.0,110166000.0,208674000.0,184265000.0,0.0700967514434847,0.0299972974330398,4280949000.0,0.954511665628954,-0.0759493670886077,0.786068473413698,5.7334979551631,0.134842667492537,0.786068473413698,28.4965086867792,4.0,0.115475150376516
4,2020,1,2020-01-31 00:00:00+00:00,7202903000.0,444944000.0,1951429000.0,0.0,1501441000.0,799078000.0,0.0,3048213000.0,3268205000.0,992475000.0,48691000.0,700356000.0,5251474000.0,858518000.0,3513737000.0,-83311000.0,917664000.0,148057000.0,0.0,355352000.0,2055738000.0,150534877.0,0.0,581668000.0,4148827000.0,276850000.0,-55670000.0,-133558000.0,-45850000.0,93480000.0,9820000.0,-2500000.0,192740000.0,0.0,51883000.0,-75388000.0,-28245000.0,-65018000.0,2013000.0,75433000.0,87516000.0,104061000.0,150244000.0,154504000.0,0.0,314283000.0,104061000.0,641513000.0,0.69,0.0,99573000.0,0.0,-4488000.0,553997000.0,0.0,104061000.0,834381000.0,0.67,175006000.0,99573000.0,221599000.0,192868000.0,0.0744212811262145,0.0170404472934578,4154690000.0,0.949259584635785,-0.330097087378641,0.768849003033386,5.54277531312561,0.140200591637106,0.768849003033386,27.599517685194,3.0,0.120163595915153
5,2019,4,2019-10-31 00:00:00+00:00,6405160000.0,430487000.0,1738917000.0,0.0,1302578000.0,553895000.0,0.0,2316284000.0,3164144000.0,563831000.0,45815000.0,728597000.0,4666243000.0,137707000.0,3450553000.0,-92447000.0,429532000.0,141518000.0,0.0,506459000.0,1752453000.0,150286586.0,0.0,120093000.0,4083013000.0,17614000.0,-77785000.0,-117635000.0,143464000.0,-59575000.0,221249000.0,-3245000.0,-3751000.0,0.0,40175000.0,-36605000.0,41846000.0,-70990000.0,-2193000.0,49543000.0,129721000.0,160714000.0,150364000.0,155183000.0,0.0,290503000.0,160714000.0,668338000.0,1.07,0.0,131623000.0,0.0,-29091000.0,538617000.0,0.0,160714000.0,851081000.0,1.03,181166000.0,131623000.0,224594000.0,182743000.0,0.0848485674362203,0.0704317290543617,4088876000.0,0.992275969740701,-0.370588235294118,0.785281306949632,5.66305365403669,0.0294128380193744,0.785281306949632,27.2071919978274,7.0,0.135590056104373
7,2019,3,2019-07-31 00:00:00+00:00,6153408000.0,383078000.0,1617645000.0,0.0,1230222000.0,457390000.0,0.0,2213739000.0,3003430000.0,583289000.0,31022000.0,686780000.0,4535763000.0,141938000.0,3426361000.0,-96653000.0,372566000.0,155108000.0,0.0,471629000.0,1630450000.0,149899115.0,0.0,125285000.0,3933806000.0,16653000.0,-54150000.0,-51965000.0,316313000.0,-264747000.0,370463000.0,2185000.0,-149613000.0,0.0,39452000.0,0.0,55633000.0,-75998000.0,1882000.0,49292000.0,127594000.0,99929000.0,150123000.0,154600000.0,0.0,284804000.0,99929000.0,666338000.0,0.67,0.0,132911000.0,0.0,32982000.0,538744000.0,0.0,99929000.0,852970000.0,0.65,182203000.0,132911000.0,224491000.0,186632000.0,0.100809840820698,0.0939523979305232,3939669000.0,0.992146339967494,0.264150943396226,0.781197462982285,5.69029376857895,0.0318482914510782,0.781197462982285,26.2821364889312,8.0,0.165808155201144
8,2019,2,2019-04-30 00:00:00+00:00,6194223000.0,434613000.0,1643883000.0,0.0,1255229000.0,526691000.0,0.0,2278788000.0,2912811000.0,545861000.0,41650000.0,631161000.0,4550340000.0,291844000.0,3450722000.0,-96720000.0,344176000.0,166329000.0,0.0,365848000.0,1732927000.0,149675824.0,0.0,126152000.0,3909572000.0,165692000.0,-40709000.0,-36533000.0,312111000.0,-275656000.0,352820000.0,4176000.0,-250070000.0,0.0,36914000.0,0.0,38842000.0,-3006000.0,-1789000.0,51011000.0,115502000.0,118210000.0,149712000.0,153904000.0,0.0,290299000.0,118210000.0,645563000.0,0.79,0.0,133917000.0,0.0,15707000.0,530061000.0,0.0,118210000.0,836242000.0,0.77,184928000.0,133917000.0,215003000.0,190679000.0,0.0989319481641631,0.0764717392087906,3915435000.0,0.948616416040606,0.144927536231884,0.771981077247974,5.58702118787066,0.0322674707103489,0.771981077247974,26.1594350734959,9.0,0.169056305588606
9,2019,1,2019-01-31 00:00:00+00:00,6344486000.0,448093000.0,1797630000.0,0.0,1325214000.0,762292000.0,0.0,2559821000.0,2820910000.0,534183000.0,61298000.0,592305000.0,4546856000.0,541870000.0,3477887000.0,-97852000.0,317896000.0,137559000.0,0.0,335341000.0,2025638000.0,149515012.0,0.0,127140000.0,3778802000.0,414730000.0,-29744000.0,-29744000.0,-173763000.0,38086000.0,-144019000.0,0.0,72268000.0,0.0,38460000.0,0.0,-130795000.0,-22827000.0,4882000.0,51830000.0,147414000.0,153514000.0,149288000.0,152661000.0,0.0,271326000.0,153514000.0,627509000.0,1.03,0.0,147055000.0,0.0,-6459000.0,480095000.0,0.0,153514000.0,820401000.0,1.01,198885000.0,147055000.0,198020000.0,192892000.0,0.0983496760816229,0.0662506855760008,3784665000.0,0.887438920478388,-52.5,0.764880832665977,5.48708112333228,0.0336455839707929,0.764880832665977,25.3129431578416,7.0,0.172529652103152
10,2018,4,2018-10-31 00:00:00+00:00,6145974000.0,619003000.0,1543797000.0,0.0,1269721000.0,554217000.0,0.0,2660959000.0,2543688000.0,558544000.0,78048000.0,723115000.0,4602177000.0,469304000.0,3503653000.0,-113177000.0,309310000.0,122407000.0,0.0,578326000.0,2102415000.0,148588107.0,0.0,125535000.0,3479152000.0,343769000.0,-28743000.0,-37615000.0,102175000.0,-104207000.0,130918000.0,-2916000.0,-152178000.0,0.0,37492000.0,-5956000.0,-18164000.0,18107000.0,-7260000.0,58962000.0,61525000.0,254328000.0,149864000.0,154218000.0,0.0,290875000.0,254328000.0,604500000.0,1.7,0.0,52248000.0,0.0,-202080000.0,542975000.0,0.0,254328000.0,795082000.0,1.66,111210000.0,52248000.0,230368000.0,190582000.0,0.074068248438884,0.141303162016755,3485015000.0,0.734296987036337,-3.125,0.760298937719631,5.35091277527346,0.0360820682741082,0.760298937719631,23.4541987939856,6.0,0.132774903794004
12,2018,3,2018-07-31 00:00:00+00:00,5795215000.0,298210000.0,1465583000.0,0.0,1243493000.0,501331000.0,0.0,2631213000.0,2296546000.0,547808000.0,43613000.0,741236000.0,4329632000.0,621558000.0,3533151000.0,-94653000.0,290446000.0,0.0,0.0,449037000.0,2083405000.0,149010904.0,0.0,123750000.0,3158139000.0,497808000.0,-22811000.0,-26112000.0,266355000.0,-83060000.0,289166000.0,-151000.0,97187000.0,0.0,37252000.0,-3150000.0,170395000.0,-118253000.0,-9599000.0,53416000.0,63968000.0,79409000.0,148490000.0,152614000.0,0.0,277402000.0,79409000.0,594333000.0,0.53,0.0,71893000.0,0.0,-7516000.0,530365000.0,0.0,79409000.0,779714000.0,0.52,125309000.0,71893000.0,242289000.0,185381000.0,0.0102808492599316,0.121275962386088,3164002000.0,0.703455641125945,-0.32051282051282,0.762244874402666,5.23259693800663,0.0391844690813166,0.762244874402666,21.2333588688248,7.0,0.0181211189482217
