,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-08-31 00:00:00+00:00,3,2020,0.0,29315285000.0,3442359000.0,-163000.0,1140341000.0,940695000.0,0.0,1978755000.0,0.0,295958000.0,9760165000.0,17671262000.0,0.0,0.0,7180274000.0,312241517.0,17172103000.0,12034940000.0,-38967000.0,-85520000.0,5882000.0,1572285000.0,-22896000.0,-93425000.0,-13756000.0,28658000.0,24307000.0,1586041000.0,0.0,-854112000.0,575196000.0,-917420000.0,666418000.0,4895995000.0,2.13,666418000.0,2.12,856108000.0,0.0,880415000.0,312241517.0,2905000.0,0.0,92661000.0,92661000.0,974259000.0,856108000.0,5870254000.0,0.0,189690000.0,669323000.0,881598000.0,0.0,0.0770443075271651,7.0,17280345000.0,0.33125,18.8003634378961,0.165965390935384,0.418135973211901,0.00225300825090002,55.3428806201963,0.165965390935384,0.137368255714194
1,2020-05-31 00:00:00+00:00,2,2020,0.0,29309025000.0,3442359000.0,-338000.0,1033558000.0,973044000.0,0.0,1408251000.0,0.0,299494000.0,9132714000.0,17947406000.0,0.0,0.0,7495674000.0,312240866.0,16542703000.0,12676401000.0,-38905000.0,-205148000.0,9096000.0,936665000.0,-105000.0,-187221000.0,8838000.0,23286000.0,24050000.0,927827000.0,0.0,-200617000.0,581840000.0,-158766000.0,517406000.0,4546087000.0,1.66,517406000.0,1.65,677885000.0,0.0,701935000.0,312240866.0,-1308000.0,0.0,83451000.0,83451000.0,741286000.0,677885000.0,5287373000.0,0.0,160479000.0,516098000.0,657835000.0,0.0,0.0717305315366237,6.0,16632624000.0,0.267175572519084,16.9336354582106,0.1401993012409,0.453110595046045,-0.049527673565359,53.2685686312438,0.1401993012409,0.131658201394842
2,2020-02-29 00:00:00+00:00,1,2020,0.0,29173699000.0,3442359000.0,452000.0,1180708000.0,946716000.0,0.0,793616000.0,0.0,311817000.0,8654213000.0,18643480000.0,0.0,0.0,8115498000.0,315858513.0,16044599000.0,12980322000.0,-39240000.0,16344000.0,0.0,378134000.0,-295988000.0,13179000.0,-4842000.0,31855000.0,20414000.0,382976000.0,0.0,-521275000.0,-393649000.0,-789804000.0,398452000.0,3989072000.0,1.27,398452000.0,1.27,430781000.0,0.0,451195000.0,315858513.0,-7229000.0,0.0,86847000.0,86847000.0,516265000.0,430781000.0,4505337000.0,0.0,32329000.0,391223000.0,429418000.0,0.0,0.0682996109375336,4.0,16193377000.0,0.716216216216216,14.263782087773,0.114589652228013,0.505808714820483,0.16474702449431,51.267818765423,0.114589652228013,0.128433906767875
3,2019-11-30 00:00:00+00:00,4,2019,0.0,29359511000.0,3442359000.0,498000.0,1069179000.0,1009035000.0,0.0,1210530000.0,0.0,329124000.0,8295001000.0,17776507000.0,0.0,0.0,7776638000.0,317619106.0,15949517000.0,13325681000.0,-12678000.0,-100248000.0,155412000.0,1187533000.0,-103647000.0,58953000.0,3483000.0,21502000.0,28378000.0,1184050000.0,0.0,-722801000.0,398829000.0,-844174000.0,674304000.0,5988038000.0,2.12,674304000.0,2.11,891807000.0,0.0,920185000.0,317619106.0,-3121000.0,0.0,93043000.0,93043000.0,983493000.0,891807000.0,6971531000.0,0.0,217503000.0,671183000.0,890450000.0,0.0,0.0631334615110284,8.0,16033830000.0,-0.155378486055777,21.9493439415449,0.141072742845151,0.487578275881332,0.0793163560249628,50.4813145592067,0.141072742845151,0.120719781082237
5,2019-08-31 00:00:00+00:00,3,2019,0.0,29459447000.0,3442359000.0,407000.0,1092708000.0,1002936000.0,0.0,808643000.0,0.0,295418000.0,7633375000.0,18848170000.0,0.0,0.0,9075016000.0,322146380.0,15371938000.0,13993500000.0,-12899000.0,19452000.0,0.0,760760000.0,-318339000.0,52229000.0,32577000.0,34048000.0,22836000.0,728183000.0,0.0,-406467000.0,48793000.0,-731619000.0,513366000.0,5116086000.0,1.6,513366000.0,1.59,667806000.0,0.0,690642000.0,322146380.0,-723000.0,0.0,92615000.0,92615000.0,740972000.0,667806000.0,5857058000.0,0.0,154440000.0,512643000.0,648357000.0,0.0,0.0677524719312153,5.0,15465947000.0,0.167883211678832,18.1813559413581,0.126509247475439,0.590362516424409,0.0325230067717113,48.0090665616047,0.126509247475439,0.131613319363065
6,2019-05-31 00:00:00+00:00,2,2019,0.0,29583064000.0,3442359000.0,227000.0,1067984000.0,983683000.0,0.0,812365000.0,0.0,303595000.0,7132908000.0,18774488000.0,0.0,0.0,9390941000.0,323174325.0,15159304000.0,14336529000.0,-13017000.0,6842000.0,0.0,78372000.0,-52059000.0,-13598000.0,-16161000.0,14491000.0,22624000.0,94533000.0,0.0,-46393000.0,-41518000.0,-122453000.0,421472000.0,4887168000.0,1.31,421472000.0,1.3,562002000.0,0.0,584626000.0,323174325.0,-2603000.0,0.0,76113000.0,76113000.0,675722000.0,562002000.0,5562890000.0,0.0,140530000.0,418869000.0,599609000.0,0.0,0.0663517592536051,4.0,15246535000.0,0.378947368421053,17.2132795512143,0.121469595839573,0.619483651756044,0.019019571314554,47.1774327988463,0.121469595839573,0.130515833345984
7,2019-02-28 00:00:00+00:00,1,2019,0.0,28749926000.0,3442359000.0,-158000.0,1025286000.0,924056000.0,0.0,865426000.0,0.0,222579000.0,6724242000.0,18208798000.0,0.0,0.0,9256423000.0,324197873.0,14786814000.0,13856231000.0,-12860000.0,-96908000.0,42236000.0,-551818000.0,-48536000.0,-77988000.0,-27395000.0,16899000.0,18362000.0,-524423000.0,0.0,133814000.0,-533389000.0,69022000.0,239910000.0,3465974000.0,0.74,239910000.0,0.74,319610000.0,0.0,337972000.0,324197873.0,-486000.0,0.0,79343000.0,79343000.0,402108000.0,319610000.0,3868082000.0,0.0,79700000.0,239424000.0,322765000.0,0.0,0.0631653042051242,3.0,14893695000.0,0.39622641509434,11.9312380559634,0.103955397015885,0.625991711263833,0.297669645406203,45.9401379231134,0.103955397015885,0.126300970689123
8,2018-11-30 00:00:00+00:00,4,2018,0.0,28566181000.0,3442359000.0,-366000.0,1154782000.0,870201000.0,0.0,1350206000.0,0.0,236841000.0,6487650000.0,17068704000.0,0.0,0.0,8543868000.0,330285218.0,14581535000.0,13883224000.0,-13174000.0,279869000.0,160438000.0,946419000.0,-250471000.0,424920000.0,-18911000.0,17017000.0,24467000.0,965330000.0,0.0,-610541000.0,512434000.0,-877816000.0,796148000.0,5576954000.0,2.51,796148000.0,2.5,1034449000.0,0.0,1058916000.0,330285218.0,2079000.0,0.0,107781000.0,94863000.0,882256000.0,1034449000.0,6459210000.0,0.0,238301000.0,798227000.0,774475000.0,0.0,0.0599494613856062,6.0,14682957000.0,0.945736434108527,19.5564610463433,0.13658883981168,0.585937488748613,0.706271897302625,44.4553864351265,0.13658883981168,0.122740012483672
10,2018-08-31 00:00:00+00:00,3,2018,0.0,28289395000.0,3457999000.0,-615000.0,956597000.0,997488000.0,0.0,845015000.0,0.0,170658000.0,5704676000.0,17569072000.0,0.0,0.0,9407987000.0,329478658.0,14032016000.0,14173215000.0,-13205000.0,-303889000.0,251848000.0,684345000.0,-20959000.0,-67560000.0,-22558000.0,21918000.0,25284000.0,706903000.0,0.0,-678267000.0,-112809000.0,-752152000.0,453211000.0,4993486000.0,1.37,453211000.0,1.37,551509000.0,0.0,576793000.0,329478658.0,14409000.0,0.0,108338000.0,96346000.0,679083000.0,551509000.0,5672569000.0,0.0,98298000.0,467620000.0,570745000.0,0.0,0.0468122766920494,4.0,14116180000.0,0.317307692307692,17.2168025523523,0.119713484313721,0.670465811897592,0.739264369874253,42.8439890027718,0.119713484313721,0.0996176542438929
11,2018-05-31 00:00:00+00:00,2,2018,0.0,28351109000.0,3451994000.0,-339000.0,844883000.0,960676000.0,0.0,949262000.0,0.0,193984000.0,5264674000.0,17394994000.0,0.0,0.0,9985615000.0,325684489.0,13591311000.0,14652239000.0,-13163000.0,47475000.0,-1193000.0,179738000.0,13000.0,52678000.0,4695000.0,15954000.0,21860000.0,175043000.0,0.0,-95722000.0,112137000.0,-115584000.0,310257000.0,4968942000.0,0.95,310257000.0,0.94,386218000.0,0.0,408078000.0,325684489.0,4592000.0,0.0,108790000.0,84915000.0,490119000.0,386218000.0,5459061000.0,0.0,75961000.0,314849000.0,381329000.0,0.0,0.0437152441044524,4.0,13698870000.0,0.0674157303370786,16.7618083893458,0.0897808249440701,0.734705798432543,0.673587292283129,42.0617820703153,0.0897808249440701,0.0955565814610097
