,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,3027700000.0,2200600000.0,824300000.0,350900000.0,1906700000.0,200000.0,0.0,1121000000.0,1711500000.0,289600000.0,1023400000.0,0.0,293700000.0,1428900000.0,0.0,0.0,191100000.0,430800000.0,0.0,92233434.0,0.0,1284400000.0,-206800000.0,489100000.0,1429100000.0,0.0,0.0,-1400000.0,0.0,-30100000.0,126500000.0,-8900000.0,0.0,0.0,161400000.0,-8700000.0,152500000.0,20600000.0,3900000.0,-29600000.0,160400000.0,1.59,0.0,156200000.0,146900000.0,172600000.0,728400000.0,92300000.0,1.58,12900000.0,146900000.0,0.0,193200000.0,0.0,0.0,409200000.0,146900000.0,319200000.0,92700000.0,158800000.0,12800000.0,159700000.0,7.0,-0.0265936121876252,0.438220757825371,2.29196483336741,827100000.0,0.438220757825371,7.89735314419715,0.127659574468085,1.73347082372922,0.42041456192301,8.96746401093556,0.104155698442153
1,2020,2,2020-06-30 00:00:00+00:00,2833900000.0,2153900000.0,677500000.0,329200000.0,1856800000.0,800000.0,0.0,977100000.0,1690200000.0,293600000.0,906000000.0,0.0,292500000.0,1428500000.0,0.0,0.0,195500000.0,304300000.0,0.0,92220228.0,0.0,1266600000.0,-231000000.0,463700000.0,1429300000.0,0.0,0.0,-5200000.0,0.0,-32400000.0,55600000.0,-12600000.0,0.0,0.0,97200000.0,-11800000.0,84600000.0,19900000.0,2600000.0,-29700000.0,96500000.0,0.8,0.0,150100000.0,73700000.0,100900000.0,589500000.0,92300000.0,0.8,13000000.0,73700000.0,0.0,120800000.0,0.0,0.0,342900000.0,73700000.0,246600000.0,92700000.0,150100000.0,14200000.0,87900000.0,5.0,-0.19379102844639,0.418320610687023,2.10718136726332,680000000.0,0.418320610687023,6.39230690255938,-0.316239316239316,2.10848708487085,0.419449326303456,7.37365342449598,0.10027835647135
2,2020,1,2020-03-31 00:00:00+00:00,2757700000.0,2143900000.0,611300000.0,343100000.0,1835700000.0,3400000.0,0.0,922000000.0,1687200000.0,275500000.0,861800000.0,0.0,289200000.0,1428000000.0,0.0,0.0,198700000.0,248700000.0,0.0,92600522.0,0.0,1258300000.0,-251400000.0,456700000.0,1431400000.0,0.0,0.0,6400000.0,-94100000.0,-116800000.0,-110000000.0,-11800000.0,0.0,0.0,30800000.0,-18800000.0,19000000.0,19800000.0,-5200000.0,-29000000.0,28900000.0,0.0,0.0,167900000.0,400000.0,24800000.0,674700000.0,92700000.0,0.0,12900000.0,400000.0,100000.0,44600000.0,0.0,0.0,381600000.0,500000.0,293100000.0,93300000.0,264200000.0,11500000.0,11900000.0,5.0,0.0300763358778626,0.434415295686972,2.01883074228159,613800000.0,0.434415295686972,7.28613603279688,-1.0,2.33600523474562,0.474541301304252,6.62847235353598,0.112591349347879
3,2019,4,2019-12-31 00:00:00+00:00,2967200000.0,2206800000.0,757400000.0,329800000.0,1965400000.0,100000.0,0.0,1001800000.0,1699800000.0,269900000.0,975100000.0,0.0,291400000.0,1427600000.0,0.0,0.0,221000000.0,358700000.0,0.0,92916555.0,0.0,1384200000.0,-218600000.0,507000000.0,1427700000.0,0.0,20400000.0,-1000000.0,-39800000.0,-67800000.0,122400000.0,-16200000.0,0.0,300000.0,208800000.0,-21600000.0,192600000.0,20400000.0,3000000.0,-25100000.0,143300000.0,0.87,0.0,175900000.0,80700000.0,111000000.0,719500000.0,92916555.0,0.86,13300000.0,80700000.0,0.0,131400000.0,0.0,0.0,400300000.0,80700000.0,319200000.0,93300000.0,175900000.0,17000000.0,97700000.0,7.0,0.0243451025056947,0.443641417651147,1.97593688362919,760400000.0,0.443641417651147,7.74350706394571,-0.378571428571429,1.8848692896752,0.587298107140247,8.18368696514846,0.139967080913026
5,2019,3,2019-09-30 00:00:00+00:00,2865400000.0,2178200000.0,685000000.0,367500000.0,1932300000.0,100000.0,0.0,933100000.0,1687000000.0,293900000.0,957100000.0,0.0,281900000.0,1427000000.0,0.0,0.0,208800000.0,236300000.0,0.0,93376344.0,0.0,1372100000.0,-273000000.0,491200000.0,1427100000.0,0.0,0.0,-3200000.0,-46100000.0,-73800000.0,75100000.0,-20100000.0,0.0,0.0,172400000.0,-19800000.0,152300000.0,21200000.0,-3700000.0,-25000000.0,168100000.0,1.41,0.0,167400000.0,131600000.0,166000000.0,748300000.0,93300000.0,1.4,15600000.0,131600000.0,100000.0,187200000.0,0.0,0.0,412800000.0,131700000.0,335500000.0,94000000.0,167400000.0,18800000.0,150400000.0,8.0,0.0517217146872804,0.448349592409461,1.8996335504886,687200000.0,0.448349592409461,8.01380700876445,0.155737704918033,2.08321167883212,0.690289711808988,7.35946569079638,0.160307972134173
6,2019,2,2019-06-30 00:00:00+00:00,2849300000.0,2185700000.0,660500000.0,380000000.0,1966100000.0,35100000.0,0.0,883200000.0,1668600000.0,304700000.0,892700000.0,0.0,281700000.0,1393100000.0,0.0,0.0,206500000.0,161200000.0,0.0,93945706.0,0.0,1411700000.0,-233100000.0,517100000.0,1428200000.0,0.0,0.0,-17800000.0,-69800000.0,-101400000.0,600000.0,-17000000.0,0.0,0.0,119600000.0,-18500000.0,102600000.0,20700000.0,900000.0,-25300000.0,145700000.0,1.17,0.0,175000000.0,109300000.0,144900000.0,731200000.0,93800000.0,1.16,13400000.0,109300000.0,100000.0,165600000.0,0.0,0.0,410500000.0,109400000.0,320700000.0,94500000.0,175000000.0,22200000.0,131500000.0,7.0,0.0376046544628921,0.43859409190372,1.70798684973893,663600000.0,0.43859409190372,7.78321895840561,-0.025,2.10915972747918,0.689666024153259,7.06365440481122,0.156670002859594
7,2019,1,2019-03-31 00:00:00+00:00,2800800000.0,2163400000.0,633700000.0,359600000.0,1950600000.0,35100000.0,0.0,850200000.0,1678000000.0,296800000.0,871600000.0,0.0,275100000.0,1401300000.0,0.0,0.0,198300000.0,160600000.0,0.0,94458335.0,0.0,1415000000.0,-238800000.0,485400000.0,1436400000.0,0.0,0.0,-18000000.0,-63800000.0,-99200000.0,-130000000.0,-12300000.0,0.0,-4600000.0,-12600000.0,-17700000.0,-24900000.0,20700000.0,-500000.0,-25200000.0,108000000.0,0.85,0.0,168900000.0,80200000.0,109000000.0,655000000.0,94500000.0,0.84,13700000.0,80200000.0,100000.0,129700000.0,0.0,0.0,378100000.0,80300000.0,276900000.0,95100000.0,168900000.0,15100000.0,95300000.0,3.0,0.0683412167672484,0.422748091603053,1.75154511742892,637400000.0,0.422748091603053,6.93427424906442,0.118421052631579,2.21129872179265,0.7420003350645,6.74794871199032,0.161453776611257
8,2018,4,2018-12-31 00:00:00+00:00,2810200000.0,2156200000.0,651000000.0,324900000.0,1878600000.0,35300000.0,0.0,931600000.0,1635400000.0,280300000.0,873600000.0,100000000.0,276700000.0,1409500000.0,0.0,136100000.0,235000000.0,290600000.0,0.0,95055763.0,0.0,1430100000.0,-223500000.0,520800000.0,1444800000.0,0.0,19600000.0,-17400000.0,-34100000.0,-66500000.0,94100000.0,-17300000.0,-14300000.0,-300000.0,197400000.0,-35100000.0,180100000.0,20400000.0,-1700000.0,-19800000.0,141400000.0,1.4,0.0,159100000.0,132800000.0,140800000.0,702400000.0,95055763.0,1.39,13700000.0,132800000.0,100000.0,161200000.0,0.0,0.0,401900000.0,132900000.0,300500000.0,95100000.0,159100000.0,-5700000.0,127100000.0,5.0,0.127266891349703,0.427818906605923,1.78878648233487,654000000.0,0.427818906605923,7.38934681950846,13.0,2.16513056835637,0.787184940495045,6.88017201019153,0.161072582661272
10,2018,3,2018-09-30 00:00:00+00:00,2730100000.0,2131100000.0,596900000.0,361400000.0,1856800000.0,35000000.0,0.0,873300000.0,1644200000.0,278300000.0,771900000.0,0.0,273300000.0,1417700000.0,0.0,0.0,208000000.0,196500000.0,0.0,95003313.0,0.0,1436400000.0,-188200000.0,486900000.0,1452700000.0,0.0,0.0,-18000000.0,0.0,-26500000.0,6900000.0,-10900000.0,0.0,-95300000.0,141700000.0,-107400000.0,130800000.0,20300000.0,-900000.0,-19900000.0,142300000.0,1.22,0.0,167100000.0,116000000.0,144100000.0,711500000.0,95100000.0,1.21,14000000.0,116000000.0,100000.0,164400000.0,0.0,0.0,402100000.0,116100000.0,309400000.0,95800000.0,167100000.0,14100000.0,130100000.0,6.0,0.167541844437151,0.434855938158819,1.7935921133703,599000000.0,0.434855938158819,7.48921250777854,0.284210526315789,2.37510470765622,0.635960214231064,6.30504327780653,0.118383197713613
11,2018,2,2018-06-30 00:00:00+00:00,2631700000.0,2123000000.0,506000000.0,366000000.0,1779200000.0,35200000.0,0.0,852500000.0,1649900000.0,265400000.0,675800000.0,0.0,272500000.0,1425900000.0,0.0,0.0,210200000.0,189600000.0,0.0,94959392.0,0.0,1373400000.0,-175900000.0,473100000.0,1461100000.0,0.0,0.0,-99200000.0,0.0,-69500000.0,37800000.0,-12200000.0,0.0,-4200000.0,128800000.0,-16400000.0,116600000.0,23000000.0,-5100000.0,-20000000.0,143400000.0,1.2,0.0,162200000.0,113900000.0,144900000.0,704700000.0,95000000.0,1.19,13400000.0,113900000.0,100000.0,167900000.0,0.0,0.0,399100000.0,114000000.0,305600000.0,95600000.0,162200000.0,17600000.0,131500000.0,6.0,0.123923444976077,0.4336597133532,1.80194462058761,508700000.0,0.4336597133532,7.42106689141396,0.0810810810810809,2.81798418972332,0.659810492257915,5.357026717273,0.111424417753754
