,year,quarter,date,statementData.balanceSheet.equity,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.acctRec,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.shareswa,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.ebt,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.taxExp,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,2,2020-09-26 00:00:00+00:00,2544100000.0,434100000.0,288700000.0,284500000.0,-99500000.0,1553700000.0,887000000.0,73044681.0,3653800000.0,0.0,5827200000.0,317700000.0,2012000000.0,2327800000.0,0.0,434100000.0,3091000000.0,7751600000.0,0.0,1066100000.0,414000000.0,3844500000.0,5207500000.0,3907100000.0,3408700000.0,354000000.0,-305800000.0,-439100000.0,-173800000.0,0.0,-500000.0,61500000.0,19500000.0,57600000.0,16000000.0,25000000.0,-1600000.0,-206900000.0,-304100000.0,-32600000.0,394100000.0,819700000.0,73500000.0,-39100000.0,12800000.0,0.0,73500000.0,-39100000.0,-0.53,-0.53,-16300000.0,-29100000.0,799400000.0,45200000.0,10000000.0,0.0,0.0,-39100000.0,1193500000.0,-20300000.0,628200000.0,0.0,5.0,-0.30049232211933,0.669794721407625,2.51470682886014,2544100000.0,0.669794721407625,16.3393142890172,-1.22362869198312,1.21496796509571,-0.0299563671029956,34.8293669733461,-0.0108148177564217
1,2021,1,2020-06-27 00:00:00+00:00,2555500000.0,259300000.0,295300000.0,144200000.0,-109300000.0,1486900000.0,773200000.0,72658511.0,3698000000.0,0.0,5866300000.0,614600000.0,2451300000.0,2409900000.0,0.0,259300000.0,3147800000.0,7740400000.0,0.0,1058000000.0,373400000.0,3883400000.0,5184900000.0,3857000000.0,3762400000.0,108700000.0,673100000.0,831100000.0,242000000.0,-49800000.0,0.0,63700000.0,15100000.0,-70300000.0,7600000.0,-91600000.0,-33900000.0,220700000.0,765300000.0,-21300000.0,138800000.0,516700000.0,73100000.0,-127700000.0,9600000.0,0.0,73100000.0,-127700000.0,-1.75,-1.75,-163000000.0,-172600000.0,348700000.0,-99300000.0,-44900000.0,0.0,0.0,-127700000.0,487500000.0,-168000000.0,507600000.0,0.0,5.0,-0.658804591265397,0.715282051282051,2.59398749075257,2555500000.0,0.715282051282051,6.70946862646277,-2.16666666666667,1.23177460379573,0.0494737868726006,35.171378615232,0.0187912321053925
2,2020,4,2020-03-28 00:00:00+00:00,2693100000.0,495900000.0,286700000.0,246800000.0,-118200000.0,2092000000.0,736200000.0,73743091.0,2494800000.0,0.0,5994000000.0,1063000000.0,1620400000.0,2491100000.0,0.0,495900000.0,1964700000.0,7279900000.0,0.0,1056500000.0,330000000.0,3904700000.0,4586800000.0,3375200000.0,3027700000.0,277100000.0,268600000.0,540400000.0,330500000.0,-50700000.0,0.0,68500000.0,27700000.0,6600000.0,-11000000.0,-47700000.0,-152700000.0,276200000.0,472000000.0,-54300000.0,679700000.0,878200000.0,73700000.0,-249000000.0,4800000.0,0.0,75100000.0,-249000000.0,-3.21,-3.15,-282400000.0,-287200000.0,594400000.0,-213900000.0,-38200000.0,0.0,0.0,-249000000.0,1274100000.0,-283800000.0,852200000.0,0.0,4.0,-0.153815501095836,0.466525390471705,1.61338432122371,2693100000.0,0.466525390471705,17.2775507877748,-8.46511627906977,0.729531023727303,0.130981595092025,36.5200314155532,0.0524677452385828
4,2020,3,2019-12-28 00:00:00+00:00,3116500000.0,828500000.0,272400000.0,267600000.0,-118600000.0,1775400000.0,904600000.0,74616412.0,2554000000.0,0.0,6292800000.0,585600000.0,1079900000.0,2601600000.0,0.0,828500000.0,2033800000.0,7445900000.0,0.0,1063300000.0,272900000.0,3997000000.0,4329400000.0,3448900000.0,2619400000.0,349400000.0,-153800000.0,526100000.0,215700000.0,-51300000.0,0.0,68200000.0,22100000.0,543900000.0,5700000.0,458500000.0,-99400000.0,130300000.0,-2900000.0,-85400000.0,661600000.0,864700000.0,74700000.0,334100000.0,4200000.0,0.0,75800000.0,334100000.0,4.47,4.41,234600000.0,230400000.0,1089100000.0,302800000.0,-103700000.0,0.0,0.0,334100000.0,1750700000.0,224400000.0,843300000.0,0.0,6.0,0.0144280913199675,0.622094019535043,1.94260448349668,3116500000.0,0.622094019535043,23.4626666315716,1.98,0.652591047649607,0.215699791566978,41.7669506810378,0.0951185405333877
5,2020,2,2019-09-28 00:00:00+00:00,2913600000.0,1041400000.0,272500000.0,350300000.0,-115400000.0,1736000000.0,1012500000.0,77221531.0,2578900000.0,0.0,6009400000.0,570500000.0,548100000.0,2578100000.0,0.0,1041400000.0,2047400000.0,7228500000.0,0.0,1066100000.0,131200000.0,3841800000.0,4314900000.0,3386700000.0,2617900000.0,483200000.0,-308200000.0,-128100000.0,269600000.0,-53100000.0,0.0,66600000.0,27800000.0,6700000.0,-15000000.0,-74500000.0,-251600000.0,188400000.0,-2800000.0,-81200000.0,657200000.0,815900000.0,76700000.0,182100000.0,4400000.0,0.0,77900000.0,182100000.0,2.37,2.34,241000000.0,236600000.0,1049000000.0,307600000.0,54500000.0,0.0,0.0,182100000.0,1706200000.0,233100000.0,795300000.0,0.0,4.0,0.00904843574427816,0.614816551400774,1.95086405529954,2913600000.0,0.614816551400774,22.0948740319588,0.133971291866029,0.7027045579352,0.143481201511836,37.7304096703289,0.0677716390423573
6,2020,1,2019-06-29 00:00:00+00:00,3012800000.0,1280700000.0,269900000.0,351500000.0,-109200000.0,1591000000.0,988600000.0,78073657.0,2739900000.0,0.0,5878600000.0,293800000.0,648400000.0,2402800000.0,0.0,1280700000.0,2176000000.0,7343700000.0,0.0,1083500000.0,127300000.0,3689600000.0,4330900000.0,3654100000.0,2469800000.0,290700000.0,-244800000.0,64900000.0,134900000.0,-48800000.0,900000.0,66200000.0,23000000.0,197400000.0,5100000.0,168800000.0,-191100000.0,107200000.0,-4900000.0,-28600000.0,508000000.0,777500000.0,78200000.0,117100000.0,4200000.0,0.0,79900000.0,117100000.0,1.5,1.47,150800000.0,146600000.0,920800000.0,217000000.0,29500000.0,0.0,0.0,117100000.0,1428800000.0,143300000.0,746700000.0,0.0,5.0,0.0274701567668632,0.644456886898096,2.29673161533627,3012800000.0,0.644456886898096,18.3006670226809,0.12781954887218,0.722251725969198,0.133883301946492,38.5892004520808,0.0687710503642203
7,2019,4,2019-03-30 00:00:00+00:00,3287200000.0,1403400000.0,254900000.0,202300000.0,-103400000.0,1200100000.0,817800000.0,78621952.0,1455500000.0,0.0,5979100000.0,0.0,584100000.0,1039200000.0,0.0,1403400000.0,689100000.0,5942800000.0,0.0,1083300000.0,99100000.0,2348000000.0,2655600000.0,3594800000.0,689100000.0,398100000.0,-124600000.0,-97000000.0,-20700000.0,-49100000.0,0.0,69300000.0,23300000.0,100700000.0,-3900000.0,52200000.0,-70700000.0,-69200000.0,-4800000.0,-48500000.0,604200000.0,873600000.0,79100000.0,31600000.0,5100000.0,0.0,79900000.0,31600000.0,0.43,0.42,40400000.0,35300000.0,901500000.0,109700000.0,3700000.0,0.0,0.0,31600000.0,1505700000.0,27900000.0,809400000.0,0.0,5.0,-0.0153675124247973,0.59872484558677,2.99541704857929,3287200000.0,0.59872484558677,19.1511398750313,-0.14,0.209631297152592,0.127446558366176,41.8102058824487,0.0711478766263787
9,2019,3,2018-12-29 00:00:00+00:00,3353900000.0,1382500000.0,308300000.0,169100000.0,-101300000.0,1273700000.0,914500000.0,80438149.0,1464400000.0,0.0,5996300000.0,0.0,680500000.0,1079300000.0,0.0,1382500000.0,686800000.0,6092000000.0,0.0,1094300000.0,110900000.0,2395600000.0,2738100000.0,3696400000.0,686800000.0,304000000.0,-262600000.0,127000000.0,-41200000.0,-50300000.0,0.0,72000000.0,22500000.0,470100000.0,-3200000.0,434000000.0,-208000000.0,-77300000.0,-4300000.0,-36100000.0,666300000.0,865700000.0,80200000.0,120000000.0,5200000.0,0.0,81200000.0,120000000.0,1.5,1.48,204700000.0,199500000.0,1059500000.0,276700000.0,79500000.0,0.0,0.0,120000000.0,1725800000.0,193800000.0,823400000.0,0.0,8.0,0.0511633572907784,0.613918182871712,2.9020962550051,3353900000.0,0.613918182871712,21.4549939482073,-2.5,0.204776528817198,0.128695880767911,41.695390081639,0.0721523288613409
10,2019,2,2018-09-29 00:00:00+00:00,3462000000.0,1319500000.0,247600000.0,202100000.0,-107800000.0,1241100000.0,994600000.0,81130116.0,1452400000.0,0.0,5925400000.0,0.0,553100000.0,1130500000.0,0.0,1319500000.0,683900000.0,6155500000.0,0.0,1103600000.0,102500000.0,2462000000.0,2693500000.0,3693500000.0,683900000.0,432300000.0,-54100000.0,20700000.0,145100000.0,-50700000.0,0.0,69700000.0,21300000.0,-17600000.0,-1900000.0,-68400000.0,-93900000.0,94300000.0,93300000.0,-50800000.0,661600000.0,819300000.0,81300000.0,170300000.0,6000000.0,0.0,82300000.0,170300000.0,2.09,2.07,220800000.0,214800000.0,1029300000.0,290500000.0,44500000.0,0.0,0.0,170300000.0,1690900000.0,210000000.0,793600000.0,0.0,5.0,0.0160437447422186,0.608729079188598,2.97598904197889,3462000000.0,0.608729079188598,20.8418289454929,0.1875,0.197544771808203,0.0694797023545414,42.6721933936345,0.0389351529158565
11,2019,1,2018-06-30 00:00:00+00:00,3421000000.0,1487700000.0,248000000.0,202700000.0,-101400000.0,1563700000.0,890000000.0,81554627.0,1050600000.0,0.0,5805400000.0,299000000.0,532300000.0,1141700000.0,0.0,1487700000.0,288000000.0,6035300000.0,0.0,1110100000.0,108000000.0,2485200000.0,2614300000.0,3550100000.0,587000000.0,260000000.0,-164400000.0,-779700000.0,-780300000.0,-40600000.0,-4500000.0,70300000.0,21500000.0,230600000.0,-18800000.0,188300000.0,-108200000.0,-827100000.0,-15600000.0,-42300000.0,494900000.0,765600000.0,81900000.0,109000000.0,4400000.0,0.0,83300000.0,109000000.0,1.33,1.31,137300000.0,132900000.0,895700000.0,207600000.0,23900000.0,0.0,0.0,109000000.0,1390600000.0,130100000.0,741900000.0,0.0,7.0,0.0322915893400639,0.644110455918309,2.27032039393746,3421000000.0,0.644110455918309,17.0511478153165,0.821917808219178,0.08418591055247,0.0615563045920771,41.947344078957,0.0347948651760435
