,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,0.0,60871200000.0,3243500000.0,-77900000.0,0.0,98328700000.0,0.0,1055400000.0,281300000.0,0.0,1589100000.0,0.0,0.0,49636500000.0,2249300000.0,424777066.0,7831500000.0,53039700000.0,-75700000.0,181100000.0,0.0,312800000.0,-100000.0,165600000.0,-19500000.0,6100000.0,10900000.0,332300000.0,0.0,-544700000.0,-423900000.0,-921800000.0,141100000.0,0.0,0.34,144600000.0,0.34,172100000.0,0.0,183000000.0,424777066.0,0.0,3500000.0,293600000.0,239700000.0,465700000.0,172100000.0,465700000.0,0.0,27500000.0,144600000.0,172100000.0,0.0,0.00808934400424185,4.0,7831500000.0,0.0,1.09633979156492,1.0,0.287211900657601,0.0420675766390692,18.4367298210022,1.0,0.0624552246443557
1,2020,2,2020-06-30 00:00:00+00:00,0.0,61509700000.0,3253700000.0,-73900000.0,0.0,53282700000.0,0.0,1479300000.0,285700000.0,0.0,1524600000.0,0.0,0.0,49934300000.0,2796300000.0,424657609.0,7763000000.0,53746700000.0,-75500000.0,-858500000.0,0.0,94800000.0,0.0,-858200000.0,-5600000.0,6800000.0,10600000.0,100400000.0,0.0,-4129000000.0,227400000.0,985200000.0,86400000.0,0.0,0.21,89900000.0,0.21,110400000.0,0.0,121000000.0,424657609.0,0.0,3500000.0,304000000.0,241500000.0,414400000.0,110400000.0,414400000.0,0.0,20500000.0,89900000.0,110400000.0,0.0,0.0082319954119566,4.0,7763000000.0,-0.363636363636364,0.975844989510126,1.0,0.360208682210486,-0.072515666965085,18.2806096852488,1.0,0.0626439489112228
2,2020,1,2020-03-31 00:00:00+00:00,0.0,60433300000.0,3264000000.0,-92700000.0,0.0,52513000000.0,0.0,1251900000.0,300800000.0,0.0,1514500000.0,0.0,0.0,44741100000.0,6923400000.0,433739103.0,7725500000.0,52707800000.0,-77300000.0,-1278400000.0,0.0,204200000.0,-305100000.0,-1286700000.0,-11600000.0,7100000.0,11200000.0,215800000.0,0.0,756100000.0,450900000.0,1521800000.0,126900000.0,0.0,0.3,130400000.0,0.3,166200000.0,0.0,177400000.0,433739103.0,0.0,3500000.0,320100000.0,263400000.0,486300000.0,166200000.0,486300000.0,0.0,35800000.0,130400000.0,166200000.0,0.0,0.00937510944362677,3.0,7725500000.0,0.0,1.12118090491832,1.0,0.896175004854055,0.152916073968706,17.8113984802518,1.0,0.0699506861063465
3,2019,4,2019-12-31 00:00:00+00:00,0.0,58589800000.0,3274600000.0,-166900000.0,0.0,95246800000.0,0.0,801000000.0,305500000.0,0.0,1512800000.0,0.0,0.0,43589500000.0,6147600000.0,399365374.0,7947200000.0,50642600000.0,-69900000.0,-195800000.0,470700000.0,221100000.0,8600000.0,266000000.0,-13400000.0,6400000.0,12700000.0,234500000.0,0.0,-14200000.0,8000000.0,-492500000.0,133800000.0,0.0,0.31,137400000.0,0.31,173900000.0,0.0,186600000.0,399365374.0,0.0,3600000.0,325700000.0,253200000.0,499600000.0,173900000.0,499600000.0,0.0,36500000.0,137400000.0,173900000.0,0.0,0.00962467201581929,4.0,7947200000.0,-0.114285714285714,1.25098476864947,1.0,0.773555466076102,0.214094775212637,19.8995719643937,1.0,0.0704393413879834
5,2019,3,2019-09-30 00:00:00+00:00,0.0,52071800000.0,3064900000.0,-182300000.0,0.0,45695400000.0,0.0,793000000.0,258500000.0,0.0,1449300000.0,0.0,0.0,38573500000.0,5544800000.0,398735599.0,7130700000.0,44941100000.0,-69900000.0,-292100000.0,0.0,38300000.0,3400000.0,-315600000.0,-24200000.0,7300000.0,9800000.0,62500000.0,0.0,1229200000.0,12300000.0,265400000.0,131600000.0,0.0,0.34,135100000.0,0.33,165500000.0,0.0,175300000.0,398735599.0,0.0,3500000.0,281400000.0,226800000.0,446900000.0,165500000.0,446900000.0,0.0,30400000.0,135100000.0,165500000.0,0.0,0.0100529140278519,3.0,7130700000.0,0.0303030303030303,1.12079282893424,1.0,0.777595467485661,0.144430217669654,17.8832790899114,1.0,0.0734377286696912
6,2019,2,2019-06-30 00:00:00+00:00,0.0,51622500000.0,3072900000.0,-193000000.0,0.0,45416000000.0,0.0,780700000.0,261000000.0,0.0,1388100000.0,0.0,0.0,39467300000.0,4311100000.0,398360442.0,7046200000.0,44576300000.0,-69800000.0,-108400000.0,108700000.0,-60500000.0,2400000.0,-20700000.0,-25800000.0,5000000.0,9700000.0,-34700000.0,0.0,-154300000.0,166200000.0,221600000.0,129700000.0,0.0,0.33,133200000.0,0.33,168400000.0,0.0,178100000.0,398360442.0,0.0,3500000.0,278400000.0,230600000.0,446800000.0,168400000.0,446800000.0,0.0,35200000.0,133200000.0,168400000.0,0.0,0.0100915426217461,4.0,7046200000.0,0.0645161290322582,1.12159730960435,1.0,0.611833328602651,0.146817248459959,17.6880012599243,1.0,0.0739596792073455
7,2019,1,2019-03-31 00:00:00+00:00,0.0,48091900000.0,2896500000.0,-224600000.0,0.0,42457600000.0,0.0,614500000.0,255800000.0,0.0,1328600000.0,0.0,0.0,36900900000.0,3761200000.0,377616658.0,6621200000.0,41470700000.0,-65200000.0,-182000000.0,-60000000.0,-25800000.0,5200000.0,-240200000.0,-4300000.0,6500000.0,9500000.0,-21500000.0,0.0,-734200000.0,-317500000.0,-55800000.0,111100000.0,0.0,0.3,114600000.0,0.3,144600000.0,0.0,154100000.0,377616658.0,0.0,3500000.0,277200000.0,219700000.0,421800000.0,144600000.0,421800000.0,0.0,30000000.0,114600000.0,144600000.0,0.0,0.00997850841117649,3.0,6621200000.0,-0.0322580645161291,1.11700580751393,1.0,0.568054129160877,0.107668067226891,17.5341840984144,1.0,0.0736701553517602
8,2018,4,2018-12-31 00:00:00+00:00,0.0,47877300000.0,2865700000.0,-256800000.0,0.0,42253700000.0,0.0,932000000.0,267300000.0,0.0,1284800000.0,0.0,0.0,36159000000.0,4489200000.0,377364168.0,6533900000.0,41343400000.0,-65000000.0,79800000.0,42000000.0,90200000.0,600000.0,83700000.0,-39300000.0,7500000.0,9500000.0,129500000.0,0.0,-293000000.0,394000000.0,180800000.0,129400000.0,0.0,0.35,133000000.0,0.35,148800000.0,0.0,158300000.0,377364168.0,0.0,3600000.0,262700000.0,217500000.0,411500000.0,148800000.0,411500000.0,0.0,15800000.0,133000000.0,148800000.0,0.0,0.0100506128051227,6.0,6533900000.0,0.129032258064516,1.09045859383236,1.0,0.687062856793033,0.105588393336916,17.3145744987638,1.0,0.0749221280194731
10,2018,3,2018-09-30 00:00:00+00:00,0.0,44133200000.0,2568900000.0,-270800000.0,0.0,39361100000.0,0.0,538000000.0,243800000.0,0.0,1220900000.0,0.0,0.0,33210200000.0,4277600000.0,348637353.0,5958900000.0,38174300000.0,-60100000.0,207800000.0,0.0,169800000.0,9300000.0,195600000.0,-15800000.0,4900000.0,8800000.0,185600000.0,0.0,-1246700000.0,-177800000.0,-559000000.0,113500000.0,0.0,0.33,117000000.0,0.33,149200000.0,0.0,158000000.0,348637353.0,0.0,3500000.0,241300000.0,194300000.0,390500000.0,149200000.0,390500000.0,0.0,32200000.0,117000000.0,149200000.0,0.0,0.00964224626202178,6.0,5958900000.0,0.269230769230769,1.12007504829811,1.0,0.717850610011915,0.0643227037339875,17.0919723567314,1.0,0.072656166974856
11,2018,2,2018-06-30 00:00:00+00:00,0.0,44574500000.0,2573800000.0,-260700000.0,0.0,39616400000.0,0.0,715800000.0,246300000.0,0.0,1167900000.0,0.0,0.0,32468200000.0,5527800000.0,347877635.0,5900200000.0,38674300000.0,-59900000.0,-504400000.0,-35800000.0,99900000.0,6600000.0,-557000000.0,-19900000.0,4900000.0,8900000.0,119800000.0,0.0,763200000.0,-156700000.0,280500000.0,106700000.0,0.0,0.31,110200000.0,0.31,141000000.0,0.0,149900000.0,347877635.0,0.0,3500000.0,248600000.0,196400000.0,389600000.0,141000000.0,389600000.0,0.0,30800000.0,110200000.0,141000000.0,0.0,0.00905792805823631,5.0,5900200000.0,0.55,1.11993402507752,1.0,0.93688349547473,0.0840289371174179,16.9605614341951,1.0,0.0688238095033824
