,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-10-31 00:00:00+00:00,9110000000.0,1028000000.0,7459000000.0,268000000.0,3373000000.0,4728000000.0,0.0,5136000000.0,0.0,545000000.0,3659000000.0,0.0,4086000000.0,1355000000.0,21202000000.0,4957000000.0,0.0,17116000000.0,14551000000.0,4171000000.0,788000000.0,545000000.0,986000000.0,12945000000.0,258832143.0,6651000000.0,119000000.0,638000000.0,-2000000.0,-75000000.0,502000000.0,-151000000.0,214000000.0,-770000000.0,6000000.0,-574000000.0,-142000000.0,42000000.0,-194000000.0,0.0,11000000.0,9058000000.0,2234000000.0,0.0,561000000.0,259800000.0,263700000.0,1.48,555000000.0,391000000.0,1.5,391000000.0,2795000000.0,391000000.0,0.0,11853000000.0,0.0,164000000.0,780000000.0,0.0,566000000.0,2123000000.0,0.0989543045408967,0.213949201147071,4086000000.0,1.12406334492082,0.351351351351351,0.235805281363368,45.794157799018,0.825501713166911,0.235805281363368,15.786292817581,6.0,0.468243747034501
1,2021,2,2020-08-01 00:00:00+00:00,6613000000.0,906000000.0,4136000000.0,256000000.0,2838000000.0,4193000000.0,0.0,5305000000.0,0.0,0.0,3413000000.0,0.0,3778000000.0,1355000000.0,17412000000.0,5047000000.0,0.0,13634000000.0,10683000000.0,3554000000.0,699000000.0,0.0,986000000.0,10080000000.0,258309045.0,6729000000.0,2961000000.0,-1257000000.0,12000000.0,2799000000.0,-1381000000.0,1388000000.0,207000000.0,-204000000.0,22000000.0,-46000000.0,-143000000.0,50000000.0,-162000000.0,0.0,15000000.0,7640000000.0,1702000000.0,0.0,568000000.0,259500000.0,262100000.0,1.65,561000000.0,432000000.0,1.67,432000000.0,2270000000.0,432000000.0,0.0,9910000000.0,0.0,129000000.0,783000000.0,0.0,576000000.0,1702000000.0,0.0994293038727989,0.0392197986577181,3778000000.0,1.05982142857143,0.876404494382022,0.229061553985873,38.3648973654794,0.751191106405506,0.229061553985873,14.6258912458911,6.0,0.472447795823666
2,2021,1,2020-05-02 00:00:00+00:00,4428000000.0,749000000.0,3993000000.0,243000000.0,2697000000.0,5303000000.0,0.0,3919000000.0,0.0,0.0,3126000000.0,0.0,3410000000.0,2606000000.0,15605000000.0,4922000000.0,0.0,12195000000.0,8996000000.0,3391000000.0,531000000.0,0.0,986000000.0,8804000000.0,256971220.0,6609000000.0,827000000.0,1250000000.0,-18000000.0,649000000.0,1049000000.0,1679000000.0,207000000.0,-179000000.0,-62000000.0,0.0,-141000000.0,15000000.0,-178000000.0,0.0,17000000.0,6597000000.0,1736000000.0,0.0,229000000.0,258300000.0,260400000.0,0.61,218000000.0,159000000.0,0.61,159000000.0,1965000000.0,159000000.0,0.0,8562000000.0,0.0,59000000.0,442000000.0,0.0,235000000.0,1735000000.0,0.0909667194928685,-0.0634434478232334,3410000000.0,1.02180826896865,-0.383838383838384,0.229502452697968,33.3189062961992,0.790909090909091,0.229502452697968,13.2699685202102,5.0,0.431611399353335
3,2020,4,2020-02-01 00:00:00+00:00,5288000000.0,1149000000.0,5174000000.0,295000000.0,3395000000.0,4069000000.0,0.0,2229000000.0,0.0,0.0,3158000000.0,0.0,3479000000.0,674000000.0,15591000000.0,5037000000.0,0.0,12112000000.0,8857000000.0,4052000000.0,501000000.0,0.0,984000000.0,8060000000.0,258777447.0,6734000000.0,1628000000.0,-4000000.0,1000000.0,1471000000.0,-438000000.0,1023000000.0,205000000.0,-168000000.0,-304000000.0,-11000000.0,-129000000.0,34000000.0,-157000000.0,0.0,14000000.0,11961000000.0,2268000000.0,0.0,967000000.0,261600000.0,265100000.0,2.79,967000000.0,745000000.0,2.83,745000000.0,3235000000.0,745000000.0,0.0,15196000000.0,0.0,222000000.0,1186000000.0,0.0,981000000.0,2268000000.0,0.0993472479651866,0.0266873859874333,3479000000.0,1.09888337468983,0.0559701492537312,0.212884969728876,58.7222734290288,0.975855130784708,0.212884969728876,13.4439845524869,7.0,0.465453447104131
5,2020,3,2019-11-02 00:00:00+00:00,7232000000.0,1056000000.0,7569000000.0,290000000.0,3439000000.0,4097000000.0,0.0,1205000000.0,0.0,0.0,2809000000.0,0.0,3125000000.0,658000000.0,16926000000.0,5110000000.0,0.0,13801000000.0,10175000000.0,4075000000.0,445000000.0,0.0,982000000.0,9726000000.0,263573258.0,6751000000.0,312000000.0,-3000000.0,-1000000.0,111000000.0,-484000000.0,-72000000.0,206000000.0,101000000.0,-350000000.0,322000000.0,-131000000.0,35000000.0,-201000000.0,-20000000.0,16000000.0,7403000000.0,1966000000.0,0.0,395000000.0,263200000.0,265200000.0,1.1,389000000.0,293000000.0,1.11,293000000.0,2361000000.0,293000000.0,0.0,9764000000.0,0.0,96000000.0,611000000.0,0.0,405000000.0,1973000000.0,0.103175806587482,0.0181438998957246,3125000000.0,1.04616491877442,0.0990099009900991,0.241806636624334,37.0447293253096,1.10048,0.241806636624334,11.8562862701344,5.0,0.468553940321347
6,2020,2,2019-08-03 00:00:00+00:00,5045000000.0,966000000.0,5208000000.0,294000000.0,3477000000.0,4134000000.0,0.0,1289000000.0,0.0,320000000.0,2965000000.0,0.0,3285000000.0,657000000.0,14978000000.0,5135000000.0,0.0,11693000000.0,8192000000.0,4117000000.0,468000000.0,320000000.0,965000000.0,7576000000.0,267043142.0,6786000000.0,623000000.0,-8000000.0,0.0,431000000.0,-350000000.0,-363000000.0,201000000.0,-636000000.0,-203000000.0,-319000000.0,-133000000.0,38000000.0,-192000000.0,-125000000.0,16000000.0,7253000000.0,1970000000.0,0.0,313000000.0,267100000.0,269400000.0,0.89,307000000.0,238000000.0,0.89,238000000.0,2283000000.0,238000000.0,0.0,9536000000.0,0.0,69000000.0,524000000.0,0.0,323000000.0,1922000000.0,0.10552160058507,0.0167395244695596,3285000000.0,1.08130939809926,0.0113636363636365,0.23940855704698,35.7095858316406,1.05844748858447,0.23940855704698,12.3013831225817,5.0,0.467700856679787
7,2020,1,2019-05-04 00:00:00+00:00,4718000000.0,833000000.0,5195000000.0,289000000.0,3366000000.0,4019000000.0,0.0,1561000000.0,0.0,0.0,3038000000.0,0.0,3354000000.0,653000000.0,14550000000.0,5042000000.0,0.0,11196000000.0,8014000000.0,4025000000.0,409000000.0,0.0,915000000.0,7171000000.0,267804388.0,6536000000.0,2000000.0,0.0,-1000000.0,-191000000.0,-226000000.0,-417000000.0,200000000.0,-192000000.0,-98000000.0,0.0,-134000000.0,36000000.0,-193000000.0,0.0,18000000.0,6973000000.0,1835000000.0,0.0,334000000.0,267600000.0,271500000.0,0.98,330000000.0,265000000.0,0.99,265000000.0,2169000000.0,265000000.0,0.0,9142000000.0,0.0,65000000.0,548000000.0,0.0,348000000.0,1835000000.0,0.111747851002865,0.00362279064661331,3354000000.0,1.11755682610515,0.337837837837838,0.237256617807919,34.1368566373154,1.00357781753131,0.237256617807919,12.5240666332921,5.0,0.473168455436304
8,2019,4,2019-02-02 00:00:00+00:00,5257000000.0,1015000000.0,5409000000.0,294000000.0,1332000000.0,1388000000.0,0.0,1980000000.0,0.0,0.0,2985000000.0,0.0,3306000000.0,56000000.0,12901000000.0,2510000000.0,0.0,9595000000.0,8870000000.0,2082000000.0,446000000.0,0.0,915000000.0,7513000000.0,269101569.0,4031000000.0,1301000000.0,-11000000.0,2000000.0,1101000000.0,-492000000.0,745000000.0,220000000.0,-66000000.0,-360000000.0,128000000.0,-121000000.0,31000000.0,-200000000.0,5000000.0,20000000.0,11518000000.0,2305000000.0,0.0,978000000.0,269800000.0,274200000.0,2.63,972000000.0,735000000.0,2.68,735000000.0,3283000000.0,735000000.0,0.0,14801000000.0,0.0,237000000.0,1212000000.0,0.0,992000000.0,2306000000.0,0.112667384946899,-0.036581396862592,3306000000.0,1.18062025821909,1.16129032258065,0.221809337206945,55.0015373563281,0.402903811252269,0.221809337206945,12.2853241335059,8.0,0.453110492107707
10,2019,3,2018-11-03 00:00:00+00:00,7964000000.0,921000000.0,8168000000.0,300000000.0,1280000000.0,1326000000.0,0.0,1228000000.0,0.0,76000000.0,2685000000.0,0.0,3012000000.0,46000000.0,15000000000.0,2525000000.0,0.0,11988000000.0,10901000000.0,2055000000.0,449000000.0,76000000.0,921000000.0,9933000000.0,274557555.0,4099000000.0,-1000000.0,486000000.0,0.0,-245000000.0,-2000000.0,-629000000.0,192000000.0,-626000000.0,-362000000.0,405000000.0,-123000000.0,29000000.0,-244000000.0,-792000000.0,15000000.0,7266000000.0,2002000000.0,0.0,322000000.0,274300000.0,279300000.0,0.99,330000000.0,277000000.0,1.01,277000000.0,2324000000.0,277000000.0,0.0,9590000000.0,0.0,53000000.0,537000000.0,0.0,345000000.0,2002000000.0,0.0838769089095234,0.0289699570815452,3012000000.0,1.09745293466224,0.2625,0.242335766423358,34.928924101178,0.424966799468792,0.242335766423358,10.9703774132167,3.0,0.330461073318216
11,2019,2,2018-08-04 00:00:00+00:00,5338000000.0,915000000.0,5016000000.0,296000000.0,801000000.0,848000000.0,0.0,1865000000.0,0.0,465000000.0,2863000000.0,0.0,3186000000.0,47000000.0,11993000000.0,2432000000.0,0.0,8807000000.0,8771000000.0,1578000000.0,438000000.0,465000000.0,425000000.0,7229000000.0,279391918.0,3222000000.0,904000000.0,-512000000.0,-4000000.0,710000000.0,-1008000000.0,19000000.0,182000000.0,127000000.0,-369000000.0,320000000.0,-125000000.0,31000000.0,-194000000.0,0.0,19000000.0,7150000000.0,1894000000.0,0.0,335000000.0,279000000.0,283700000.0,0.86,329000000.0,244000000.0,0.88,244000000.0,2229000000.0,244000000.0,0.0,9379000000.0,0.0,85000000.0,530000000.0,0.0,348000000.0,1877000000.0,0.0812961143539656,0.0491051454138702,3186000000.0,1.21330751141237,0.27536231884058,0.237658598997761,33.5693318086603,0.251412429378531,0.237658598997761,11.4033362983678,5.0,0.293667362560891
