,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,0.0,31661575000.0,0.0,-180468000.0,1299062000.0,4091015000.0,0.0,1082313000.0,23896911000.0,1452295000.0,-5953166000.0,0.0,0.0,0.0,25657136000.0,305895220.0,1752851000.0,29458166000.0,-459024000.0,-5504000.0,-55173000.0,558772000.0,-103000.0,-111526000.0,-58537000.0,0.0,339841000.0,617309000.0,0.0,-2268306000.0,-2223787000.0,-2729570000.0,145926000.0,222518000.0,0.48,146760000.0,0.48,351397000.0,0.0,691238000.0,305895220.0,21886000.0,834000.0,434132000.0,57727000.0,838156000.0,149539000.0,1060674000.0,201858000.0,2779000.0,168646000.0,404024000.0,0.0,0.0411456950530763,4.0,2203409000.0,-0.728813559322034,3.46744221763256,0.790210752785493,14.6373741978069,-0.251229391890461,7.20314949674598,0.790210752785493,0.635056844442078
1,2020,2,2020-06-30 00:00:00+00:00,0.0,34026170000.0,0.0,-155126000.0,1216831000.0,4029966000.0,0.0,3306100000.0,24099345000.0,1457695000.0,-5703183000.0,0.0,0.0,0.0,27788299000.0,305755171.0,2029340000.0,31503339000.0,-859000.0,22754000.0,-34014000.0,-51248000.0,-82000.0,-134878000.0,-124253000.0,0.0,337411000.0,73005000.0,0.0,-355047000.0,-418753000.0,-356880000.0,254213000.0,201921000.0,0.83,255047000.0,0.83,452046000.0,0.0,789457000.0,305755171.0,35501000.0,834000.0,409252000.0,56075000.0,860120000.0,254985000.0,1062041000.0,197061000.0,-62000.0,290548000.0,450868000.0,0.0,0.0524313118576848,3.0,2522831000.0,-0.48125,3.47350135249225,0.809874571697326,13.6932692402456,-0.239871427283125,8.25114745156673,0.809874571697326,0.74231280232896
2,2020,1,2020-03-31 00:00:00+00:00,0.0,34121114000.0,0.0,-119301000.0,1253757000.0,4042985000.0,0.0,3724853000.0,24331833000.0,793490000.0,-5583485000.0,0.0,0.0,0.0,28074791000.0,306868960.0,2181599000.0,31397967000.0,-743358000.0,-24070000.0,23181000.0,528093000.0,-168738000.0,-213680000.0,-213214000.0,0.0,340265000.0,741307000.0,0.0,3444948000.0,3055480000.0,2527853000.0,437605000.0,247598000.0,1.43,438439000.0,1.43,620283000.0,0.0,960548000.0,306868960.0,66965000.0,834000.0,450893000.0,94791000.0,1105762000.0,432656000.0,1353360000.0,187627000.0,-5783000.0,505404000.0,654869000.0,0.0,0.0611830603867617,4.0,2723147000.0,-0.196629213483146,4.41022122276557,0.817049417745463,12.868905330448,-0.0684689372633075,8.87397343804339,0.817049417745463,0.771782581507469
3,2019,4,2019-12-31 00:00:00+00:00,0.0,31231630000.0,0.0,-118604000.0,1390682000.0,4102702000.0,0.0,669373000.0,24413379000.0,832151000.0,-5379952000.0,0.0,0.0,0.0,24680039000.0,306868960.0,2526398000.0,28101319000.0,-743558000.0,-239859000.0,664000.0,706311000.0,-2379000.0,-490644000.0,-253324000.0,0.0,339065000.0,959635000.0,0.0,-2664847000.0,-2977857000.0,-3446848000.0,510194000.0,259084000.0,1.66,511028000.0,1.66,707585000.0,0.0,1046650000.0,306868960.0,79388000.0,834000.0,452655000.0,93765000.0,1229531000.0,517773000.0,1488615000.0,189812000.0,6745000.0,590416000.0,776876000.0,0.0,0.0662688649895843,4.0,3130311000.0,-0.278260869565217,4.85097938872671,0.825956341968877,9.76886420904386,0.0181864070816797,10.2008068851278,0.825956341968877,0.740674246623432
5,2019,3,2019-09-30 00:00:00+00:00,0.0,33844226000.0,0.0,-121596000.0,1324110000.0,3735667000.0,0.0,3647230000.0,23882229000.0,775617000.0,-5223093000.0,0.0,0.0,0.0,26643879000.0,308021543.0,2672529000.0,30537187000.0,-744033000.0,-113522000.0,40900000.0,748064000.0,-183011000.0,-284338000.0,-212565000.0,0.0,343359000.0,960629000.0,0.0,3420742000.0,3167454000.0,2491163000.0,544254000.0,263745000.0,1.77,545088000.0,1.77,753667000.0,0.0,1097026000.0,308021543.0,83636000.0,834000.0,447507000.0,90480000.0,1152809000.0,551285000.0,1416554000.0,202382000.0,6197000.0,628724000.0,705302000.0,0.0,0.0729819260341014,4.0,3307039000.0,-0.0166666666666667,4.5988796309614,0.813812251421407,9.96953784224605,0.0089265046605429,10.7363886557766,0.813812251421407,0.760495971106528
6,2019,2,2019-06-30 00:00:00+00:00,0.0,30732915000.0,0.0,-128743000.0,1227799000.0,3860147000.0,0.0,479776000.0,24014634000.0,736362000.0,-5122281000.0,0.0,0.0,0.0,23324679000.0,308993608.0,2919665000.0,27137918000.0,-729663000.0,-13945000.0,11166000.0,863655000.0,-173712000.0,-188163000.0,-186565000.0,0.0,371830000.0,1050220000.0,0.0,89442000.0,42974000.0,-819083000.0,495324000.0,243883000.0,1.6,496158000.0,1.6,701593000.0,0.0,1073423000.0,308993608.0,75944000.0,834000.0,472672000.0,92246000.0,1153303000.0,503168000.0,1397186000.0,198425000.0,7010000.0,572102000.0,680631000.0,0.0,0.0750073169333438,4.0,3594997000.0,-0.096045197740113,4.52173107736261,0.825447005624162,7.98882029273906,0.00875558369715668,11.6345351713554,0.825447005624162,0.722040508951862
7,2019,1,2019-03-31 00:00:00+00:00,0.0,30841776000.0,0.0,-120962000.0,1157477000.0,3873944000.0,0.0,436802000.0,24073903000.0,733159000.0,-4979489000.0,0.0,0.0,0.0,23185965000.0,308969608.0,3212959000.0,26915952000.0,-730232000.0,-6905000.0,108367000.0,620566000.0,-7845000.0,-113562000.0,-216781000.0,0.0,339918000.0,837347000.0,0.0,-60710000.0,-77533000.0,-801318000.0,548475000.0,254930000.0,1.78,549309000.0,1.78,758144000.0,0.0,1098062000.0,308969608.0,82638000.0,834000.0,452883000.0,98821000.0,1197904000.0,559411000.0,1452834000.0,198733000.0,10102000.0,631947000.0,745021000.0,0.0,0.0766148582943532,4.0,3925824000.0,-0.11,4.70219064394191,0.824529161624797,7.21638993837145,0.0420691129278674,12.7061817678844,0.824529161624797,0.713055514509645
8,2018,4,2018-12-31 00:00:00+00:00,0.0,30686223000.0,0.0,-126017000.0,1316861000.0,3989902000.0,0.0,514335000.0,24208131000.0,763815000.0,-4893069000.0,0.0,0.0,0.0,23305535000.0,309304415.0,3296681000.0,26659104000.0,-713587000.0,26710000.0,-43972000.0,986919000.0,-120781000.0,-27050000.0,-12711000.0,0.0,340105000.0,999630000.0,0.0,-253677000.0,-181383000.0,-1153963000.0,712796000.0,254087000.0,2.3,713630000.0,2.3,928391000.0,0.0,1268496000.0,309304415.0,119563000.0,834000.0,437426000.0,84676000.0,1207939000.0,724053000.0,1462026000.0,204338000.0,10423000.0,833193000.0,770513000.0,0.0,0.0788411157971457,6.0,4027119000.0,0.256830601092896,4.72681904653705,0.826208973027839,7.06939342933089,0.0322213969618494,13.0199208440009,0.826208973027839,0.718943778104475
10,2018,3,2018-09-30 00:00:00+00:00,0.0,31079693000.0,0.0,-118593000.0,1268099000.0,4058343000.0,0.0,695718000.0,24304890000.0,722730000.0,-4896754000.0,0.0,0.0,0.0,23678264000.0,309217683.0,3383616000.0,26984255000.0,-713023000.0,-14015000.0,58468000.0,663101000.0,-82000.0,-190670000.0,-251283000.0,0.0,335604000.0,914384000.0,0.0,-27248000.0,-18529000.0,-742243000.0,556267000.0,261968000.0,1.8,557101000.0,1.8,766688000.0,0.0,1102292000.0,309217683.0,85111000.0,834000.0,419210000.0,81574000.0,1142053000.0,567219000.0,1404021000.0,199469000.0,10118000.0,642212000.0,722843000.0,0.0,0.0733249710812838,5.0,4095438000.0,0.0909090909090911,4.5405585682498,0.813415896200983,6.99791702131684,0.000272862376196725,13.244514221394,0.813415896200983,0.658231322446277
11,2018,2,2018-06-30 00:00:00+00:00,0.0,30843140000.0,0.0,-115285000.0,1230775000.0,4074988000.0,0.0,714247000.0,24074637000.0,681551000.0,-4833826000.0,0.0,0.0,0.0,23505002000.0,309697894.0,3371024000.0,26766511000.0,-695508000.0,-4524000.0,271330000.0,831387000.0,-80830000.0,104888000.0,-161918000.0,0.0,339395000.0,993305000.0,0.0,29898000.0,347040000.0,-751153000.0,547004000.0,236591000.0,1.77,547838000.0,1.77,764599000.0,0.0,1103994000.0,309697894.0,83576000.0,834000.0,420485000.0,79720000.0,1148468000.0,557975000.0,1385059000.0,206624000.0,10137000.0,631414000.0,727983000.0,0.0,0.0719948266034496,6.0,4076629000.0,0.439024390243902,4.47229066401078,0.829183449946898,6.97265934624019,0.0172678451292205,13.1632441775662,0.829183449946898,0.632374805590024
