,date,quarter,year,statementData.balanceSheet.equity,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.acctRec,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.shareswa,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.ebt,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.taxExp,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,2,2021,1182409000.0,330843000.0,4251000.0,21734000.0,-7199000.0,105213000.0,83209000.0,45047262.0,40352000.0,0.0,709283000.0,0.0,202241000.0,175582000.0,202613000.0,533456000.0,0.0,1327974000.0,21314000.0,78122000.0,29547000.0,611353000.0,145565000.0,716621000.0,0.0,80909000.0,5446000.0,-12586000.0,-153208000.0,0.0,67646000.0,5657000.0,11565000.0,77209000.0,-171000.0,67701000.0,6523000.0,-95070000.0,0.0,-9508000.0,38736000.0,109692000.0,45104000.0,62213000.0,0.0,0.0,45661000.0,62213000.0,1.38,1.36,72915000.0,72915000.0,171028000.0,78572000.0,10702000.0,0.0,30525000.0,62213000.0,209764000.0,61336000.0,79167000.0,0.0,5.0,0.023368817508562,0.815335329227131,6.81114501059755,1182409000.0,0.815335329227131,4.65653162227707,3.75862068965517,0.0,0.189070337757524,26.2481879586822,0.166567312399272
1,2020-06-30 00:00:00+00:00,1,2021,1101848000.0,212536000.0,4204000.0,27747000.0,-8535000.0,110379000.0,89284000.0,44956959.0,37285000.0,0.0,647070000.0,0.0,214827000.0,170346000.0,169668000.0,382204000.0,0.0,1249512000.0,19903000.0,76783000.0,30875000.0,629823000.0,147664000.0,619689000.0,0.0,82084000.0,-20157000.0,22486000.0,75747000.0,0.0,-51947000.0,5480000.0,9298000.0,31759000.0,-2872000.0,21715000.0,-10300000.0,13756000.0,0.0,-10044000.0,35983000.0,94801000.0,45010000.0,44588000.0,0.0,0.0,45549000.0,44588000.0,0.99,0.98,61076000.0,61076000.0,128867000.0,66556000.0,16488000.0,0.0,26357000.0,44588000.0,164850000.0,34066000.0,68444000.0,0.0,4.0,-0.206177226893184,0.781722778283288,5.61419291713098,1101848000.0,0.781722778283288,3.66684054408573,-0.49746192893401,0.0,0.150915652669728,24.5089531077936,0.132589280025436
2,2020-03-31 00:00:00+00:00,4,2020,1065466000.0,250775000.0,806000.0,32774000.0,-11189000.0,131885000.0,90088000.0,45062665.0,19111000.0,0.0,602482000.0,0.0,192341000.0,164931000.0,207795000.0,458570000.0,0.0,1216462000.0,19147000.0,31969000.0,43336000.0,580599000.0,150996000.0,635863000.0,0.0,84650000.0,-21765000.0,74371000.0,20507000.0,0.0,0.0,6003000.0,2762000.0,86593000.0,-418000.0,76047000.0,-21685000.0,9961000.0,0.0,-10546000.0,39368000.0,109238000.0,45041000.0,31798000.0,0.0,0.0,45459000.0,31798000.0,0.7,0.7,39313000.0,39313000.0,167290000.0,45316000.0,7515000.0,0.0,25346000.0,31798000.0,206658000.0,58052000.0,83892000.0,0.0,4.0,-0.0020426789517145,0.809501688780497,4.82134435303484,1065466000.0,0.809501688780497,4.58601372111481,-0.573170731707317,0.0,0.197749891084091,23.6440965042791,0.174163926887852
4,2019-12-31 00:00:00+00:00,3,2020,1046863000.0,309569000.0,822000.0,31566000.0,-16995000.0,126259000.0,91193000.0,45155108.0,23489000.0,0.0,570683000.0,0.0,117970000.0,162060000.0,167981000.0,477550000.0,0.0,1196611000.0,19156000.0,32594000.0,47028000.0,560035000.0,149748000.0,636576000.0,0.0,100994000.0,-24945000.0,-32309000.0,-88552000.0,0.0,0.0,5375000.0,10574000.0,89440000.0,601000.0,80587000.0,-24544000.0,-97405000.0,0.0,-8853000.0,39996000.0,111329000.0,45140000.0,69217000.0,0.0,0.0,45695000.0,69217000.0,1.53,1.51,97016000.0,97016000.0,181588000.0,102391000.0,27799000.0,0.0,25655000.0,69217000.0,221584000.0,70259000.0,85674000.0,0.0,3.0,0.104809959962705,0.819499602859412,5.04182672126344,1046863000.0,0.819499602859412,4.90717462130752,0.53,0.0,0.246539107140298,23.1837115747791,0.217912102685004
5,2019-09-30 00:00:00+00:00,2,2020,991457000.0,295041000.0,800000.0,31736000.0,-17556000.0,112229000.0,90295000.0,45376713.0,20662000.0,0.0,501467000.0,0.0,150279000.0,157896000.0,106025000.0,401066000.0,0.0,1124348000.0,19322000.0,31727000.0,67277000.0,476916000.0,132891000.0,647432000.0,0.0,94319000.0,-31729000.0,49231000.0,20283000.0,0.0,0.0,4687000.0,13324000.0,74259000.0,-1225000.0,61902000.0,-31059000.0,7926000.0,0.0,-12357000.0,34867000.0,109925000.0,45319000.0,13071000.0,0.0,0.0,45912000.0,13071000.0,0.29,0.28,17358000.0,17358000.0,170107000.0,22045000.0,4287000.0,0.0,23969000.0,13071000.0,204974000.0,60182000.0,85956000.0,0.0,3.0,0.127606200970414,0.829895498941329,5.76884762405439,991457000.0,0.829895498941329,4.51716280110461,-0.738738738738739,0.0,0.233515136934331,21.8494671484909,0.207296631908507
6,2019-06-30 00:00:00+00:00,1,2020,1002593000.0,385624000.0,833000.0,29688000.0,-11755000.0,100201000.0,87726000.0,45124729.0,22266000.0,0.0,488396000.0,0.0,101048000.0,151654000.0,40032000.0,425656000.0,0.0,1125060000.0,16193000.0,33035000.0,66743000.0,447695000.0,122467000.0,677365000.0,0.0,86206000.0,-39276000.0,-19973000.0,-33687000.0,0.0,0.0,4365000.0,13121000.0,64628000.0,612000.0,52378000.0,1260000.0,-45937000.0,0.0,-12250000.0,37073000.0,109868000.0,45215000.0,88923000.0,0.0,0.0,46092000.0,88923000.0,1.97,1.93,103138000.0,103138000.0,170593000.0,107503000.0,14215000.0,0.0,23790000.0,88923000.0,207666000.0,60725000.0,86078000.0,0.0,2.0,0.15363590911616,0.821477757552994,6.7600622748276,1002593000.0,0.821477757552994,4.60204425826025,-0.0247524752475248,0.0,0.287806221430052,22.2182608564807,0.256353936079024
7,2019-03-31 00:00:00+00:00,4,2019,936890000.0,370677000.0,822000.0,32185000.0,-14689000.0,105998000.0,80942000.0,45085806.0,11458000.0,0.0,399473000.0,0.0,121021000.0,145005000.0,21718000.0,392395000.0,0.0,1054346000.0,16393000.0,32601000.0,77502000.0,377149000.0,117456000.0,677197000.0,0.0,90809000.0,3019000.0,36840000.0,-27219000.0,0.0,0.0,4185000.0,10737000.0,70391000.0,-816000.0,61856000.0,3582000.0,-35754000.0,0.0,-8535000.0,34849000.0,106844000.0,45088000.0,73960000.0,0.0,0.0,46163000.0,73960000.0,1.64,1.6,98529000.0,98529000.0,172232000.0,102714000.0,24569000.0,0.0,25548000.0,73960000.0,207081000.0,65388000.0,81296000.0,0.0,4.0,0.18714600197207,0.8317131943539,6.38877148625446,936890000.0,0.8317131943539,4.59304198753816,0.975903614457831,0.0,0.313507929384916,20.7801541797878,0.27921133295209
9,2018-12-31 00:00:00+00:00,3,2019,851530000.0,373975000.0,838000.0,26179000.0,-12316000.0,92980000.0,71808000.0,45039527.0,12606000.0,0.0,325513000.0,0.0,84181000.0,138455000.0,0.0,373975000.0,0.0,957116000.0,15080000.0,33260000.0,96450000.0,328388000.0,105586000.0,628728000.0,0.0,88215000.0,-1116000.0,7799000.0,-57694000.0,0.0,0.0,3589000.0,15578000.0,74615000.0,118000.0,66491000.0,431000.0,-65818000.0,0.0,-8124000.0,34023000.0,104185000.0,45046000.0,44862000.0,0.0,0.0,46136000.0,44862000.0,1.0,0.97,64510000.0,64510000.0,166540000.0,68099000.0,19648000.0,0.0,23965000.0,44862000.0,200563000.0,62355000.0,80220000.0,0.0,5.0,0.302171118411656,0.830362529479515,6.76197031619703,851530000.0,0.830362529479515,4.45304410057415,2.33333333333333,0.0,0.290317779972113,18.9062820308926,0.257823594596675
10,2018-09-30 00:00:00+00:00,2,2019,792954000.0,334064000.0,850000.0,21884000.0,-11535000.0,81979000.0,63656000.0,44877160.0,12232000.0,0.0,280650000.0,0.0,76382000.0,134065000.0,0.0,334064000.0,0.0,887165000.0,13996000.0,33719000.0,116248000.0,325566000.0,94211000.0,561599000.0,0.0,74201000.0,4122000.0,15094000.0,-37452000.0,0.0,0.0,3388000.0,15934000.0,60560000.0,62000.0,48362000.0,6190000.0,-49650000.0,0.0,-12198000.0,29846000.0,101612000.0,44961000.0,50127000.0,0.0,0.0,46153000.0,50127000.0,1.11,1.09,51833000.0,51833000.0,151932000.0,55221000.0,1706000.0,0.0,22717000.0,50127000.0,181778000.0,50320000.0,78895000.0,0.0,5.0,0.368573213976495,0.835810714167831,6.85052269483648,792954000.0,0.835810714167831,4.05056826234102,0.982142857142857,0.0,0.268449036207699,17.6694336272616,0.237722612233131
11,2018-06-30 00:00:00+00:00,1,2019,723359000.0,299228000.0,856000.0,25673000.0,-10913000.0,76678000.0,55781000.0,44477837.0,12002000.0,0.0,230523000.0,0.0,61288000.0,127324000.0,6887000.0,306115000.0,0.0,812039000.0,12075000.0,33948000.0,115049000.0,314742000.0,88680000.0,497297000.0,0.0,67511000.0,-61800000.0,18313000.0,49914000.0,0.0,0.0,2959000.0,12245000.0,46631000.0,-1285000.0,31484000.0,5798000.0,34767000.0,0.0,-15147000.0,30850000.0,102412000.0,44546000.0,90066000.0,0.0,0.0,46169000.0,90066000.0,2.02,1.95,48487000.0,48487000.0,149160000.0,51446000.0,-41579000.0,0.0,21273000.0,90066000.0,180010000.0,46748000.0,81139000.0,0.0,5.0,0.358894223510584,0.828620632187101,6.48552387907874,723359000.0,0.828620632187101,4.04718421896281,1.37647058823529,0.0,0.248824733959161,16.2633583103423,0.218891620685844
