,date,quarter,year,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-11-30 00:00:00+00:00,3,2021,732100000.0,915400000.0,1376900000.0,-357400000.0,10416100000.0,10984500000.0,0.0,152900000.0,1520600000.0,4496100000.0,14879100000.0,4496100000.0,13312100000.0,568400000.0,27630600000.0,5580700000.0,2563000000.0,13978100000.0,3447100000.0,11936700000.0,0.0,0.0,10528700000.0,2041400000.0,193800293.0,24183500000.0,918700000.0,-637600000.0,100000.0,729000000.0,-782600000.0,-51700000.0,98200000.0,-187900000.0,11200000.0,0.0,-143600000.0,18000000.0,-189700000.0,1800000.0,95700000.0,1169900000.0,484800000.0,11100000.0,783400000.0,193845000.0,218718000.0,6.55,1457500000.0,1280900000.0,6.68,1280900000.0,1268200000.0,1292000000.0,0.0,2438100000.0,0.0,176600000.0,1651400000.0,0.0,1553200000.0,463800000.0,0.074874890881049,0.219415824747424,13652500000.0,1.6885960615264,2.51578947368421,0.520159140314179,12.5804763360187,0.782453557289984,0.520159140314179,70.4462299239145,7.0,0.16710271609344
1,2020-08-31 00:00:00+00:00,2,2021,651200000.0,926300000.0,1328400000.0,-815500000.0,11066800000.0,11600600000.0,0.0,204600000.0,1482000000.0,3695900000.0,13742200000.0,3695900000.0,11688000000.0,533800000.0,26462500000.0,5184900000.0,2574800000.0,14458700000.0,3537200000.0,12548800000.0,0.0,0.0,10455700000.0,1909900000.0,192990138.0,22925300000.0,758400000.0,-577000000.0,2700000.0,625200000.0,-703100000.0,-98200000.0,92100000.0,-156200000.0,27600000.0,0.0,-143700000.0,19400000.0,-133200000.0,-23900000.0,100200000.0,1044600000.0,377100000.0,9700000.0,838700000.0,193362000.0,218426000.0,2.62,647500000.0,512100000.0,2.68,512100000.0,1215800000.0,521800000.0,0.0,2260400000.0,0.0,135400000.0,839800000.0,0.0,747700000.0,399100000.0,0.0408486655977995,-0.0356655290102389,12003800000.0,1.85203413791298,-1.96750902527076,0.537869403645373,11.7125155897863,0.946851471594798,0.537869403645373,62.1990331961937,8.0,0.0938294073209258
2,2020-05-31 00:00:00+00:00,1,2021,505500000.0,700500000.0,1332600000.0,-1022400000.0,11639300000.0,12174000000.0,0.0,302800000.0,1380500000.0,3695200000.0,13374100000.0,3695200000.0,11066000000.0,534700000.0,26149800000.0,5098200000.0,2599500000.0,14772200000.0,3396200000.0,13019800000.0,0.0,0.0,10420300000.0,1752400000.0,192840856.0,22753600000.0,686500000.0,-21900000.0,3000000.0,560000000.0,-169000000.0,221400000.0,91900000.0,-299100000.0,4400000.0,0.0,-143900000.0,14600000.0,-126500000.0,-172300000.0,100000000.0,975100000.0,378300000.0,5300000.0,610000000.0,192897000.0,192897000.0,-0.94,-73500000.0,-177900000.0,-0.94,-177900000.0,988300000.0,-172600000.0,0.0,1963400000.0,0.0,104400000.0,118400000.0,0.0,26500000.0,353300000.0,0.00206063902006811,-0.0637993515163074,11377600000.0,1.9380278475234,-0.276923076923077,0.503361515738005,10.1814524200204,1.05180733779143,0.503361515738005,58.9999455302148,6.0,0.00481368573200215
3,2020-02-29 00:00:00+00:00,4,2020,557600000.0,864800000.0,1373600000.0,-266300000.0,11210800000.0,12184600000.0,0.0,81400000.0,1326300000.0,4211000000.0,13695300000.0,4211000000.0,12131800000.0,973800000.0,27323200000.0,5333000000.0,2656300000.0,14848900000.0,3484100000.0,12537100000.0,0.0,0.0,10476000000.0,2311800000.0,191647626.0,23839100000.0,474800000.0,-176900000.0,-800000.0,294200000.0,-291200000.0,-12300000.0,99300000.0,-195100000.0,39300000.0,1500000.0,-142200000.0,9800000.0,-180600000.0,-14500000.0,99400000.0,953100000.0,402800000.0,10600000.0,547000000.0,191846000.0,191846000.0,2.1,478300000.0,398400000.0,2.1,398400000.0,949800000.0,409000000.0,0.0,1902900000.0,0.0,79900000.0,677000000.0,0.0,577700000.0,370100000.0,-0.000425520022429954,0.0588137102158914,12474300000.0,1.50709403927675,-0.680851063829787,0.499132902412108,9.92916030173001,0.924083812789528,0.499132902412108,65.0897705354305,5.0,-0.000995921364412269
5,2019-11-30 00:00:00+00:00,3,2020,676500000.0,808300000.0,1358800000.0,-383800000.0,11339700000.0,12356000000.0,0.0,93700000.0,1257500000.0,4098900000.0,13439400000.0,4098900000.0,11709400000.0,1016300000.0,27093700000.0,5187200000.0,2663000000.0,15057400000.0,3469900000.0,12597200000.0,0.0,0.0,10493100000.0,2460200000.0,191636060.0,23623800000.0,656900000.0,-599200000.0,900000.0,474500000.0,-735200000.0,12400000.0,101600000.0,89800000.0,6000000.0,0.0,-142000000.0,17000000.0,-182400000.0,269000000.0,103100000.0,1011900000.0,796300000.0,6100000.0,191200000.0,191660000.0,218170000.0,1.85,-298500000.0,360400000.0,1.9,360400000.0,987500000.0,366500000.0,0.0,1999400000.0,0.0,-658900000.0,-93800000.0,0.0,-195400000.0,406300000.0,0.0293996174823675,0.0135861299807361,12036300000.0,1.41041378749695,0.172839506172839,0.493898169450835,10.433318238749,0.968427075682785,0.493898169450835,62.8081165935054,6.0,0.0693793464052288
6,2019-08-31 00:00:00+00:00,2,2020,608600000.0,953700000.0,1311400000.0,-476600000.0,12159800000.0,12946800000.0,0.0,81300000.0,1508400000.0,4576000000.0,13221400000.0,4576000000.0,11377500000.0,787000000.0,27555100000.0,5141600000.0,2146800000.0,15864100000.0,3537500000.0,13668200000.0,0.0,0.0,10483700000.0,2195900000.0,191574161.0,24017600000.0,826300000.0,-460800000.0,-900000.0,626500000.0,-630600000.0,-17400000.0,104500000.0,-212200000.0,-27500000.0,0.0,-142000000.0,18100000.0,-199800000.0,-13000000.0,111600000.0,1158100000.0,466400000.0,8200000.0,719500000.0,191626000.0,191626000.0,-2.77,-727400000.0,-525200000.0,-2.77,-525200000.0,1185900000.0,-517000000.0,0.0,2344000000.0,0.0,-202200000.0,-511300000.0,0.0,-615800000.0,439400000.0,0.0271763762660821,0.0195293810621548,11691000000.0,1.61095678309577,-1.45335515548282,0.505930034129693,12.2354705236057,1.06875851461217,0.505930034129693,61.0259752096735,5.0,0.0652029780531168
7,2019-05-31 00:00:00+00:00,1,2020,579100000.0,788300000.0,1494100000.0,-355500000.0,11745800000.0,13397600000.0,0.0,98700000.0,1777800000.0,5839900000.0,13888900000.0,5839900000.0,12174600000.0,1651800000.0,28951100000.0,5118000000.0,2203100000.0,16462900000.0,3580900000.0,13523600000.0,0.0,0.0,10603500000.0,2939300000.0,190200097.0,25370200000.0,593100000.0,-227900000.0,-100000.0,437700000.0,-374400000.0,5100000.0,109400000.0,-213500000.0,10400000.0,0.0,-143000000.0,15500000.0,-155400000.0,-56200000.0,114600000.0,1068500000.0,406000000.0,8300000.0,622700000.0,191435000.0,191435000.0,-1.3,-430800000.0,-245400000.0,-1.3,-245400000.0,1028700000.0,-237100000.0,0.0,2097200000.0,0.0,-185400000.0,-206800000.0,0.0,-316200000.0,406000000.0,0.0888332176036235,0.0244736456450589,12488200000.0,1.21828326472289,-1.33078880407125,0.490511157734122,11.0262824944826,0.964779130320503,0.490511157734122,65.6582209839777,5.0,0.207125412164078
8,2019-02-28 00:00:00+00:00,4,2019,616700000.0,846900000.0,2130400000.0,-353900000.0,11759800000.0,13616500000.0,0.0,93600000.0,1470700000.0,6700300000.0,14276200000.0,6700300000.0,12551000000.0,1856700000.0,29231500000.0,5267300000.0,2183300000.0,16394300000.0,3684000000.0,13230500000.0,0.0,0.0,11286900000.0,3163800000.0,189864718.0,25547500000.0,272400000.0,41200000.0,3100000.0,32400000.0,-68000000.0,-37000000.0,83000000.0,-244500000.0,30600000.0,0.0,-139800000.0,13000000.0,-240000000.0,-4500000.0,118500000.0,903700000.0,428200000.0,9900000.0,465300000.0,190705000.0,217683000.0,6.36,1520300000.0,1239500000.0,6.58,1239500000.0,893500000.0,1249400000.0,0.0,1797200000.0,0.0,280800000.0,1721800000.0,0.0,1638800000.0,428200000.0,0.131749557355001,0.019977298524404,12837200000.0,1.16442252986914,0.388185654008439,0.497162252392611,9.46568703723037,0.936961198310892,0.497162252392611,67.612351232102,6.0,0.301180740000526
10,2018-11-30 00:00:00+00:00,3,2019,882700000.0,837200000.0,2198000000.0,-505900000.0,11772500000.0,13569600000.0,0.0,130600000.0,0.0,3583000000.0,13176800000.0,3583000000.0,11256700000.0,1797100000.0,27890400000.0,4986300000.0,0.0,16370400000.0,3638500000.0,13007000000.0,0.0,0.0,11369600000.0,3363400000.0,189454859.0,24251900000.0,635400000.0,3622000000.0,-6600000.0,387300000.0,3494200000.0,-75500000.0,81300000.0,-4198500000.0,11100000.0,0.0,-138800000.0,15200000.0,-248100000.0,-3950300000.0,72800000.0,1002600000.0,413500000.0,9000000.0,556500000.0,189682000.0,218138000.0,1.56,338400000.0,303100000.0,1.62,303100000.0,970000000.0,312100000.0,0.0,1972600000.0,0.0,35300000.0,492500000.0,0.0,411200000.0,413500000.0,0.129964140538969,0.0947333370331318,11520000000.0,1.08179223404888,-0.364705882352941,0.491736794078881,10.4119789295032,1.04582159958069,0.491736794078881,60.806041401134,5.0,0.302695066554626
11,2018-08-31 00:00:00+00:00,2,2019,734900000.0,951200000.0,1941900000.0,-304600000.0,9187600000.0,9923600000.0,0.0,206100000.0,0.0,0.0,13012900000.0,0.0,11268300000.0,736000000.0,24097500000.0,4947700000.0,0.0,12562300000.0,3585500000.0,10399800000.0,0.0,0.0,11391500000.0,2162500000.0,191188457.0,20512000000.0,834500000.0,25900000.0,600000.0,676800000.0,-503700000.0,-3900000.0,84600000.0,-335300000.0,-390400000.0,111700000.0,-138600000.0,18600000.0,-157700000.0,-281700000.0,88000000.0,1130900000.0,403200000.0,1800000.0,765000000.0,190495000.0,219230000.0,5.87,1363600000.0,1149500000.0,6.11,1149500000.0,1168200000.0,1151300000.0,0.0,2299100000.0,0.0,214100000.0,1536200000.0,0.0,1451600000.0,403200000.0,0.15011839708561,0.10115426984051,11535200000.0,1.65803468208092,1.35907335907336,0.50811186986212,12.0253075738772,0.815349254102216,0.50811186986212,60.3341863886689,8.0,0.348904711631833
