,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,0.0,10134600000.0,665700000.0,-42700000.0,186900000.0,5473100000.0,0.0,2228200000.0,821100000.0,714800000.0,6471300000.0,0.0,66700000.0,0.0,175300000.0,226985631.0,7128500000.0,1665900000.0,-210000000.0,30800000.0,-39900000.0,226100000.0,-109200000.0,-55500000.0,-50100000.0,52900000.0,49700000.0,276200000.0,10800000.0,0.0,123300000.0,-108200000.0,643200000.0,0.0,2.75,643200000.0,2.73,865100000.0,0.0,914800000.0,226985631.0,55400000.0,0.0,866900000.0,714500000.0,1595800000.0,865100000.0,1595800000.0,0.0,221900000.0,698600000.0,728900000.0,0.0,0.227210797462426,4.0,8468700000.0,0.216814159292035,7.03040096842077,1.0,0.0245914287718314,0.118525268101213,37.309410127375,1.0,0.311446528033616
1,2020-06-30 00:00:00+00:00,2,2020,0.0,9477300000.0,665700000.0,-52200000.0,194300000.0,5061500000.0,0.0,2058100000.0,816900000.0,655700000.0,6102900000.0,0.0,259300000.0,0.0,166400000.0,227548883.0,6750700000.0,1636500000.0,-210500000.0,36800000.0,-8400000.0,793700000.0,-119900000.0,-25200000.0,-59300000.0,53300000.0,48200000.0,853000000.0,-6200000.0,0.0,502800000.0,-318800000.0,603000000.0,0.0,2.58,603000000.0,2.55,843300000.0,0.0,891500000.0,227548883.0,125500000.0,0.0,861700000.0,710800000.0,1415400000.0,843300000.0,1415400000.0,0.0,240300000.0,728500000.0,553700000.0,0.0,0.221190801902156,4.0,7840800000.0,0.18348623853211,6.22020192470029,1.0,0.0246492956286015,0.0144782110091743,34.457651018221,1.0,0.30041361615536
2,2020-03-31 00:00:00+00:00,1,2020,0.0,8636900000.0,665700000.0,-49100000.0,198500000.0,4755600000.0,0.0,1562400000.0,812800000.0,585300000.0,5782900000.0,0.0,58300000.0,0.0,172600000.0,236041040.0,6434000000.0,1231900000.0,-215200000.0,74000000.0,-800000.0,741700000.0,-853200000.0,27600000.0,-46000000.0,58300000.0,46100000.0,787700000.0,-1200000.0,0.0,-178200000.0,-992300000.0,343100000.0,0.0,1.43,343100000.0,1.41,383400000.0,0.0,429500000.0,236041040.0,-176500000.0,0.0,755400000.0,608400000.0,1462600000.0,383400000.0,1462600000.0,0.0,40300000.0,166600000.0,707200000.0,0.0,0.21631098149261,3.0,7405000000.0,-0.322274881516588,6.19638008712383,1.0,0.0268262356232515,0.101936261583666,31.3716631650157,1.0,0.291122240771656
3,2019-12-31 00:00:00+00:00,4,2019,0.0,9330400000.0,665700000.0,-43000000.0,214500000.0,5216700000.0,0.0,1781800000.0,785200000.0,646600000.0,6443500000.0,0.0,31800000.0,0.0,146300000.0,233677334.0,7102100000.0,1107300000.0,-183500000.0,-185300000.0,-10100000.0,-33700000.0,-162800000.0,-247800000.0,-55700000.0,70500000.0,59100000.0,22000000.0,-300000.0,0.0,-435800000.0,-209700000.0,545300000.0,0.0,2.27,545300000.0,2.23,701700000.0,0.0,760800000.0,233677334.0,48600000.0,0.0,888400000.0,733000000.0,1468700000.0,701700000.0,1468700000.0,0.0,156400000.0,593900000.0,580300000.0,0.0,0.236159049734899,4.0,8223100000.0,0.576388888888889,6.28516242829097,1.0,0.0205995409808367,0.12544061302682,35.1899769619932,1.0,0.317725104353011
5,2019-09-30 00:00:00+00:00,3,2019,0.0,9397800000.0,665700000.0,-48700000.0,203300000.0,4853300000.0,0.0,2213200000.0,790100000.0,620600000.0,6187000000.0,0.0,49200000.0,0.0,146400000.0,235565029.0,6839800000.0,1455100000.0,-182600000.0,8100000.0,-3200000.0,497500000.0,-135700000.0,-47600000.0,-54400000.0,45400000.0,45700000.0,551900000.0,-1800000.0,0.0,381000000.0,-121500000.0,545900000.0,0.0,2.26,545900000.0,2.23,702900000.0,0.0,748600000.0,235565029.0,-800000.0,0.0,767600000.0,623100000.0,1426700000.0,702900000.0,1426700000.0,0.0,157000000.0,545100000.0,659100000.0,0.0,0.224955961263324,4.0,7942700000.0,-0.0341880341880342,6.05650170594719,1.0,0.0214041346238194,0.0230173526459201,33.7176533958273,1.0,0.29981975849185
6,2019-06-30 00:00:00+00:00,2,2019,0.0,8912300000.0,665700000.0,-38500000.0,193000000.0,4778600000.0,0.0,1802400000.0,792100000.0,619800000.0,5915900000.0,0.0,52400000.0,0.0,154900000.0,236475417.0,6579100000.0,1320900000.0,-183200000.0,51000000.0,-1700000.0,323300000.0,-136600000.0,4700000.0,-46800000.0,47200000.0,44100000.0,370100000.0,300000.0,0.0,179600000.0,-195500000.0,527500000.0,0.0,2.18,527500000.0,2.15,711200000.0,0.0,755300000.0,236475417.0,28400000.0,0.0,780100000.0,641800000.0,1395200000.0,711200000.0,1395200000.0,0.0,183700000.0,555900000.0,615100000.0,0.0,0.235181342677078,5.0,7591400000.0,0.204419889502762,5.8999790240353,1.0,0.0235442537733125,0.0373234200743495,32.1022797900384,1.0,0.310109166277395
7,2019-03-31 00:00:00+00:00,1,2019,0.0,8458900000.0,665700000.0,-41600000.0,210000000.0,4483000000.0,0.0,1657400000.0,794400000.0,604600000.0,5650800000.0,0.0,197500000.0,0.0,161900000.0,236263621.0,6311000000.0,1261200000.0,-184600000.0,17900000.0,-3400000.0,531000000.0,-187400000.0,-33800000.0,-47700000.0,43500000.0,41900000.0,578700000.0,-700000.0,0.0,238200000.0,-306000000.0,512600000.0,0.0,2.11,512600000.0,2.09,693900000.0,0.0,735800000.0,236263621.0,41400000.0,0.0,794800000.0,652500000.0,1327300000.0,693900000.0,1327300000.0,0.0,181300000.0,554000000.0,532500000.0,0.0,0.232965818003133,4.0,7197700000.0,0.165745856353591,5.61787715934481,1.0,0.0256536206623356,-0.000527108433734935,30.4646985834523,1.0,0.303297828103509
8,2018-12-31 00:00:00+00:00,4,2018,0.0,7689300000.0,665700000.0,-42000000.0,228500000.0,4133800000.0,0.0,1425200000.0,661300000.0,549600000.0,5464100000.0,0.0,54200000.0,0.0,0.0,240654698.0,6124300000.0,824700000.0,-172000000.0,3500000.0,-1300000.0,86500000.0,-588600000.0,-45100000.0,-47000000.0,61800000.0,44600000.0,133500000.0,-13000000.0,0.0,-701000000.0,-776400000.0,351900000.0,0.0,1.44,351900000.0,1.42,470300000.0,0.0,514900000.0,240654698.0,-79900000.0,0.0,762700000.0,637800000.0,1305000000.0,470300000.0,1305000000.0,0.0,118400000.0,272000000.0,542300000.0,0.0,0.233508279218716,4.0,6864600000.0,0.0285714285714287,5.42270735142681,1.0,0.0,0.00570283600493227,28.5246872678962,1.0,0.298764699426453
10,2018-09-30 00:00:00+00:00,3,2018,0.0,8530600000.0,665700000.0,-31000000.0,249900000.0,4332200000.0,0.0,2090600000.0,657000000.0,583100000.0,5788500000.0,0.0,80300000.0,0.0,0.0,243190703.0,6460500000.0,1209500000.0,-173600000.0,75800000.0,-800000.0,514200000.0,-69500000.0,113600000.0,-42900000.0,44500000.0,40200000.0,557100000.0,4200000.0,0.0,600000000.0,-74900000.0,583000000.0,0.0,2.34,583000000.0,2.3,766900000.0,0.0,807100000.0,243190703.0,-1400000.0,0.0,754000000.0,619600000.0,1394600000.0,766900000.0,1394600000.0,0.0,183900000.0,581600000.0,640600000.0,0.0,0.234042621119004,3.0,7321100000.0,0.471698113207547,5.73459422089832,1.0,0.0,0.125857754097037,30.1043580601023,1.0,0.301661632663139
11,2018-06-30 00:00:00+00:00,2,2018,0.0,7882200000.0,665700000.0,-23700000.0,220000000.0,4316500000.0,0.0,1484400000.0,655200000.0,564400000.0,5435100000.0,0.0,56400000.0,0.0,0.0,242137493.0,6114600000.0,1028400000.0,-173900000.0,-387500000.0,-200000.0,366400000.0,-112400000.0,-424200000.0,-41900000.0,45200000.0,37800000.0,408300000.0,-7900000.0,0.0,-169900000.0,-146100000.0,448900000.0,0.0,1.81,448900000.0,1.77,618100000.0,0.0,655900000.0,242137493.0,10700000.0,0.0,750300000.0,620000000.0,1345000000.0,618100000.0,1345000000.0,0.0,169200000.0,459600000.0,594700000.0,0.0,0.217503272956267,4.0,6853800000.0,0.190789473684211,5.5546953234541,1.0,0.0,0.134064080944351,28.3054058051225,1.0,0.280817667926175
