,date,quarter,year,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,17560000000.0,738000000.0,76469000000.0,0.0,413000000.0,5253000000.0,104535000000.0,1565000000.0,0.0,4035000000.0,58909000000.0,84706000000.0,840135854.0,6890000000.0,2176000000.0,0.0,7395000000.0,56788000000.0,38398000000.0,33145000000.0,5812000000.0,-2016000000.0,19829000000.0,6890000000.0,26336000000.0,0.0,-785000000.0,-1552000000.0,-184000000.0,-2374000000.0,1674000000.0,0.0,0.0,-332000000.0,122000000.0,-1526000000.0,-30000000.0,2928000000.0,681000000.0,-53000000.0,0.0,0.0,0.0,3607000000.0,246000000.0,306000000.0,356000000.0,356000000.0,-225000000.0,0.41,552000000.0,-110000000.0,27000000.0,1746000000.0,0.41,1233000000.0,131000000.0,1773000000.0,1834000000.0,840135854.0,0.0,4.0,-0.0462718138551031,0.491544219573052,1.12921412300683,28066000000.0,0.491544219573052,4.29335325093744,-0.65546218487395,1.25854343863913,-0.00251002738982591,33.4065018965373,-0.000711176035289708
1,2020-06-30 00:00:00+00:00,2,2020,9537000000.0,797000000.0,72844000000.0,0.0,675000000.0,3410000000.0,103728000000.0,1735000000.0,0.0,4480000000.0,63307000000.0,97604000000.0,839251000.0,6984000000.0,2273000000.0,0.0,8946000000.0,67980000000.0,40556000000.0,37146000000.0,5921000000.0,-1980000000.0,6124000000.0,6984000000.0,28871000000.0,0.0,-789000000.0,-1632000000.0,-525000000.0,70000000.0,1503000000.0,0.0,0.0,-335000000.0,-129000000.0,-1693000000.0,-21000000.0,323000000.0,738000000.0,-28000000.0,0.0,0.0,0.0,3585000000.0,-1725000000.0,449000000.0,-1169000000.0,-1169000000.0,37000000.0,-1.41,-1276000000.0,-556000000.0,540000000.0,1204000000.0,-1.41,-538000000.0,-1132000000.0,1744000000.0,1841000000.0,839251000.0,0.0,5.0,-0.0969773299748111,0.486471408647141,0.642130649051064,30884000000.0,0.486471408647141,4.27166604508067,-21.1428571428571,1.28661979148627,0.0180348618843949,36.7994795359195,0.00526524263590606
2,2020-03-31 00:00:00+00:00,1,2020,10448000000.0,842000000.0,71374000000.0,0.0,1192000000.0,5109000000.0,104126000000.0,1677000000.0,0.0,6455000000.0,60926000000.0,97590000000.0,838000325.0,7575000000.0,2425000000.0,0.0,8946000000.0,67396000000.0,39724000000.0,34615000000.0,6158000000.0,-2018000000.0,6536000000.0,7575000000.0,30726000000.0,0.0,-788000000.0,-1470000000.0,998000000.0,78000000.0,1633000000.0,0.0,0.0,1006000000.0,163000000.0,-1641000000.0,-207000000.0,1797000000.0,759000000.0,-11000000.0,0.0,0.0,0.0,4496000000.0,-289000000.0,490000000.0,-270000000.0,-270000000.0,31000000.0,-0.34,201000000.0,-19000000.0,631000000.0,1441000000.0,-0.34,960000000.0,-239000000.0,2072000000.0,2424000000.0,838000325.0,0.0,6.0,0.165370658372214,0.46085409252669,0.625574272588055,32752000000.0,0.46085409252669,5.36515305050747,-0.604651162790698,1.1265703313155,0.0590795552325339,39.0835170618818,0.0172013718288619
3,2019-12-31 00:00:00+00:00,4,2019,9940000000.0,1023000000.0,69790000000.0,0.0,135000000.0,3311000000.0,103823000000.0,1616000000.0,0.0,7576000000.0,59850000000.0,97727000000.0,823093381.0,7905000000.0,2425000000.0,0.0,7395000000.0,57200000000.0,32309000000.0,28998000000.0,6277000000.0,-1793000000.0,6096000000.0,7905000000.0,31994000000.0,0.0,-759000000.0,-1731000000.0,-171000000.0,713000000.0,1495000000.0,0.0,0.0,-204000000.0,-236000000.0,-1462000000.0,-9000000.0,-2954000000.0,742000000.0,-22000000.0,0.0,0.0,0.0,4475000000.0,1152000000.0,401000000.0,1009000000.0,1009000000.0,1000000.0,1.24,1553000000.0,143000000.0,1221000000.0,805000000.0,1.23,2295000000.0,1010000000.0,2026000000.0,2449000000.0,823093381.0,0.0,6.0,0.331448973519786,0.452737430167598,0.61327967806841,34033000000.0,0.452737430167598,5.43680717558826,0.278350515463918,0.906357442020379,0.0468736516921802,41.3476779009598,0.0133445356681357
5,2019-09-30 00:00:00+00:00,3,2019,12191000000.0,791000000.0,72402000000.0,55000000.0,378000000.0,7244000000.0,102359000000.0,1800000000.0,0.0,7336000000.0,60211000000.0,96090000000.0,803386956.0,7812000000.0,2335000000.0,0.0,9759000000.0,68433000000.0,41273000000.0,34029000000.0,6198000000.0,-1777000000.0,6269000000.0,7757000000.0,29286000000.0,0.0,-755000000.0,-1326000000.0,-120000000.0,1477000000.0,1396000000.0,0.0,0.0,-189000000.0,70000000.0,-1327000000.0,-13000000.0,-844000000.0,763000000.0,-55000000.0,0.0,0.0,0.0,3782000000.0,891000000.0,370000000.0,975000000.0,975000000.0,10000000.0,1.19,1261000000.0,-84000000.0,1104000000.0,671000000.0,1.17,2024000000.0,985000000.0,1775000000.0,2007000000.0,803386956.0,0.0,5.0,0.0959142277600695,0.469328397673189,0.514231810351899,29957000000.0,0.469328397673189,4.70756958618083,-0.0916030534351145,1.1619545175169,0.0380772892047039,37.2883823620358,0.0103896376482688
6,2019-06-30 00:00:00+00:00,2,2019,9503000000.0,787000000.0,72441000000.0,0.0,382000000.0,4911000000.0,100822000000.0,1724000000.0,0.0,7124000000.0,62938000000.0,95095000000.0,802364338.0,7596000000.0,2096000000.0,0.0,9863000000.0,67609000000.0,41963000000.0,37052000000.0,6185000000.0,-1683000000.0,5727000000.0,7596000000.0,27697000000.0,0.0,-736000000.0,-1233000000.0,-67000000.0,1660000000.0,1142000000.0,0.0,0.0,72000000.0,-91000000.0,-1281000000.0,-18000000.0,-828000000.0,738000000.0,-63000000.0,0.0,0.0,0.0,3970000000.0,97000000.0,452000000.0,54000000.0,54000000.0,4000000.0,0.07,549000000.0,43000000.0,461000000.0,973000000.0,0.05,1287000000.0,58000000.0,1434000000.0,2536000000.0,802364338.0,0.0,5.0,0.285621761658031,0.361209068010076,0.602651794170262,28381000000.0,0.361209068010076,4.94787693318444,-0.898550724637681,1.33776221251399,0.0373029415236685,35.3717116475334,0.00971297000044709
7,2019-03-31 00:00:00+00:00,1,2019,9776000000.0,920000000.0,72455000000.0,0.0,422000000.0,5492000000.0,100054000000.0,1657000000.0,0.0,7806000000.0,62679000000.0,94079000000.0,799314079.0,7370000000.0,2439000000.0,0.0,9847000000.0,67053000000.0,42771000000.0,37279000000.0,6108000000.0,-1731000000.0,5975000000.0,7370000000.0,26909000000.0,0.0,-733000000.0,-1031000000.0,236000000.0,247000000.0,1171000000.0,0.0,0.0,-383000000.0,140000000.0,-552000000.0,12000000.0,175000000.0,734000000.0,320000000.0,0.0,0.0,0.0,3858000000.0,-566000000.0,469000000.0,-680000000.0,-680000000.0,3000000.0,-0.86,-97000000.0,114000000.0,-482000000.0,1486000000.0,-0.86,637000000.0,-677000000.0,1004000000.0,2854000000.0,799314079.0,0.0,5.0,0.113098672821696,0.260238465526179,0.611190671031097,27599000000.0,0.260238465526179,4.82663836576811,-2.11688311688312,1.38537292355717,0.0605146618791143,34.5283546544412,0.0150869078701977
8,2018-12-31 00:00:00+00:00,4,2018,7647000000.0,914000000.0,55866000000.0,0.0,268000000.0,4031000000.0,77914000000.0,1418000000.0,0.0,9219000000.0,48219000000.0,72753000000.0,655083378.0,6560000000.0,2080000000.0,0.0,7080000000.0,54560000000.0,35175000000.0,31144000000.0,5116000000.0,-1700000000.0,5161000000.0,6560000000.0,20107000000.0,0.0,-550000000.0,-1186000000.0,4000000.0,1724000000.0,1062000000.0,0.0,0.0,-2069000000.0,-124000000.0,1011000000.0,9000000.0,-3167000000.0,574000000.0,-146000000.0,0.0,0.0,0.0,3361000000.0,736000000.0,440000000.0,641000000.0,641000000.0,21000000.0,0.97,1176000000.0,95000000.0,834000000.0,389000000.0,0.97,1750000000.0,662000000.0,1223000000.0,2138000000.0,655083378.0,0.0,6.0,0.0470404984423676,0.363879797679262,0.674905191578397,22048000000.0,0.363879797679262,5.13064460628094,-0.529126213592233,1.54891331377132,0.131683035113682,33.6567843734847,0.0313291189885573
10,2018-09-30 00:00:00+00:00,3,2018,9212000000.0,587000000.0,58656000000.0,0.0,310000000.0,6036000000.0,79082000000.0,1455000000.0,0.0,9128000000.0,49444000000.0,73380000000.0,653765671.0,7627000000.0,1671000000.0,0.0,6410000000.0,54185000000.0,38224000000.0,32188000000.0,5079000000.0,-1520000000.0,5702000000.0,7627000000.0,18470000000.0,0.0,-546000000.0,-1122000000.0,33000000.0,75000000.0,1286000000.0,0.0,0.0,-120000000.0,164000000.0,-1133000000.0,-17000000.0,426000000.0,600000000.0,-148000000.0,0.0,0.0,0.0,3451000000.0,1116000000.0,378000000.0,854000000.0,854000000.0,29000000.0,1.31,1494000000.0,262000000.0,1150000000.0,538000000.0,1.3,2094000000.0,883000000.0,1688000000.0,1763000000.0,653765671.0,0.0,7.0,0.0855614973262031,0.48913358446827,0.618975249674338,20426000000.0,0.48913358446827,5.27864975645073,0.271844660194175,1.7427179209529,0.1747635395502,31.2436105260106,0.040090518682336
11,2018-06-30 00:00:00+00:00,2,2018,8918000000.0,660000000.0,58039000000.0,0.0,190000000.0,5695000000.0,78075000000.0,1429000000.0,0.0,8820000000.0,49121000000.0,73465000000.0,652551940.0,7208000000.0,1643000000.0,0.0,6405000000.0,54604000000.0,37810000000.0,32115000000.0,4844000000.0,-1538000000.0,4610000000.0,7208000000.0,18064000000.0,0.0,-545000000.0,-987000000.0,20000000.0,81000000.0,1193000000.0,0.0,0.0,-120000000.0,206000000.0,-1053000000.0,-12000000.0,395000000.0,534000000.0,-47000000.0,0.0,0.0,0.0,3088000000.0,537000000.0,361000000.0,449000000.0,449000000.0,29000000.0,0.69,898000000.0,88000000.0,742000000.0,597000000.0,0.69,1432000000.0,478000000.0,1339000000.0,1749000000.0,652551940.0,0.0,6.0,0.0977603981514397,0.433613989637306,0.516932047544292,20036000000.0,0.433613989637306,4.73219036020336,0.112903225806452,1.7778454384411,0.169367546078786,30.7040693189878,0.0381125876286983
