,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctRec,statementData.balanceSheet.investments,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncfo,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.depamor,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.eps,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020,4,2020-10-31 00:00:00+00:00,21468603000.0,1503064000.0,2517688000.0,86729000.0,0.0,737536000.0,86729000.0,9470658000.0,7236238000.0,8105672000.0,2693455000.0,1055860000.0,18950915000.0,5145102000.0,15928705000.0,-249461000.0,1120561000.0,608260000.0,0.0,227273000.0,1364986000.0,369166257.0,0.0,5145102000.0,11997945000.0,0.0,-29888000.0,-30742000.0,642710000.0,-676166000.0,672598000.0,0.0,-450000000.0,-229597000.0,36557000.0,-1433000.0,-34404000.0,3431000.0,-94000.0,202216000.0,461672000.0,386526000.0,369281000.0,372321000.0,48593000.0,280239000.0,386526000.0,1023084000.0,1.05,0.0,465903000.0,0.0,30784000.0,561412000.0,0.0,386526000.0,1526295000.0,1.04,668119000.0,417310000.0,165115000.0,503211000.0,0.0569146305484679,0.057562989400777,11997945000.0,1.84447899099331,0.4,0.67030554381689,4.13443799659079,0.428831937469292,0.67030554381689,32.5001128150236,7.0,0.103771175887052
2,2020,3,2020-08-01 00:00:00+00:00,21599568000.0,1522772000.0,2485237000.0,82953000.0,0.0,681728000.0,82953000.0,9822008000.0,7079309000.0,8134232000.0,2701894000.0,1090264000.0,19114331000.0,5592977000.0,16070731000.0,-272929000.0,1134236000.0,612646000.0,0.0,215894000.0,1687776000.0,368424615.0,0.0,5143653000.0,11777560000.0,449324000.0,-20804000.0,-33497000.0,536396000.0,-219160000.0,557200000.0,0.0,0.0,-228798000.0,39560000.0,-12763000.0,305327000.0,9202000.0,784000.0,201463000.0,419124000.0,362665000.0,368791000.0,372003000.0,45914000.0,260794000.0,362665000.0,972578000.0,0.98,0.0,418943000.0,0.0,10364000.0,553454000.0,0.0,362665000.0,1456136000.0,0.97,620406000.0,373029000.0,153753000.0,483558000.0,0.0518865766338193,-0.0162193788032643,11777560000.0,1.47249220275676,0.0,0.667917007752023,3.95233092664018,0.436733330163463,0.667917007752023,31.9673537556659,8.0,0.0951034768591602
3,2020,2,2020-05-02 00:00:00+00:00,21350938000.0,1553902000.0,2051293000.0,76025000.0,0.0,588244000.0,76025000.0,9760080000.0,6945442000.0,8178078000.0,2749501000.0,784937000.0,19299645000.0,5591168000.0,16182572000.0,-277002000.0,1189332000.0,590268000.0,0.0,194211000.0,1582002000.0,368220091.0,0.0,5142223000.0,11590858000.0,448945000.0,-60161000.0,-61552000.0,368880000.0,-235710000.0,429041000.0,0.0,95646000.0,-228600000.0,35900000.0,0.0,130529000.0,-98800000.0,-1250000.0,203312000.0,344020000.0,267696000.0,368217000.0,371305000.0,49985000.0,252413000.0,267696000.0,846674000.0,0.73,0.0,345046000.0,0.0,27365000.0,502654000.0,0.0,267696000.0,1317060000.0,0.72,548358000.0,295061000.0,141775000.0,470386000.0,0.0518929253445235,-0.137260399239618,11590858000.0,1.29664374634166,-0.262626262626263,0.6428515025891,3.57682818561902,0.443644724143804,0.6428515025891,31.4780705434131,4.0,0.0950528219445145
4,2020,1,2020-02-01 00:00:00+00:00,21376827000.0,1567521000.0,1911179000.0,30232000.0,0.0,584366000.0,30232000.0,9687310000.0,6906346000.0,7916768000.0,2829609000.0,654408000.0,19465648000.0,5493762000.0,16330142000.0,-202147000.0,1206769000.0,588503000.0,0.0,211670000.0,1770542000.0,368302369.0,0.0,4745302000.0,11689517000.0,748460000.0,-54839000.0,-54732000.0,294809000.0,-289572000.0,349648000.0,0.0,0.0,-199160000.0,37501000.0,0.0,6086000.0,-89917000.0,742000.0,203932000.0,273428000.0,203874000.0,368241000.0,372264000.0,48813000.0,257073000.0,203874000.0,848142000.0,0.55,0.0,275030000.0,0.0,22343000.0,574714000.0,0.0,203874000.0,1303565000.0,0.55,478962000.0,226217000.0,199280000.0,455423000.0,0.0562928635063808,-0.154133960071403,11689517000.0,1.0794316090779,-0.427083333333333,0.650632688051612,3.53938804015676,0.405945087380428,0.650632688051612,31.7389134143745,5.0,0.103289837038047
5,2019,4,2019-11-02 00:00:00+00:00,21392641000.0,1582382000.0,1985126000.0,77324000.0,0.0,635136000.0,77324000.0,9683453000.0,6899253000.0,8174821000.0,2930511000.0,648322000.0,19407515000.0,5491919000.0,16474104000.0,-187799000.0,1219989000.0,609886000.0,0.0,225270000.0,1508632000.0,369406136.0,0.0,5192252000.0,11709188000.0,299667000.0,-51075000.0,-63757000.0,606829000.0,-557110000.0,657904000.0,0.0,-200000000.0,-200196000.0,37580000.0,-11170000.0,36158000.0,-162001000.0,-879000.0,205164000.0,338361000.0,277694000.0,369052000.0,372583000.0,50775000.0,277018000.0,277694000.0,942191000.0,0.75,0.0,338602000.0,0.0,10133000.0,603830000.0,0.0,277694000.0,1443219000.0,0.75,543766000.0,287827000.0,154799000.0,501028000.0,0.0629828875304524,-0.0604825899925007,11709188000.0,1.31584508349286,-0.305555555555556,0.652839936281327,3.90686255411848,0.443433993885827,0.652839936281327,31.6973294672073,5.0,0.116429197439433
7,2019,3,2019-08-03 00:00:00+00:00,21566650000.0,1606267000.0,2007058000.0,32290000.0,0.0,689976000.0,32290000.0,9776413000.0,6821755000.0,8292733000.0,2994174000.0,612164000.0,19559592000.0,5690077000.0,16594265000.0,-153673000.0,1221192000.0,638305000.0,0.0,220230000.0,1483680000.0,369761227.0,0.0,5278643000.0,11790237000.0,411434000.0,-58095000.0,-58642000.0,494452000.0,-594615000.0,552547000.0,0.0,-300000000.0,-200068000.0,36098000.0,0.0,-101437000.0,-92773000.0,-727000.0,204127000.0,446726000.0,362374000.0,369533000.0,373077000.0,59871000.0,280102000.0,362374000.0,997811000.0,0.98,0.0,449429000.0,0.0,27184000.0,551085000.0,0.0,362374000.0,1480143000.0,0.97,653556000.0,389558000.0,162825000.0,482332000.0,0.0696263815868635,-0.0500876337851185,11790237000.0,1.35275665911787,-0.109090909090909,0.674131485944264,4.00296973268103,0.447713052757124,0.674131485944264,31.8860825286043,5.0,0.128501584687915
8,2019,2,2019-05-04 00:00:00+00:00,21776325000.0,1613044000.0,2080489000.0,31616000.0,0.0,685978000.0,31616000.0,10034067000.0,6659449000.0,8669032000.0,3000892000.0,713601000.0,19695836000.0,5986530000.0,16739552000.0,-96021000.0,1211467000.0,608085000.0,0.0,208243000.0,1365035000.0,368314314.0,0.0,5612365000.0,11742258000.0,374165000.0,-75209000.0,-74572000.0,595673000.0,-488920000.0,670882000.0,0.0,-250000000.0,-199501000.0,40229000.0,0.0,107737000.0,-33844000.0,347000.0,201375000.0,469695000.0,367937000.0,369246000.0,373342000.0,59701000.0,285846000.0,367937000.0,1034092000.0,0.99,0.0,468098000.0,0.0,40460000.0,564397000.0,0.0,367937000.0,1526602000.0,0.98,669473000.0,408397000.0,163128000.0,492510000.0,0.0726481245149857,-0.0236008652371408,11742258000.0,1.52412868534506,-0.0833333333333334,0.677381531008082,4.14483483799655,0.477963011884086,0.677381531008082,31.8810797019418,5.0,0.135206558731024
9,2019,1,2019-02-02 00:00:00+00:00,21828278000.0,1638550000.0,1985180000.0,34757000.0,0.0,713730000.0,34757000.0,10242841000.0,6491013000.0,9392886000.0,3034403000.0,605864000.0,19843098000.0,6234517000.0,16885588000.0,-78021000.0,1181735000.0,593211000.0,0.0,222552000.0,849955000.0,370159553.0,0.0,6234517000.0,11585437000.0,0.0,-90993000.0,-96215000.0,280774000.0,-486149000.0,371767000.0,0.0,-100000000.0,-177716000.0,36393000.0,0.0,-210727000.0,-207864000.0,-130000.0,200585000.0,455826000.0,355006000.0,368703000.0,372506000.0,58728000.0,287382000.0,355006000.0,1039656000.0,0.96,0.0,458674000.0,0.0,44940000.0,583830000.0,0.0,355006000.0,1541101000.0,0.95,659259000.0,399946000.0,167342000.0,501445000.0,0.0750670574837118,-0.016446163370286,11585437000.0,2.33562953332823,0.215189873417721,0.674618989929927,4.16334250327993,0.538133952133182,0.674618989929927,31.2984952194385,7.0,0.141662901396364
10,2018,4,2018-11-03 00:00:00+00:00,20438366000.0,9665000.0,2112126000.0,28730000.0,0.0,639717000.0,28730000.0,9170193000.0,5982697000.0,8118445000.0,1794310000.0,816591000.0,18326240000.0,6332674000.0,17030796000.0,-58440000.0,1154328000.0,586760000.0,0.0,260919000.0,1051748000.0,371669966.0,0.0,6265674000.0,11268173000.0,67000000.0,-86004000.0,-89019000.0,628437000.0,-580746000.0,714441000.0,0.0,-225000000.0,-179416000.0,37454000.0,0.0,44016000.0,-173447000.0,-660000.0,201190000.0,466243000.0,404855000.0,371087000.0,375112000.0,59102000.0,295336000.0,404855000.0,1045765000.0,1.08,0.0,468438000.0,0.0,4481000.0,579522000.0,0.0,404855000.0,1536128000.0,1.07,669628000.0,409336000.0,174999000.0,490363000.0,0.0729624431732979,-0.0856495246190375,11268173000.0,2.00820538760235,-0.0999999999999999,0.680779856886926,4.13304313106645,0.556050568268698,0.680779856886926,30.3176851260562,7.0,0.139996902748054
12,2018,3,2018-08-04 00:00:00+00:00,20548616000.0,28769000.0,2116557000.0,28540000.0,547279000.0,710753000.0,28540000.0,9692399000.0,5449515000.0,8353516000.0,1792922000.0,772575000.0,18432059000.0,6555246000.0,17174900000.0,-65466000.0,1107991000.0,563645000.0,0.0,215688000.0,1338883000.0,370897292.0,0.0,6532746000.0,10856217000.0,22500000.0,-51750000.0,-54489000.0,568988000.0,-599125000.0,620738000.0,0.0,-430000000.0,-178890000.0,36895000.0,-500000.0,-33942000.0,10848000.0,-1066000.0,199865000.0,488951000.0,408557000.0,371315000.0,375815000.0,61665000.0,291642000.0,408557000.0,1060558000.0,1.1,0.0,492171000.0,0.0,21949000.0,571607000.0,0.0,408557000.0,1558189000.0,1.08,692036000.0,430506000.0,171487000.0,497631000.0,0.0733509787045627,0.0866774716821652,10856217000.0,1.58083790741984,5.11111111111111,0.680635019243494,4.2011333962503,0.601751604633548,0.680635019243494,29.2701436062251,7.0,0.145684152453401
