,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-10-02 00:00:00+00:00,4,2020,5106700000.0,494100000.0,566700000.0,150700000.0,4164200000.0,0.0,806000000.0,2789100000.0,55300000.0,2317600000.0,167036087.0,150700000.0,0.0,448400000.0,311300000.0,942500000.0,393600000.0,1417400000.0,1243300000.0,413300000.0,-7800000.0,4820400000.0,0.0,5200000.0,408100000.0,226900000.0,121100000.0,-301200000.0,0.0,90700000.0,0.0,-145900000.0,-43000000.0,45000000.0,-190400000.0,0.0,-83500000.0,-217700000.0,267000000.0,-224600000.0,497900000.0,62300000.0,266100000.0,166700000.0,0.0,19200000.0,956800000.0,126200000.0,191300000.0,246900000.0,267600000.0,168700000.0,0.0,246900000.0,1.48,266100000.0,246900000.0,1.47,0.0,458900000.0,356800000.0,0.0,5.0,0.156393521875755,0.479619565217391,5.1685994647636,4164200000.0,0.479619565217391,5.72810353250193,0.203252032520325,0.0361894241390903,0.19450130395603,24.9299422345783,0.16092589666614
2,2020-06-26 00:00:00+00:00,3,2020,5072400000.0,488900000.0,791300000.0,155800000.0,4182400000.0,0.0,698200000.0,2735000000.0,42600000.0,2337400000.0,166835903.0,155800000.0,0.0,401100000.0,300600000.0,890000000.0,346100000.0,1379600000.0,1252700000.0,371100000.0,-7600000.0,4657000000.0,0.0,24100000.0,347000000.0,200900000.0,187100000.0,-125300000.0,0.0,90600000.0,0.0,-71600000.0,-175500000.0,37800000.0,-254500000.0,0.0,-73500000.0,-51800000.0,258700000.0,-121100000.0,402700000.0,55000000.0,144000000.0,167000000.0,0.0,14300000.0,736800000.0,117000000.0,186600000.0,129700000.0,147500000.0,168300000.0,0.0,129700000.0,0.78,144000000.0,129700000.0,0.77,0.0,334100000.0,234600000.0,0.0,4.0,-0.0393741851368971,0.453447339847991,5.82747444527549,4182400000.0,0.453447339847991,4.41631559365252,-0.0602409638554217,0.0372513389441469,0.186301959939694,25.0689445424706,0.155811405154686
3,2020-03-27 00:00:00+00:00,2,2020,4981900000.0,476900000.0,912400000.0,151900000.0,4142800000.0,0.0,648900000.0,2761100000.0,39600000.0,2220800000.0,170155181.0,151900000.0,0.0,362200000.0,293000000.0,839100000.0,367600000.0,1379200000.0,1275200000.0,195600000.0,-7500000.0,4600800000.0,0.0,34100000.0,161500000.0,169500000.0,219700000.0,-340200000.0,0.0,91800000.0,0.0,-60700000.0,104900000.0,40200000.0,44000000.0,0.0,-74900000.0,-265300000.0,280400000.0,-15800000.0,390500000.0,58600000.0,203000000.0,170000000.0,0.0,21900000.0,766100000.0,113200000.0,176100000.0,181100000.0,199500000.0,171100000.0,0.0,181100000.0,1.07,203000000.0,181100000.0,1.06,0.0,375600000.0,294800000.0,0.0,4.0,-0.0546643632773939,0.490275420963321,6.13141910546659,4142800000.0,0.490275420963321,4.50236070096508,-0.130081300813008,0.0366660229796273,0.190689201132736,24.3471869363766,0.160541821053271
4,2019-12-27 00:00:00+00:00,1,2020,5091800000.0,491300000.0,928200000.0,150900000.0,4267300000.0,0.0,604400000.0,2745300000.0,39900000.0,2346500000.0,170375324.0,150900000.0,0.0,333200000.0,309500000.0,824500000.0,426800000.0,1349900000.0,1286300000.0,300400000.0,-8000000.0,4494600000.0,0.0,38200000.0,262200000.0,138500000.0,287200000.0,-141000000.0,0.0,91200000.0,0.0,-111200000.0,-69300000.0,33600000.0,-180500000.0,0.0,-75100000.0,-65900000.0,398400000.0,76900000.0,451800000.0,55400000.0,278700000.0,170200000.0,0.0,21600000.0,896100000.0,107700000.0,167000000.0,257100000.0,277300000.0,171600000.0,0.0,257100000.0,1.51,278700000.0,257100000.0,1.5,0.0,444300000.0,369900000.0,0.0,5.0,-0.0780864197530864,0.495815199196518,7.04231692677071,4267300000.0,0.495815199196518,5.25956446603735,-0.062111801242236,0.0353619384622595,0.199343407521846,25.0464674097993,0.169055027841467
5,2019-09-27 00:00:00+00:00,4,2019,4839600000.0,343300000.0,851300000.0,0.0,4122300000.0,0.0,609700000.0,2605000000.0,40800000.0,2234600000.0,171703134.0,0.0,0.0,374000000.0,312400000.0,717300000.0,465300000.0,1205600000.0,1297700000.0,230900000.0,-7900000.0,4312600000.0,0.0,27600000.0,203300000.0,190500000.0,332600000.0,-206700000.0,0.0,92900000.0,0.0,-84400000.0,-4200000.0,21500000.0,-101800000.0,0.0,-75100000.0,-131600000.0,417000000.0,108500000.0,421400000.0,55800000.0,234000000.0,171100000.0,0.0,23400000.0,827400000.0,106800000.0,172100000.0,210600000.0,233900000.0,172400000.0,0.0,210600000.0,1.23,234000000.0,210600000.0,1.22,0.0,406000000.0,326900000.0,0.0,4.0,-0.179492264974217,0.490693739424704,5.97486631016043,4122300000.0,0.490693739424704,4.81878216620088,-0.226415094339623,0.0,0.20894170634095,24.008297949879,0.177960315433408
7,2019-06-28 00:00:00+00:00,3,2019,4842300000.0,345900000.0,742800000.0,0.0,4099900000.0,0.0,580800000.0,2636000000.0,33700000.0,2206300000.0,172693582.0,0.0,0.0,396500000.0,315500000.0,742400000.0,557800000.0,1230100000.0,1303900000.0,227300000.0,-7800000.0,4177100000.0,0.0,35100000.0,192200000.0,218900000.0,121500000.0,-144300000.0,0.0,93700000.0,0.0,-87800000.0,-51800000.0,16000000.0,-138500000.0,0.0,-65700000.0,-78600000.0,209300000.0,-73500000.0,454500000.0,46800000.0,161900000.0,172600000.0,0.0,17800000.0,767000000.0,100600000.0,152900000.0,144100000.0,159600000.0,173400000.0,0.0,144100000.0,0.83,161900000.0,144100000.0,0.83,0.0,312500000.0,255600000.0,0.0,4.0,-0.142345968914235,0.407431551499348,5.56443883984868,4099900000.0,0.407431551499348,4.44139261643203,-0.474683544303798,0.0,0.22762792579109,23.7408938567271,0.193683639625357
8,2019-03-29 00:00:00+00:00,2,2019,4765500000.0,346300000.0,816300000.0,0.0,4080900000.0,0.0,555000000.0,2605400000.0,49200000.0,2160100000.0,174064672.0,0.0,0.0,338300000.0,315700000.0,684600000.0,543800000.0,1169800000.0,1319700000.0,175000000.0,-8100000.0,4098700000.0,0.0,33900000.0,141100000.0,167900000.0,95400000.0,-193400000.0,0.0,92000000.0,0.0,-96700000.0,-158500000.0,21800000.0,-268100000.0,0.0,-66000000.0,-127400000.0,192100000.0,-269400000.0,410200000.0,47900000.0,241300000.0,173800000.0,0.0,27300000.0,810400000.0,107500000.0,162600000.0,214000000.0,237600000.0,174600000.0,0.0,214000000.0,1.23,241300000.0,214000000.0,1.23,0.0,400200000.0,333300000.0,0.0,4.0,-0.112765491569958,0.493830207305035,6.38516109961573,4080900000.0,0.493830207305035,4.65574082717945,-0.185430463576159,0.0,0.262812057107448,23.4447343801044,0.22407750332172
9,2018-12-28 00:00:00+00:00,1,2019,4738900000.0,343300000.0,1085700000.0,0.0,4038300000.0,0.0,493100000.0,2530400000.0,34700000.0,2208500000.0,177531995.0,0.0,0.0,357300000.0,313500000.0,700600000.0,524400000.0,1140600000.0,1319900000.0,16100000.0,-8200000.0,3950700000.0,0.0,2700000.0,13400000.0,156500000.0,419500000.0,-368100000.0,0.0,93000000.0,0.0,-129500000.0,301000000.0,20800000.0,171500000.0,0.0,-67100000.0,-301000000.0,549000000.0,352400000.0,486900000.0,47800000.0,323800000.0,176600000.0,0.0,38900000.0,972000000.0,109200000.0,164200000.0,284900000.0,320900000.0,177700000.0,0.0,284900000.0,1.61,323800000.0,284900000.0,1.6,0.0,485100000.0,416800000.0,0.0,5.0,-0.0759577906645118,0.499074074074074,6.18108032465715,4038300000.0,0.499074074074074,5.47506943748365,3.23684210526316,0.0,0.278210260062376,22.7468857092492,0.237303756768362
10,2018-09-28 00:00:00+00:00,4,2018,4828900000.0,342200000.0,733300000.0,0.0,4097000000.0,0.0,490200000.0,2566700000.0,36500000.0,2262200000.0,178981545.0,0.0,0.0,389700000.0,310500000.0,731900000.0,655800000.0,1140900000.0,1333500000.0,316900000.0,-8800000.0,3732900000.0,0.0,22800000.0,294100000.0,229900000.0,95300000.0,-291200000.0,0.0,83800000.0,0.0,-112300000.0,175100000.0,21500000.0,-341200000.0,-404000000.0,-68000000.0,-223200000.0,207600000.0,-424800000.0,504800000.0,54400000.0,343400000.0,178300000.0,0.0,57900000.0,1008400000.0,103000000.0,163500000.0,285500000.0,340100000.0,180200000.0,0.0,285500000.0,1.59,343400000.0,285500000.0,1.57,0.0,503600000.0,427200000.0,0.0,4.0,0.0241722526914483,0.49940499801666,5.80497818835001,4097000000.0,0.49940499801666,5.6341004319747,0.0392156862745099,0.0,0.227459041769346,22.8906281929793,0.193841153253551
12,2018-06-29 00:00:00+00:00,3,2018,4783300000.0,342100000.0,1158100000.0,0.0,4082900000.0,0.0,502800000.0,2151900000.0,30900000.0,2631400000.0,182074657.0,0.0,0.0,358300000.0,309900000.0,700400000.0,468400000.0,1034600000.0,942900000.0,490700000.0,-8800000.0,3515400000.0,0.0,106300000.0,384400000.0,230200000.0,66500000.0,-296500000.0,0.0,74700000.0,0.0,-191500000.0,-490600000.0,19500000.0,-684700000.0,0.0,-57700000.0,-238800000.0,258000000.0,-723200000.0,442700000.0,44600000.0,310800000.0,181200000.0,0.0,24300000.0,894300000.0,96800000.0,145300000.0,286500000.0,306300000.0,182800000.0,0.0,286500000.0,1.58,310800000.0,286500000.0,1.57,0.0,451600000.0,385500000.0,0.0,4.0,-0.00721580817051515,0.504975958850498,7.34412503488697,4082900000.0,0.504975958850498,4.91172145940113,0.17910447761194,0.0,0.2268584864107,22.4243179543653,0.195589501666105
