,date,quarter,year,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.acctRec,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.accoci,statementData.balanceSheet.investments,statementData.balanceSheet.intangibles,statementData.balanceSheet.inventory,statementData.balanceSheet.deposits,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.debt,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncf,statementData.cashFlow.ncfi,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.opinc,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.taxExp,statementData.incomeStatement.costRev,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.intexp,statementData.incomeStatement.consolidatedIncome,statementData.overview.rps,statementData.overview.roa,statementData.overview.bookVal,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.revenueQoQ,statementData.overview.grossMargin,statementData.overview.roe,statementData.overview.piotroskiFScore,statementData.overview.epsQoQ
0,2018-03-31 00:00:00+00:00,1,2018,356252768.0,754668000.0,0.0,777138000.0,4833329000.0,6710631000.0,5947318000.0,357317000.0,23254408000.0,2450957000.0,0.0,0.0,49001494000.0,0.0,18473002000.0,7336062000.0,38173551000.0,10259080000.0,-460534000.0,912185000.0,-55281000.0,-35990000.0,-1845149000.0,874508000.0,-2700000.0,2583000.0,-405253000.0,12431000.0,1643665000.0,42094000.0,215077000.0,-256761000.0,2680793000.0,0.34,125697000.0,0.34,158903000.0,0.0,734066000.0,98161000.0,13452000.0,885906000.0,356252768.0,1172000.0,787745000.0,93202000.0,-32495000.0,1794887000.0,0.0,116809000.0,124525000.0,23607000.0,139149000.0,7.52497451472433,0.000217840930837544,10827943000.0,30.3939898089437,0.330464157434013,-0.0880133382820056,0.330464157434013,0.00101364729673639,2.0,-1.45945945945946
