,year,quarter,date,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.totalAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayEquity,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.shareswa,statementData.incomeStatement.sga,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,2,2020-10-31 00:00:00+00:00,2667000000.0,0.0,0.0,2535000000.0,58000000.0,1413000000.0,-508000000.0,601000000.0,2403000000.0,3082000000.0,0.0,209000000.0,828000000.0,358000000.0,964000000.0,6350000000.0,0.0,879000000.0,1715000000.0,1022000000.0,3947000000.0,0.0,2309000000.0,3815000000.0,2925000000.0,478451435.0,-3000000.0,0.0,0.0,20000000.0,-84000000.0,-118000000.0,0.0,192000000.0,-29000000.0,56000000.0,3000000.0,-15000000.0,-15000000.0,177000000.0,0.0,0.0,0.0,0.5,20000000.0,404000000.0,250000000.0,240000000.0,240000000.0,985000000.0,331000000.0,0.0,69000000.0,478451435.0,250000000.0,0.5,349000000.0,309000000.0,240000000.0,581000000.0,329000000.0,0.154963273871983,-0.00404448938321533,2403000000.0,3.73287671232877,-0.152542372881356,0.589847715736041,2.05872514521772,0.960882230545152,0.589847715736041,5.0224533238154,3.0,0.432673151294972
1,2021,1,2020-07-31 00:00:00+00:00,2705000000.0,0.0,0.0,2545000000.0,58000000.0,1417000000.0,-523000000.0,545000000.0,2150000000.0,2849000000.0,0.0,229000000.0,834000000.0,389000000.0,908000000.0,6191000000.0,0.0,721000000.0,1741000000.0,1091000000.0,4041000000.0,0.0,2316000000.0,3646000000.0,2950000000.0,478236622.0,17000000.0,0.0,177000000.0,19000000.0,-83000000.0,-37000000.0,0.0,91000000.0,55000000.0,233000000.0,3000000.0,-15000000.0,162000000.0,76000000.0,0.0,0.0,0.0,0.68,20000000.0,288000000.0,210000000.0,324000000.0,324000000.0,753000000.0,255000000.0,0.0,42000000.0,478236622.0,210000000.0,0.67,405000000.0,366000000.0,324000000.0,465000000.0,386000000.0,0.167622025360431,-0.0169712793733682,2150000000.0,3.34188817598533,0.743589743589744,0.617529880478088,1.57453437348844,1.07720930232558,0.617529880478088,4.49568247410379,4.0,0.478196233894945
2,2020,4,2020-04-30 00:00:00+00:00,2602000000.0,0.0,0.0,2501000000.0,15000000.0,1391000000.0,-547000000.0,517000000.0,1975000000.0,2708000000.0,0.0,207000000.0,848000000.0,333000000.0,675000000.0,5766000000.0,0.0,570000000.0,1685000000.0,880000000.0,3791000000.0,0.0,2269000000.0,3265000000.0,2911000000.0,478140178.0,-21000000.0,0.0,0.0,19000000.0,-83000000.0,235000000.0,0.0,215000000.0,328000000.0,399000000.0,3000000.0,-30000000.0,-30000000.0,185000000.0,0.0,0.0,0.0,0.27,20000000.0,256000000.0,242000000.0,128000000.0,128000000.0,709000000.0,211000000.0,0.0,38000000.0,478140178.0,242000000.0,0.27,205000000.0,166000000.0,128000000.0,453000000.0,186000000.0,0.149284715014215,-0.0470430107526881,1975000000.0,3.71022727272727,-0.181818181818182,0.638928067700987,1.48282874483725,1.14886075949367,0.638928067700987,4.13058782941265,5.0,0.436123928806856
4,2020,3,2020-01-31 00:00:00+00:00,2297000000.0,0.0,0.0,2524000000.0,19000000.0,1419000000.0,-392000000.0,558000000.0,2005000000.0,2588000000.0,0.0,206000000.0,840000000.0,4000000.0,276000000.0,5518000000.0,0.0,732000000.0,1668000000.0,664000000.0,3513000000.0,0.0,2293000000.0,2994000000.0,2849000000.0,477845931.0,-2000000.0,0.0,0.0,19000000.0,-84000000.0,-243000000.0,0.0,322000000.0,-152000000.0,41000000.0,2000000.0,-36000000.0,-36000000.0,286000000.0,0.0,0.0,0.0,0.48,20000000.0,342000000.0,257000000.0,231000000.0,231000000.0,899000000.0,300000000.0,0.0,53000000.0,477845931.0,257000000.0,0.48,323000000.0,284000000.0,231000000.0,557000000.0,304000000.0,0.159390674345161,-0.00553097345132747,2005000000.0,4.50903614457831,0.0212765957446808,0.619577308120133,1.88135953803905,1.14364089775561,0.619577308120133,4.19591309651646,5.0,0.472922695328648
5,2020,2,2019-10-31 00:00:00+00:00,2444000000.0,0.0,0.0,2514000000.0,16000000.0,1417000000.0,-400000000.0,592000000.0,1942000000.0,2544000000.0,0.0,185000000.0,828000000.0,156000000.0,235000000.0,5553000000.0,0.0,823000000.0,1654000000.0,771000000.0,3611000000.0,0.0,2288000000.0,3039000000.0,2840000000.0,477539182.0,2000000.0,0.0,0.0,18000000.0,-79000000.0,-157000000.0,0.0,115000000.0,-65000000.0,-72000000.0,3000000.0,-32000000.0,-32000000.0,83000000.0,0.0,0.0,0.0,0.59,21000000.0,370000000.0,270000000.0,282000000.0,282000000.0,989000000.0,349000000.0,0.0,49000000.0,477539182.0,270000000.0,0.59,370000000.0,331000000.0,282000000.0,619000000.0,352000000.0,0.16130707843415,0.0868131868131867,1942000000.0,3.94163424124514,0.134615384615385,0.625884732052578,2.07103424656786,1.17816683831102,0.625884732052578,4.06668200893304,7.0,0.506449221645663
6,2020,1,2019-07-31 00:00:00+00:00,2487000000.0,0.0,0.0,2485000000.0,16000000.0,1408000000.0,-407000000.0,524000000.0,1663000000.0,2282000000.0,0.0,192000000.0,815000000.0,220000000.0,307000000.0,5322000000.0,0.0,626000000.0,1609000000.0,867000000.0,3659000000.0,0.0,2267000000.0,2837000000.0,2792000000.0,477274855.0,-3000000.0,-1000000.0,-22000000.0,18000000.0,-79000000.0,-26000000.0,0.0,72000000.0,67000000.0,0.0,3000000.0,-21000000.0,-43000000.0,51000000.0,0.0,0.0,0.0,0.39,21000000.0,268000000.0,256000000.0,186000000.0,186000000.0,766000000.0,242000000.0,0.0,42000000.0,477274855.0,256000000.0,0.39,267000000.0,228000000.0,186000000.0,498000000.0,249000000.0,0.1580898281423,0.0,1663000000.0,3.2722029988466,-0.0714285714285714,0.650130548302872,1.60494522595371,1.36319903788334,0.650130548302872,3.48436541874807,7.0,0.521269841269841
7,2019,4,2019-04-30 00:00:00+00:00,2440000000.0,0.0,0.0,2420000000.0,16000000.0,1398000000.0,-363000000.0,544000000.0,1647000000.0,2238000000.0,0.0,154000000.0,816000000.0,150000000.0,307000000.0,5139000000.0,0.0,609000000.0,1520000000.0,703000000.0,3492000000.0,0.0,2290000000.0,2719000000.0,2789000000.0,477048099.0,-2000000.0,-1000000.0,0.0,20000000.0,-79000000.0,-141000000.0,0.0,223000000.0,-58000000.0,47000000.0,2000000.0,-35000000.0,-33000000.0,188000000.0,0.0,0.0,0.0,0.33,21000000.0,262000000.0,256000000.0,159000000.0,159000000.0,744000000.0,226000000.0,0.0,47000000.0,477048099.0,256000000.0,0.33,247000000.0,206000000.0,159000000.0,482000000.0,227000000.0,0.163117796444618,0.0150068212824011,1647000000.0,3.86770981507824,0.434782608695652,0.647849462365591,1.55959116399288,1.39040680024287,0.647849462365591,3.45248205254875,7.0,0.556203164029975
9,2019,3,2019-01-31 00:00:00+00:00,2508000000.0,0.0,0.0,2408000000.0,20000000.0,1405000000.0,-360000000.0,587000000.0,1493000000.0,2085000000.0,0.0,141000000.0,801000000.0,207000000.0,260000000.0,5163000000.0,0.0,737000000.0,1471000000.0,895000000.0,3670000000.0,0.0,2301000000.0,2755000000.0,2775000000.0,476959764.0,6000000.0,-78000000.0,0.0,16000000.0,-79000000.0,-215000000.0,0.0,305000000.0,-55000000.0,67000000.0,3000000.0,-31000000.0,-29000000.0,274000000.0,0.0,0.0,0.0,0.47,23000000.0,333000000.0,252000000.0,227000000.0,227000000.0,904000000.0,319000000.0,0.0,57000000.0,476959764.0,252000000.0,0.47,323000000.0,284000000.0,227000000.0,571000000.0,307000000.0,0.15477772854822,0.029612756264237,1493000000.0,3.07821229050279,0.205128205128205,0.631637168141593,1.89533807300358,1.54119223040857,0.631637168141593,3.13024307853356,6.0,0.554106450475855
10,2019,2,2018-10-31 00:00:00+00:00,2546000000.0,0.0,0.0,2406000000.0,16000000.0,1398000000.0,-365000000.0,620000000.0,1497000000.0,2016000000.0,0.0,130000000.0,785000000.0,258000000.0,193000000.0,5149000000.0,0.0,768000000.0,1477000000.0,895000000.0,3652000000.0,0.0,2288000000.0,2743000000.0,2757000000.0,481159511.0,-11000000.0,-123000000.0,0.0,18000000.0,-76000000.0,-121000000.0,0.0,146000000.0,83000000.0,-18000000.0,4000000.0,-32000000.0,-32000000.0,114000000.0,0.0,0.0,0.0,0.52,22000000.0,320000000.0,263000000.0,249000000.0,249000000.0,910000000.0,327000000.0,0.0,61000000.0,481159511.0,263000000.0,0.52,350000000.0,310000000.0,249000000.0,590000000.0,332000000.0,0.14837559429477,-0.00437636761487969,1497000000.0,3.06480446927374,0.04,0.648351648351648,1.89126470369199,1.52839011356045,0.648351648351648,3.11123435321639,3.0,0.556670382757339
11,2019,1,2018-07-31 00:00:00+00:00,2486000000.0,0.0,0.0,2402000000.0,16000000.0,1413000000.0,-364000000.0,564000000.0,1368000000.0,1767000000.0,0.0,171000000.0,778000000.0,176000000.0,211000000.0,5025000000.0,0.0,658000000.0,1449000000.0,868000000.0,3657000000.0,0.0,2310000000.0,2623000000.0,2789000000.0,481111622.0,-7000000.0,-5000000.0,0.0,18000000.0,-76000000.0,-122000000.0,0.0,126000000.0,-41000000.0,-28000000.0,5000000.0,-23000000.0,-25000000.0,103000000.0,0.0,0.0,0.0,0.42,22000000.0,243000000.0,266000000.0,200000000.0,200000000.0,766000000.0,257000000.0,0.0,42000000.0,481111622.0,266000000.0,0.41,282000000.0,242000000.0,200000000.0,523000000.0,264000000.0,0.147644972778582,0.0594744121715076,1368000000.0,3.02188940092166,0.135135135135135,0.682767624020888,1.59214611531459,1.68859649122807,0.682767624020888,2.84341499445216,4.0,0.534345625451916
