,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-30 00:00:00+00:00,18395000000.0,20747000000.0,4717000000.0,20009000000.0,-3972000000.0,0.0,1283000000.0,11435000000.0,17000000.0,6960000000.0,54206278.0,19384000000.0,0.0,1616000000.0,430000000.0,22363000000.0,720000000.0,752000000.0,10499000000.0,0.0,-401000000.0,-4359000000.0,625000000.0,0.0,0.0,218000000.0,179000000.0,-15000000.0,-40000000.0,72000000.0,4000000.0,-43000000.0,0.0,34000000.0,-43000000.0,0.0,0.0,27000000.0,222000000.0,168000000.0,637000000.0,183000000.0,324000000.0,57000000.0,267000000.0,-25000000.0,1173000000.0,0.0,224000000.0,82000000.0,312000000.0,57000000.0,0.0,82000000.0,1.43,57000000.0,82000000.0,1.43,19000000.0,536000000.0,396000000.0,0.0,6.0,-0.238805970149254,0.45694799658994,4.30693069306931,-3968000000.0,0.45694799658994,21.6395599048509,-0.69047619047619,-4.88016112789527,-0.123357532849343,-73.2018531137666,0.0288096405801163
2,2020,3,2020-06-27 00:00:00+00:00,18179000000.0,20707000000.0,4549000000.0,20039000000.0,-4183000000.0,0.0,1344000000.0,11408000000.0,12000000.0,6771000000.0,54072319.0,19410000000.0,0.0,1651000000.0,372000000.0,22358000000.0,726000000.0,744000000.0,10492000000.0,0.0,-490000000.0,-4427000000.0,629000000.0,0.0,0.0,231000000.0,385000000.0,1493000000.0,1474000000.0,70000000.0,3000000.0,-12000000.0,0.0,22000000.0,-12000000.0,0.0,0.0,20000000.0,397000000.0,1881000000.0,531000000.0,163000000.0,295000000.0,57300000.0,262000000.0,39000000.0,1022000000.0,0.0,205000000.0,-6000000.0,286000000.0,57300000.0,0.0,-6000000.0,-0.1,33000000.0,-6000000.0,-0.1,1000000.0,491000000.0,365000000.0,0.0,6.0,-0.328073635765944,0.480430528375734,4.10115081768625,-4179000000.0,0.480430528375734,18.9006134543629,-1.03891050583658,-4.64021037532871,-0.177561100776188,-77.2853851524289,0.0399855543517515
3,2020,2,2020-03-28 00:00:00+00:00,16635000000.0,19184000000.0,2668000000.0,18562000000.0,-4209000000.0,0.0,1313000000.0,11435000000.0,13000000.0,5200000000.0,53667940.0,17933000000.0,0.0,1656000000.0,385000000.0,20840000000.0,999000000.0,748000000.0,10515000000.0,0.0,-503000000.0,-4401000000.0,629000000.0,0.0,0.0,266000000.0,138000000.0,-1662000000.0,181000000.0,72000000.0,-2000000.0,-23000000.0,0.0,11000000.0,-23000000.0,0.0,-1864000000.0,30000000.0,161000000.0,-1526000000.0,625000000.0,180000000.0,585000000.0,57400000.0,252000000.0,14000000.0,1443000000.0,0.0,226000000.0,319000000.0,592000000.0,57400000.0,0.0,319000000.0,5.56,333000000.0,319000000.0,5.56,4000000.0,818000000.0,657000000.0,0.0,8.0,0.235445205479452,0.566874566874567,3.14009661835749,-4205000000.0,0.566874566874567,26.8875608044579,0.544444444444444,-4.26063197909242,-0.264943455158084,-78.3521782278209,0.0490482729553263
4,2020,1,2019-12-28 00:00:00+00:00,18156000000.0,19105000000.0,4194000000.0,18382000000.0,-4303000000.0,0.0,1294000000.0,11504000000.0,13000000.0,6652000000.0,53548349.0,17952000000.0,0.0,3350000000.0,448000000.0,22455000000.0,1025000000.0,753000000.0,10583000000.0,0.0,-252000000.0,-4699000000.0,430000000.0,0.0,0.0,265000000.0,406000000.0,1414000000.0,1457000000.0,69000000.0,3000000.0,-27000000.0,0.0,26000000.0,877000000.0,904000000.0,-64000000.0,20000000.0,433000000.0,2727000000.0,664000000.0,201000000.0,611000000.0,57400000.0,248000000.0,59000000.0,1465000000.0,0.0,241000000.0,304000000.0,560000000.0,57400000.0,185000000.0,119000000.0,2.07,363000000.0,305000000.0,2.07,-71000000.0,801000000.0,680000000.0,1000000.0,3.0,0.475327291037261,0.546757679180887,1.98567164179104,-4299000000.0,0.546757679180887,27.3584531989959,-0.321311475409836,-4.17197304206368,-0.290109252507137,-80.2825872371901,0.0415386737210702
5,2019,4,2019-09-30 00:00:00+00:00,16255000000.0,17601000000.0,1467000000.0,16899000000.0,-2894000000.0,0.0,1233000000.0,11390000000.0,0.0,4865000000.0,53329410.0,16469000000.0,0.0,1538000000.0,441000000.0,19139000000.0,1068000000.0,757000000.0,10564000000.0,0.0,-379000000.0,-3120000000.0,430000000.0,0.0,0.0,276000000.0,225000000.0,-1641000000.0,29000000.0,89000000.0,-4000000.0,-22000000.0,0.0,23000000.0,148000000.0,170000000.0,-1688000000.0,18000000.0,247000000.0,-1250000000.0,659000000.0,213000000.0,642000000.0,56300000.0,245000000.0,50000000.0,1541000000.0,0.0,268000000.0,347000000.0,614000000.0,56300000.0,87000000.0,260000000.0,4.62,397000000.0,349000000.0,4.62,-32000000.0,882000000.0,731000000.0,2000000.0,5.0,0.468586916329619,0.572355613238157,3.16319895968791,-2884000000.0,0.572355613238157,28.8958756528527,0.124087591240876,-5.6907394609537,-0.422570642596233,-54.0789781848327,0.0485781748175731
7,2019,3,2019-06-29 00:00:00+00:00,17702598000.0,17632572000.0,2716812000.0,16876699000.0,-1321244000.0,0.0,1413934000.0,12291403000.0,62775000.0,5411195000.0,53179914.0,16495885000.0,0.0,1380640000.0,641002000.0,19013212000.0,1162345000.0,745538000.0,11418677000.0,0.0,-175775000.0,-1709790000.0,380814000.0,0.0,0.0,310448000.0,279000000.0,-3000000.0,-21000000.0,63000000.0,0.0,-36000000.0,0.0,32000000.0,-424000000.0,-388000000.0,0.0,17000000.0,315000000.0,-112000000.0,808000000.0,252000000.0,441000000.0,56300000.0,241000000.0,55000000.0,1521000000.0,0.0,290000000.0,145000000.0,423000000.0,56300000.0,0.0,145000000.0,2.57,200000000.0,145000000.0,2.57,-17000000.0,713000000.0,504000000.0,0.0,6.0,0.550993104657874,0.468770545693623,3.91933813303975,-1310614000.0,0.468770545693623,28.6010240633334,-0.342710997442455,-12.4851162994875,-0.475701714239552,-24.6449063456552,0.0497848277031418
8,2019,2,2019-03-30 00:00:00+00:00,17797156000.0,17553210000.0,2828902000.0,17257150000.0,-1491778000.0,0.0,1453044000.0,12201627000.0,38972000.0,5595529000.0,52897155.0,16509181000.0,0.0,1726193000.0,658175000.0,19279403000.0,1141249000.0,737599000.0,11338768000.0,0.0,-157037000.0,-1851113000.0,747969000.0,0.0,0.0,318586000.0,103000000.0,3925000000.0,3894000000.0,39000000.0,4000000.0,-20000000.0,0.0,20000000.0,-3560000000.0,-3540000000.0,0.0,33000000.0,123000000.0,492000000.0,518000000.0,160000000.0,467000000.0,56300000.0,202000000.0,63000000.0,1168000000.0,0.0,182000000.0,202000000.0,468000000.0,56300000.0,0.0,202000000.0,3.6,265000000.0,202000000.0,3.6,-2000000.0,650000000.0,506000000.0,0.0,5.0,0.2517817527088,0.556506849315068,3.2415430951232,-1482247000.0,0.556506849315068,22.0805825946594,0.0198300283286119,-11.0667813843615,-0.46427335059815,-28.021299066084,0.0605365969802602
9,2019,1,2018-12-29 00:00:00+00:00,12389278000.0,13104905000.0,2337316000.0,12883125000.0,-1666893000.0,0.0,838705000.0,8462660000.0,0.0,3926618000.0,52748435.0,12507616000.0,0.0,951266000.0,375048000.0,14056171000.0,657684000.0,395970000.0,8001467000.0,26044000.0,-80993000.0,-2050727000.0,375509000.0,26044000.0,0.0,176010000.0,306000000.0,-10000000.0,0.0,35000000.0,-3000000.0,-24000000.0,0.0,18000000.0,-53000000.0,-29000000.0,-24000000.0,14000000.0,330000000.0,264000000.0,429000000.0,122000000.0,422000000.0,56300000.0,172000000.0,54000000.0,993000000.0,0.0,142000000.0,196000000.0,422000000.0,56300000.0,24000000.0,172000000.0,3.05,250000000.0,196000000.0,3.05,0.0,564000000.0,457000000.0,0.0,8.0,0.171045804047361,0.56797583081571,4.12778129356037,-1666893000.0,0.56797583081571,18.8252030605268,-0.344086021505376,-7.5035506178261,-0.413220500709041,-31.600804839044,0.0696255083182221
10,2018,4,2018-09-30 00:00:00+00:00,12197467000.0,13105556000.0,2073017000.0,12877282000.0,-1808471000.0,0.0,805292000.0,8540180000.0,0.0,3657287000.0,52628694.0,12501946000.0,0.0,900382000.0,399496000.0,14005938000.0,704310000.0,388333000.0,8011694000.0,0.0,4100000.0,-2246578000.0,375336000.0,0.0,0.0,173603000.0,308187000.0,-3554000.0,-19985000.0,33466000.0,979000.0,-22903000.0,0.0,21589000.0,-109327000.0,-86424000.0,148000.0,17379000.0,331090000.0,219188000.0,452552000.0,123792000.0,453475000.0,55606000.0,173224000.0,51550000.0,1049308000.0,0.0,141999000.0,228701000.0,454757000.0,55606000.0,-148000.0,228849000.0,4.11,280251000.0,228701000.0,4.11,2057000.0,596756000.0,486941000.0,0.0,8.0,0.135756073537291,0.56871385713251,4.06192815938124,-1808471000.0,0.56871385713251,19.9379448785106,1.49090909090909,-6.91299224593593,-0.408802131487962,-34.3628325643042,0.0809728460571392
12,2018,3,2018-06-30 00:00:00+00:00,11804477000.0,13085787000.0,1853373000.0,12891759000.0,-2098480000.0,0.0,815251000.0,8419075000.0,0.0,3385402000.0,52430416.0,12516010000.0,0.0,817170000.0,357680000.0,13902957000.0,658168000.0,380475000.0,7924321000.0,0.0,-23717000.0,-2471575000.0,375749000.0,0.0,0.0,155937000.0,218013000.0,1161562000.0,1154995000.0,33925000.0,-5267000.0,-19213000.0,0.0,13708000.0,-551155000.0,-531942000.0,0.0,14316000.0,237226000.0,842366000.0,411142000.0,112816000.0,432973000.0,55597000.0,167577000.0,48150000.0,980662000.0,0.0,132040000.0,217246000.0,437480000.0,55597000.0,0.0,217246000.0,3.91,265396000.0,217246000.0,3.91,145000.0,569520000.0,466898000.0,0.0,9.0,0.0924709381666675,0.580750554217457,4.14283686381047,-2098480000.0,0.580750554217457,18.7040667386656,0.269480519480519,-5.96432179482292,-0.306192734940003,-40.0240959369844,0.0721095415222978
