,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-30 00:00:00+00:00,7264700000.0,4107100000.0,704600000.0,2274000000.0,1027800000.0,325300000.0,584000000.0,4578900000.0,415600000.0,2685800000.0,115966966.0,2249400000.0,0.0,1810800000.0,0.0,5917900000.0,1249100000.0,917300000.0,2129600000.0,953500000.0,-1614200000.0,7139800000.0,24600000.0,953500000.0,0.0,687800000.0,303900000.0,-490600000.0,-399100000.0,45000000.0,12300000.0,-21900000.0,0.0,11400000.0,-26900000.0,-5000000.0,-118500000.0,27000000.0,325800000.0,-179400000.0,930700000.0,354400000.0,324800000.0,115800000.0,26200000.0,35900000.0,1570000000.0,0.0,384100000.0,262700000.0,255200000.0,116900000.0,0.0,262700000.0,2.27,298600000.0,263700000.0,2.25,0.0,639300000.0,369800000.0,1000000.0,5.0,-0.0925904519708705,0.407197452229299,1.48321184007069,1346800000.0,0.407197452229299,13.5383381505385,19.6363636363636,2.18855808523059,1.30531551927553,11.6136521153791,0.144303440496334
2,2020,3,2020-06-30 00:00:00+00:00,7329500000.0,3998300000.0,909800000.0,2647800000.0,770500000.0,341700000.0,674800000.0,4387000000.0,353300000.0,2942500000.0,115823960.0,2225000000.0,0.0,2242100000.0,0.0,6240400000.0,1202100000.0,884800000.0,2121700000.0,900100000.0,-1569900000.0,6877200000.0,422800000.0,900100000.0,0.0,667000000.0,324100000.0,225700000.0,340500000.0,43500000.0,13600000.0,-22100000.0,-7500000.0,12300000.0,-317500000.0,-286600000.0,-118000000.0,3200000.0,346200000.0,268000000.0,839800000.0,370200000.0,363500000.0,115700000.0,25400000.0,20300000.0,1394000000.0,0.0,370200000.0,317800000.0,184000000.0,116400000.0,0.0,317800000.0,2.74,338100000.0,314200000.0,2.73,0.0,554200000.0,407000000.0,-3600000.0,5.0,-0.162813044261606,0.397560975609756,1.31238570982561,1089100000.0,0.397560975609756,12.0355062976607,0.234234234234234,2.88773523685918,1.22396019900498,9.40306306225413,0.112991111943945
3,2020,2,2020-03-31 00:00:00+00:00,6665900000.0,3966000000.0,641800000.0,2305200000.0,620800000.0,326200000.0,629000000.0,3907700000.0,369300000.0,2758200000.0,116183650.0,2223700000.0,0.0,1762000000.0,0.0,5728000000.0,1301100000.0,879300000.0,1795300000.0,716300000.0,-1625800000.0,6795800000.0,81500000.0,716300000.0,0.0,742500000.0,199200000.0,-438400000.0,-242000000.0,42300000.0,-22800000.0,-18200000.0,-1600000.0,10900000.0,-40600000.0,-20800000.0,-118400000.0,-78800000.0,217400000.0,-284400000.0,982500000.0,352000000.0,195200000.0,116000000.0,25500000.0,37500000.0,1681300000.0,0.0,352000000.0,132200000.0,346800000.0,116600000.0,0.0,132200000.0,1.14,169700000.0,129900000.0,1.13,0.0,698800000.0,237500000.0,-2300000.0,4.0,0.0145426019792421,0.415630761910426,1.56538024971623,937900000.0,0.415630761910426,14.4710550925195,-0.608247422680412,3.58199097938144,0.983129204761083,8.07256442709452,0.109408114998311
4,2020,1,2019-12-31 00:00:00+00:00,7107900000.0,4003900000.0,926200000.0,2535300000.0,717000000.0,319200000.0,625300000.0,4100400000.0,368500000.0,3007500000.0,115546942.0,2210800000.0,0.0,2067500000.0,0.0,6071400000.0,1298100000.0,905100000.0,1837600000.0,860700000.0,-1584300000.0,6782000000.0,324500000.0,860700000.0,0.0,708300000.0,194300000.0,-95600000.0,23500000.0,41900000.0,5300000.0,-36800000.0,42300000.0,11500000.0,-233000000.0,-238500000.0,-117900000.0,-1200000.0,231100000.0,-92200000.0,981600000.0,403200000.0,356300000.0,115700000.0,26400000.0,19200000.0,1684500000.0,0.0,403200000.0,310700000.0,299700000.0,116600000.0,0.0,310700000.0,2.68,329900000.0,315400000.0,2.66,0.0,702900000.0,398200000.0,4700000.0,5.0,0.0256956707057177,0.417275155832591,1.4546553808948,1036500000.0,0.417275155832591,14.5784905324452,3.0,3.08340306834031,1.025124515772,8.97038019405135,0.144527364154499
5,2019,4,2019-09-30 00:00:00+00:00,6113000000.0,3772000000.0,1018400000.0,2256900000.0,404200000.0,275600000.0,575700000.0,3127300000.0,364100000.0,2985700000.0,117007640.0,1956400000.0,0.0,1936800000.0,0.0,5708800000.0,1178700000.0,571900000.0,1265200000.0,793900000.0,-1488000000.0,6440200000.0,300500000.0,793900000.0,0.0,694600000.0,452100000.0,-325300000.0,-600000.0,40000000.0,-15800000.0,-22900000.0,118600000.0,10600000.0,95700000.0,0.0,-112900000.0,-210700000.0,475000000.0,229600000.0,1007300000.0,405100000.0,83400000.0,116200000.0,27000000.0,48300000.0,1730200000.0,0.0,399000000.0,8100000.0,323900000.0,117200000.0,0.0,8100000.0,0.11,56400000.0,8100000.0,0.1,0.0,722900000.0,123400000.0,0.0,6.0,0.000404741254697916,0.41781296959889,1.54156340355225,404200000.0,0.41781296959889,14.7870686050928,-0.96028880866426,4.84017812963879,0.667226044638362,3.45447528041759,0.113779260385751
7,2019,3,2019-06-30 00:00:00+00:00,6158800000.0,3049800000.0,788800000.0,2240500000.0,1156500000.0,293700000.0,656300000.0,3213000000.0,198100000.0,2945800000.0,118362039.0,1941100000.0,0.0,1952500000.0,0.0,5002300000.0,1222600000.0,556500000.0,1282200000.0,1182500000.0,-930200000.0,6431600000.0,299400000.0,1057900000.0,124600000.0,629900000.0,323400000.0,-354600000.0,-700000.0,36900000.0,1000000.0,-27800000.0,39000000.0,10700000.0,11200000.0,0.0,-114400000.0,-239500000.0,351200000.0,8800000.0,934800000.0,361700000.0,348200000.0,117600000.0,26800000.0,60000000.0,1665100000.0,0.0,361700000.0,261400000.0,368600000.0,118600000.0,0.0,261400000.0,2.22,321400000.0,261400000.0,2.2,0.0,730300000.0,385100000.0,0.0,7.0,-0.0197798316359569,0.438592276740136,1.5087323943662,1156500000.0,0.438592276740136,14.0678549817818,0.3875,1.67842628620839,0.767819336626676,9.77086918889594,0.167994018788805
8,2019,2,2019-03-31 00:00:00+00:00,6254200000.0,3046000000.0,780000000.0,2231100000.0,1336300000.0,308900000.0,665400000.0,3277400000.0,200000000.0,2976800000.0,119543966.0,1932400000.0,0.0,1871900000.0,0.0,4917900000.0,1244400000.0,557800000.0,1294100000.0,1234100000.0,-940300000.0,6398000000.0,298700000.0,1111900000.0,122200000.0,660900000.0,108100000.0,21700000.0,357600000.0,39400000.0,5000000.0,-35700000.0,33600000.0,10800000.0,-22800000.0,-20700000.0,-115600000.0,-220300000.0,143800000.0,147700000.0,949000000.0,385000000.0,426100000.0,118900000.0,23700000.0,56400000.0,1657200000.0,0.0,385000000.0,346000000.0,323200000.0,120000000.0,0.0,346000000.0,2.91,402400000.0,346000000.0,2.88,0.0,708200000.0,465500000.0,0.0,6.0,0.00363372093023262,0.427347332850591,1.5902558897377,1336300000.0,0.427347332850591,13.8626821198152,0.625698324022346,1.44608246651201,0.684590025210232,11.1783140940798,0.159873524035374
9,2019,1,2018-12-31 00:00:00+00:00,5935400000.0,2395600000.0,632300000.0,1866700000.0,1274300000.0,293000000.0,627200000.0,3197500000.0,196400000.0,2737900000.0,120684079.0,1235400000.0,0.0,2265500000.0,0.0,4661100000.0,1188700000.0,559700000.0,1272300000.0,1181200000.0,-976900000.0,6167600000.0,631300000.0,1060000000.0,121200000.0,648200000.0,170100000.0,-327700000.0,80300000.0,35900000.0,-11700000.0,-41900000.0,182800000.0,11000000.0,140900000.0,0.0,-116900000.0,-291100000.0,212000000.0,13500000.0,903600000.0,386700000.0,141500000.0,120300000.0,20700000.0,40500000.0,1642300000.0,0.0,386700000.0,80300000.0,352000000.0,121500000.0,0.0,80300000.0,0.67,120800000.0,80300000.0,0.66,0.0,738700000.0,177400000.0,0.0,7.0,0.0351065170805496,0.449796017779943,1.20851909070845,1274300000.0,0.449796017779943,13.6082573079089,-1.36413043478261,0.969473436396453,0.542526101349631,10.5589735660161,0.13885924248226
10,2018,4,2018-09-30 00:00:00+00:00,6262000000.0,2407600000.0,618800000.0,1776200000.0,1617500000.0,249900000.0,581600000.0,3431300000.0,179600000.0,2830700000.0,123164853.0,1225200000.0,0.0,2236900000.0,0.0,4644500000.0,1190100000.0,576800000.0,1290700000.0,1578900000.0,-941900000.0,6198100000.0,551000000.0,1288000000.0,290900000.0,713400000.0,315900000.0,51600000.0,550300000.0,39700000.0,-3400000.0,-46900000.0,-685400000.0,9900000.0,-732300000.0,0.0,-112500000.0,-386200000.0,362800000.0,-321300000.0,993400000.0,415100000.0,500900000.0,122100000.0,19200000.0,135800000.0,1729500000.0,0.0,398300000.0,345900000.0,337800000.0,123300000.0,0.0,345900000.0,2.77,481700000.0,345900000.0,2.73,0.0,736100000.0,540600000.0,0.0,6.0,0.0371814092953524,0.425614339404452,1.26545665876883,1617500000.0,0.425614339404452,14.042155354174,0.742138364779874,0.757465224111283,0.298949072587961,13.1328050219002,0.0831137789608062
12,2018,3,2018-06-30 00:00:00+00:00,5837600000.0,2639800000.0,940100000.0,1227900000.0,1444200000.0,261600000.0,570300000.0,2461800000.0,296700000.0,3375800000.0,125580404.0,1227100000.0,0.0,1753600000.0,0.0,4393400000.0,1149300000.0,537300000.0,1301000000.0,548600000.0,-1140500000.0,5851500000.0,800000.0,0.0,548600000.0,641800000.0,320800000.0,-837100000.0,-307800000.0,42100000.0,-58400000.0,-22300000.0,80900000.0,9800000.0,58600000.0,0.0,-114800000.0,-414500000.0,343100000.0,-493800000.0,954000000.0,399600000.0,268200000.0,124400000.0,16500000.0,53100000.0,1698700000.0,0.0,399600000.0,198600000.0,345100000.0,125800000.0,0.0,198600000.0,1.6,251700000.0,198600000.0,1.58,0.0,744700000.0,310300000.0,0.0,6.0,0.0622186093046524,0.438394066050509,1.92506843065693,1444200000.0,0.438394066050509,13.526791966683,-0.0532544378698224,0.849674560310206,0.192030397505846,11.5002018945567,0.0591190629733499
