,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,0.0,69616000000.0,350600000.0,477600000.0,64500000.0,58363500000.0,404300000.0,103800000.0,508800000.0,6473800000.0,11192300000.0,0.0,605600000.0,0.0,3378600000.0,203556974.0,10892200000.0,58723800000.0,-58000000.0,169100000.0,0.0,404400000.0,1000000.0,600000.0,-22000000.0,0.0,29800000.0,426400000.0,0.0,-415000000.0,-61800000.0,-488800000.0,231100000.0,1888600000.0,1.13,231100000.0,1.13,349000000.0,0.0,378800000.0,203556974.0,0.0,0.0,758700000.0,408000000.0,1107700000.0,299600000.0,2996300000.0,49400000.0,68500000.0,231100000.0,349000000.0,0.0,0.0140641905404384,5.0,10892200000.0,-0.0258620689655172,14.7197118385146,0.369689283449588,0.310185270193349,0.0122635135135136,53.5093432858753,0.369689283449588,0.0925531940701136
1,2020,2,2020-06-30 00:00:00+00:00,0.0,69305200000.0,348900000.0,327200000.0,211000000.0,57887600000.0,440800000.0,165600000.0,518100000.0,6411700000.0,11019200000.0,0.0,513500000.0,0.0,3793000000.0,203420459.0,10561400000.0,58743800000.0,-58000000.0,-874500000.0,0.0,594100000.0,1000000.0,-1213300000.0,-38400000.0,0.0,27300000.0,632500000.0,0.0,479100000.0,-171600000.0,409200000.0,265500000.0,1882800000.0,1.3,265500000.0,1.3,385100000.0,0.0,412400000.0,203420459.0,0.0,0.0,753300000.0,413700000.0,1138400000.0,337600000.0,3021200000.0,47500000.0,72100000.0,265500000.0,385100000.0,0.0,0.0143657984693061,4.0,10561400000.0,-0.0225563909774437,14.8519967699021,0.376803918972594,0.359137993069101,0.00149169622435119,51.9190648370329,0.376803918972594,0.0965639084009199
2,2020,1,2020-03-31 00:00:00+00:00,47300000.0,65335900000.0,348800000.0,-217100000.0,511400000.0,53789000000.0,414100000.0,337200000.0,540700000.0,6305800000.0,10812000000.0,0.0,362600000.0,0.0,3314100000.0,202971077.0,9803100000.0,55532800000.0,-57800000.0,-325700000.0,0.0,180800000.0,1300000.0,122600000.0,-39100000.0,0.0,28500000.0,219900000.0,0.0,-15000000.0,253100000.0,-89400000.0,161000000.0,1854800000.0,0.79,161000000.0,0.79,247800000.0,0.0,276300000.0,202971077.0,0.0,0.0,768500000.0,455400000.0,1016300000.0,202100000.0,2871100000.0,45700000.0,41100000.0,161000000.0,247800000.0,0.0,0.0147901913152884,4.0,9803100000.0,-0.396946564885496,14.1453651546619,0.35397582807983,0.338066529975212,-0.0389945106439952,48.2980144013327,0.35397582807983,0.100934810361158
3,2019,4,2019-12-31 00:00:00+00:00,0.0,67013400000.0,351700000.0,37300000.0,24000000.0,55758900000.0,363900000.0,84100000.0,534100000.0,6383600000.0,10728700000.0,0.0,352100000.0,0.0,3326600000.0,206268474.0,9965000000.0,57048400000.0,-58900000.0,-144200000.0,0.0,441400000.0,-101700000.0,-187600000.0,-43400000.0,0.0,27500000.0,484800000.0,0.0,-111600000.0,7100000.0,-290100000.0,296200000.0,1881300000.0,1.44,296200000.0,1.43,424000000.0,0.0,451500000.0,206268474.0,0.0,0.0,727200000.0,411700000.0,1153300000.0,377400000.0,3034600000.0,46600000.0,81200000.0,296200000.0,426100000.0,0.0,0.0166879949342995,7.0,9965000000.0,0.263157894736842,14.7118943634595,0.380050088973835,0.333828399397893,0.0533879477922798,48.3108242707027,0.380050088973835,0.115486142817408
5,2019,3,2019-09-30 00:00:00+00:00,0.0,66955700000.0,348600000.0,-153200000.0,0.0,55585400000.0,408200000.0,77000000.0,568300000.0,6483000000.0,10491500000.0,0.0,288100000.0,0.0,3437300000.0,208630912.0,9631600000.0,57324100000.0,-59400000.0,-158900000.0,0.0,271500000.0,-95800000.0,-198700000.0,-42600000.0,0.0,27700000.0,314100000.0,0.0,94500000.0,16200000.0,-99200000.0,242000000.0,1871500000.0,1.16,242000000.0,1.16,345500000.0,0.0,373200000.0,208630912.0,0.0,0.0,717800000.0,424200000.0,1088500000.0,299400000.0,2960000000.0,46100000.0,57400000.0,242000000.0,370700000.0,0.0,0.0162910044869095,6.0,9631600000.0,-1.89230769230769,14.1877345577629,0.367736486486486,0.356877362016695,0.0109980189903682,46.1657378941046,0.367736486486486,0.114581010144967
6,2019,2,2019-06-30 00:00:00+00:00,0.0,65843700000.0,350100000.0,-242500000.0,0.0,54394400000.0,448300000.0,60800000.0,556100000.0,6469200000.0,10308900000.0,0.0,287200000.0,0.0,3341200000.0,211880640.0,9453100000.0,56390600000.0,-55200000.0,-613100000.0,0.0,389100000.0,-98100000.0,-642000000.0,-36800000.0,0.0,27500000.0,425900000.0,0.0,380900000.0,-1300000.0,214800000.0,281200000.0,1902600000.0,1.33,281200000.0,1.33,394600000.0,0.0,422100000.0,211880640.0,0.0,0.0,719500000.0,436000000.0,1114100000.0,352000000.0,3016700000.0,42600000.0,70800000.0,281200000.0,394600000.0,0.0,0.00829490473857265,6.0,9453100000.0,0.0310077519379846,14.2377330935002,0.36931083634435,0.353450190942654,0.043732484517178,44.6152135466459,0.36931083634435,0.0590683689725582
7,2019,1,2019-03-31 00:00:00+00:00,30200000.0,63921700000.0,351000000.0,-502300000.0,0.0,52553600000.0,417700000.0,62100000.0,548200000.0,6429900000.0,10083100000.0,0.0,268300000.0,0.0,2958700000.0,214625710.0,9060500000.0,54861200000.0,-55700000.0,-229200000.0,0.0,488700000.0,-98600000.0,-365200000.0,-28100000.0,0.0,27400000.0,516800000.0,0.0,-15000000.0,-31900000.0,-183500000.0,280900000.0,1840800000.0,1.31,280900000.0,1.31,395400000.0,0.0,422800000.0,214625710.0,0.0,0.0,751400000.0,460700000.0,1146800000.0,353300000.0,2987600000.0,42100000.0,72400000.0,280900000.0,395400000.0,0.0,0.00847876933250856,8.0,9060500000.0,0.0650406504065042,13.9200471369437,0.38385326014192,0.326549307433365,0.0303490136570561,42.2153524850308,0.38385326014192,0.0595619815467825
8,2018,4,2018-12-31 00:00:00+00:00,109900000.0,61875600000.0,350300000.0,-814200000.0,0.0,50707600000.0,363300000.0,94000000.0,546900000.0,6277900000.0,9863100000.0,0.0,24000000.0,0.0,2971300000.0,218748493.0,8621800000.0,53253800000.0,-55400000.0,-148800000.0,-145400000.0,404500000.0,-149400000.0,-342700000.0,-48500000.0,0.0,26500000.0,453000000.0,0.0,-15000000.0,-120200000.0,-230500000.0,249100000.0,1829500000.0,1.14,249100000.0,1.14,351700000.0,0.0,378200000.0,218748493.0,0.0,0.0,699600000.0,412700000.0,1051300000.0,309700000.0,2880800000.0,42000000.0,60600000.0,249100000.0,351700000.0,0.0,0.00839103774965001,5.0,8621800000.0,-0.0420168067226891,13.1694621548776,0.364933351846709,0.344626412118119,0.0146520146520146,39.4142143872964,0.364933351846709,0.0580171202602679
10,2018,3,2018-09-30 00:00:00+00:00,176400000.0,62249800000.0,346000000.0,-868500000.0,238200000.0,50945900000.0,428000000.0,214200000.0,521000000.0,6377000000.0,9670800000.0,0.0,0.0,0.0,2983500000.0,218705296.0,8518200000.0,53731600000.0,-56900000.0,50200000.0,0.0,351300000.0,1000000.0,14200000.0,-36000000.0,0.0,25400000.0,387300000.0,0.0,-215000000.0,114700000.0,-286800000.0,-284700000.0,2578900000.0,-1.3,-284700000.0,-1.3,-335100000.0,0.0,-309700000.0,218705296.0,0.0,0.0,684000000.0,413700000.0,348900000.0,-377800000.0,2927800000.0,42700000.0,-93100000.0,-284700000.0,-335100000.0,0.0,0.00860270432018846,5.0,8518200000.0,-2.16071428571429,13.3869643467619,0.119167975954642,0.350250052828062,0.0385584051647689,38.9483023767289,0.119167975954642,0.0584465023353762
11,2018,2,2018-06-30 00:00:00+00:00,2800000.0,62366600000.0,346500000.0,-276200000.0,307700000.0,51218300000.0,460700000.0,99500000.0,510800000.0,6443900000.0,10012400000.0,0.0,85500000.0,0.0,3197700000.0,221194578.0,9446400000.0,52920200000.0,-50900000.0,-690400000.0,0.0,365800000.0,-98800000.0,-720900000.0,-30500000.0,0.0,24900000.0,396300000.0,0.0,275700000.0,-209400000.0,115200000.0,285500000.0,1804100000.0,1.29,285500000.0,1.29,397200000.0,0.0,422100000.0,221194578.0,0.0,0.0,689000000.0,413700000.0,1086200000.0,354800000.0,2890300000.0,42400000.0,69300000.0,285500000.0,397200000.0,0.0,0.0170333300815924,7.0,9446400000.0,0.194444444444444,13.066775985802,0.375808739577207,0.338509908536585,0.0242026931254429,42.7062909290661,0.375808739577207,0.113586203627131
