,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-10-31 00:00:00+00:00,2284000000.0,0.0,2747000000.0,24000000.0,7113000000.0,7936000000.0,0.0,2471000000.0,41000000.0,178000000.0,2268000000.0,0.0,2371000000.0,823000000.0,14373000000.0,7306000000.0,0.0,12002000000.0,6362000000.0,7571000000.0,0.0,178000000.0,0.0,4431000000.0,373593071.0,8011000000.0,486000000.0,0.0,3000000.0,406000000.0,4000000.0,258000000.0,125000000.0,-235000000.0,4000000.0,-155000000.0,0.0,20000000.0,-80000000.0,0.0,55000000.0,2374000000.0,1445000000.0,0.0,175000000.0,374000000.0,380000000.0,0.25,121000000.0,95000000.0,0.25,95000000.0,1620000000.0,95000000.0,0.0,3994000000.0,0.0,26000000.0,301000000.0,0.0,176000000.0,1445000000.0,-0.0795183376775946,-0.0010005002501251,2371000000.0,1.43579327465583,-0.324324324324324,0.405608412618928,10.6907764357332,3.0,0.405608412618928,6.34647744845353,5.0,-0.422345715121381
1,2021,2,2020-08-01 00:00:00+00:00,1629000000.0,0.0,2242000000.0,22000000.0,7391000000.0,8247000000.0,0.0,2188000000.0,40000000.0,25000000.0,2173000000.0,0.0,2253000000.0,856000000.0,13716000000.0,7584000000.0,0.0,11463000000.0,5337000000.0,7814000000.0,0.0,25000000.0,0.0,3649000000.0,373470696.0,8379000000.0,853000000.0,382000000.0,9000000.0,767000000.0,387000000.0,1193000000.0,126000000.0,-56000000.0,6000000.0,28000000.0,0.0,17000000.0,-86000000.0,0.0,58000000.0,2126000000.0,1076000000.0,0.0,73000000.0,374000000.0,374000000.0,-0.17,-41000000.0,-62000000.0,-0.17,-62000000.0,1149000000.0,-62000000.0,0.0,3275000000.0,0.0,21000000.0,143000000.0,0.0,17000000.0,1076000000.0,-0.0765726721133099,-0.18227215980025,2253000000.0,1.46259249109345,-1.38636363636364,0.350839694656489,8.76909496535171,3.28051486906347,0.350839694656489,6.03260181891219,4.0,-0.360416666666667
2,2021,1,2020-05-02 00:00:00+00:00,971000000.0,0.0,2217000000.0,46000000.0,6581000000.0,7967000000.0,0.0,1028000000.0,23000000.0,51000000.0,2235000000.0,0.0,2317000000.0,1386000000.0,12710000000.0,7796000000.0,0.0,10393000000.0,4216000000.0,6962000000.0,0.0,51000000.0,0.0,3431000000.0,371301527.0,8494000000.0,-940000000.0,500000000.0,-8000000.0,-1062000000.0,499000000.0,-333000000.0,130000000.0,116000000.0,6000000.0,238000000.0,0.0,18000000.0,-122000000.0,0.0,19000000.0,1839000000.0,1512000000.0,0.0,-1244000000.0,372000000.0,372000000.0,-2.51,-1259000000.0,-932000000.0,-2.51,-932000000.0,268000000.0,-932000000.0,0.0,2107000000.0,0.0,-327000000.0,-1110000000.0,0.0,-1240000000.0,1512000000.0,-0.0592483959670028,-0.431462493254182,2317000000.0,1.22879626930924,-5.18333333333333,0.12719506407214,5.67463327453539,2.84031074665516,0.12719506407214,6.24021134176483,1.0,-0.250698107353397
3,2020,4,2020-02-01 00:00:00+00:00,1174000000.0,0.0,2156000000.0,40000000.0,6757000000.0,7677000000.0,0.0,1364000000.0,48000000.0,290000000.0,3257000000.0,0.0,3316000000.0,920000000.0,13679000000.0,8524000000.0,0.0,10363000000.0,4516000000.0,7154000000.0,0.0,290000000.0,0.0,3209000000.0,373299389.0,9163000000.0,883000000.0,0.0,4000000.0,704000000.0,-137000000.0,575000000.0,140000000.0,-175000000.0,-47000000.0,4000000.0,-90000000.0,4000000.0,-179000000.0,0.0,18000000.0,3000000000.0,1919000000.0,0.0,-245000000.0,373000000.0,375000000.0,-0.48,-254000000.0,-184000000.0,-0.49,-184000000.0,1674000000.0,-184000000.0,0.0,4674000000.0,0.0,-70000000.0,-96000000.0,0.0,-236000000.0,1919000000.0,0.0253155427335016,0.0110317975340688,3316000000.0,1.40729199127454,-1.67123287671233,0.358151476251605,12.5207812756425,2.03769601930036,0.358151476251605,8.88295051562487,5.0,0.0992506715679344
5,2020,3,2019-11-02 00:00:00+00:00,1241000000.0,0.0,2720000000.0,42000000.0,6899000000.0,7833000000.0,0.0,788000000.0,43000000.0,294000000.0,3573000000.0,0.0,3634000000.0,934000000.0,14118000000.0,9021000000.0,0.0,10484000000.0,4572000000.0,7292000000.0,0.0,294000000.0,0.0,3192000000.0,375787585.0,9546000000.0,-55000000.0,0.0,2000000.0,-254000000.0,-137000000.0,-389000000.0,140000000.0,-199000000.0,-45000000.0,0.0,-91000000.0,17000000.0,-199000000.0,0.0,19000000.0,2439000000.0,1338000000.0,0.0,221000000.0,375000000.0,376000000.0,0.37,209000000.0,140000000.0,0.37,140000000.0,1559000000.0,140000000.0,0.0,3998000000.0,0.0,69000000.0,368000000.0,0.0,228000000.0,1338000000.0,0.0651013445715432,-0.0222548300317926,3634000000.0,1.43233082706767,-0.463768115942029,0.389944972486243,10.638989044835,1.89845899834893,0.389944972486243,9.67035672559539,2.0,0.225544045053188
6,2020,2,2019-08-03 00:00:00+00:00,1246000000.0,0.0,2326000000.0,55000000.0,6893000000.0,7839000000.0,0.0,1177000000.0,34000000.0,294000000.0,3551000000.0,0.0,3625000000.0,946000000.0,14043000000.0,8948000000.0,0.0,10418000000.0,4567000000.0,7284000000.0,0.0,294000000.0,0.0,3134000000.0,377971511.0,9476000000.0,554000000.0,0.0,-2000000.0,395000000.0,-135000000.0,237000000.0,139000000.0,-180000000.0,-43000000.0,-21000000.0,-91000000.0,23000000.0,-159000000.0,0.0,19000000.0,2449000000.0,1274000000.0,0.0,282000000.0,378000000.0,379000000.0,0.44,271000000.0,168000000.0,0.44,168000000.0,1556000000.0,168000000.0,0.0,4005000000.0,0.0,103000000.0,429000000.0,0.0,290000000.0,1274000000.0,0.085405035889256,-0.0195838433292533,3625000000.0,1.4572431397575,-0.428571428571429,0.388514357053683,10.5960366944164,1.90151724137931,0.388514357053683,9.59066991691869,4.0,0.26414828388188
7,2020,1,2019-05-04 00:00:00+00:00,994000000.0,0.0,2242000000.0,57000000.0,6846000000.0,7775000000.0,0.0,941000000.0,26000000.0,272000000.0,3495000000.0,0.0,3571000000.0,929000000.0,13620000000.0,8861000000.0,0.0,10049000000.0,4212000000.0,7218000000.0,0.0,272000000.0,0.0,2831000000.0,378598205.0,9408000000.0,29000000.0,0.0,0.0,-259000000.0,-151000000.0,-462000000.0,138000000.0,-340000000.0,-40000000.0,17000000.0,-92000000.0,24000000.0,-288000000.0,-69000000.0,20000000.0,2362000000.0,1028000000.0,0.0,316000000.0,379000000.0,381000000.0,0.6,302000000.0,227000000.0,0.6,227000000.0,1344000000.0,227000000.0,0.0,3706000000.0,0.0,75000000.0,460000000.0,0.0,322000000.0,1028000000.0,0.112649265560604,-0.0203542162305049,3571000000.0,1.48781349346521,0.428571428571429,0.362655153804641,9.78874160272366,1.91711005320638,0.362655153804641,9.43216305000706,3.0,0.306674338319908
8,2019,4,2019-02-02 00:00:00+00:00,1126000000.0,0.0,2131000000.0,53000000.0,1249000000.0,1249000000.0,0.0,1081000000.0,24000000.0,288000000.0,3481000000.0,0.0,3553000000.0,0.0,8049000000.0,2912000000.0,0.0,4496000000.0,4251000000.0,2322000000.0,0.0,288000000.0,0.0,2174000000.0,381434098.0,3798000000.0,814000000.0,0.0,3000000.0,619000000.0,-185000000.0,444000000.0,153000000.0,-188000000.0,-92000000.0,9000000.0,-92000000.0,19000000.0,-195000000.0,0.0,19000000.0,2978000000.0,1273000000.0,0.0,372000000.0,379000000.0,382000000.0,0.73,365000000.0,276000000.0,0.73,276000000.0,1645000000.0,276000000.0,0.0,4623000000.0,0.0,89000000.0,537000000.0,0.0,384000000.0,1273000000.0,0.126096112141308,-0.0324403516115529,3553000000.0,1.95538178472861,0.377358490566038,0.355829547912611,12.12004911003,0.351533915001407,0.355829547912611,9.31484630930924,7.0,0.296526237989653
10,2019,3,2018-11-03 00:00:00+00:00,1299000000.0,0.0,2668000000.0,53000000.0,1249000000.0,1249000000.0,0.0,958000000.0,24000000.0,296000000.0,3368000000.0,0.0,3440000000.0,0.0,8173000000.0,2887000000.0,0.0,4733000000.0,4714000000.0,2340000000.0,0.0,296000000.0,0.0,2393000000.0,384708284.0,3459000000.0,21000000.0,0.0,-2000000.0,-163000000.0,-188000000.0,-364000000.0,145000000.0,-195000000.0,-93000000.0,-10000000.0,-93000000.0,24000000.0,-184000000.0,0.0,21000000.0,2466000000.0,1260000000.0,0.0,363000000.0,384000000.0,387000000.0,0.69,350000000.0,266000000.0,0.69,266000000.0,1623000000.0,266000000.0,0.0,4089000000.0,0.0,84000000.0,516000000.0,0.0,371000000.0,1260000000.0,0.117391441257046,0.0653986451276707,3440000000.0,1.96991224404513,0.169491525423729,0.396918561995598,10.6288327287488,0.363081395348837,0.396918561995598,8.9418402022245,7.0,0.284124685618474
11,2019,2,2018-08-04 00:00:00+00:00,1297000000.0,0.0,2202000000.0,53000000.0,1249000000.0,1249000000.0,0.0,1322000000.0,18000000.0,286000000.0,3268000000.0,0.0,3340000000.0,0.0,8010000000.0,2832000000.0,0.0,4670000000.0,4590000000.0,2329000000.0,0.0,286000000.0,0.0,2341000000.0,387469526.0,3420000000.0,612000000.0,0.0,-9000000.0,424000000.0,-183000000.0,111000000.0,140000000.0,-309000000.0,-87000000.0,-122000000.0,-94000000.0,27000000.0,-188000000.0,0.0,17000000.0,2458000000.0,1229000000.0,0.0,398000000.0,387000000.0,390000000.0,0.76,388000000.0,297000000.0,0.77,297000000.0,1627000000.0,297000000.0,0.0,4085000000.0,0.0,91000000.0,545000000.0,0.0,405000000.0,1229000000.0,0.113726611391721,0.0752829692024217,3340000000.0,1.96070055531824,0.115942028985507,0.39828641370869,10.5427645940858,0.373952095808383,0.39828641370869,8.62003274032962,9.0,0.281778827233373
