,year,quarter,date,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,1,2020-09-30 00:00:00+00:00,177609000000.0,301001000000.0,123392000000.0,6497000000.0,3103000000.0,50813000000.0,0.0,71305000000.0,36305000000.0,123924000000.0,177077000000.0,0.0,56974000000.0,2705000000.0,30775000000.0,39193000000.0,3110000000.0,22851000000.0,70056000000.0,0.0,7567652935.0,64808000000.0,12509000000.0,107553000000.0,137977000000.0,3103000000.0,14428000000.0,-46000000.0,-5371000000.0,-3856000000.0,-6198000000.0,19335000000.0,1456000000.0,3629000000.0,0.0,-4907000000.0,2100000000.0,-10289000000.0,2645000000.0,-481000000.0,7637000000.0,13893000000.0,26152000000.0,1.82,37154000000.0,13893000000.0,0.0,0.0,1.84,10276000000.0,4926000000.0,16124000000.0,7566000000.0,2231000000.0,5350000000.0,16124000000.0,13893000000.0,11002000000.0,0.0,18769000000.0,0.0,15876000000.0,7.0,0.124005445469672,0.703881143349303,2.52764930912413,123392000000.0,0.703881143349303,4.90958033080041,0.314285714285715,0.525220435684647,0.407423451553272,16.3051874947011,0.162302497533221
1,2020,4,2020-06-30 00:00:00+00:00,183007000000.0,301311000000.0,118304000000.0,3749000000.0,2965000000.0,50389000000.0,0.0,70998000000.0,39180000000.0,119396000000.0,181915000000.0,0.0,52904000000.0,1895000000.0,31766000000.0,34566000000.0,3186000000.0,32011000000.0,72310000000.0,0.0,7583440247.0,67249000000.0,12530000000.0,110697000000.0,136527000000.0,2965000000.0,13929000000.0,-83000000.0,-4462000000.0,-3865000000.0,-5451000000.0,18673000000.0,1349000000.0,1866000000.0,-3417000000.0,-4744000000.0,3173000000.0,-12262000000.0,3504000000.0,-1650000000.0,7653000000.0,11202000000.0,25694000000.0,1.46,38033000000.0,11202000000.0,0.0,0.0,1.48,12287000000.0,5214000000.0,13422000000.0,7583000000.0,2220000000.0,7073000000.0,13422000000.0,11202000000.0,12339000000.0,0.0,16926000000.0,0.0,13407000000.0,6.0,0.128006643532936,0.675571214471643,2.51576545429401,118304000000.0,0.675571214471643,5.01526995152969,-0.13953488372093,0.568442318095753,0.39450748928114,15.600307531506,0.154220820211248
3,2020,3,2020-03-31 00:00:00+00:00,170948000000.0,285449000000.0,114501000000.0,3748000000.0,2660000000.0,48919000000.0,0.0,73858000000.0,30397000000.0,114944000000.0,170505000000.0,0.0,49669000000.0,1644000000.0,32369000000.0,32012000000.0,2676000000.0,22699000000.0,58707000000.0,0.0,7606047010.0,70110000000.0,9246000000.0,112241000000.0,137626000000.0,2660000000.0,13737000000.0,-64000000.0,51000000.0,-3876000000.0,-6717000000.0,17504000000.0,1338000000.0,2846000000.0,-3000000000.0,-3767000000.0,4147000000.0,-14645000000.0,3118000000.0,-329000000.0,7675000000.0,10752000000.0,24046000000.0,1.4,35021000000.0,10752000000.0,0.0,0.0,1.41,11071000000.0,4887000000.0,12843000000.0,7602000000.0,2091000000.0,6184000000.0,12843000000.0,10752000000.0,10975000000.0,0.0,15961000000.0,0.0,12975000000.0,8.0,0.145562788263387,0.686616601467691,2.90433849455772,114501000000.0,0.686616601467691,4.60436281210941,0.226086956521739,0.612309062802945,0.427398551042607,15.0539432440347,0.163231177133664
4,2020,2,2019-12-31 00:00:00+00:00,172685000000.0,282794000000.0,110109000000.0,6247000000.0,2755000000.0,49374000000.0,0.0,76780000000.0,31221000000.0,115720000000.0,167074000000.0,0.0,48961000000.0,1823000000.0,31663000000.0,30739000000.0,-255000000.0,23525000000.0,59640000000.0,0.0,7628805618.0,70533000000.0,8811000000.0,113045000000.0,134253000000.0,2755000000.0,7135000000.0,18000000.0,-6036000000.0,-3886000000.0,-4972000000.0,10680000000.0,1340000000.0,-4253000000.0,-18000000.0,-3545000000.0,-2411000000.0,-8915000000.0,3203000000.0,-80000000.0,7691000000.0,11649000000.0,24548000000.0,1.51,36906000000.0,11649000000.0,0.0,0.0,1.53,10657000000.0,4603000000.0,14085000000.0,7621000000.0,2436000000.0,6054000000.0,14085000000.0,11649000000.0,12358000000.0,0.0,17288000000.0,0.0,13891000000.0,7.0,0.136583412891503,0.665149298217092,2.80137491616365,110109000000.0,0.665149298217092,4.83771665553007,0.403669724770642,0.640574339972209,0.428900436419233,14.4333209565859,0.159494631994286
5,2020,1,2019-09-30 00:00:00+00:00,172894000000.0,278955000000.0,106061000000.0,3017000000.0,2684000000.0,49621000000.0,0.0,76154000000.0,34026000000.0,113059000000.0,165896000000.0,0.0,46299000000.0,2622000000.0,32131000000.0,27240000000.0,-61000000.0,19087000000.0,58118000000.0,0.0,7635409400.0,73137000000.0,8574000000.0,114776000000.0,136636000000.0,2684000000.0,10433000000.0,-72000000.0,-1776000000.0,-3510000000.0,-4485000000.0,13818000000.0,1262000000.0,1761000000.0,-2500000000.0,-3385000000.0,2071000000.0,-10209000000.0,2971000000.0,-462000000.0,7710000000.0,10678000000.0,22649000000.0,1.38,33055000000.0,10678000000.0,0.0,0.0,1.4,9963000000.0,4565000000.0,12686000000.0,7634000000.0,2008000000.0,5398000000.0,12686000000.0,10678000000.0,10406000000.0,0.0,15657000000.0,0.0,12686000000.0,7.0,0.136535552193646,0.685191347753744,2.8544684951306,106061000000.0,0.685191347753744,4.32917192364302,0.217391304347826,0.68957486729335,0.415738663523723,13.8906762484799,0.151129360429035
6,2019,4,2019-06-30 00:00:00+00:00,184226000000.0,286556000000.0,102330000000.0,5516000000.0,2649000000.0,49776000000.0,0.0,78366000000.0,37206000000.0,111004000000.0,175552000000.0,0.0,43856000000.0,2063000000.0,35510000000.0,24150000000.0,-340000000.0,29524000000.0,69420000000.0,0.0,7662817920.0,72850000000.0,9382000000.0,114806000000.0,133819000000.0,2649000000.0,12057000000.0,-21000000.0,-7257000000.0,-3521000000.0,-4325000000.0,16108000000.0,1190000000.0,144000000.0,-1000000000.0,-4051000000.0,-2925000000.0,-8686000000.0,2924000000.0,-281000000.0,7735000000.0,13187000000.0,23305000000.0,1.7,33717000000.0,13187000000.0,0.0,0.0,1.72,10900000000.0,4513000000.0,12596000000.0,7655000000.0,-591000000.0,6387000000.0,12596000000.0,13187000000.0,10412000000.0,0.0,15520000000.0,0.0,12405000000.0,7.0,0.120724613594815,0.691194352997004,2.52883895131086,102330000000.0,0.691194352997004,4.40007845051341,0.495652173913044,0.71191244014463,0.418237678162696,13.354095199485,0.1471985295152
8,2019,3,2019-03-31 00:00:00+00:00,168417000000.0,263281000000.0,94864000000.0,6515000000.0,2403000000.0,49964000000.0,0.0,79072000000.0,28135000000.0,103394000000.0,159887000000.0,0.0,40769000000.0,1951000000.0,33302000000.0,18338000000.0,-1265000000.0,19269000000.0,53861000000.0,0.0,7672213446.0,72557000000.0,7544000000.0,114556000000.0,131618000000.0,2403000000.0,10955000000.0,18000000.0,-1363000000.0,-3526000000.0,-4479000000.0,13520000000.0,1172000000.0,4574000000.0,0.0,-2565000000.0,1471000000.0,-7601000000.0,2926000000.0,-269000000.0,7744000000.0,8809000000.0,20401000000.0,1.14,30571000000.0,8809000000.0,0.0,0.0,1.15,10060000000.0,4316000000.0,10486000000.0,7672000000.0,1677000000.0,5744000000.0,10486000000.0,8809000000.0,10170000000.0,0.0,13412000000.0,0.0,10341000000.0,7.0,0.139900816585257,0.667331785025024,2.9685115389614,94864000000.0,0.667331785025024,3.98463888096577,0.197916666666667,0.764852841963232,0.392783339940452,12.3646195022713,0.134510936282925
9,2019,2,2018-12-31 00:00:00+00:00,166731000000.0,258859000000.0,92128000000.0,3516000000.0,2274000000.0,50059000000.0,0.0,78852000000.0,28084000000.0,101985000000.0,156874000000.0,0.0,39523000000.0,1961000000.0,33256000000.0,16585000000.0,-2013000000.0,19680000000.0,50318000000.0,0.0,7676218736.0,75336000000.0,7563000000.0,116413000000.0,127662000000.0,2274000000.0,5193000000.0,17000000.0,-4200000000.0,-3544000000.0,-6213000000.0,8900000000.0,1183000000.0,-8499000000.0,-3000000000.0,-3707000000.0,1100000000.0,-13216000000.0,2995000000.0,-1593000000.0,7768000000.0,8420000000.0,20048000000.0,1.08,32471000000.0,8420000000.0,0.0,0.0,1.09,9790000000.0,4070000000.0,10385000000.0,7692000000.0,1965000000.0,5720000000.0,10385000000.0,8420000000.0,12423000000.0,0.0,13380000000.0,0.0,10258000000.0,9.0,0.122864651773982,0.617412460349235,3.11765173496562,92128000000.0,0.617412460349235,4.23007747912618,-2.32926829268293,0.81773185133727,0.394539658640443,12.0017424162156,0.131427289549706
10,2019,1,2018-09-30 00:00:00+00:00,171652000000.0,257619000000.0,85967000000.0,6497000000.0,2034000000.0,43434000000.0,0.0,81882000000.0,30242000000.0,93424000000.0,164195000000.0,0.0,38164000000.0,3614000000.0,33254000000.0,17279000000.0,-2615000000.0,17390000000.0,56277000000.0,0.0,7668217316.0,75385000000.0,8511000000.0,115375000000.0,135880000000.0,2034000000.0,10055000000.0,-129000000.0,-2953000000.0,-3220000000.0,-3384000000.0,13657000000.0,1107000000.0,3191000000.0,0.0,-3602000000.0,894000000.0,-7384000000.0,2837000000.0,-245000000.0,7766000000.0,8824000000.0,19179000000.0,1.14,29084000000.0,8824000000.0,0.0,0.0,1.15,9224000000.0,3977000000.0,10221000000.0,7673000000.0,1397000000.0,5247000000.0,10221000000.0,8824000000.0,9905000000.0,0.0,13058000000.0,0.0,9955000000.0,8.0,0.185263672670959,0.659434740750928,2.91762176377561,85967000000.0,0.659434740750928,3.79279809132629,0.352941176470588,0.876906254725651,0.230706991455297,11.210819471773,0.0739473872925154
11,2018,4,2018-06-30 00:00:00+00:00,176130000000.0,258848000000.0,82718000000.0,3998000000.0,1862000000.0,43736000000.0,0.0,81808000000.0,32720000000.0,89186000000.0,169662000000.0,0.0,36146000000.0,2662000000.0,32927000000.0,13682000000.0,-2187000000.0,26481000000.0,58488000000.0,0.0,7683197503.0,77810000000.0,8617000000.0,117642000000.0,133768000000.0,1862000000.0,7438000000.0,16000000.0,-2670000000.0,-3226000000.0,-2107000000.0,11418000000.0,1012000000.0,2725000000.0,-681000000.0,-3980000000.0,1752000000.0,-6039000000.0,2516000000.0,-434000000.0,7782000000.0,8873000000.0,20343000000.0,1.14,30085000000.0,8873000000.0,0.0,0.0,1.15,9964000000.0,3933000000.0,10680000000.0,7682000000.0,1807000000.0,6031000000.0,10680000000.0,8873000000.0,9742000000.0,0.0,13196000000.0,0.0,10379000000.0,9.0,0.174965826986917,0.676184144922719,2.90080016413623,82718000000.0,0.676184144922719,3.91568744500619,0.105769230769231,0.940665876834546,0.20088252051739,10.7660905459871,0.06566380535839
