,year,quarter,date,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.ncfx,statementData.cashFlow.ncff,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfo,statementData.cashFlow.depamor,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.epsDil,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.incomeStatement.prefDVDs,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,1,2020-11-30 00:00:00+00:00,7680000000.0,0.0,0.0,89167000000.0,16212000000.0,-3682000000.0,11180000000.0,68426000000.0,7869000000.0,26005000000.0,35228000000.0,0.0,1111000000.0,68083000000.0,1444000000.0,6019000000.0,20059000000.0,33495000000.0,0.0,21084000000.0,6019000000.0,40819000000.0,33139000000.0,38047000000.0,30379000000.0,865915666.0,-259000000.0,-431000000.0,10000000.0,-352000000.0,36000000.0,594000000.0,-405000000.0,-77000000.0,156000000.0,-106000000.0,231000000.0,764000000.0,1195000000.0,475000000.0,108000000.0,-308000000.0,-0.36,-299000000.0,9000000.0,865300000.0,140000000.0,0.0,-0.36,0.0,7139000000.0,865300000.0,6207000000.0,-507000000.0,-308000000.0,36307000000.0,-367000000.0,-199000000.0,932000000.0,6207000000.0,29168000000.0,0.0,-0.00790276313253285,0.0573109292641021,20741000000.0,0.694032061621515,-1.37894736842105,0.196628749276999,41.9290254531554,1.65207637469465,0.196628749276999,23.9526790129698,4.0,-0.0327414505824878
1,2020,4,2020-08-31 00:00:00+00:00,5964000000.0,0.0,0.0,87174000000.0,14458000000.0,-3771000000.0,9451000000.0,66038000000.0,7132000000.0,26021000000.0,35066000000.0,0.0,516000000.0,69101000000.0,1608000000.0,7338000000.0,20637000000.0,34210000000.0,0.0,18073000000.0,7338000000.0,40140000000.0,34176000000.0,38968000000.0,27070000000.0,866534089.0,-637000000.0,-412000000.0,2000000.0,-1649000000.0,36000000.0,-197000000.0,-487000000.0,-373000000.0,-869000000.0,-200000000.0,167000000.0,1674000000.0,2086000000.0,480000000.0,1218000000.0,373000000.0,0.43,356000000.0,-16000000.0,867100000.0,157000000.0,0.0,0.43,0.0,6803000000.0,866500000.0,5869000000.0,581000000.0,373000000.0,34746000000.0,738000000.0,208000000.0,934000000.0,6210000000.0,27943000000.0,0.0,0.00514632026815037,0.0233256759144724,21136000000.0,0.667639453269302,-0.434210526315789,0.195792321418293,40.0976723721252,1.65605465910743,0.195792321418293,24.3914235669498,5.0,0.0205511864254005
3,2020,3,2020-05-31 00:00:00+00:00,6667000000.0,0.0,0.0,86444000000.0,14033000000.0,-3871000000.0,9563000000.0,65121000000.0,6982000000.0,25131000000.0,34680000000.0,0.0,768000000.0,68118000000.0,1625000000.0,7033000000.0,20736000000.0,34244000000.0,0.0,18326000000.0,7033000000.0,40721000000.0,34054000000.0,38472000000.0,26649000000.0,877220195.0,-43000000.0,-257000000.0,-2000000.0,-913000000.0,34000000.0,-45000000.0,-403000000.0,-59000000.0,-79000000.0,-449000000.0,224000000.0,657000000.0,914000000.0,478000000.0,-1115000000.0,-1708000000.0,-1.95,-1726000000.0,-18000000.0,875400000.0,155000000.0,0.0,-1.95,0.0,6438000000.0,875400000.0,8265000000.0,-1748000000.0,-1708000000.0,34631000000.0,-1593000000.0,-40000000.0,-1827000000.0,8265000000.0,28193000000.0,0.0,0.00907863772651798,0.00115637015408643,21323000000.0,0.687680588389808,-2.72566371681416,0.185902803846265,39.4781152980638,1.64226466049383,0.185902803846265,24.3074659264998,5.0,0.0331772692051643
4,2020,2,2020-02-29 00:00:00+00:00,8262000000.0,0.0,0.0,90003000000.0,14968000000.0,-3407000000.0,9652000000.0,65669000000.0,7572000000.0,27717000000.0,35237000000.0,0.0,792000000.0,71094000000.0,1660000000.0,6921000000.0,23720000000.0,36351000000.0,0.0,18909000000.0,6921000000.0,40846000000.0,32584000000.0,37007000000.0,28662000000.0,885861624.0,-215000000.0,-318000000.0,-2000000.0,-1219000000.0,39000000.0,-12000000.0,-447000000.0,-106000000.0,-238000000.0,-426000000.0,186000000.0,1105000000.0,1423000000.0,492000000.0,1760000000.0,946000000.0,1.07,952000000.0,5000000.0,885500000.0,162000000.0,0.0,1.07,0.0,7513000000.0,884500000.0,6280000000.0,1106000000.0,946000000.0,35820000000.0,1268000000.0,160000000.0,1233000000.0,6308000000.0,28307000000.0,0.0,0.0440765440355338,0.03741890639481,24334000000.0,0.659723675947247,-0.144,0.209743160245673,40.4352090998808,1.37369308600337,0.209743160245673,27.4693014583054,5.0,0.147033443478627
5,2020,1,2019-11-30 00:00:00+00:00,8513000000.0,0.0,0.0,90807000000.0,15401000000.0,-3313000000.0,10536000000.0,66493000000.0,7435000000.0,27855000000.0,35294000000.0,0.0,811000000.0,71203000000.0,1828000000.0,6902000000.0,23661000000.0,35810000000.0,0.0,19604000000.0,6902000000.0,41035000000.0,32522000000.0,36999000000.0,29494000000.0,892541146.0,-402000000.0,-387000000.0,1000000.0,-866000000.0,28000000.0,-206000000.0,-410000000.0,-180000000.0,-22000000.0,-459000000.0,147000000.0,674000000.0,1061000000.0,477000000.0,1520000000.0,845000000.0,0.95,842000000.0,-3000000.0,892600000.0,166000000.0,0.0,0.95,0.0,7262000000.0,891400000.0,6262000000.0,877000000.0,845000000.0,34339000000.0,1043000000.0,32000000.0,1000000000.0,6262000000.0,27077000000.0,0.0,0.0498007901151551,0.0161571923179358,24314000000.0,0.66467756153794,-0.194915254237288,0.211479658697108,38.4732963336124,1.37449811926799,0.211479658697108,27.2413211524928,4.0,0.154169615720888
6,2019,4,2019-08-31 00:00:00+00:00,5738000000.0,0.0,0.0,67598000000.0,14341000000.0,-3897000000.0,9333000000.0,43446000000.0,7226000000.0,27436000000.0,13478000000.0,0.0,1023000000.0,48898000000.0,2001000000.0,6851000000.0,23512000000.0,35815000000.0,0.0,18700000000.0,6851000000.0,16836000000.0,11098000000.0,17677000000.0,25769000000.0,903143463.0,-738000000.0,-456000000.0,3000000.0,-1474000000.0,32000000.0,170000000.0,-399000000.0,-274000000.0,-750000000.0,-416000000.0,3000000.0,1923000000.0,2379000000.0,526000000.0,1404000000.0,677000000.0,0.76,687000000.0,9000000.0,900700000.0,175000000.0,0.0,0.76,0.0,7227000000.0,899600000.0,6244000000.0,703000000.0,677000000.0,33954000000.0,878000000.0,26000000.0,983000000.0,6408000000.0,26727000000.0,0.0,0.0575790337685629,0.015310089109503,24152000000.0,0.725678140401257,-0.509677419354839,0.212846792719562,37.5953559883099,0.472014290575026,0.212846792719562,26.7421522598121,5.0,0.1624500122419
8,2019,3,2019-05-31 00:00:00+00:00,5483000000.0,0.0,0.0,68586000000.0,14130000000.0,-3393000000.0,9874000000.0,43815000000.0,7239000000.0,28042000000.0,13717000000.0,0.0,839000000.0,49565000000.0,2123000000.0,6673000000.0,24133000000.0,35547000000.0,0.0,19021000000.0,6673000000.0,17610000000.0,12127000000.0,18755000000.0,25060000000.0,914298978.0,-523000000.0,-453000000.0,-12000000.0,-1458000000.0,24000000.0,28000000.0,-403000000.0,-120000000.0,-375000000.0,-595000000.0,0.0,1567000000.0,2020000000.0,522000000.0,1890000000.0,1025000000.0,1.13,1037000000.0,12000000.0,911200000.0,187000000.0,0.0,1.13,0.0,7453000000.0,909900000.0,6235000000.0,1181000000.0,1025000000.0,34591000000.0,1368000000.0,156000000.0,1218000000.0,6235000000.0,27138000000.0,0.0,0.0695237923380912,0.00748529154773703,24771000000.0,0.75901835594573,-0.162962962962963,0.215460668960134,37.8333573943905,0.502506940703601,0.215460668960134,27.0928882083908,5.0,0.191645360578597
9,2019,2,2019-02-28 00:00:00+00:00,5356000000.0,0.0,0.0,70434000000.0,14348000000.0,-2705000000.0,10188000000.0,45021000000.0,7828000000.0,28959000000.0,13828000000.0,0.0,818000000.0,50583000000.0,2145000000.0,6683000000.0,24770000000.0,34928000000.0,0.0,19851000000.0,6683000000.0,18041000000.0,12685000000.0,19718000000.0,25303000000.0,943444736.0,-411000000.0,-323000000.0,6000000.0,-505000000.0,36000000.0,-174000000.0,-419000000.0,-147000000.0,2026000000.0,-2164000000.0,0.0,412000000.0,735000000.0,500000000.0,2063000000.0,1156000000.0,1.24,1138000000.0,-18000000.0,930700000.0,181000000.0,0.0,1.25,0.0,7755000000.0,928400000.0,6237000000.0,1382000000.0,1156000000.0,34528000000.0,1563000000.0,226000000.0,1518000000.0,6320000000.0,26773000000.0,0.0,0.0736835683345834,0.0456376245419581,25413000000.0,0.784531478480813,-0.0808823529411765,0.224600324374421,36.5977981353642,0.512111425111021,0.224600324374421,26.9363949262631,4.0,0.197191755824898
10,2019,1,2018-11-30 00:00:00+00:00,4344000000.0,0.0,0.0,69941000000.0,14660000000.0,-3231000000.0,10976000000.0,43678000000.0,7144000000.0,28393000000.0,13821000000.0,0.0,980000000.0,49858000000.0,2404000000.0,6570000000.0,25609000000.0,34168000000.0,0.0,20083000000.0,6570000000.0,15990000000.0,11646000000.0,18579000000.0,25099000000.0,949164514.0,-635000000.0,-470000000.0,-6000000.0,390000000.0,27000000.0,208000000.0,-422000000.0,-200000000.0,1607000000.0,-811000000.0,0.0,-10000000.0,460000000.0,490000000.0,1954000000.0,1123000000.0,1.18,1100000000.0,-23000000.0,951400000.0,161000000.0,0.0,1.18,0.0,7641000000.0,948200000.0,6241000000.0,1303000000.0,1123000000.0,33793000000.0,1464000000.0,180000000.0,1400000000.0,6280000000.0,26152000000.0,0.0,0.0763493923657775,0.0993168510084581,26263000000.0,0.800151400454201,0.439024390243902,0.226111916669133,35.6028902277314,0.454761997735171,0.226111916669133,27.6695974329272,6.0,0.199649507529965
11,2018,4,2018-08-31 00:00:00+00:00,1966000000.0,0.0,0.0,68124000000.0,13566000000.0,-3002000000.0,9565000000.0,41435000000.0,6573000000.0,28697000000.0,13911000000.0,0.0,785000000.0,50278000000.0,2088000000.0,6610000000.0,26007000000.0,33551000000.0,0.0,17846000000.0,6610000000.0,14397000000.0,12431000000.0,19768000000.0,21667000000.0,992411822.0,-390000000.0,-384000000.0,-16000000.0,-3512000000.0,39000000.0,-1100000000.0,-448000000.0,-573000000.0,-536000000.0,-2647000000.0,0.0,2433000000.0,2817000000.0,470000000.0,2300000000.0,1512000000.0,1.54,1514000000.0,2000000.0,978200000.0,159000000.0,0.0,1.55,0.0,7575000000.0,974800000.0,6037000000.0,1671000000.0,1512000000.0,33442000000.0,1830000000.0,159000000.0,1538000000.0,6228000000.0,25867000000.0,0.0,0.0728881796090095,0.109224186540184,26689000000.0,0.823648866940509,1.01298701298701,0.226511572274386,33.6977041774901,0.477986695889568,0.226511572274386,26.893069397555,7.0,0.187765703981238
