,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-11-07 00:00:00+00:00,7355000000.0,1610000000.0,7478000000.0,-621000000.0,18407000000.0,20671000000.0,0.0,2180000000.0,1682000000.0,0.0,23234000000.0,0.0,10070000000.0,2264000000.0,48465000000.0,28745000000.0,0.0,38421000000.0,12946000000.0,22904000000.0,0.0,0.0,4088000000.0,15517000000.0,774324818.0,35519000000.0,492000000.0,20000000.0,0.0,-168000000.0,-432000000.0,-640000000.0,776000000.0,-700000000.0,-309000000.0,0.0,-141000000.0,40000000.0,-660000000.0,0.0,129000000.0,22901000000.0,6030000000.0,1000000.0,792000000.0,772000000.0,780000000.0,0.8,833000000.0,631000000.0,0.81,631000000.0,6822000000.0,632000000.0,0.0,29723000000.0,0.0,202000000.0,1738000000.0,0.0,962000000.0,5194000000.0,0.0635261362549547,0.0625223421748766,10044000000.0,0.834310755945093,1.53125,0.229519227534233,38.3856997852289,1.8279046673287,0.229519227534233,12.9713006305837,7.0,0.315895159585711
1,2021,2,2020-08-15 00:00:00+00:00,6871000000.0,1526000000.0,6344000000.0,-651000000.0,18864000000.0,20626000000.0,0.0,2820000000.0,1634000000.0,0.0,22744000000.0,0.0,9820000000.0,1762000000.0,47543000000.0,28703000000.0,0.0,37750000000.0,12286000000.0,23172000000.0,0.0,0.0,4105000000.0,14578000000.0,777925812.0,35257000000.0,1160000000.0,-14000000.0,0.0,520000000.0,-407000000.0,94000000.0,760000000.0,-659000000.0,-217000000.0,0.0,-126000000.0,44000000.0,-640000000.0,0.0,135000000.0,23551000000.0,6118000000.0,1000000.0,820000000.0,777000000.0,786000000.0,1.03,1060000000.0,819000000.0,1.04,819000000.0,6938000000.0,820000000.0,0.0,30489000000.0,0.0,241000000.0,1955000000.0,0.0,1195000000.0,5297000000.0,0.0566292523253427,0.0823984663447883,9793000000.0,0.842776786939224,1.81081081081081,0.227557479746794,39.1926833249235,1.92097759674134,0.227557479746794,12.5886040145946,9.0,0.285722072329872
2,2021,1,2020-05-23 00:00:00+00:00,7132000000.0,1552000000.0,6297000000.0,-658000000.0,18879000000.0,20643000000.0,0.0,2726000000.0,1532000000.0,0.0,22062000000.0,0.0,9356000000.0,1764000000.0,46942000000.0,28621000000.0,0.0,37614000000.0,12175000000.0,22943000000.0,0.0,0.0,4120000000.0,14671000000.0,777891827.0,34767000000.0,4245000000.0,-660000000.0,0.0,3582000000.0,-1229000000.0,2327000000.0,1018000000.0,-689000000.0,-365000000.0,0.0,-128000000.0,63000000.0,-663000000.0,0.0,174000000.0,31454000000.0,8769000000.0,0.0,1326000000.0,780000000.0,788000000.0,1.52,1585000000.0,1212000000.0,1.53,1212000000.0,10095000000.0,1212000000.0,0.0,41549000000.0,0.0,373000000.0,2777000000.0,0.0,1759000000.0,7671000000.0,0.0461184380372749,0.115379452900593,9328000000.0,0.829868447958558,0.59375,0.242966136369106,53.4123107582155,2.0178495083369,0.242966136369106,11.9913845039022,9.0,0.235948741007194
3,2020,4,2020-02-01 00:00:00+00:00,6349000000.0,1706000000.0,7084000000.0,-640000000.0,18616000000.0,21178000000.0,0.0,399000000.0,1466000000.0,0.0,20978000000.0,0.0,8602000000.0,2562000000.0,45256000000.0,28685000000.0,0.0,36683000000.0,10890000000.0,22440000000.0,0.0,0.0,4142000000.0,14243000000.0,800587313.0,34366000000.0,616000000.0,573000000.0,0.0,-133000000.0,25000000.0,-146000000.0,801000000.0,-787000000.0,-408000000.0,0.0,-130000000.0,38000000.0,-749000000.0,0.0,140000000.0,22507000000.0,5849000000.0,-8000000.0,537000000.0,796000000.0,805000000.0,0.4,398000000.0,327000000.0,0.4,327000000.0,6386000000.0,319000000.0,0.0,28893000000.0,0.0,71000000.0,1339000000.0,0.0,538000000.0,4985000000.0,0.0369837819762582,0.0214593791981899,8573000000.0,0.764586112476304,0.176470588235294,0.221022392967155,36.0897550221359,2.16414787258777,0.221022392967155,10.7083885302589,6.0,0.190640351633198
5,2020,3,2019-11-09 00:00:00+00:00,6867000000.0,1600000000.0,7412000000.0,-495000000.0,18676000000.0,20766000000.0,0.0,545000000.0,1517000000.0,0.0,20781000000.0,0.0,8915000000.0,2090000000.0,45393000000.0,28648000000.0,0.0,36665000000.0,11025000000.0,22547000000.0,0.0,0.0,4162000000.0,14118000000.0,801621398.0,34368000000.0,771000000.0,58000000.0,0.0,-1000000.0,-70000000.0,-84000000.0,772000000.0,-785000000.0,3000000.0,0.0,-130000000.0,28000000.0,-772000000.0,0.0,137000000.0,21798000000.0,5922000000.0,-120000000.0,254000000.0,802000000.0,807000000.0,0.32,342000000.0,263000000.0,0.32,263000000.0,6176000000.0,143000000.0,0.0,27974000000.0,0.0,79000000.0,1251000000.0,0.0,479000000.0,5097000000.0,0.0369372925034244,0.00513815529445583,8728000000.0,0.780917977050574,-0.17948717948718,0.220776435261314,34.8967730524579,2.09489624228828,0.220776435261314,10.8879329091961,5.0,0.186665884492418
6,2020,2,2019-08-17 00:00:00+00:00,6268000000.0,1567000000.0,6526000000.0,-537000000.0,18593000000.0,20621000000.0,0.0,629000000.0,1502000000.0,0.0,20647000000.0,0.0,8711000000.0,2028000000.0,44462000000.0,28681000000.0,0.0,35809000000.0,10140000000.0,22459000000.0,0.0,0.0,4198000000.0,13350000000.0,798798567.0,34322000000.0,1009000000.0,-68000000.0,0.0,459000000.0,-214000000.0,220000000.0,740000000.0,-575000000.0,-2000000.0,0.0,-113000000.0,41000000.0,-550000000.0,1000000.0,130000000.0,22007000000.0,5602000000.0,-10000000.0,559000000.0,800000000.0,805000000.0,0.37,390000000.0,297000000.0,0.37,297000000.0,6161000000.0,287000000.0,0.0,28168000000.0,0.0,93000000.0,1260000000.0,0.0,520000000.0,4811000000.0,0.0398691226369365,0.00549725137431278,8653000000.0,0.759550561797753,-0.412698412698413,0.218723374041465,35.2629576011746,2.13442773504764,0.218723374041465,10.8325181810197,5.0,0.200426439232409
7,2020,1,2019-05-25 00:00:00+00:00,6423000000.0,1560000000.0,6707000000.0,-492000000.0,18436000000.0,20571000000.0,0.0,409000000.0,1484000000.0,0.0,20481000000.0,0.0,8581000000.0,2135000000.0,44319000000.0,28480000000.0,0.0,35787000000.0,10162000000.0,22212000000.0,0.0,0.0,4210000000.0,13575000000.0,798327065.0,34157000000.0,2268000000.0,-1704000000.0,0.0,1484000000.0,-1824000000.0,-20000000.0,976000000.0,-464000000.0,-3000000.0,0.0,-113000000.0,48000000.0,-784000000.0,326000000.0,197000000.0,28983000000.0,7367000000.0,-9000000.0,901000000.0,798000000.0,805000000.0,0.95,998000000.0,772000000.0,0.96,772000000.0,8268000000.0,763000000.0,0.0,37251000000.0,0.0,226000000.0,2171000000.0,0.0,1195000000.0,6314000000.0,0.0471260354841781,-0.0124860823922379,8532000000.0,0.748581952117864,-0.598326359832636,0.221953773053072,46.6613267082458,2.14846754457522,0.221953773053072,10.6873490503544,6.0,0.235734925221478
8,2019,4,2019-02-02 00:00:00+00:00,6059000000.0,1589000000.0,6846000000.0,-346000000.0,12072000000.0,15229000000.0,0.0,429000000.0,1562000000.0,0.0,19681000000.0,0.0,7886000000.0,3157000000.0,38118000000.0,21635000000.0,0.0,30283000000.0,10803000000.0,16009000000.0,0.0,0.0,4345000000.0,14274000000.0,797743035.0,27315000000.0,431000000.0,254000000.0,0.0,-270000000.0,125000000.0,0.0,581000000.0,-556000000.0,-4000000.0,235000000.0,-113000000.0,39000000.0,-701000000.0,0.0,141000000.0,21956000000.0,5941000000.0,-8000000.0,389000000.0,798000000.0,806000000.0,0.33,325000000.0,259000000.0,0.34,259000000.0,6330000000.0,251000000.0,0.0,28286000000.0,0.0,66000000.0,1047000000.0,0.0,466000000.0,5156000000.0,0.0830568111258738,-0.106259281493886,7835000000.0,0.756830601092896,-0.642105263157895,0.223785618327088,35.457533013748,1.53081410093837,0.223785618327088,9.82145835970852,6.0,0.416304129576334
10,2019,3,2018-11-10 00:00:00+00:00,6505000000.0,1510000000.0,7083000000.0,-402000000.0,11647000000.0,15018000000.0,0.0,429000000.0,1738000000.0,0.0,19535000000.0,0.0,7652000000.0,3371000000.0,38141000000.0,21515000000.0,0.0,30531000000.0,10753000000.0,15735000000.0,0.0,0.0,4288000000.0,14796000000.0,797418728.0,27388000000.0,473000000.0,468000000.0,0.0,-288000000.0,353000000.0,68000000.0,569000000.0,-758000000.0,-2000000.0,0.0,-113000000.0,34000000.0,-761000000.0,0.0,142000000.0,21753000000.0,5431000000.0,-9000000.0,647000000.0,797000000.0,807000000.0,0.39,408000000.0,317000000.0,0.39,317000000.0,6078000000.0,308000000.0,0.0,27831000000.0,0.0,91000000.0,1119000000.0,0.0,550000000.0,4661000000.0,0.0995593056376632,0.00295506144365554,7610000000.0,0.726750473100838,-0.113636363636364,0.218389565592325,34.9013623868638,1.52208572922112,0.218389565592325,9.54329229147475,6.0,0.512324126248833
11,2019,2,2018-08-18 00:00:00+00:00,5933000000.0,1488000000.0,6241000000.0,-450000000.0,12121000000.0,14532000000.0,0.0,361000000.0,1667000000.0,0.0,19331000000.0,0.0,7374000000.0,2411000000.0,36957000000.0,21316000000.0,0.0,29619000000.0,9746000000.0,16270000000.0,0.0,0.0,4305000000.0,13349000000.0,796675676.0,27211000000.0,892000000.0,145000000.0,0.0,183000000.0,-1000000.0,-330000000.0,574000000.0,-1221000000.0,-140000000.0,0.0,-101000000.0,36000000.0,-709000000.0,-562000000.0,144000000.0,21976000000.0,5489000000.0,-7000000.0,549000000.0,797000000.0,805000000.0,0.62,635000000.0,508000000.0,0.63,508000000.0,6038000000.0,501000000.0,0.0,28014000000.0,0.0,127000000.0,1353000000.0,0.0,779000000.0,4711000000.0,0.102475244174005,0.0151103380802262,7338000000.0,0.730092141733463,0.615384615384615,0.215535089598058,35.163619078537,1.6437483048549,0.215535089598058,9.21077449840454,6.0,0.550345328971283
