,year,quarter,date,statementData.balanceSheet.equity,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.acctRec,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.shareswa,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.ebt,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.taxExp,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,2,2020-09-30 00:00:00+00:00,8075000000.0,1972000000.0,302000000.0,164000000.0,-89000000.0,2485000000.0,0.0,288796815.0,910000000.0,0.0,8016000000.0,599000000.0,4059000000.0,458000000.0,0.0,1972000000.0,397000000.0,11470000000.0,639000000.0,1933000000.0,1937000000.0,4640000000.0,3395000000.0,6830000000.0,996000000.0,423000000.0,32000000.0,46000000.0,-28000000.0,0.0,0.0,40000000.0,113000000.0,61000000.0,6000000.0,36000000.0,40000000.0,-53000000.0,0.0,-25000000.0,286000000.0,716000000.0,289000000.0,185000000.0,0.0,0.0,293000000.0,185000000.0,0.64,0.63,139000000.0,139000000.0,865000000.0,179000000.0,-46000000.0,0.0,421000000.0,185000000.0,1151000000.0,149000000.0,289000000.0,0.0,5.0,-0.146142433234421,0.751520417028671,2.74849094567404,8075000000.0,0.751520417028671,3.98550101738484,-0.778546712802768,0.0491640866873065,0.172017673048601,27.9608346788728,0.116729962022786
1,2021,1,2020-06-30 00:00:00+00:00,7782000000.0,1947000000.0,313000000.0,51000000.0,-52000000.0,2568000000.0,0.0,288687620.0,934000000.0,0.0,7831000000.0,599000000.0,4013000000.0,450000000.0,0.0,1947000000.0,397000000.0,11284000000.0,878000000.0,1937000000.0,1894000000.0,4594000000.0,3502000000.0,6690000000.0,996000000.0,507000000.0,-144000000.0,245000000.0,30000000.0,0.0,0.0,37000000.0,102000000.0,378000000.0,19000000.0,340000000.0,-75000000.0,-8000000.0,0.0,-38000000.0,288000000.0,700000000.0,288000000.0,365000000.0,0.0,0.0,292000000.0,365000000.0,1.27,1.25,468000000.0,468000000.0,1171000000.0,505000000.0,103000000.0,0.0,438000000.0,365000000.0,1459000000.0,471000000.0,257000000.0,0.0,6.0,0.206782464846981,0.802604523646333,2.60514018691589,7782000000.0,0.802604523646333,5.05390567146593,-0.734309623430962,0.0510151631971216,0.267629394695998,26.9564728823494,0.179660249150623
2,2020,4,2020-03-31 00:00:00+00:00,7461000000.0,1967000000.0,374000000.0,68000000.0,-50000000.0,2664000000.0,0.0,289674301.0,987000000.0,0.0,7508000000.0,599000000.0,3768000000.0,449000000.0,0.0,1967000000.0,397000000.0,11112000000.0,945000000.0,1938000000.0,1903000000.0,4595000000.0,3651000000.0,6517000000.0,996000000.0,461000000.0,-300000000.0,165000000.0,29000000.0,0.0,0.0,39000000.0,91000000.0,498000000.0,-22000000.0,458000000.0,-263000000.0,-11000000.0,0.0,-40000000.0,269000000.0,717000000.0,290000000.0,418000000.0,0.0,0.0,292000000.0,418000000.0,1.46,1.45,414000000.0,414000000.0,1118000000.0,453000000.0,-4000000.0,0.0,402000000.0,418000000.0,1387000000.0,401000000.0,309000000.0,0.0,7.0,0.120355411954766,0.806056236481615,2.44632132132132,7461000000.0,0.806056236481615,4.7881361764294,1.08571428571429,0.0532100254657553,0.428919233619138,25.7565133470366,0.285251671946498
4,2020,3,2019-12-31 00:00:00+00:00,7237000000.0,1999000000.0,354000000.0,61000000.0,-33000000.0,2338000000.0,0.0,291978913.0,1586000000.0,0.0,7267000000.0,0.0,3603000000.0,439000000.0,0.0,1999000000.0,995000000.0,11161000000.0,1073000000.0,1954000000.0,1828000000.0,4532000000.0,3924000000.0,6629000000.0,995000000.0,798000000.0,-361000000.0,663000000.0,-55000000.0,0.0,0.0,39000000.0,91000000.0,1104000000.0,3000000.0,1076000000.0,-304000000.0,-83000000.0,0.0,-28000000.0,508000000.0,724000000.0,292000000.0,346000000.0,0.0,0.0,294000000.0,346000000.0,1.18,1.18,374000000.0,374000000.0,1085000000.0,413000000.0,28000000.0,0.0,389000000.0,346000000.0,1593000000.0,361000000.0,328000000.0,0.0,8.0,0.235841737781226,0.681104833647207,2.83532934131737,7237000000.0,0.681104833647207,5.45587345206672,0.35632183908046,0.137487909354705,0.431879745145168,24.786036517644,0.279782501235788
5,2020,2,2019-09-30 00:00:00+00:00,7158000000.0,1943000000.0,363000000.0,148000000.0,-10000000.0,1818000000.0,0.0,294707491.0,1617000000.0,0.0,7165000000.0,0.0,2940000000.0,442000000.0,0.0,1943000000.0,995000000.0,10593000000.0,646000000.0,1962000000.0,1835000000.0,4553000000.0,3435000000.0,6040000000.0,995000000.0,856000000.0,-312000000.0,-593000000.0,-286000000.0,0.0,0.0,35000000.0,92000000.0,37000000.0,-5000000.0,10000000.0,-276000000.0,-313000000.0,0.0,-27000000.0,405000000.0,675000000.0,295000000.0,854000000.0,0.0,0.0,296000000.0,854000000.0,2.89,2.89,284000000.0,284000000.0,943000000.0,319000000.0,-570000000.0,0.0,387000000.0,854000000.0,1348000000.0,268000000.0,280000000.0,0.0,7.0,0.0482115085536547,0.699554896142433,3.32233223322332,7158000000.0,0.699554896142433,4.5740269289592,2.44047619047619,0.13900530874546,0.451681881733695,24.2884901761795,0.287870846000629
6,2020,1,2019-06-30 00:00:00+00:00,6485000000.0,1654000000.0,347000000.0,56000000.0,-17000000.0,1650000000.0,0.0,297261219.0,1614000000.0,0.0,6499000000.0,0.0,3533000000.0,446000000.0,0.0,1654000000.0,995000000.0,9749000000.0,679000000.0,1972000000.0,1208000000.0,3949000000.0,3264000000.0,5800000000.0,995000000.0,329000000.0,-385000000.0,-1175000000.0,-905000000.0,0.0,0.0,37000000.0,73000000.0,158000000.0,2000000.0,113000000.0,-302000000.0,-950000000.0,0.0,-45000000.0,187000000.0,607000000.0,297000000.0,1421000000.0,0.0,0.0,299000000.0,1421000000.0,4.78,4.75,436000000.0,436000000.0,1022000000.0,473000000.0,-985000000.0,0.0,381000000.0,1421000000.0,1209000000.0,415000000.0,220000000.0,0.0,7.0,0.0633245382585752,0.845326716294458,3.51515151515152,6485000000.0,0.845326716294458,4.06712992723077,3.97916666666667,0.15343099460293,0.382079459002536,21.8158292622759,0.238469441590537
7,2019,4,2019-03-31 00:00:00+00:00,5331000000.0,737000000.0,235000000.0,113000000.0,-30000000.0,2265000000.0,0.0,299595570.0,1361000000.0,0.0,5358000000.0,0.0,4708000000.0,448000000.0,0.0,737000000.0,994000000.0,8957000000.0,1100000000.0,1979000000.0,35000000.0,2576000000.0,3626000000.0,6381000000.0,994000000.0,623000000.0,-282000000.0,821000000.0,535000000.0,0.0,0.0,37000000.0,73000000.0,599000000.0,4000000.0,564000000.0,-276000000.0,500000000.0,0.0,-35000000.0,276000000.0,766000000.0,300000000.0,209000000.0,0.0,0.0,303000000.0,209000000.0,0.7,0.69,219000000.0,219000000.0,962000000.0,256000000.0,10000000.0,0.0,398000000.0,209000000.0,1238000000.0,196000000.0,352000000.0,0.0,5.0,-0.217446270543616,0.777059773828756,2.81721854304636,5331000000.0,0.777059773828756,4.13223733581908,-0.646464646464646,0.186456574751454,0.191793713532844,17.7939880753243,0.118107270145751
9,2019,3,2018-12-31 00:00:00+00:00,5344000000.0,1274000000.0,265000000.0,70000000.0,-17000000.0,2090000000.0,0.0,302128696.0,1423000000.0,0.0,5358000000.0,0.0,3887000000.0,426000000.0,0.0,1274000000.0,994000000.0,8857000000.0,928000000.0,1984000000.0,106000000.0,2610000000.0,3513000000.0,6247000000.0,994000000.0,806000000.0,-312000000.0,1006000000.0,394000000.0,0.0,0.0,34000000.0,75000000.0,954000000.0,-9000000.0,933000000.0,-292000000.0,373000000.0,0.0,-21000000.0,413000000.0,634000000.0,302000000.0,262000000.0,0.0,0.0,304000000.0,262000000.0,0.87,0.86,265000000.0,265000000.0,876000000.0,299000000.0,3000000.0,0.0,334000000.0,262000000.0,1289000000.0,242000000.0,293000000.0,0.0,9.0,0.111206896551724,0.679596586501164,2.988995215311,5344000000.0,0.679596586501164,4.26639381517074,-2.45,0.186002994011976,0.276272177812439,17.6878266472245,0.166031987814166
10,2019,2,2018-09-30 00:00:00+00:00,5317000000.0,1664000000.0,274000000.0,168000000.0,-19000000.0,1649000000.0,0.0,304818260.0,1484000000.0,0.0,5199000000.0,0.0,2881000000.0,440000000.0,0.0,1664000000.0,993000000.0,8450000000.0,574000000.0,1994000000.0,112000000.0,2647000000.0,3133000000.0,5803000000.0,993000000.0,966000000.0,-271000000.0,-995000000.0,-562000000.0,0.0,-8000000.0,36000000.0,66000000.0,-126000000.0,3000000.0,-157000000.0,-264000000.0,-601000000.0,0.0,-31000000.0,418000000.0,610000000.0,305000000.0,255000000.0,0.0,0.0,307000000.0,255000000.0,0.84,0.83,276000000.0,276000000.0,868000000.0,312000000.0,21000000.0,0.0,339000000.0,255000000.0,1286000000.0,258000000.0,263000000.0,0.0,6.0,0.340980187695516,0.674961119751166,3.51910248635537,5317000000.0,0.674961119751166,4.21890735810906,-13.0,0.186759450818131,0.201267005919618,17.4431807333327,0.114258762491525
11,2019,1,2018-06-30 00:00:00+00:00,5260000000.0,1095000000.0,277000000.0,47000000.0,-26000000.0,1464000000.0,0.0,306832936.0,1523000000.0,0.0,4944000000.0,0.0,3876000000.0,440000000.0,0.0,1095000000.0,993000000.0,8247000000.0,602000000.0,1993000000.0,92000000.0,2623000000.0,2987000000.0,5624000000.0,993000000.0,371000000.0,-388000000.0,-382000000.0,-21000000.0,0.0,-50000000.0,38000000.0,70000000.0,120000000.0,-11000000.0,88000000.0,-299000000.0,-103000000.0,0.0,-32000000.0,215000000.0,622000000.0,306000000.0,293000000.0,0.0,0.0,310000000.0,293000000.0,0.96,0.95,319000000.0,319000000.0,922000000.0,357000000.0,26000000.0,0.0,362000000.0,293000000.0,1137000000.0,300000000.0,254000000.0,0.0,6.0,-0.215320910973085,0.810905892700088,3.84153005464481,5260000000.0,0.810905892700088,3.70559958400294,-0.538461538461539,0.188783269961977,0.1510175132304,17.1428793420013,0.0828866596795928
