,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,0.0,19144611000.0,0.0,-42617000.0,0.0,194317000.0,0.0,182400000.0,18455324000.0,0.0,29705000.0,0.0,0.0,0.0,7746505000.0,140743559.0,10669644000.0,8471776000.0,-223674000.0,1130000.0,69679000.0,118701000.0,-137472000.0,-136195000.0,-214456000.0,5883000.0,175348000.0,333157000.0,0.0,-68578000.0,-233294000.0,-430256000.0,147703000.0,212843000.0,1.05,147703000.0,1.05,200925000.0,0.0,376273000.0,140743559.0,14000.0,0.0,189900000.0,13985000.0,354561000.0,147676000.0,567404000.0,53249000.0,-27000.0,147717000.0,164661000.0,0.0,0.0337589864996463,3.0,10672835000.0,-0.475,4.03147400869691,0.624882799557282,0.726032190014962,-0.0343916829614048,75.8317828242499,0.624882799557282,0.0602331729813587
1,2020-06-30 00:00:00+00:00,2,2020,0.0,19351490000.0,0.0,-46317000.0,0.0,176352000.0,0.0,415694000.0,18460221000.0,0.0,172304000.0,0.0,0.0,0.0,7813717000.0,140731342.0,10870190000.0,8477931000.0,-223655000.0,786000.0,121784000.0,127129000.0,1488000.0,-49061000.0,-160084000.0,6532000.0,176249000.0,287213000.0,0.0,-463352000.0,-452727000.0,-690879000.0,170828000.0,198103000.0,1.21,170828000.0,1.21,223094000.0,0.0,399343000.0,140731342.0,41000.0,0.0,192210000.0,15573000.0,378302000.0,169695000.0,576405000.0,53399000.0,-1133000.0,170869000.0,186092000.0,0.0,0.0406138927053744,3.0,10873559000.0,0.0,4.09578272905264,0.656312835593029,0.718820646189257,-0.00148632425774731,77.2646579324171,0.656312835593029,0.0721446648623602
2,2020-03-31 00:00:00+00:00,1,2020,0.0,19891336000.0,0.0,-47157000.0,0.0,173734000.0,0.0,868421000.0,18570983000.0,0.0,225656000.0,0.0,0.0,0.0,8276482000.0,140642065.0,10911928000.0,8976094000.0,-213671000.0,1243000.0,152064000.0,52330000.0,125000.0,-136067000.0,-289374000.0,5338000.0,177911000.0,341704000.0,0.0,784125000.0,740807000.0,535170000.0,167971000.0,199019000.0,1.19,167971000.0,1.19,223976000.0,0.0,401887000.0,140642065.0,35000.0,0.0,198565000.0,17320000.0,402632000.0,168062000.0,601651000.0,55914000.0,91000.0,168006000.0,204067000.0,0.0,0.0407025328045377,3.0,10915242000.0,-0.0325203252032521,4.27788798465096,0.669211885295628,0.758480261233395,0.0626421799273735,77.6100805971528,0.669211885295628,0.0721097654892794
3,2019-12-31 00:00:00+00:00,4,2019,0.0,19121051000.0,0.0,-31503000.0,0.0,165806000.0,0.0,127614000.0,18557950000.0,0.0,282913000.0,0.0,0.0,0.0,7436758000.0,139661795.0,10989549000.0,8127601000.0,-212179000.0,1674000.0,1136000.0,-131135000.0,201936000.0,-436665000.0,-438017000.0,4811000.0,171365000.0,306882000.0,0.0,-66860000.0,-207140000.0,-77357000.0,167650000.0,190391000.0,1.2,167650000.0,1.2,223665000.0,0.0,395030000.0,139661795.0,21000.0,0.0,186396000.0,12602000.0,403175000.0,169475000.0,593566000.0,54190000.0,1825000.0,167671000.0,216779000.0,0.0,0.0415013444293083,5.0,10993450000.0,-0.56989247311828,4.25002413867014,0.679242072490675,0.676711846864689,0.0260077438982231,78.7147981307272,0.679242072490675,0.0726274709143808
5,2019-09-30 00:00:00+00:00,3,2019,0.0,19060467000.0,0.0,-45082000.0,0.0,207204000.0,0.0,334754000.0,18240686000.0,0.0,329323000.0,0.0,0.0,0.0,7497984000.0,139656943.0,10814425000.0,8242039000.0,-212172000.0,-58000.0,254360000.0,-33340000.0,1596000.0,-167180000.0,-410530000.0,7091000.0,165464000.0,377190000.0,0.0,6953000.0,4710000.0,-205300000.0,279677000.0,197819000.0,2.0,279677000.0,2.0,342354000.0,0.0,507818000.0,139656943.0,32000.0,0.0,178407000.0,12769000.0,389794000.0,290861000.0,587613000.0,51493000.0,11184000.0,279709000.0,211387000.0,0.0,0.0535403190570729,5.0,10818428000.0,0.43884892086331,4.20754591484936,0.663351559614917,0.693331730535835,0.0201933393751887,77.4643048000843,0.663351559614917,0.0935507953105248
6,2019-06-30 00:00:00+00:00,2,2019,0.0,18932575000.0,0.0,-33184000.0,0.0,208519000.0,0.0,330044000.0,18131825000.0,0.0,262548000.0,0.0,0.0,0.0,7490380000.0,139403273.0,10750000000.0,8178707000.0,-211796000.0,-5792000.0,96085000.0,-98747000.0,50632000.0,-276838000.0,-374693000.0,8098000.0,162692000.0,275946000.0,0.0,309991000.0,134837000.0,135729000.0,168281000.0,195111000.0,1.21,168281000.0,1.21,218291000.0,0.0,380983000.0,139403273.0,24000.0,0.0,183424000.0,18965000.0,382152000.0,168281000.0,577263000.0,50010000.0,0.0,168305000.0,198728000.0,0.0,0.0491519673750853,3.0,10753868000.0,-0.342391304347826,4.14095729301851,0.662006745625477,0.696779534883721,0.0140960123954965,77.142148592164,0.662006745625477,0.086264941929839
7,2019-03-31 00:00:00+00:00,1,2019,0.0,18639983000.0,0.0,-31907000.0,0.0,212639000.0,0.0,195207000.0,18000460000.0,0.0,306861000.0,0.0,0.0,0.0,7180503000.0,138508567.0,10733999000.0,7902588000.0,-203499000.0,6263000.0,70731000.0,-28394000.0,155561000.0,-313186000.0,-390180000.0,5621000.0,162057000.0,361786000.0,0.0,-8509000.0,-22657000.0,-71257000.0,170366000.0,184784000.0,1.23,170366000.0,1.23,218252000.0,0.0,380309000.0,138508567.0,52000.0,0.0,176385000.0,13706000.0,381400000.0,170360000.0,566184000.0,47892000.0,-6000.0,170418000.0,205015000.0,0.0,0.0539719348069373,5.0,10737395000.0,0.194174757281553,4.08771827088501,0.673632600002826,0.668949475400547,0.00961497310945947,77.5215225495763,0.673632600002826,0.0951798733609456
8,2018-12-31 00:00:00+00:00,4,2018,0.0,18380200000.0,0.0,-26144000.0,0.0,217432000.0,0.0,217864000.0,17730930000.0,0.0,350777000.0,0.0,0.0,0.0,7040263000.0,138222567.0,10632606000.0,7744350000.0,-203087000.0,1388000.0,447591000.0,-234222000.0,51037000.0,-101195000.0,-554776000.0,4663000.0,158914000.0,320554000.0,0.0,-130909000.0,-63727000.0,-283086000.0,385734000.0,191104000.0,2.79,385734000.0,2.79,440666000.0,0.0,599580000.0,138222567.0,-99000.0,0.0,176779000.0,15985000.0,387416000.0,385487000.0,578520000.0,55179000.0,-247000.0,385635000.0,210637000.0,0.0,0.052422160400864,5.0,10635850000.0,0.622093023255814,4.1854236435936,0.669667427228099,0.662138990196759,0.041832120455761,76.9472759104524,0.669667427228099,0.0933378949123676
10,2018-09-30 00:00:00+00:00,3,2018,0.0,18662119000.0,0.0,-21241000.0,0.0,173563000.0,0.0,281591000.0,17930213000.0,0.0,167946000.0,0.0,0.0,0.0,7533228000.0,138218728.0,10397398000.0,8258644000.0,-203082000.0,15408000.0,166084000.0,-11953000.0,391000.0,-178775000.0,-367213000.0,5490000.0,156539000.0,355260000.0,0.0,-41317000.0,-68306000.0,-244791000.0,192486000.0,193467000.0,1.39,192486000.0,1.39,246612000.0,0.0,403151000.0,138218728.0,-79000.0,0.0,171251000.0,14744000.0,382515000.0,192515000.0,575982000.0,54097000.0,29000.0,192407000.0,211264000.0,0.0,0.044431519336907,4.0,10403475000.0,-0.196531791907514,4.167177692447,0.664109295082138,0.724530118016065,0.0462888283378746,75.2682009922707,0.664109295082138,0.0796135606760472
11,2018-06-30 00:00:00+00:00,2,2018,0.0,18671008000.0,0.0,-22707000.0,0.0,165421000.0,0.0,349897000.0,17860597000.0,0.0,179066000.0,0.0,0.0,0.0,7571278000.0,138208815.0,10398188000.0,8266813000.0,-203071000.0,31953000.0,295889000.0,-15859000.0,833000.0,2599000.0,-325243000.0,6098000.0,156684000.0,309384000.0,0.0,-31099000.0,78490000.0,-233493000.0,254662000.0,190830000.0,1.84,254662000.0,1.84,311305000.0,0.0,467989000.0,138208815.0,-119000.0,0.0,172941000.0,15209000.0,378409000.0,254720000.0,569239000.0,56585000.0,58000.0,254543000.0,205468000.0,0.0,0.0471992783991549,4.0,10404195000.0,0.533333333333333,4.11868808802101,0.664762955454563,0.72813436341024,0.0729992912507162,75.2788090976686,0.664762955454563,0.084151238937116
