,date,quarter,year,statementData.balanceSheet.equity,statementData.balanceSheet.investments,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.accoci,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.debt,statementData.balanceSheet.totalAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctPay,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.inventory,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayEquity,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.ncff,statementData.cashFlow.sbcomp,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.capex,statementData.cashFlow.ncfx,statementData.incomeStatement.opex,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.sga,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.grossProfit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.ebt,statementData.incomeStatement.rnd,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.netinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.ebit,statementData.incomeStatement.nonControllingInterests,statementData.overview.currentRatio,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.roe,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.piotroskiFScore,statementData.overview.grossMargin,statementData.overview.roa,statementData.overview.epsQoQ,statementData.overview.bvps
0,2020-09-26 00:00:00+00:00,2,2021,2945238000.0,800000000.0,14364000.0,6809280000.0,-959658000.0,1877398000.0,3024607000.0,2319111000.0,9996028000.0,6823644000.0,12941266000.0,6680206000.0,0.0,450109000.0,0.0,6261060000.0,7911496000.0,800000000.0,0.0,389648638.0,0.0,0.0,1606479000.0,-44953000.0,2084532000.0,1434843000.0,-283638000.0,-6724000.0,-186892000.0,85996000.0,8413000.0,17818000.0,179690000.0,-172223000.0,-185203000.0,16427000.0,-100000000.0,0.0,-68178000.0,-12208000.0,1005970000.0,34107000.0,-13476000.0,1282406000.0,0.66,1005970000.0,256722000.0,520934000.0,0.0,1325918000.0,50415000.0,319948000.0,307137000.0,0.0,256722000.0,2608324000.0,0.66,389219000.0,256722000.0,391180000.0,341244000.0,0.0,3.20465504967062,-0.179709902451696,2945238000.0,-0.0138329333166942,6.6940411068497,2.31196256465522,0.508340988312802,3.0,0.508340988312802,-0.00402501073302417,-0.595092024539877,7.5587021556585
1,2020-06-27 00:00:00+00:00,1,2021,2912598000.0,700000000.0,20281000.0,6714292000.0,-897541000.0,2145111000.0,3018370000.0,2311617000.0,9566447000.0,6734573000.0,12479045000.0,6261137000.0,0.0,348932000.0,0.0,6217908000.0,7850984000.0,700000000.0,0.0,388852822.0,0.0,0.0,934984000.0,-298088000.0,1715463000.0,1402858000.0,778444000.0,1765041000.0,-186746000.0,-3188000.0,-15634000.0,-85856000.0,164798000.0,-785155000.0,1562661000.0,9686000.0,-700000000.0,0.0,-82668000.0,4126000.0,816151000.0,29262000.0,7871000.0,506951000.0,-0.73,816151000.0,-285613000.0,-126756000.0,0.0,569342000.0,-35203000.0,-246809000.0,-320816000.0,0.0,-285613000.0,1076293000.0,-0.73,388695000.0,-285613000.0,390791000.0,-291554000.0,0.0,3.64982340044641,-0.475146465469065,2912598000.0,0.0890182401309746,2.76786727292929,2.30525874150844,0.528984207831882,4.0,0.528984207831882,0.0301652761533367,-7.08333333333333,7.49023238411781
2,2020-03-28 00:00:00+00:00,4,2020,3357334000.0,0.0,1229830000.0,3628920000.0,-930958000.0,1369028000.0,3010564000.0,2227920000.0,7775917000.0,4858750000.0,11133251000.0,5027016000.0,0.0,407021000.0,0.0,6106235000.0,4752033000.0,0.0,0.0,394720284.0,0.0,0.0,1308051000.0,7309000.0,3023884000.0,1293912000.0,814115000.0,1597919000.0,-186365000.0,32901000.0,-479700000.0,-77321000.0,168546000.0,-128091000.0,931854000.0,-27099000.0,0.0,0.0,-110222000.0,-22549000.0,1245781000.0,26802000.0,-86075000.0,556636000.0,-1.21,922558000.0,-483776000.0,-216522000.0,0.0,882427000.0,71906000.0,-363354000.0,-411870000.0,0.0,-483776000.0,1439063000.0,-1.2,391226000.0,-483776000.0,395247000.0,-385068000.0,0.0,1.66243678659631,-0.554153840243491,3357334000.0,0.162507204399002,3.64577919689579,1.08089335168917,0.613195530702964,5.0,0.613195530702964,0.0623064297909263,-2.03418803418803,8.50560291956012
4,2019-12-28 00:00:00+00:00,3,2020,4567590000.0,0.0,60678000.0,3163342000.0,-895372000.0,583951000.0,3487811000.0,2207402000.0,6246672000.0,3224020000.0,10814262000.0,4155698000.0,0.0,456993000.0,0.0,6658564000.0,4284580000.0,0.0,0.0,399373631.0,0.0,0.0,1641758000.0,1182228000.0,1962092000.0,1564970000.0,76982000.0,-429766000.0,-188694000.0,1207104000.0,-415576000.0,1117662000.0,170651000.0,-96544000.0,-1034036000.0,23885000.0,0.0,0.0,-89442000.0,458000.0,1305481000.0,22303000.0,-12256000.0,1500463000.0,1.17,1305481000.0,465003000.0,745046000.0,0.0,1884283000.0,87089000.0,578802000.0,552092000.0,0.0,465003000.0,3384746000.0,1.16,395940000.0,465003000.0,400322000.0,574395000.0,0.0,2.11799344780979,0.0513625251988732,4567590000.0,0.368300864295786,8.47513640678996,0.69256259865706,0.556698493771763,7.0,0.556698493771763,0.152134684311346,-0.0859375000000001,11.4368842744152
5,2019-09-28 00:00:00+00:00,2,2020,4647619000.0,0.0,489307000.0,3088378000.0,-930725000.0,469912000.0,3337623000.0,2063875000.0,6622736000.0,3577685000.0,11270355000.0,4775207000.0,0.0,483207000.0,0.0,6495148000.0,4218398000.0,0.0,0.0,398176515.0,0.0,0.0,1881374000.0,1405988000.0,2404338000.0,1590027000.0,-98481000.0,415667000.0,-171066000.0,-299298000.0,43460000.0,-369852000.0,157125000.0,-76781000.0,288061000.0,36859000.0,0.0,0.0,-70554000.0,-10463000.0,1174879000.0,20810000.0,-23624000.0,1456317000.0,1.63,1174879000.0,649001000.0,731964000.0,0.0,1723441000.0,-94972000.0,548562000.0,554029000.0,0.0,649001000.0,3179758000.0,1.61,397751000.0,649001000.0,402261000.0,574839000.0,0.0,1.9860797441957,0.487860149218463,4647619000.0,0.386321456637445,7.98579996612809,0.664507568283889,0.542003825448352,3.0,0.542003825448352,0.154928392180166,2.97560975609756,11.6722579683033
6,2019-06-29 00:00:00+00:00,1,2020,4151614000.0,0.0,72726000.0,3138417000.0,-867386000.0,560882000.0,3412019000.0,2073555000.0,6250350000.0,3211143000.0,10401964000.0,3990855000.0,0.0,507575000.0,0.0,6411109000.0,4303205000.0,0.0,0.0,397145529.0,0.0,0.0,1211347000.0,931134000.0,1947145000.0,1381513000.0,62120000.0,-586956000.0,-202538000.0,-66180000.0,7199000.0,-125326000.0,154361000.0,-631000.0,123853000.0,33287000.0,0.0,0.0,-59146000.0,5078000.0,1058405000.0,22127000.0,16052000.0,896284000.0,0.12,1058405000.0,49221000.0,246372000.0,0.0,1154370000.0,20663000.0,95965000.0,69884000.0,0.0,49221000.0,2050654000.0,0.12,396727000.0,49221000.0,401914000.0,92011000.0,0.0,2.04959312223794,-0.0599996516232066,4151614000.0,0.288508339897977,5.16348252783679,0.755951059033908,0.562927729397548,3.0,0.562927729397548,0.112378239684284,-0.8125,10.4536339876559
8,2018-12-29 00:00:00+00:00,4,2018,4300624000.0,0.0,680252000.0,2135240000.0,-886565000.0,451978000.0,3539450000.0,902665000.0,5983686000.0,2815492000.0,10284310000.0,4612091000.0,0.0,536406000.0,0.0,5672219000.0,3420639000.0,0.0,0.0,396806395.0,0.0,0.0,1566202000.0,1258327000.0,2563047000.0,1401621000.0,179460000.0,-896457000.0,-201325000.0,1333712000.0,-142840000.0,1273230000.0,62790000.0,69781000.0,-1240622000.0,20908000.0,0.0,142000000.0,-60482000.0,16589000.0,1242131000.0,28336000.0,-54389000.0,1464761000.0,1.17,1242131000.0,463509000.0,640088000.0,0.0,1762951000.0,85453000.0,520820000.0,548962000.0,0.0,463509000.0,3227712000.0,1.16,395294000.0,463509000.0,399767000.0,577298000.0,0.0,1.79945627216356,-59.2703639514731,4300624000.0,0.348134318595327,8.13422374405029,0.49649539229656,0.546192163365257,8.0,0.546192163365257,0.132047104858726,-6.31818181818182,10.8380914576742
9,2018-09-29 00:00:00+00:00,3,2018,4179556000.0,0.0,1570784000.0,2150595000.0,-862916000.0,266788000.0,3573044000.0,893811000.0,6950869000.0,3721379000.0,11130425000.0,5417954000.0,0.0,603575000.0,0.0,5712471000.0,3442173000.0,0.0,0.0,396461022.0,0.0,0.0,1961274000.0,1147787000.0,3508696000.0,1723057000.0,-113710000.0,253052000.0,-182334000.0,-174193000.0,76134000.0,-252487000.0,76363000.0,-89097000.0,146852000.0,21709000.0,0.0,990000.0,-78294000.0,2728000.0,1129013000.0,28305000.0,-90997000.0,1545391000.0,1.28,1129013000.0,507121000.0,681860000.0,0.0,1673999000.0,70071000.0,544986000.0,577192000.0,0.0,507121000.0,3219390000.0,1.26,395892000.0,507121000.0,401939000.0,605497000.0,0.0,1.54415030541261,-0.0511486518747492,4179556000.0,0.216729809667525,8.120319076411,0.514551067146845,0.519973970224173,5.0,0.519973970224173,0.0798233486826827,0.306122448979592,10.5421611913213
10,2018-06-30 00:00:00+00:00,2,2018,3731116000.0,0.0,1318050000.0,2156627000.0,-882078000.0,392175000.0,3723999000.0,875338000.0,6460638000.0,3474677000.0,10191754000.0,4330147000.0,0.0,565943000.0,0.0,5861607000.0,3465082000.0,0.0,0.0,394458433.0,0.0,0.0,1222938000.0,825788000.0,2995556000.0,1521659000.0,-216041000.0,-215940000.0,-181517000.0,277144000.0,53500000.0,193146000.0,52896000.0,-129230000.0,-343957000.0,24960000.0,0.0,-33122000.0,-83998000.0,-19998000.0,1018747000.0,26999000.0,-98994000.0,1005289000.0,0.41,1018747000.0,160358000.0,247710000.0,0.0,1131846000.0,7457000.0,113099000.0,167815000.0,0.0,160358000.0,2137135000.0,0.4,394165000.0,160358000.0,399548000.0,194814000.0,0.0,1.44552363567899,-0.0579581419541395,3731116000.0,0.188112756965594,5.41789659241485,0.578011243820884,0.529609032653529,8.0,0.529609032653529,0.0686097974411807,0.464285714285714,9.45883187646289
11,2018-03-31 00:00:00+00:00,1,2018,3688096000.0,0.0,1531371000.0,2212555000.0,-864030000.0,680762000.0,3813329000.0,1011617000.0,6623214000.0,3743926000.0,10311310000.0,4683323000.0,0.0,583004000.0,0.0,5627987000.0,3484385000.0,0.0,0.0,396690429.0,0.0,0.0,1408587000.0,846124000.0,3138829000.0,1861441000.0,119793000.0,794424000.0,-181373000.0,-243223000.0,-206265000.0,-307387000.0,59594000.0,-55990000.0,406786000.0,19822000.0,0.0,0.0,-64164000.0,12220000.0,1025353000.0,24115000.0,-123818000.0,1008641000.0,0.64,1025353000.0,252793000.0,338843000.0,0.0,1172905000.0,2341000.0,147552000.0,255134000.0,0.0,252793000.0,2181546000.0,0.63,395253000.0,252793000.0,401276000.0,279249000.0,0.0,1.49206057418228,-0.127500259964645,3688096000.0,0.175734159764452,5.49936635854655,0.599917952244193,0.537648529987449,4.0,0.537648529987449,0.0653351327075704,0.254901960784314,9.29716406139963
