,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,4090000000.0,67094000000.0,332000000.0,0.0,1187000000.0,0.0,1432000000.0,7668000000.0,0.0,1016000000.0,78357000000.0,0.0,0.0,73067000000.0,0.0,70689000000.0,163980710.0,2599000000.0,6000000.0,0.0,-65000000.0,1736000000.0,0.0,-41000000.0,-1880000000.0,-1838000000.0,12000000.0,150000000.0,393000000.0,4000000.0,0.0,109000000.0,167000000.0,321000000.0,215000000.0,227000000.0,8000000.0,0.0,163779000.0,215000000.0,657000000.0,215000000.0,1.01,40000000.0,657000000.0,0.0,0.0,175000000.0,0.0,0.0,1.01,163608000.0,175000000.0,442000000.0,0.00546975220262453,4.0,7668000000.0,-0.178861788617886,4.00656882141808,1.0,0.338941053729786,-0.0654338549075392,46.7615977513453,1.0,0.0537448450179593
1,2020-06-30 00:00:00+00:00,2,2020,3979000000.0,65684000000.0,355000000.0,0.0,1173000000.0,0.0,2149000000.0,7575000000.0,0.0,1014000000.0,76447000000.0,0.0,0.0,70502000000.0,0.0,68872000000.0,163861950.0,2213000000.0,-160000000.0,2000000.0,-64000000.0,4771000000.0,0.0,-54000000.0,-5176000000.0,-5136000000.0,18000000.0,245000000.0,-3335000000.0,5000000.0,0.0,191000000.0,57000000.0,312000000.0,82000000.0,100000000.0,9000000.0,0.0,164425000.0,82000000.0,512000000.0,82000000.0,0.34,16000000.0,512000000.0,0.0,0.0,66000000.0,0.0,0.0,0.34,163542000.0,66000000.0,430000000.0,0.00627593956451102,5.0,7575000000.0,-0.676190476190476,3.12458139305678,1.0,0.292145214521452,-0.247058823529412,46.2279376023537,1.0,0.0603162927546892
2,2020-03-31 00:00:00+00:00,1,2020,3979000000.0,57518000000.0,259000000.0,0.0,1144000000.0,0.0,1955000000.0,7472000000.0,0.0,1014000000.0,71467000000.0,0.0,0.0,65779000000.0,0.0,63995000000.0,164919353.0,5560000000.0,25000000.0,-73000000.0,-66000000.0,1997000000.0,0.0,-28000000.0,-2125000000.0,-2116000000.0,45000000.0,153000000.0,1712000000.0,13000000.0,0.0,125000000.0,6000000.0,322000000.0,16000000.0,61000000.0,8000000.0,0.0,172998000.0,16000000.0,424000000.0,16000000.0,0.04,2000000.0,424000000.0,0.0,0.0,14000000.0,0.0,0.0,0.04,164143000.0,14000000.0,408000000.0,0.0082970131464252,4.0,7472000000.0,-0.963636363636364,2.57095357389621,1.0,0.744111349036403,-0.397727272727273,45.3069931701709,1.0,0.0779073263622089
3,2019-12-31 00:00:00+00:00,4,2019,4009000000.0,57085000000.0,43000000.0,0.0,1142000000.0,0.0,1448000000.0,7353000000.0,0.0,1014000000.0,69172000000.0,0.0,0.0,64224000000.0,0.0,61819000000.0,170463865.0,3776000000.0,-91000000.0,-270000000.0,-64000000.0,-1420000000.0,0.0,-23000000.0,978000000.0,999000000.0,45000000.0,351000000.0,-2031000000.0,4000000.0,0.0,328000000.0,174000000.0,356000000.0,235000000.0,280000000.0,9000000.0,0.0,179331000.0,235000000.0,707000000.0,235000000.0,1.03,52000000.0,707000000.0,0.0,0.0,183000000.0,0.0,0.0,0.96,166981000.0,183000000.0,472000000.0,0.0112197938972643,5.0,7353000000.0,-0.0964912280701753,4.14750656979413,1.0,0.513531891744866,-0.00422535211267605,43.1352415950442,1.0,0.104096642151153
5,2019-09-30 00:00:00+00:00,3,2019,3892000000.0,56139000000.0,49000000.0,0.0,1146000000.0,0.0,1945000000.0,7509000000.0,0.0,1014000000.0,70361000000.0,0.0,0.0,64923000000.0,0.0,62852000000.0,176962996.0,5821000000.0,258000000.0,-274000000.0,-69000000.0,20000000.0,0.0,-34000000.0,112000000.0,150000000.0,50000000.0,126000000.0,-1445000000.0,5000000.0,0.0,92000000.0,214000000.0,323000000.0,288000000.0,338000000.0,8000000.0,0.0,181870000.0,288000000.0,703000000.0,288000000.0,1.23,66000000.0,703000000.0,0.0,0.0,222000000.0,0.0,0.0,1.17,173160000.0,222000000.0,415000000.0,0.0118548534847881,4.0,7509000000.0,0.108108108108108,3.97258192893615,1.0,0.775203089625782,-0.0126404494382022,42.4325998639851,1.0,0.109004426240338
6,2019-06-30 00:00:00+00:00,2,2019,3737000000.0,54332000000.0,25000000.0,0.0,1133000000.0,0.0,1172000000.0,7599000000.0,0.0,1014000000.0,70065000000.0,0.0,0.0,65410000000.0,0.0,62466000000.0,182565329.0,7259000000.0,2000000.0,-272000000.0,-61000000.0,542000000.0,0.0,-35000000.0,-802000000.0,-767000000.0,49000000.0,262000000.0,1080000000.0,4000000.0,0.0,227000000.0,189000000.0,324000000.0,256000000.0,305000000.0,9000000.0,0.0,189098000.0,256000000.0,680000000.0,256000000.0,1.05,58000000.0,680000000.0,0.0,0.0,198000000.0,0.0,0.0,0.99,179156000.0,198000000.0,424000000.0,0.0120260467283256,4.0,7599000000.0,0.105263157894737,3.7246940792356,1.0,0.955257270693512,0.00890207715133529,41.6234563354579,1.0,0.108978164786595
7,2019-03-31 00:00:00+00:00,1,2019,3603000000.0,54535000000.0,-122000000.0,0.0,1125000000.0,0.0,1238000000.0,7588000000.0,0.0,1014000000.0,69195000000.0,0.0,0.0,64593000000.0,0.0,61607000000.0,186159654.0,6172000000.0,-78000000.0,-272000000.0,-66000000.0,-123000000.0,0.0,-25000000.0,87000000.0,108000000.0,44000000.0,-42000000.0,-212000000.0,14000000.0,0.0,-67000000.0,205000000.0,336000000.0,274000000.0,318000000.0,8000000.0,0.0,195241000.0,274000000.0,704000000.0,274000000.0,1.1,61000000.0,704000000.0,0.0,0.0,213000000.0,0.0,0.0,1.04,184767000.0,213000000.0,430000000.0,0.0121565749145241,3.0,7588000000.0,-0.0517241379310344,3.78170019589744,1.0,0.813389562467053,-0.0316368638239339,40.7607117705537,1.0,0.108635464733026
8,2018-12-31 00:00:00+00:00,4,2018,3456000000.0,54101000000.0,-250000000.0,0.0,1124000000.0,0.0,1233000000.0,7578000000.0,0.0,1015000000.0,68746000000.0,0.0,0.0,64436000000.0,0.0,61168000000.0,192185109.0,6377000000.0,97000000.0,-237000000.0,-64000000.0,1713000000.0,0.0,-39000000.0,-1967000000.0,-1932000000.0,52000000.0,351000000.0,1711000000.0,4000000.0,0.0,312000000.0,217000000.0,327000000.0,290000000.0,342000000.0,9000000.0,0.0,200033000.0,290000000.0,710000000.0,290000000.0,1.14,64000000.0,710000000.0,0.0,0.0,226000000.0,0.0,0.0,1.07,189119000.0,226000000.0,420000000.0,0.0126669522940223,6.0,7578000000.0,1.0,3.69435490446869,1.0,0.841514911586171,0.0380116959064327,39.4307344592447,1.0,0.111856823266219
10,2018-09-30 00:00:00+00:00,3,2018,3296000000.0,53785000000.0,-361000000.0,0.0,1111000000.0,0.0,1107000000.0,7553000000.0,0.0,1015000000.0,66731000000.0,0.0,0.0,62530000000.0,0.0,59178000000.0,194402811.0,4659000000.0,49000000.0,-184000000.0,-68000000.0,72000000.0,0.0,-36000000.0,-410000000.0,-376000000.0,49000000.0,387000000.0,120000000.0,4000000.0,0.0,351000000.0,215000000.0,317000000.0,292000000.0,341000000.0,8000000.0,0.0,205765000.0,292000000.0,712000000.0,292000000.0,1.11,69000000.0,712000000.0,0.0,0.0,223000000.0,0.0,0.0,1.04,192973000.0,223000000.0,420000000.0,0.0112348988746301,7.0,7553000000.0,0.48,3.66249848105334,1.0,0.616840990334966,0.0853658536585367,38.8523188587021,1.0,0.0979768501819851
11,2018-06-30 00:00:00+00:00,2,2018,3139000000.0,53580000000.0,-315000000.0,0.0,1099000000.0,0.0,1166000000.0,7621000000.0,0.0,1015000000.0,66457000000.0,0.0,0.0,62148000000.0,0.0,58836000000.0,197114982.0,4541000000.0,-2000000.0,-119000000.0,-55000000.0,-265000000.0,0.0,-26000000.0,100000000.0,125000000.0,49000000.0,163000000.0,-709000000.0,5000000.0,0.0,137000000.0,187000000.0,319000000.0,253000000.0,302000000.0,10000000.0,0.0,209247000.0,253000000.0,674000000.0,253000000.0,0.95,56000000.0,674000000.0,0.0,0.0,197000000.0,0.0,0.0,0.89,195583000.0,197000000.0,421000000.0,0.0103327164923147,5.0,7621000000.0,0.25,3.41932405726522,1.0,0.595853562524603,0.0321592649310873,38.6627131163475,1.0,0.0891060087933561
