,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,-606182000.0,47292000.0,-32457000.0,0.0,7936350000.0,0.0,6748000.0,5018219000.0,101846000.0,0.0,8743025000.0,0.0,83047000.0,0.0,205026000.0,3654378000.0,370561785.0,3146428000.0,-45198000.0,43087000.0,-87300000.0,485000.0,0.0,-211211000.0,-223467000.0,0.0,75772000.0,177784000.0,46478000.0,0.0,-465000.0,-33427000.0,71823000.0,11439000.0,70867000.0,169698000.0,0.0,81862000.0,374834000.0,87615000.0,180166000.0,93926000.0,0.19,-956000.0,262028000.0,693000.0,0.0,71823000.0,23059000.0,-40000.0,0.19,371082000.0,72516000.0,92551000.0,0.0254075804958362,4.0,5088647000.0,-0.693548387096774,0.707110151684961,0.687583006396263,0.627000933996703,0.0857708771013843,13.7322498055216,0.687583006396263,0.0436150986211617
1,2020-06-30 00:00:00+00:00,2,2020,-590435000.0,45931000.0,-33346000.0,0.0,7771520000.0,0.0,29870000.0,4987820000.0,79204000.0,0.0,8567009000.0,0.0,111844000.0,0.0,208889000.0,3509593000.0,368382161.0,3075186000.0,-131887000.0,71213000.0,-86569000.0,-103137000.0,0.0,-172677000.0,-175358000.0,0.0,72340000.0,146608000.0,-84595000.0,0.0,-2467000.0,-26069000.0,39820000.0,13606000.0,39670000.0,134851000.0,0.0,64726000.0,372573000.0,73965000.0,173785000.0,62511000.0,0.11,-150000.0,238511000.0,400000.0,0.0,39820000.0,22841000.0,-23000.0,0.11,368836000.0,40220000.0,99820000.0,0.0440675363458815,4.0,5057416000.0,-0.45,0.64745534732883,0.728624675591482,0.616539089221343,0.00626513547037044,13.7287212450008,0.728624675591482,0.0748141749295601
2,2020-03-31 00:00:00+00:00,1,2020,-543412000.0,43074000.0,-34235000.0,0.0,7661983000.0,0.0,187563000.0,4959843000.0,67421000.0,0.0,8574284000.0,0.0,89635000.0,0.0,179960000.0,3547222000.0,368342908.0,3146611000.0,69052000.0,5465000.0,-86562000.0,113183000.0,0.0,-238947000.0,-158681000.0,0.0,71582000.0,114550000.0,202796000.0,0.0,-2353000.0,-124397000.0,19456000.0,21763000.0,19396000.0,114472000.0,0.0,62138000.0,371870000.0,56918000.0,164231000.0,42890000.0,0.05,-60000.0,226369000.0,204000.0,0.0,19456000.0,23494000.0,-48000.0,0.05,368190000.0,19660000.0,107313000.0,0.0485546869587686,4.0,5027062000.0,-0.583333333333333,0.614560495352336,0.725501283302926,0.634417460391387,-0.145548429956705,13.6477773585911,0.725501283302926,0.0825228713137923
3,2019-12-31 00:00:00+00:00,4,2019,-475992000.0,48907000.0,-35036000.0,0.0,7451453000.0,0.0,112564000.0,5018115000.0,69042000.0,0.0,8420562000.0,0.0,68840000.0,128463000.0,175300000.0,3340302000.0,367570672.0,2914765000.0,-129101000.0,50089000.0,-86379000.0,80334000.0,0.0,-312240000.0,-311246000.0,0.0,70161000.0,101811000.0,157769000.0,0.0,-4925000.0,-210429000.0,86802000.0,11766000.0,89023000.0,180694000.0,0.0,63276000.0,373327000.0,96105000.0,167199000.0,110533000.0,0.23,2221000.0,230475000.0,720000.0,0.0,86802000.0,21510000.0,-79000.0,0.24,367664000.0,87522000.0,71094000.0,0.0525377078341071,5.0,5080260000.0,0.277777777777778,0.627022277773021,0.725453953791084,0.580848585574464,-0.149089741081087,13.8211788561847,0.725453953791084,0.0891914573333184
5,2019-09-30 00:00:00+00:00,3,2019,-476136000.0,44167000.0,-42104000.0,0.0,7152469000.0,0.0,240473000.0,4957933000.0,85684000.0,0.0,8262954000.0,0.0,70310000.0,151289000.0,168324000.0,3241682000.0,361443988.0,2767582000.0,233505000.0,180544000.0,-77773000.0,-625000.0,0.0,89451000.0,87835000.0,0.0,70383000.0,146295000.0,-101046000.0,0.0,2663000.0,235746000.0,226566000.0,13720000.0,226030000.0,319017000.0,0.0,74537000.0,367271000.0,244666000.0,166792000.0,248634000.0,0.62,-536000.0,241329000.0,1965000.0,0.0,226566000.0,22604000.0,-112000.0,0.62,362416000.0,228531000.0,-77874000.0,0.050689209712334,5.0,5021272000.0,3.13333333333333,0.667680216056049,0.691139481786275,0.55821286814485,0.0406687422918697,13.8922548630135,0.691139481786275,0.0860384924713459
6,2019-06-30 00:00:00+00:00,2,2019,-624674000.0,43136000.0,-28717000.0,0.0,7148064000.0,0.0,8664000.0,4640597000.0,76085000.0,0.0,8014127000.0,0.0,67062000.0,163022000.0,163834000.0,3312006000.0,359428082.0,2838975000.0,-5141000.0,37636000.0,-77313000.0,-23017000.0,0.0,-213586000.0,-125357000.0,0.0,69455000.0,143233000.0,17337000.0,0.0,512000.0,-70353000.0,71053000.0,13420000.0,77669000.0,170634000.0,0.0,73161000.0,362926000.0,95018000.0,163865000.0,101179000.0,0.2,6616000.0,237026000.0,615000.0,0.0,71053000.0,23510000.0,-99000.0,0.2,359681000.0,71668000.0,68847000.0,0.029428477204289,4.0,4702121000.0,-0.62962962962963,0.659453203214099,0.691337659159755,0.611769347780038,0.125704081535729,13.0822304529895,0.691337659159755,0.0500245551130382
7,2019-03-31 00:00:00+00:00,1,2019,-618123000.0,45426000.0,-14018000.0,0.0,7026939000.0,0.0,15295000.0,4621610000.0,67460000.0,0.0,7962480000.0,0.0,76380000.0,239490000.0,153801000.0,3281309000.0,359243594.0,2826824000.0,-3349000.0,4492000.0,-77237000.0,88398000.0,0.0,-223739000.0,-206306000.0,0.0,62423000.0,114559000.0,177035000.0,0.0,-6474000.0,-109180000.0,44551000.0,21983000.0,44936000.0,129491000.0,0.0,105696000.0,362362000.0,57566000.0,159233000.0,67068000.0,0.12,385000.0,264929000.0,372000.0,0.0,44551000.0,22132000.0,-155000.0,0.12,359139000.0,44923000.0,101667000.0,0.0457085600588561,4.0,4681171000.0,-0.4,0.737463393710508,0.601040278716184,0.611653514684277,0.129486649300596,13.0306318002152,0.601040278716184,0.0763598571388967
8,2018-12-31 00:00:00+00:00,4,2018,-585087000.0,45048000.0,-4676000.0,0.0,6852943000.0,0.0,17901000.0,4658201000.0,73358000.0,0.0,7804024000.0,0.0,92288000.0,273632000.0,164803000.0,3090781000.0,358319306.0,2658501000.0,-247284000.0,4322000.0,-77039000.0,-95196000.0,0.0,-249510000.0,-264846000.0,0.0,65790000.0,112758000.0,-21113000.0,0.0,765000.0,-136752000.0,63896000.0,12777000.0,63229000.0,151888000.0,0.0,113807000.0,364953000.0,76303000.0,157050000.0,86098000.0,0.18,-667000.0,270857000.0,530000.0,0.0,63896000.0,22869000.0,-635000.0,0.18,358571000.0,64426000.0,80747000.0,0.0502274166648832,4.0,4713243000.0,-0.653846153846154,0.755909590872003,0.579826255182624,0.570714101860353,0.256183360464523,13.1537511964259,0.579826255182624,0.08285798945071
10,2018-09-30 00:00:00+00:00,3,2018,-571617000.0,38773000.0,0.0,0.0,6586469000.0,0.0,261002000.0,4672461000.0,89671000.0,0.0,7824810000.0,0.0,100323000.0,330397000.0,155673000.0,3099886000.0,357270096.0,2634176000.0,30159000.0,29215000.0,-71656000.0,230675000.0,0.0,-334953000.0,-341547000.0,0.0,64421000.0,141031000.0,281962000.0,0.0,1626000.0,-193922000.0,53025000.0,8959000.0,52128000.0,138011000.0,0.0,82513000.0,361410000.0,64275000.0,149385000.0,73590000.0,0.15,-897000.0,231898000.0,498000.0,0.0,53025000.0,21462000.0,-221000.0,0.15,357898000.0,53523000.0,85110000.0,0.0674443291219884,5.0,4724924000.0,-0.673913043478261,0.649083151924364,0.644184080932134,0.563766289328044,0.190270392346069,13.2250755182152,0.644184080932134,0.110493756774034
11,2018-06-30 00:00:00+00:00,2,2018,-552685000.0,41562000.0,0.0,0.0,6366076000.0,0.0,232449000.0,4660492000.0,75768000.0,0.0,7502818000.0,0.0,93515000.0,276766000.0,129919000.0,2793848000.0,357030140.0,2417429000.0,14279000.0,670000.0,-71409000.0,-153476000.0,0.0,-50247000.0,50299000.0,0.0,62095000.0,117456000.0,-81912000.0,0.0,5418000.0,67209000.0,193845000.0,13459000.0,193908000.0,276678000.0,0.0,62826000.0,362741000.0,207231000.0,147732000.0,214583000.0,0.54,63000.0,210558000.0,1826000.0,0.0,193845000.0,20675000.0,-2920000.0,0.54,357054000.0,195671000.0,-59499000.0,0.0838050606089736,4.0,4708970000.0,-0.841176470588235,0.589748529353852,0.7016214059784,0.518706823228106,0.111640233987287,13.1892786418536,0.7016214059784,0.134618089218958
