,year,quarter,date,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.ncfx,statementData.cashFlow.ncff,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfo,statementData.cashFlow.depamor,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.epsDil,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.incomeStatement.prefDVDs,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,1,2020-12-03 00:00:00+00:00,273000000.0,726000000.0,1047000000.0,53691000000.0,4856000000.0,110000000.0,5521000000.0,13784000000.0,3691000000.0,1564000000.0,32806000000.0,0.0,5985000000.0,37162000000.0,0.0,2311000000.0,39907000000.0,34138000000.0,0.0,16529000000.0,1264000000.0,7158000000.0,6885000000.0,8096000000.0,5688000000.0,1113221799.0,-3418000000.0,-2738000000.0,27000000.0,-214000000.0,92000000.0,-1638000000.0,0.0,0.0,-84000000.0,0.0,-741000000.0,-771000000.0,1967000000.0,1487000000.0,2389000000.0,803000000.0,0.71,803000000.0,0.0,1135000000.0,48000000.0,647000000.0,0.72,0.0,1736000000.0,1115000000.0,870000000.0,854000000.0,803000000.0,5773000000.0,902000000.0,51000000.0,866000000.0,214000000.0,4037000000.0,0.0,0.0573910880194429,0.122278382581648,39907000000.0,2.9059423347398,0.636363636363636,0.300710202667591,5.18584886245117,0.172526123236525,0.300710202667591,35.8482020706459,6.0,0.0780247941409858
1,2020,4,2020-09-03 00:00:00+00:00,270000000.0,707000000.0,518000000.0,53678000000.0,5817000000.0,71000000.0,5607000000.0,14682000000.0,3912000000.0,1562000000.0,31615000000.0,0.0,7624000000.0,35713000000.0,0.0,1566000000.0,38996000000.0,33384000000.0,0.0,17965000000.0,1048000000.0,7176000000.0,6906000000.0,8047000000.0,6635000000.0,1110998472.0,-2738000000.0,-2280000000.0,19000000.0,-182000000.0,89000000.0,-630000000.0,0.0,0.0,-80000000.0,177000000.0,-585000000.0,-9000000.0,2271000000.0,1567000000.0,2741000000.0,988000000.0,0.87,990000000.0,2000000.0,1131000000.0,50000000.0,630000000.0,0.89,0.0,2068000000.0,1110000000.0,911000000.0,1124000000.0,988000000.0,6056000000.0,1174000000.0,136000000.0,1157000000.0,231000000.0,3988000000.0,0.0,0.0524343838423261,0.2435318275154,38996000000.0,2.70761115297664,0.711538461538461,0.341479524438573,5.45095259140914,0.177095086675556,0.341479524438573,35.0999582652891,6.0,0.0714917619513233
3,2020,3,2020-05-28 00:00:00+00:00,330000000.0,775000000.0,391000000.0,52005000000.0,5364000000.0,-11000000.0,5405000000.0,14087000000.0,3603000000.0,1560000000.0,30680000000.0,0.0,8267000000.0,34106000000.0,0.0,968000000.0,37820000000.0,32402000000.0,0.0,17899000000.0,577000000.0,7226000000.0,6896000000.0,7902000000.0,6185000000.0,1112186006.0,-1952000000.0,-1944000000.0,6000000.0,1072000000.0,82000000.0,1149000000.0,0.0,0.0,1140000000.0,-44000000.0,-16000000.0,79000000.0,2023000000.0,1422000000.0,2344000000.0,803000000.0,0.71,805000000.0,2000000.0,1129000000.0,51000000.0,649000000.0,0.72,0.0,1763000000.0,1111000000.0,875000000.0,871000000.0,803000000.0,5438000000.0,922000000.0,68000000.0,888000000.0,216000000.0,3675000000.0,0.0,0.0451573263266213,0.135756056808688,37918000000.0,2.89393694421989,-0.0526315789473685,0.324200073556455,4.8894699004152,0.182337387625595,0.324200073556455,34.0932180367679,6.0,0.0614030321143292
4,2020,2,2020-02-27 00:00:00+00:00,237000000.0,764000000.0,363000000.0,49648000000.0,5077000000.0,-9000000.0,5208000000.0,12527000000.0,3049000000.0,1560000000.0,30252000000.0,0.0,7118000000.0,33672000000.0,0.0,949000000.0,37023000000.0,31602000000.0,0.0,15976000000.0,586000000.0,5973000000.0,5736000000.0,6705000000.0,5822000000.0,1110873554.0,-1710000000.0,-2056000000.0,0.0,-215000000.0,85000000.0,76000000.0,0.0,0.0,-261000000.0,-70000000.0,272000000.0,-55000000.0,2001000000.0,1365000000.0,1837000000.0,405000000.0,0.36,407000000.0,2000000.0,1133000000.0,46000000.0,681000000.0,0.37,0.0,1355000000.0,1111000000.0,915000000.0,426000000.0,405000000.0,4797000000.0,472000000.0,21000000.0,440000000.0,223000000.0,3442000000.0,0.0,0.0472458760129993,-0.177892030848329,37121000000.0,2.74407420130539,-0.744827586206896,0.282468209297478,4.31822324217469,0.154930718742403,0.282468209297478,33.4160443970746,6.0,0.0634850442557367
5,2020,1,2019-11-28 00:00:00+00:00,462000000.0,783000000.0,619000000.0,49649000000.0,5408000000.0,6000000.0,4943000000.0,13051000000.0,3419000000.0,1561000000.0,29960000000.0,0.0,6969000000.0,33482000000.0,0.0,1218000000.0,36500000000.0,31218000000.0,0.0,16167000000.0,599000000.0,6161000000.0,5699000000.0,6734000000.0,6317000000.0,1107050823.0,-1189000000.0,-1943000000.0,-14000000.0,-992000000.0,72000000.0,-184000000.0,0.0,0.0,-165000000.0,0.0,744000000.0,68000000.0,2011000000.0,1296000000.0,1889000000.0,491000000.0,0.43,508000000.0,17000000.0,1129000000.0,47000000.0,640000000.0,0.44,0.0,1366000000.0,1107000000.0,848000000.0,546000000.0,491000000.0,5144000000.0,593000000.0,55000000.0,518000000.0,211000000.0,3778000000.0,0.0,0.0730275439262445,-0.349930494123594,36598000000.0,2.55928447047649,-0.848797250859107,0.265552099533437,4.64657980747466,0.15613698630137,0.265552099533437,33.0590061807849,4.0,0.0987130195190868
6,2019,4,2019-08-29 00:00:00+00:00,1310000000.0,837000000.0,803000000.0,48887000000.0,4626000000.0,9000000.0,5118000000.0,12019000000.0,3195000000.0,1568000000.0,28240000000.0,0.0,7152000000.0,32384000000.0,0.0,1967000000.0,35881000000.0,30761000000.0,0.0,16503000000.0,1164000000.0,5851000000.0,4541000000.0,5629000000.0,6390000000.0,1103803379.0,-1100000000.0,-2028000000.0,20000000.0,892000000.0,67000000.0,2045000000.0,0.0,0.0,786000000.0,177000000.0,744000000.0,205000000.0,2233000000.0,1416000000.0,2087000000.0,561000000.0,0.5,586000000.0,25000000.0,1128000000.0,39000000.0,623000000.0,0.52,0.0,1395000000.0,1105000000.0,745000000.0,632000000.0,561000000.0,4870000000.0,671000000.0,71000000.0,650000000.0,212000000.0,3475000000.0,0.0,0.134852101657081,-0.422985781990521,36868000000.0,2.58262910798122,-0.86096256684492,0.286447638603696,4.41201765880805,0.126557230846409,0.286447638603696,33.4008761899251,4.0,0.180836436551131
8,2019,3,2019-05-30 00:00:00+00:00,1346000000.0,817000000.0,1532000000.0,46288000000.0,3494000000.0,8000000.0,4905000000.0,9999000000.0,3257000000.0,1567000000.0,27138000000.0,0.0,5157000000.0,31222000000.0,0.0,2699000000.0,35323000000.0,30201000000.0,0.0,15066000000.0,1167000000.0,4910000000.0,3564000000.0,4602000000.0,5397000000.0,1106687011.0,-2066000000.0,-2403000000.0,7000000.0,-1847000000.0,58000000.0,-1195000000.0,0.0,0.0,-1671000000.0,-159000000.0,98000000.0,308000000.0,2711000000.0,1360000000.0,2094000000.0,840000000.0,0.74,851000000.0,11000000.0,1129000000.0,29000000.0,606000000.0,0.76,0.0,1828000000.0,1105000000.0,818000000.0,705000000.0,840000000.0,4788000000.0,734000000.0,-135000000.0,1010000000.0,206000000.0,2960000000.0,0.0,0.221782047472847,-0.385917660638707,36289000000.0,2.79155086158977,-0.76969696969697,0.381787802840434,4.32642648952171,0.100897432267927,0.381787802840434,32.7906622552743,5.0,0.296266895989063
9,2019,2,2019-02-28 00:00:00+00:00,2634000000.0,762000000.0,1180000000.0,47487000000.0,4062000000.0,6000000.0,4390000000.0,11958000000.0,4416000000.0,1578000000.0,26204000000.0,0.0,6353000000.0,30937000000.0,0.0,2794000000.0,34567000000.0,29364000000.0,0.0,16550000000.0,1614000000.0,6240000000.0,3606000000.0,4597000000.0,7361000000.0,1121046809.0,-2492000000.0,-2649000000.0,9000000.0,952000000.0,57000000.0,1904000000.0,0.0,0.0,1672000000.0,-732000000.0,-105000000.0,786000000.0,3435000000.0,1313000000.0,3239000000.0,1619000000.0,1.42,1625000000.0,6000000.0,1141000000.0,27000000.0,601000000.0,1.45,0.0,2864000000.0,1114000000.0,907000000.0,1899000000.0,1619000000.0,5835000000.0,1926000000.0,280000000.0,1957000000.0,209000000.0,2971000000.0,0.0,0.294636864576459,-0.206230444837437,35529000000.0,2.24833582393697,-0.493006993006993,0.490831191088261,5.20495661122746,0.104319148320653,0.490831191088261,31.6926998183891,5.0,0.40377495575016
10,2019,1,2018-11-29 00:00:00+00:00,398000000.0,842000000.0,1116000000.0,44595000000.0,4200000000.0,-5000000.0,3876000000.0,9757000000.0,5418000000.0,1584000000.0,24807000000.0,0.0,4447000000.0,29556000000.0,0.0,2681000000.0,33869000000.0,27769000000.0,0.0,15039000000.0,1565000000.0,4134000000.0,3736000000.0,4568000000.0,5189000000.0,1134255375.0,-4427000000.0,-2700000000.0,-10000000.0,-2435000000.0,61000000.0,-2062000000.0,0.0,0.0,-577000000.0,-1836000000.0,-1910000000.0,2110000000.0,4810000000.0,1335000000.0,5138000000.0,3293000000.0,2.81,3296000000.0,3000000.0,1174000000.0,33000000.0,611000000.0,2.91,0.0,4615000000.0,1133000000.0,856000000.0,3770000000.0,3293000000.0,7913000000.0,3803000000.0,477000000.0,3759000000.0,209000000.0,3298000000.0,0.0,0.344869913899427,0.163163310304278,34838000000.0,2.89824629022933,0.233050847457627,0.58321749020599,6.97638307422612,0.110307360713337,0.58321749020599,30.714423548577,8.0,0.489589989129443
11,2018,4,2018-08-30 00:00:00+00:00,859000000.0,1022000000.0,296000000.0,43376000000.0,4374000000.0,10000000.0,3595000000.0,10112000000.0,5478000000.0,1559000000.0,23672000000.0,0.0,6506000000.0,27337000000.0,0.0,769000000.0,32294000000.0,24395000000.0,0.0,16039000000.0,473000000.0,4639000000.0,3780000000.0,4358000000.0,5754000000.0,1159810627.0,-2129000000.0,-2251000000.0,-33000000.0,-3333000000.0,47000000.0,-340000000.0,0.0,0.0,-3387000000.0,17000000.0,-18000000.0,2904000000.0,5155000000.0,1285000000.0,5680000000.0,4325000000.0,3.55,4326000000.0,1000000.0,1217000000.0,50000000.0,567000000.0,3.74,0.0,5151000000.0,1158000000.0,774000000.0,4345000000.0,4325000000.0,8440000000.0,4395000000.0,20000000.0,4377000000.0,215000000.0,3289000000.0,0.0,0.345440659844203,0.37504072987944,33264000000.0,2.78745220716024,0.73953488372093,0.610308056872038,7.27705006620878,0.117049606738094,0.610308056872038,28.6805442419868,8.0,0.517926827034058
