,date,quarter,year,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,4415254000.0,1696048000.0,16585940000.0,0.0,2220822000.0,1270871000.0,44549782000.0,0.0,6822000.0,2476962000.0,12170686000.0,39581132000.0,299243280.0,0.0,822033000.0,0.0,35997020000.0,1526178000.0,9707833000.0,8436962000.0,2966020000.0,-351904000.0,4968650000.0,0.0,27745657000.0,0.0,-58434000.0,-121029000.0,395197000.0,5683000.0,584471000.0,19998000.0,42276000.0,-84545000.0,463442000.0,-124727000.0,0.0,-24839000.0,432622000.0,-3085000.0,0.0,726475000.0,0.0,1917815000.0,263805000.0,82976000.0,220971000.0,220971000.0,9259000.0,0.74,346781000.0,42834000.0,290419000.0,726475000.0,0.74,779403000.0,230230000.0,1016894000.0,900921000.0,299243280.0,0.0,6.0,0.734102452119959,0.530235710952308,1.12533729656323,27963842000.0,0.530235710952308,6.40888243171242,0.37037037037037,0.304082256909613,0.0182929155609911,93.4485212165834,0.0114121233098504
1,2020-06-30 00:00:00+00:00,2,2020,4229343000.0,1606028000.0,16368488000.0,0.0,1825625000.0,1272808000.0,44001477000.0,0.0,6220000.0,2314423000.0,12139145000.0,39650136000.0,299105721.0,0.0,788697000.0,0.0,36218544000.0,1477635000.0,9713075000.0,8440267000.0,2972142000.0,-459146000.0,4351341000.0,0.0,27425859000.0,0.0,-58312000.0,-103582000.0,25564000.0,19376000.0,523715000.0,35099000.0,34983000.0,-432609000.0,420133000.0,-100641000.0,0.0,-393673000.0,424521000.0,-6899000.0,0.0,670638000.0,0.0,1671952000.0,38167000.0,82855000.0,37331000.0,37331000.0,2113000.0,0.12,121022000.0,836000.0,107574000.0,670638000.0,0.12,545543000.0,39444000.0,778212000.0,893740000.0,299105721.0,0.0,5.0,0.787893305045597,0.465451161277357,1.02884561502815,27632989000.0,0.465451161277357,5.58983624388783,-0.844155844155844,0.307748501149955,0.0137245920802867,92.3853576174158,0.00853245454218364
2,2020-03-31 00:00:00+00:00,1,2020,3036279000.0,1636823000.0,16329165000.0,0.0,1800061000.0,445733000.0,43849598000.0,0.0,6778000.0,2335407000.0,13292886000.0,39779928000.0,299627279.0,0.0,799798000.0,0.0,36477164000.0,1441910000.0,10081809000.0,9636076000.0,3024409000.0,-539780000.0,4069670000.0,0.0,27320811000.0,0.0,-58279000.0,-104802000.0,121788000.0,-437132000.0,436574000.0,-67655000.0,27822000.0,-77481000.0,331772000.0,-169650000.0,0.0,417930000.0,423742000.0,-67196000.0,0.0,725748000.0,0.0,1903598000.0,159077000.0,92644000.0,143575000.0,143575000.0,7033000.0,0.48,251721000.0,15502000.0,243979000.0,725748000.0,0.48,675463000.0,150608000.0,969727000.0,933871000.0,299627279.0,0.0,6.0,1.1557349109156,0.509417954841306,1.34034784023471,27520433000.0,0.509417954841306,6.35321992828297,-0.323943661971831,0.352700950202393,0.0212485603587025,91.8488900338076,0.0124717437119816
3,2019-12-31 00:00:00+00:00,4,2019,3579346000.0,1822166000.0,16425173000.0,0.0,1678273000.0,498374000.0,44480162000.0,0.0,6292000.0,2333011000.0,12845827000.0,40113714000.0,300548018.0,0.0,895232000.0,0.0,36914395000.0,1382802000.0,9588738000.0,9090364000.0,3145641000.0,-310571000.0,4366448000.0,0.0,27855747000.0,0.0,-58771000.0,-106851000.0,-449343000.0,-88422000.0,41889000.0,58116000.0,33843000.0,-138550000.0,-64962000.0,-410798000.0,0.0,8643000.0,453449000.0,-310239000.0,0.0,753021000.0,0.0,1987760000.0,125196000.0,84047000.0,102770000.0,102770000.0,11531000.0,0.15,209243000.0,22426000.0,196162000.0,753021000.0,0.14,662692000.0,114301000.0,949183000.0,1038577000.0,300548018.0,0.0,4.0,1.25739448416056,0.477513884976053,1.21990106572541,28054989000.0,0.477513884976053,6.61378508907685,-0.680851063829787,0.326337110973904,0.0270945931087241,93.3461121676737,0.0144712366893048
5,2019-09-30 00:00:00+00:00,3,2019,4283152000.0,1849424000.0,17256329000.0,0.0,2127616000.0,580997000.0,45212047000.0,0.0,12477000.0,2297897000.0,12973177000.0,40219479000.0,156678101.0,0.0,868133000.0,0.0,36938841000.0,1423271000.0,9568701000.0,8987704000.0,3352727000.0,-428067000.0,4992568000.0,0.0,27774634000.0,0.0,-1590000.0,-67705000.0,1079889000.0,-28813000.0,1102036000.0,-36653000.0,27877000.0,322419000.0,1034331000.0,-307913000.0,0.0,381455000.0,194891000.0,-256138000.0,0.0,504184000.0,0.0,1105941000.0,78421000.0,96161000.0,95044000.0,95044000.0,10687000.0,0.54,174582000.0,-16623000.0,174037000.0,504184000.0,0.54,369473000.0,105731000.0,678221000.0,427720000.0,156678101.0,0.0,6.0,0.289471475042849,0.613252424858107,1.16562942431182,27955718000.0,0.613252424858107,7.05868269363311,-0.517857142857143,0.323593967070817,0.0406027502440474,178.427730624588,0.0183674644449881
6,2019-06-30 00:00:00+00:00,2,2019,4483582000.0,1117938000.0,10408956000.0,0.0,1047727000.0,887271000.0,14584072000.0,0.0,6950000.0,2204445000.0,5925374000.0,10036393000.0,157182370.0,0.0,394603000.0,0.0,8653896000.0,712396000.0,5887856000.0,5000585000.0,556130000.0,-339906000.0,4547679000.0,0.0,3990604000.0,0.0,-1566000.0,-78189000.0,-229906000.0,-74555000.0,17624000.0,-2102000.0,16496000.0,-163334000.0,-60565000.0,-82094000.0,0.0,-66546000.0,154136000.0,-3415000.0,0.0,411150000.0,0.0,935152000.0,152705000.0,65616000.0,120458000.0,120458000.0,9581000.0,0.77,218321000.0,32247000.0,221726000.0,411150000.0,0.77,372457000.0,130039000.0,632876000.0,302276000.0,157182370.0,0.0,5.0,0.122410473808278,0.676762708094513,1.01429593570498,4175116000.0,0.676762708094513,5.94947130521063,0.115942028985507,1.25308975784117,0.121803143374252,26.5622410452266,0.0343512198126424
7,2019-03-31 00:00:00+00:00,1,2019,4516222000.0,1161421000.0,10607160000.0,0.0,1277633000.0,774925000.0,14749621000.0,0.0,7288000.0,2111798000.0,6090938000.0,10079870000.0,157603304.0,0.0,381608000.0,0.0,8751331000.0,674199000.0,5945302000.0,5170377000.0,569169000.0,-312608000.0,4669751000.0,0.0,3950813000.0,0.0,-1571000.0,-55123000.0,66755000.0,-157656000.0,229729000.0,2516000.0,11418000.0,-49209000.0,174606000.0,-116281000.0,0.0,115590000.0,157606000.0,-74830000.0,0.0,378317000.0,0.0,883039000.0,136481000.0,59081000.0,112341000.0,112341000.0,6864000.0,0.71,195562000.0,24140000.0,199492000.0,378317000.0,0.71,353168000.0,119205000.0,577809000.0,305230000.0,157603304.0,0.0,7.0,0.110773016074679,0.65434142772856,1.03399500733135,4142461000.0,0.65434142772856,5.60292187783068,0.245614035087719,1.30868684496077,0.12014956874295,26.2840999830816,0.0349592978561446
8,2018-12-31 00:00:00+00:00,4,2018,3268620000.0,1176703000.0,9044431000.0,0.0,1210878000.0,815561000.0,13230774000.0,0.0,8128000.0,2066415000.0,5775811000.0,9854566000.0,158212663.0,0.0,348400000.0,0.0,8829973000.0,653542000.0,5830729000.0,5015168000.0,585025000.0,-310175000.0,3376208000.0,0.0,3991407000.0,0.0,-1582000.0,-57230000.0,220274000.0,-12240000.0,445076000.0,-12010000.0,12889000.0,335970000.0,387846000.0,-548762000.0,0.0,349792000.0,153365000.0,-490610000.0,0.0,400498000.0,0.0,880555000.0,106263000.0,55938000.0,75215000.0,75215000.0,8108000.0,0.47,162201000.0,31048000.0,166986000.0,400498000.0,0.48,315566000.0,83323000.0,567484000.0,313071000.0,158212663.0,0.0,6.0,-0.0848904639175257,0.644461731521597,1.03291541996316,4186343000.0,0.644461731521597,5.56564173374669,0.0681818181818181,1.25649125734359,0.114824126953162,26.4602271437654,0.0345915794989645
10,2018-09-30 00:00:00+00:00,3,2018,4267071000.0,1065435000.0,9663668000.0,0.0,990604000.0,778567000.0,13839236000.0,0.0,9237000.0,1994003000.0,5396597000.0,9425246000.0,158185477.0,0.0,321664000.0,0.0,8409889000.0,640976000.0,5486077000.0,4707510000.0,516357000.0,-270545000.0,4413990000.0,0.0,3974286000.0,0.0,-1579000.0,-53391000.0,-108925000.0,-32240000.0,154250000.0,-4486000.0,14833000.0,564731000.0,100859000.0,-823420000.0,0.0,604236000.0,124057000.0,-769082000.0,0.0,369495000.0,0.0,857670000.0,170281000.0,46356000.0,176370000.0,176370000.0,9659000.0,1.12,216637000.0,-6089000.0,223162000.0,369495000.0,1.11,340694000.0,186029000.0,592657000.0,265013000.0,158185477.0,0.0,5.0,-0.0675087685727395,0.691008196625742,1.03443087776135,4175568000.0,0.691008196625742,5.42192631248948,2.5,1.18449200686614,0.121514254471464,26.3966583986721,0.0361657958053954
11,2018-06-30 00:00:00+00:00,2,2018,3364367000.0,1027934000.0,8283876000.0,0.0,1099529000.0,622058000.0,12299877000.0,0.0,10049000.0,1819213000.0,4919509000.0,8640933000.0,159544874.0,0.0,317222000.0,0.0,7669242000.0,615803000.0,4877200000.0,4255142000.0,443874000.0,-243629000.0,3658944000.0,0.0,3830367000.0,0.0,-1578000.0,-58894000.0,93706000.0,-182465000.0,222215000.0,-27955000.0,15206000.0,-41810000.0,163321000.0,-58744000.0,0.0,142233000.0,123648000.0,0.0,0.0,377883000.0,0.0,833164000.0,136925000.0,47720000.0,109069000.0,109069000.0,8660000.0,0.69,184645000.0,27856000.0,190737000.0,377883000.0,0.68,308293000.0,117729000.0,568620000.0,264544000.0,159544874.0,0.0,6.0,-0.334007454770582,0.682482680480674,1.08755792694436,4016001000.0,0.682482680480674,5.22212954331582,0.533333333333333,1.1108966843125,0.0946405051125298,25.1716078324146,0.0279816196007267
