,date,quarter,year,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,1,2021,5466000000.0,6777000000.0,1115000000.0,64000000.0,0.0,2844000000.0,0.0,3113000000.0,0.0,4633000000.0,2144000000.0,0.0,1457000000.0,534000000.0,161000000.0,3840000000.0,-623000000.0,685000000.0,1516000000.0,0.0,126213551.0,3049000000.0,1395000000.0,3950000000.0,860000000.0,0.0,314000000.0,3000000.0,-151000000.0,-140000000.0,-107000000.0,383000000.0,13000000.0,-12000000.0,0.0,-69000000.0,0.0,-247000000.0,51000000.0,-85000000.0,128729000.0,415000000.0,920000000.0,3.22,1916000000.0,415000000.0,0.0,25000000.0,3.28,369000000.0,32000000.0,549000000.0,126346000.0,109000000.0,417000000.0,524000000.0,417000000.0,996000000.0,2000000.0,600000000.0,0.0,551000000.0,7.0,0.272244355909695,0.480167014613779,1.41424802110818,1311000000.0,0.480167014613779,15.1806203440073,1.03726708074534,2.73452914798206,1.40666055606477,10.3871572395582,0.189472817811433
1,2020-06-30 00:00:00+00:00,4,2020,5305000000.0,6213000000.0,908000000.0,64000000.0,0.0,2471000000.0,0.0,3122000000.0,0.0,4193000000.0,2020000000.0,0.0,1394000000.0,454000000.0,87000000.0,3567000000.0,-640000000.0,648000000.0,1418000000.0,0.0,125933818.0,3058000000.0,1329000000.0,3887000000.0,871000000.0,0.0,644000000.0,3000000.0,-107000000.0,-134000000.0,10000000.0,740000000.0,13000000.0,374000000.0,-138000000.0,-96000000.0,0.0,-262000000.0,47000000.0,0.0,128976000.0,310000000.0,929000000.0,2.42,1983000000.0,310000000.0,0.0,25000000.0,2.45,509000000.0,42000000.0,420000000.0,126389000.0,85000000.0,493000000.0,395000000.0,310000000.0,1054000000.0,0.0,467000000.0,0.0,420000000.0,8.0,0.21880762138906,0.468482097831568,1.42454160789845,908000000.0,0.468482097831568,15.746366079364,0.296296296296297,3.36784140969163,1.38700147710487,7.21013635908347,0.163881495702256
3,2020-03-31 00:00:00+00:00,3,2020,5155000000.0,5850000000.0,695000000.0,703000000.0,0.0,2464000000.0,0.0,3268000000.0,0.0,4100000000.0,1750000000.0,0.0,1344000000.0,457000000.0,66000000.0,3398000000.0,-656000000.0,726000000.0,1794000000.0,0.0,125099598.0,2565000000.0,1091000000.0,3361000000.0,496000000.0,0.0,261000000.0,-7000000.0,-47000000.0,-133000000.0,82000000.0,308000000.0,18000000.0,331000000.0,128000000.0,-47000000.0,0.0,77000000.0,45000000.0,0.0,127328000.0,241000000.0,832000000.0,1.89,1783000000.0,241000000.0,0.0,24000000.0,1.92,511000000.0,39000000.0,321000000.0,125661000.0,56000000.0,453000000.0,297000000.0,241000000.0,951000000.0,0.0,366000000.0,0.0,321000000.0,8.0,0.149580915538362,0.46662927650028,0.975473801560758,695000000.0,0.46662927650028,14.252643721525,0.315068493150685,3.69064748201439,1.47520135650699,5.55557340799768,0.159472092383833
4,2019-12-31 00:00:00+00:00,2,2020,4904000000.0,5459000000.0,555000000.0,568000000.0,0.0,2493000000.0,0.0,3138000000.0,0.0,4156000000.0,1303000000.0,0.0,1355000000.0,514000000.0,76000000.0,3292000000.0,-601000000.0,544000000.0,1513000000.0,0.0,125503468.0,2570000000.0,945000000.0,3391000000.0,168000000.0,0.0,170000000.0,1000000.0,-56000000.0,-133000000.0,-77000000.0,227000000.0,13000000.0,17000000.0,55000000.0,-57000000.0,0.0,-155000000.0,44000000.0,0.0,126879000.0,185000000.0,639000000.0,1.46,1449000000.0,185000000.0,0.0,25000000.0,1.48,379000000.0,34000000.0,260000000.0,125440000.0,50000000.0,350000000.0,235000000.0,185000000.0,810000000.0,0.0,304000000.0,0.0,260000000.0,6.0,-0.0162932790224033,0.440993788819876,0.861202908129544,555000000.0,0.440993788819876,11.5454976909483,0.0422535211267605,4.63063063063063,1.33496932515337,4.42218855657439,0.154443077505441
5,2019-09-30 00:00:00+00:00,1,2020,4847000000.0,5397000000.0,550000000.0,506000000.0,0.0,2492000000.0,0.0,3083000000.0,0.0,4131000000.0,1266000000.0,0.0,1346000000.0,504000000.0,79000000.0,3241000000.0,-615000000.0,556000000.0,1458000000.0,0.0,125742476.0,2577000000.0,941000000.0,3389000000.0,150000000.0,0.0,217000000.0,-2000000.0,-42000000.0,-133000000.0,-101000000.0,271000000.0,6000000.0,44000000.0,51000000.0,-54000000.0,0.0,-183000000.0,44000000.0,0.0,127465000.0,203000000.0,663000000.0,1.59,1506000000.0,203000000.0,0.0,25000000.0,1.61,380000000.0,30000000.0,283000000.0,125823000.0,55000000.0,348000000.0,258000000.0,203000000.0,843000000.0,0.0,327000000.0,0.0,283000000.0,7.0,-0.036468330134357,0.440239043824701,0.868312757201646,550000000.0,0.440239043824701,11.9768597526265,-0.0242424242424242,4.68545454545455,1.2355623100304,4.37401916596584,0.156737998843262
6,2019-06-30 00:00:00+00:00,4,2019,4557000000.0,5116000000.0,559000000.0,396000000.0,0.0,2503000000.0,0.0,2683000000.0,0.0,3811000000.0,1305000000.0,0.0,1034000000.0,512000000.0,59000000.0,3150000000.0,-602000000.0,631000000.0,1440000000.0,0.0,127367814.0,2287000000.0,1035000000.0,3117000000.0,111000000.0,0.0,318000000.0,0.0,-70000000.0,-122000000.0,-336000000.0,389000000.0,9000000.0,-67000000.0,72000000.0,-71000000.0,0.0,-386000000.0,47000000.0,0.0,128514000.0,241000000.0,734000000.0,1.87,1627000000.0,241000000.0,0.0,25000000.0,1.89,417000000.0,38000000.0,317000000.0,126660000.0,51000000.0,384000000.0,292000000.0,241000000.0,893000000.0,0.0,364000000.0,0.0,317000000.0,7.0,-0.0378474275576582,0.451137062077443,0.90625,559000000.0,0.451137062077443,12.7740278246434,0.125,4.0912343470483,1.18883653497644,4.38886389303973,0.160713410750159
8,2019-03-31 00:00:00+00:00,3,2019,4381000000.0,5162000000.0,781000000.0,321000000.0,0.0,2504000000.0,0.0,2607000000.0,0.0,3769000000.0,1393000000.0,0.0,1000000000.0,556000000.0,60000000.0,3004000000.0,-564000000.0,587000000.0,1261000000.0,0.0,128164289.0,2286000000.0,940000000.0,3120000000.0,178000000.0,0.0,105000000.0,1000000.0,-49000000.0,-123000000.0,-52000000.0,154000000.0,16000000.0,15000000.0,84000000.0,-49000000.0,0.0,-91000000.0,45000000.0,0.0,130266000.0,187000000.0,673000000.0,1.44,1551000000.0,187000000.0,0.0,24000000.0,1.46,409000000.0,34000000.0,264000000.0,128404000.0,53000000.0,377000000.0,240000000.0,187000000.0,878000000.0,0.0,309000000.0,0.0,264000000.0,5.0,0.0224126565589979,0.43391360412637,1.10467882632831,781000000.0,0.43391360412637,12.1016549313514,0.050359712230216,2.9270166453265,1.08817498291183,6.09374113564505,0.156438854222965
9,2018-12-31 00:00:00+00:00,2,2019,4331000000.0,5073000000.0,742000000.0,235000000.0,0.0,2505000000.0,0.0,2520000000.0,0.0,3708000000.0,1365000000.0,0.0,992000000.0,578000000.0,71000000.0,2940000000.0,-577000000.0,528000000.0,1186000000.0,0.0,127652097.0,2285000000.0,951000000.0,3145000000.0,162000000.0,0.0,140000000.0,-3000000.0,-41000000.0,-123000000.0,24000000.0,190000000.0,10000000.0,0.0,-47000000.0,-50000000.0,0.0,-146000000.0,44000000.0,0.0,130094000.0,182000000.0,643000000.0,1.4,1473000000.0,182000000.0,0.0,24000000.0,1.42,395000000.0,32000000.0,248000000.0,128068000.0,42000000.0,356000000.0,224000000.0,182000000.0,830000000.0,0.0,292000000.0,0.0,248000000.0,5.0,0.0402542372881356,0.436524100475221,1.15092748735245,742000000.0,0.436524100475221,11.539175889919,-0.215469613259669,3.07951482479784,1.05969148222669,5.81267380198227,0.153137872546644
10,2018-09-30 00:00:00+00:00,1,2019,4381000000.0,5058000000.0,677000000.0,280000000.0,0.0,2527000000.0,0.0,2565000000.0,0.0,3741000000.0,1317000000.0,0.0,988000000.0,519000000.0,76000000.0,2883000000.0,-547000000.0,568000000.0,1235000000.0,0.0,128085895.0,2285000000.0,947000000.0,3146000000.0,162000000.0,0.0,223000000.0,0.0,-36000000.0,-122000000.0,-150000000.0,259000000.0,8000000.0,31000000.0,80000000.0,-36000000.0,0.0,-192000000.0,44000000.0,0.0,129946000.0,210000000.0,678000000.0,1.62,1563000000.0,210000000.0,0.0,24000000.0,1.65,386000000.0,32000000.0,292000000.0,127803000.0,58000000.0,351000000.0,268000000.0,210000000.0,885000000.0,0.0,336000000.0,0.0,292000000.0,6.0,0.042,0.433781190019194,1.0663967611336,677000000.0,0.433781190019194,12.2027487882253,0.10738255033557,3.37518463810931,1.12133333333333,5.28551562996066,0.165551181102362
11,2018-06-30 00:00:00+00:00,4,2018,4334000000.0,5060000000.0,726000000.0,199000000.0,0.0,2531000000.0,0.0,2483000000.0,0.0,3749000000.0,1311000000.0,0.0,996000000.0,506000000.0,72000000.0,2797000000.0,-547000000.0,600000000.0,1200000000.0,0.0,129507979.0,2284000000.0,1001000000.0,3134000000.0,131000000.0,0.0,332000000.0,-5000000.0,-747000000.0,-124000000.0,-191000000.0,400000000.0,16000000.0,-1043000000.0,-376000000.0,-68000000.0,0.0,-691000000.0,45000000.0,-681000000.0,131215000.0,217000000.0,744000000.0,1.66,1691000000.0,217000000.0,0.0,24000000.0,1.68,414000000.0,37000000.0,330000000.0,129101000.0,89000000.0,374000000.0,306000000.0,217000000.0,947000000.0,0.0,375000000.0,0.0,330000000.0,6.0,0.0267152398299939,0.439976345357776,1.0925,726000000.0,0.439976345357776,13.0571105584159,0.0838709677419354,3.14600550964187,1.12933104631218,5.60583220899463,0.165743631054275
