,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,20809700000.0,16602400000.0,4207300000.0,2454500000.0,15634100000.0,403800000.0,0.0,5175600000.0,12244100000.0,1672800000.0,8619500000.0,0.0,3518600000.0,9688200000.0,0.0,1121900000.0,2056200000.0,619900000.0,0.0,91049658.0,0.0,11504300000.0,-792300000.0,4358300000.0,10092000000.0,0.0,26500000.0,-559500000.0,-346300000.0,-1030100000.0,431800000.0,-51500000.0,7700000.0,0.0,1489200000.0,-29800000.0,1437700000.0,240400000.0,2500000.0,-122200000.0,959300000.0,7.8,0.0,1417300000.0,705800000.0,958900000.0,5122200000.0,90537314.0,7.66,83300000.0,705800000.0,0.0,1199300000.0,0.0,0.0,2666900000.0,705800000.0,2455300000.0,92110229.0,1496000000.0,169800000.0,875600000.0,8.0,0.0522834192739898,0.47934481277576,1.18752724686231,4207300000.0,0.47934481277576,56.2572129595479,0.24203821656051,2.30271195303401,0.483426815411631,46.2088501200081,0.090907179373248
1,2020-06-30 00:00:00+00:00,2,2020,20494500000.0,16624600000.0,3869900000.0,2472500000.0,15611300000.0,929600000.0,0.0,4883200000.0,12165000000.0,1788600000.0,8036000000.0,0.0,3495200000.0,9680100000.0,0.0,1208900000.0,1848400000.0,188100000.0,0.0,90800000.0,0.0,11510500000.0,-867200000.0,4459600000.0,10609700000.0,0.0,26300000.0,-928200000.0,47600000.0,-1001800000.0,-50400000.0,-35700000.0,-35700000.0,0.0,1019700000.0,-48900000.0,984000000.0,231500000.0,-19400000.0,-122700000.0,841300000.0,6.59,0.0,1290200000.0,595900000.0,835500000.0,4604000000.0,90469663.0,6.48,88100000.0,595900000.0,0.0,1067000000.0,0.0,0.0,2395100000.0,595900000.0,2208900000.0,91952798.0,1367600000.0,151500000.0,747400000.0,8.0,-0.0561318627249989,0.479778453518679,1.09498609740784,3869900000.0,0.479778453518679,50.704845814978,0.284600389863548,2.50138246466317,0.455458798316912,42.6200440528634,0.0845721883936121
2,2020-03-31 00:00:00+00:00,1,2020,20570300000.0,17281200000.0,3289100000.0,2291500000.0,15642300000.0,1852100000.0,0.0,4928000000.0,12061000000.0,1954800000.0,7562700000.0,0.0,3512900000.0,9662900000.0,0.0,1056000000.0,1958400000.0,238500000.0,0.0,92227704.0,0.0,11544100000.0,-901100000.0,5220200000.0,11515000000.0,0.0,20100000.0,1077500000.0,-802900000.0,115700000.0,76700000.0,-106600000.0,6400000.0,0.0,54900000.0,-97900000.0,-51700000.0,238400000.0,4000000.0,-122900000.0,500300000.0,3.53,0.0,1311300000.0,321700000.0,478500000.0,4146700000.0,91075973.0,3.46,86200000.0,321700000.0,0.0,716900000.0,0.0,0.0,2257000000.0,321700000.0,1889700000.0,92859944.0,1389400000.0,70600000.0,392300000.0,5.0,0.0261822861243783,0.455711770805701,0.944025133136661,3289100000.0,0.455711770805701,44.9615443099397,0.322097378277153,2.93785534036667,0.426224938746476,35.6628199266459,0.0778576679351612
3,2019-12-31 00:00:00+00:00,4,2019,20496200000.0,16372900000.0,4123300000.0,2088900000.0,15864500000.0,1006100000.0,0.0,4631700000.0,11851000000.0,1889600000.0,7366900000.0,0.0,3520800000.0,9421400000.0,0.0,1055600000.0,1876300000.0,161800000.0,0.0,92309240.0,0.0,11739300000.0,-679500000.0,4521900000.0,10427500000.0,0.0,30805000.0,-232692000.0,-157578000.0,-504727000.0,-27840000.0,-104075000.0,-65324000.0,-4664000.0,659893000.0,-174079000.0,555818000.0,516343000.0,-8927000.0,-105941000.0,318706000.0,2.72,0.0,1374828000.0,248622000.0,381238000.0,4114429000.0,92309240.0,2.67,83826000.0,248622000.0,0.0,897581000.0,0.0,0.0,2220395000.0,248622000.0,1894034000.0,92859944.0,1575328000.0,48790000.0,297412000.0,8.0,0.0123519152960907,0.46033945415026,1.02428182843495,4123300000.0,0.46033945415026,44.5722335055516,1.47272727272727,2.2849174205127,0.401548020685433,44.66833439426,0.0738285342038267
5,2019-09-30 00:00:00+00:00,3,2019,20864300000.0,16841400000.0,4022900000.0,2479000000.0,15956600000.0,1229700000.0,0.0,4907700000.0,11975600000.0,1825000000.0,7224300000.0,0.0,3457300000.0,9395200000.0,0.0,1191900000.0,2028400000.0,189600000.0,0.0,92256348.0,0.0,11848000000.0,-767100000.0,4865800000.0,10624900000.0,0.0,23200000.0,-553700000.0,-81600000.0,-757100000.0,44000000.0,-96900000.0,54100000.0,-72600000.0,903400000.0,-111300000.0,806500000.0,234900000.0,9000000.0,-105100000.0,790900000.0,6.28,0.0,1357200000.0,576500000.0,795100000.0,4867700000.0,91823573.0,6.16,85300000.0,576500000.0,0.0,1030000000.0,0.0,0.0,2642100000.0,576500000.0,2225600000.0,93604260.0,1434700000.0,133300000.0,709800000.0,7.0,0.0287923203570983,0.45721798796146,1.00861112252867,4022900000.0,0.45721798796146,52.7627648993867,0.652631578947369,2.33542966516692,0.372601662968211,43.6056714492969,0.0678614618065573
6,2019-06-30 00:00:00+00:00,2,2019,21186100000.0,17438600000.0,3747500000.0,2659100000.0,16096100000.0,2608300000.0,0.0,5090000000.0,11096000000.0,1894900000.0,6753000000.0,0.0,3441100000.0,8571700000.0,0.0,1269300000.0,2067900000.0,145600000.0,0.0,92316202.0,0.0,12005500000.0,-630800000.0,6342600000.0,11180000000.0,0.0,24600000.0,-376400000.0,-104800000.0,-636000000.0,51200000.0,-76500000.0,-28500000.0,0.0,794000000.0,-105000000.0,717500000.0,236000000.0,-1800000.0,-105000000.0,764800000.0,5.13,0.0,1338500000.0,471000000.0,764900000.0,4877800000.0,91775295.0,5.03,89200000.0,471000000.0,0.0,1000900000.0,0.0,0.0,2696400000.0,471000000.0,2181400000.0,93561725.0,1416600000.0,204700000.0,675700000.0,8.0,0.0217864357840176,0.447209807700193,0.80251001166714,3747500000.0,0.447209807700193,52.8379622896531,0.182027649769585,2.28731154102735,0.315066994197591,40.5941743573896,0.0576903643384312
7,2019-03-31 00:00:00+00:00,1,2019,20961600000.0,17501500000.0,3460100000.0,2339600000.0,16146400000.0,1485200000.0,0.0,4815200000.0,12500900000.0,1993400000.0,6386900000.0,0.0,3426400000.0,10074000000.0,0.0,1257700000.0,1894000000.0,94400000.0,0.0,92718270.0,0.0,12083500000.0,-632200000.0,5000600000.0,11559200000.0,0.0,23100000.0,496200000.0,-280200000.0,51400000.0,-61100000.0,-51400000.0,-23600000.0,0.0,-36000000.0,-72200000.0,-87400000.0,234200000.0,-4300000.0,-104800000.0,412800000.0,2.67,0.0,1243500000.0,245200000.0,389900000.0,4040900000.0,91952828.0,2.62,91000000.0,245200000.0,0.0,624100000.0,0.0,0.0,2305800000.0,245200000.0,1735100000.0,93668728.0,1322300000.0,53700000.0,298900000.0,3.0,0.0191409546416828,0.429384543047341,0.962924449066112,3460100000.0,0.429384543047341,43.5825646876284,-0.00373134328358216,2.91147654692061,0.297832063857642,37.3184271017999,0.0551104565287542
8,2018-12-31 00:00:00+00:00,4,2018,19134300000.0,15403600000.0,3730700000.0,2018800000.0,14789800000.0,635600000.0,0.0,4344500000.0,11105900000.0,1815300000.0,6246500000.0,0.0,1776800000.0,8708100000.0,0.0,1211700000.0,1799400000.0,155500000.0,0.0,93626317.0,0.0,12158300000.0,-629900000.0,4297700000.0,9343700000.0,0.0,29468000.0,-188193000.0,-228551000.0,-421214000.0,-25998000.0,-84816000.0,-51552000.0,0.0,512485000.0,-136322000.0,427669000.0,145767000.0,19053000.0,-80361000.0,217727000.0,1.1,0.0,1385913000.0,100942000.0,191440000.0,4064228000.0,93626317.0,1.08,89365000.0,100942000.0,0.0,337207000.0,0.0,0.0,2381507000.0,100942000.0,1682721000.0,93668728.0,1464994000.0,1133000.0,102075000.0,4.0,0.0212716128552388,0.41403213599237,1.01088954557089,3730700000.0,0.41403213599237,43.4090342355344,-0.880043620501636,2.33417321146166,0.295461677192061,39.8467025035279,0.0558112487428374
10,2018-09-30 00:00:00+00:00,3,2018,19921786000.0,15991261000.0,3930525000.0,2584280000.0,14942664000.0,960695000.0,0.0,4979122000.0,11149196000.0,1802418000.0,6226443000.0,0.0,1766354000.0,8710831000.0,0.0,1455198000.0,2165724000.0,181511000.0,0.0,93381022.0,0.0,12253184000.0,-610596000.0,4842065000.0,9671526000.0,0.0,16356000.0,-700779000.0,6687000.0,-808773000.0,26538000.0,-64358000.0,32063000.0,0.0,852119000.0,-8295000.0,787761000.0,147458000.0,-8513000.0,-80898000.0,645735000.0,3.8,0.0,1284592000.0,354027000.0,508234000.0,4731470000.0,93099714.0,3.72,92281000.0,354027000.0,0.0,655692000.0,0.0,0.0,2721066000.0,354027000.0,2010404000.0,95135257.0,1364669000.0,61926000.0,415953000.0,6.0,0.0498000896379427,0.424900506607883,1.02830548536626,3930525000.0,0.424900506607883,50.6684323930402,0.117647058823529,2.21620038035631,0.498639438920126,42.0912613271677,0.0927774881234091
11,2018-06-30 00:00:00+00:00,2,2018,20095822000.0,16393048000.0,3702774000.0,2625066000.0,15117527000.0,651897000.0,0.0,4978295000.0,12202961000.0,1815741000.0,5953313000.0,0.0,1776378000.0,9722918000.0,0.0,1538797000.0,2049123000.0,154973000.0,0.0,93545689.0,0.0,12457724000.0,-542449000.0,4190087000.0,10374815000.0,0.0,22165000.0,-327286000.0,-81183000.0,-489264000.0,-3640000.0,-59573000.0,-13861000.0,0.0,538347000.0,-66432000.0,478774000.0,146435000.0,13709000.0,-80613000.0,629895000.0,4.34,0.0,1334840000.0,403604000.0,631593000.0,4773796000.0,92926421.0,4.25,93507000.0,403604000.0,0.0,778028000.0,0.0,0.0,2735168000.0,403604000.0,2038628000.0,94884187.0,1408733000.0,134482000.0,538086000.0,7.0,0.277845247773111,0.427045479111382,1.18811256186327,3702774000.0,0.427045479111382,51.0317049458046,0.261627906976744,2.62584700011397,0.530921075714943,39.5825188694692,0.0899498549370339
12,2018-03-31 00:00:00+00:00,1,2018,20308776000.0,16663045000.0,3645731000.0,2326411000.0,15480783000.0,921189000.0,0.0,4827993000.0,12335893000.0,1942720000.0,5630323000.0,0.0,1840005000.0,9891017000.0,0.0,1593089000.0,1975323000.0,158613000.0,0.0,93993791.0,0.0,12776277000.0,-335655000.0,4327152000.0,10812206000.0,0.0,14611000.0,288058000.0,-219553000.0,-27449000.0,-45600000.0,-42253000.0,-5650000.0,0.0,40749000.0,-40551000.0,-1504000.0,156640000.0,-18349000.0,-81028000.0,384243000.0,2.68,0.0,1217555000.0,250127000.0,395133000.0,3965006000.0,93339564.0,2.62,91547000.0,250127000.0,0.0,551773000.0,0.0,0.0,2278159000.0,250127000.0,1686847000.0,95546152.0,1302604000.0,53459000.0,303586000.0,4.0,0.4358747977013,0.425433656342512,1.11574379638155,3645731000.0,0.425433656342512,42.1837012617142,0.0387596899224807,2.71304081403702,0.55975914784305,38.7869343412269,0.0851290841719985
