,year,quarter,date,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,1752000000.0,95154000000.0,257000000.0,0.0,752000000.0,0.0,6384000000.0,12917000000.0,0.0,2409000000.0,120116000000.0,0.0,0.0,104502000000.0,0.0,107199000000.0,1017309583.0,9396000000.0,-18000000.0,0.0,-153000000.0,1216000000.0,0.0,-33000000.0,-1783000000.0,-1763000000.0,80000000.0,549000000.0,-570000000.0,20000000.0,0.0,516000000.0,275000000.0,712000000.0,358000000.0,438000000.0,28000000.0,0.0,1031460000.0,358000000.0,1070000000.0,358000000.0,0.27,55000000.0,1070000000.0,0.0,0.0,303000000.0,0.0,0.0,0.27,1017253000.0,303000000.0,712000000.0,0.0063626907073509,5.0,12917000000.0,-0.205882352941177,1.05179388642405,1.0,0.727413486103584,-0.0325497287522604,12.6972164775135,1.0,0.0601700993954299
1,2020,2,2020-06-30 00:00:00+00:00,1633000000.0,93691000000.0,290000000.0,0.0,751000000.0,0.0,6375000000.0,12314000000.0,0.0,2401000000.0,118425000000.0,0.0,0.0,102798000000.0,0.0,106111000000.0,1014218094.0,9899000000.0,4526000000.0,0.0,-152000000.0,4361000000.0,0.0,-38000000.0,-47000000.0,5000000.0,59000000.0,212000000.0,-2810000000.0,25000000.0,0.0,174000000.0,131000000.0,675000000.0,181000000.0,240000000.0,19000000.0,0.0,1028683000.0,181000000.0,856000000.0,181000000.0,0.13,31000000.0,856000000.0,0.0,0.0,150000000.0,0.0,0.0,0.13,1016259000.0,150000000.0,675000000.0,0.00722571929458138,5.0,12314000000.0,-0.606060606060606,0.843999929664043,1.0,0.803881760597694,-0.240461401952085,12.1413728199568,1.0,0.0680519806641974
2,2020,1,2020-03-31 00:00:00+00:00,1657000000.0,86830000000.0,227000000.0,0.0,743000000.0,0.0,1904000000.0,11769000000.0,0.0,2407000000.0,113897000000.0,0.0,0.0,102867000000.0,0.0,102128000000.0,1019194130.0,12622000000.0,597000000.0,-88000000.0,-155000000.0,4421000000.0,0.0,-11000000.0,-4322000000.0,-4346000000.0,119000000.0,498000000.0,204000000.0,15000000.0,0.0,487000000.0,30000000.0,652000000.0,58000000.0,177000000.0,18000000.0,0.0,1034576000.0,58000000.0,710000000.0,58000000.0,0.03,10000000.0,710000000.0,0.0,0.0,48000000.0,0.0,0.0,0.03,1017643000.0,48000000.0,652000000.0,0.00934798274988008,4.0,11769000000.0,-0.90625,0.696628815945005,1.0,1.07247854533095,-0.338919925512104,11.5473584997983,1.0,0.0872276786661293
3,2019,4,2019-12-31 00:00:00+00:00,2088000000.0,82347000000.0,-256000000.0,0.0,763000000.0,0.0,1272000000.0,11795000000.0,0.0,2465000000.0,109002000000.0,0.0,0.0,99257000000.0,0.0,97207000000.0,1032755207.0,12455000000.0,-466000000.0,-196000000.0,-155000000.0,-28000000.0,0.0,-25000000.0,-1114000000.0,-1268000000.0,78000000.0,676000000.0,390000000.0,19000000.0,0.0,651000000.0,298000000.0,701000000.0,372000000.0,450000000.0,19000000.0,0.0,1047124000.0,372000000.0,1073000000.0,372000000.0,0.29,55000000.0,1073000000.0,0.0,0.0,317000000.0,0.0,0.0,0.29,1028622000.0,317000000.0,701000000.0,0.0123172734328757,4.0,11795000000.0,-0.0333333333333333,1.03896837578472,1.0,1.05595591352268,-0.0263157894736842,11.4209058642877,1.0,0.114263738142039
5,2019,3,2019-09-30 00:00:00+00:00,1946000000.0,82395000000.0,-175000000.0,0.0,775000000.0,0.0,1758000000.0,11909000000.0,0.0,2445000000.0,108735000000.0,0.0,0.0,98462000000.0,0.0,96826000000.0,1037841268.0,12047000000.0,38000000.0,-68000000.0,-147000000.0,176000000.0,0.0,-31000000.0,-184000000.0,-180000000.0,104000000.0,46000000.0,-1104000000.0,16000000.0,7000000.0,15000000.0,354000000.0,667000000.0,439000000.0,543000000.0,18000000.0,0.0,1051273000.0,439000000.0,1106000000.0,439000000.0,0.34,67000000.0,1106000000.0,0.0,0.0,372000000.0,0.0,0.0,0.34,1034940000.0,372000000.0,667000000.0,0.0124802403874958,4.0,11909000000.0,0.0303030303030303,1.06567356117121,1.0,1.0115878747166,0.0137488542621449,11.4747797829909,1.0,0.117455704712541
6,2019,2,2019-06-30 00:00:00+00:00,1750000000.0,80882000000.0,-273000000.0,0.0,774000000.0,0.0,1747000000.0,11668000000.0,0.0,2471000000.0,108247000000.0,0.0,0.0,98052000000.0,0.0,96579000000.0,1046440116.0,13134000000.0,262000000.0,-152000000.0,-147000000.0,-29000000.0,0.0,-27000000.0,-64000000.0,584000000.0,73000000.0,355000000.0,855000000.0,31000000.0,-555000000.0,328000000.0,346000000.0,700000000.0,427000000.0,500000000.0,18000000.0,0.0,1060280000.0,427000000.0,1127000000.0,427000000.0,0.33,63000000.0,1127000000.0,0.0,0.0,364000000.0,0.0,0.0,0.33,1044802000.0,364000000.0,700000000.0,0.012625237013296,6.0,11668000000.0,0.1,1.07698470535317,1.0,1.12564278368186,0.0592105263157894,11.1501841544462,1.0,0.120524636653669
7,2019,1,2019-03-31 00:00:00+00:00,1551000000.0,82155000000.0,-455000000.0,0.0,784000000.0,0.0,1483000000.0,11432000000.0,0.0,2503000000.0,108203000000.0,0.0,0.0,98389000000.0,0.0,96771000000.0,1046813306.0,12262000000.0,-1336000000.0,-25000000.0,-148000000.0,-1318000000.0,0.0,-24000000.0,-515000000.0,-586000000.0,131000000.0,497000000.0,1498000000.0,17000000.0,0.0,473000000.0,339000000.0,653000000.0,421000000.0,552000000.0,19000000.0,0.0,1065638000.0,421000000.0,1074000000.0,421000000.0,0.32,63000000.0,1074000000.0,0.0,0.0,358000000.0,0.0,0.0,0.32,1046995000.0,358000000.0,653000000.0,0.0125983074529082,5.0,11432000000.0,0.103448275862069,1.02597090985009,1.0,1.07260321903429,0.0550098231827112,10.9207629808252,1.0,0.119982198486871
8,2018,4,2018-12-31 00:00:00+00:00,1361000000.0,84774000000.0,-609000000.0,0.0,790000000.0,0.0,2725000000.0,11102000000.0,0.0,2524000000.0,108781000000.0,0.0,0.0,97947000000.0,0.0,97679000000.0,1061529259.0,10642000000.0,1373000000.0,-200000000.0,-152000000.0,2477000000.0,0.0,-48000000.0,-1686000000.0,-1675000000.0,143000000.0,582000000.0,-237000000.0,19000000.0,-15000000.0,534000000.0,315000000.0,711000000.0,391000000.0,534000000.0,19000000.0,0.0,1073006000.0,391000000.0,1102000000.0,391000000.0,0.3,57000000.0,1102000000.0,0.0,0.0,334000000.0,0.0,0.0,0.3,1054458000.0,334000000.0,711000000.0,0.0124800430151142,7.0,11102000000.0,-0.210526315789474,1.03812494159429,1.0,0.958566024139795,0.0555555555555556,10.4584964624136,1.0,0.118082827561585
10,2018,3,2018-09-30 00:00:00+00:00,1196000000.0,81689000000.0,-790000000.0,0.0,827000000.0,0.0,1342000000.0,10934000000.0,0.0,2550000000.0,105652000000.0,0.0,0.0,96241000000.0,0.0,94718000000.0,1104226603.0,10733000000.0,-83000000.0,-691000000.0,-122000000.0,-106000000.0,0.0,-24000000.0,-519000000.0,-514000000.0,122000000.0,542000000.0,-1375000000.0,15000000.0,0.0,518000000.0,360000000.0,651000000.0,440000000.0,562000000.0,18000000.0,0.0,1103740000.0,440000000.0,1091000000.0,440000000.0,0.33,62000000.0,1091000000.0,0.0,0.0,378000000.0,0.0,0.0,0.33,1084536000.0,378000000.0,651000000.0,0.0135513695609156,6.0,10934000000.0,0.375,0.988021839933882,1.0,0.981616974574721,0.044019138755981,9.90195306859492,1.0,0.127650017966223
11,2018,2,2018-06-30 00:00:00+00:00,990000000.0,79587000000.0,-730000000.0,0.0,840000000.0,0.0,1423000000.0,11472000000.0,0.0,2560000000.0,105358000000.0,0.0,0.0,95808000000.0,0.0,93886000000.0,1101795768.0,12168000000.0,313000000.0,0.0,-122000000.0,687000000.0,0.0,-22000000.0,-682000000.0,-674000000.0,123000000.0,308000000.0,720000000.0,29000000.0,0.0,286000000.0,334000000.0,652000000.0,412000000.0,535000000.0,21000000.0,0.0,1122612000.0,412000000.0,1064000000.0,412000000.0,0.3,57000000.0,1064000000.0,0.0,0.0,355000000.0,0.0,0.0,0.3,1103337000.0,355000000.0,652000000.0,0.0126702496856453,4.0,11472000000.0,0.304347826086956,0.965696212403677,1.0,1.06066945606695,0.0181818181818181,10.4120929968938,1.0,0.118935677404721
