,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,0.0,96916771000.0,183203000.0,620394000.0,0.0,78334843000.0,0.0,15687776000.0,393970000.0,0.0,5283433000.0,0.0,0.0,84773020000.0,1109150000.0,51760939.0,7792935000.0,88949391000.0,0.0,-9040714000.0,0.0,293024000.0,4797000.0,-9055503000.0,-14789000.0,20140000.0,23957000.0,307813000.0,0.0,-31856000.0,1485670000.0,10233360000.0,441713000.0,0.0,8.53,446307000.0,8.47,608572000.0,0.0,632529000.0,51760939.0,27748000.0,4594000.0,491021000.0,446535000.0,1127341000.0,608572000.0,1127341000.0,0.0,162265000.0,474055000.0,636320000.0,0.0,0.0129708457981668,3.0,7967380000.0,0.64354527938343,21.779763307617,1.0,0.142327633940229,0.448806541946777,153.926496580752,1.0,0.148966480630431
1,2020-06-30 00:00:00+00:00,2,2020,0.0,85730985000.0,184549000.0,614735000.0,0.0,68718708000.0,0.0,14202106000.0,384632000.0,0.0,4841720000.0,0.0,0.0,74505764000.0,1133501000.0,51513227.0,7319373000.0,78262672000.0,0.0,-5907701000.0,0.0,551227000.0,13925000.0,-5933827000.0,-26126000.0,20548000.0,24826000.0,577353000.0,0.0,-2592214000.0,4640658000.0,9997132000.0,228935000.0,0.0,4.44,233529000.0,4.42,321398000.0,0.0,346224000.0,51513227.0,14260000.0,4594000.0,479636000.0,433170000.0,815294000.0,321398000.0,815294000.0,0.0,87869000.0,247789000.0,335658000.0,0.0,0.0118852540047261,4.0,7468313000.0,-0.274509803921569,15.8268865586697,1.0,0.154863128303476,-0.0284947575508784,144.978550848698,1.0,0.133456314926508
2,2020-03-31 00:00:00+00:00,1,2020,0.0,75009640000.0,185895000.0,592534000.0,0.0,62842070000.0,0.0,9561448000.0,361172000.0,0.0,4612785000.0,0.0,0.0,61911957000.0,3713509000.0,51622841.0,7034749000.0,67826419000.0,0.0,-573953000.0,0.0,143037000.0,-60604000.0,-599041000.0,-25088000.0,16596000.0,24824000.0,168125000.0,0.0,3120732000.0,2779665000.0,3210581000.0,132253000.0,0.0,2.56,135622000.0,2.55,184979000.0,0.0,209803000.0,51622841.0,-1973000.0,3369000.0,399585000.0,353648000.0,582591000.0,184979000.0,582591000.0,0.0,49357000.0,133649000.0,183006000.0,0.0,0.0141051537335428,3.0,7183221000.0,-0.533697632058288,11.2855276601301,1.0,0.52788080996209,-0.238155329268181,139.148114688225,1.0,0.157176061559503
3,2019-12-31 00:00:00+00:00,4,2019,0.0,71004903000.0,187240000.0,84445000.0,0.0,61931406000.0,0.0,6781783000.0,359241000.0,0.0,4575601000.0,0.0,0.0,61757807000.0,584264000.0,51568010.0,6470307000.0,64383823000.0,0.0,-2775498000.0,0.0,422777000.0,12076000.0,-2807106000.0,-31608000.0,14608000.0,22309000.0,454385000.0,0.0,-359863000.0,-164413000.0,2188308000.0,262856000.0,0.0,5.1,262856000.0,5.06,356917000.0,0.0,379226000.0,51568010.0,11960000.0,0.0,460752000.0,408066000.0,829629000.0,356917000.0,829629000.0,0.0,94061000.0,274816000.0,368877000.0,0.0,0.0172794058414525,6.0,6621080000.0,0.0159362549800797,16.0880553661078,1.0,0.0902992701891889,0.206692721552588,128.39510386381,1.0,0.195522509155314
5,2019-09-30 00:00:00+00:00,3,2019,0.0,68231233000.0,190111000.0,136153000.0,0.0,59183613000.0,0.0,6946196000.0,325245000.0,0.0,4312745000.0,0.0,0.0,59542874000.0,908668000.0,51538553.0,5890680000.0,62182764000.0,0.0,-6232516000.0,0.0,243934000.0,-4347000.0,-6247755000.0,-15239000.0,18220000.0,19584000.0,259173000.0,0.0,-5354000.0,-2074729000.0,3913853000.0,267281000.0,0.0,5.19,267281000.0,5.15,372356000.0,0.0,391940000.0,51538553.0,14437000.0,0.0,391324000.0,352337000.0,778117000.0,372356000.0,778117000.0,0.0,105075000.0,281718000.0,386793000.0,0.0,0.0183106377083639,6.0,6048469000.0,0.0058139534883721,15.0977657444127,1.0,0.154255196344055,0.134086265044788,117.358145464425,1.0,0.208232168941282
6,2019-06-30 00:00:00+00:00,2,2019,0.0,63773739000.0,192981000.0,81232000.0,0.0,52796517000.0,0.0,9020925000.0,298235000.0,0.0,4051194000.0,0.0,0.0,55610540000.0,916548000.0,52027190.0,5554043000.0,58067564000.0,0.0,-1206029000.0,-2291000.0,96693000.0,-219969000.0,-1221448000.0,-13128000.0,12081000.0,19994000.0,109821000.0,0.0,9797000.0,1954042000.0,3065669000.0,317987000.0,0.0,6.12,317987000.0,6.08,437101000.0,0.0,457095000.0,52027190.0,18584000.0,0.0,383522000.0,341622000.0,839207000.0,437101000.0,839207000.0,0.0,119114000.0,336571000.0,455685000.0,0.0,0.0192099022276144,6.0,5706175000.0,0.366071428571428,16.1301619403239,1.0,0.165023569316982,0.331964663234146,109.676786311158,1.0,0.219282304187427
7,2019-03-31 00:00:00+00:00,1,2019,0.0,60160285000.0,193219000.0,-15374000.0,0.0,51335622000.0,0.0,7066883000.0,303662000.0,0.0,3963965000.0,0.0,0.0,52327197000.0,916337000.0,52630866.0,5342773000.0,54676462000.0,0.0,1009968000.0,-100037000.0,335246000.0,-115453000.0,904427000.0,-5504000.0,12318000.0,20830000.0,340750000.0,0.0,-616957000.0,3495344000.0,2250167000.0,288732000.0,0.0,5.49,288732000.0,5.44,396167000.0,0.0,416997000.0,52630866.0,2880000.0,0.0,365664000.0,328149000.0,764711000.0,396167000.0,764711000.0,0.0,107435000.0,291612000.0,399047000.0,0.0,0.0184791114910325,7.0,5483823000.0,0.48780487804878,14.529705819395,1.0,0.171509626181011,0.396964609642881,104.19404841258,1.0,0.213085332451408
8,2018-12-31 00:00:00+00:00,4,2018,0.0,56927979000.0,0.0,-54120000.0,0.0,52275966000.0,0.0,3571539000.0,129213000.0,0.0,3791838000.0,0.0,0.0,49328900000.0,1327877000.0,53250854.0,5116209000.0,51663136000.0,0.0,953068000.0,0.0,212511000.0,-140421000.0,935921000.0,-17147000.0,11261000.0,14517000.0,229658000.0,0.0,-1999840000.0,-247602000.0,-1413181000.0,266264000.0,0.0,5.02,266264000.0,4.96,371264000.0,0.0,385781000.0,53250854.0,8667000.0,0.0,307592000.0,277216000.0,687523000.0,371264000.0,687523000.0,0.0,105000000.0,274931000.0,379931000.0,0.0,0.0173561984161694,5.0,5264843000.0,1.26126126126126,12.9110229856595,1.0,0.259543150015959,0.312743207377847,98.8687054671461,1.0,0.203799614276207
10,2018-09-30 00:00:00+00:00,3,2018,0.0,58139734000.0,0.0,-108410000.0,0.0,53092786000.0,0.0,3819141000.0,121890000.0,0.0,3672696000.0,0.0,0.0,48596111000.0,3327469000.0,53213737.0,4924369000.0,53069689000.0,0.0,-1152322000.0,0.0,342657000.0,1943000.0,-1166189000.0,-13867000.0,8446000.0,14487000.0,356524000.0,0.0,2214006000.0,1107040000.0,1916705000.0,274817000.0,0.0,5.16,274817000.0,5.1,370125000.0,0.0,384612000.0,53213737.0,6548000.0,0.0,309445000.0,278243000.0,686118000.0,370125000.0,686118000.0,0.0,95308000.0,281365000.0,376673000.0,0.0,0.0150836813108037,5.0,5070045000.0,0.829787234042553,12.8936255689015,1.0,0.675714797164875,0.347363666712488,95.2769958629292,1.0,0.181498391699564
11,2018-06-30 00:00:00+00:00,2,2018,0.0,55867745000.0,0.0,-86865000.0,0.0,52053617000.0,0.0,2712101000.0,117603000.0,0.0,3397879000.0,0.0,0.0,48887295000.0,1113218000.0,52973918.0,4657653000.0,51062904000.0,0.0,-2166320000.0,0.0,-8158000.0,7644000.0,-2173454000.0,-7134000.0,-1000.0,14525000.0,-1024000.0,0.0,-684894000.0,92717000.0,2267195000.0,237798000.0,0.0,4.48,237798000.0,4.42,315085000.0,0.0,329610000.0,52973918.0,9228000.0,0.0,305739000.0,273324000.0,630052000.0,315085000.0,630052000.0,0.0,77287000.0,247026000.0,324313000.0,0.0,0.0132222574297656,4.0,4804841000.0,0.914529914529915,11.893626595639,1.0,0.239008358930989,0.383458712655187,90.7020130170474,1.0,0.161404914898635
