,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-10-03 00:00:00+00:00,19519277000.0,8802210000.0,10302414000.0,2119421000.0,10553430000.0,74253000.0,412401000.0,8965847000.0,6428915000.0,3260685000.0,11068908000.0,0.0,6829733000.0,5452193000.0,412401000.0,0.0,1210987000.0,2998201000.0,0.0,301895077.0,0.0,2874346000.0,-315469000.0,2373295000.0,5526446000.0,0.0,17021000.0,141766000.0,0.0,-27245000.0,209012000.0,-399924000.0,-153304000.0,-27948000.0,855623000.0,-615844000.0,455699000.0,196709000.0,-3522000.0,-123017000.0,330078000.0,0.63,0.0,165513000.0,193415000.0,301342000.0,4927960000.0,303394000.0,0.63,40139000.0,193415000.0,29215000.0,498051000.0,0.0,0.0,4425765000.0,222630000.0,502195000.0,303441000.0,172117000.0,67788000.0,261203000.0,5.0,-0.0981868064098064,0.101907280091559,3.77780554039848,10717067000.0,0.101907280091559,16.323419543539,-0.3,0.529215094637043,0.0419712658931616,35.4993102454599,0.0231126599615074
1,2020,2,2020-07-04 00:00:00+00:00,18765965000.0,8142480000.0,10194820000.0,1888929000.0,10131001000.0,94173000.0,247473000.0,8634964000.0,6177442000.0,3373258000.0,10998533000.0,0.0,6556451000.0,5279103000.0,247473000.0,0.0,902071000.0,2789189000.0,0.0,301134738.0,0.0,2888581000.0,-340836000.0,1965038000.0,5373276000.0,0.0,29084000.0,1017986000.0,0.0,852426000.0,1544032000.0,-353364000.0,-101474000.0,-5810000.0,1148762000.0,-460051000.0,795398000.0,194581000.0,2895000.0,-122679000.0,230942000.0,0.36,0.0,142017000.0,108881000.0,192592000.0,4327306000.0,302921000.0,0.36,35807000.0,108881000.0,24272000.0,387173000.0,0.0,0.0,3949347000.0,133153000.0,377959000.0,302933000.0,147017000.0,47904000.0,156785000.0,6.0,-0.266058976395127,0.0873427948011996,4.39429873620765,10623485000.0,0.0873427948011996,14.3699993854578,-0.714285714285714,0.517822090041806,0.0497514484901932,35.2781783681164,0.0278740007700017
2,2020,1,2020-04-04 00:00:00+00:00,17866061000.0,7269992000.0,10168204000.0,2273157000.0,10018810000.0,82658000.0,146000000.0,7847251000.0,5051420000.0,3875590000.0,11012690000.0,0.0,6416959000.0,4243181000.0,146000000.0,0.0,1189638000.0,1245157000.0,0.0,301000375.0,0.0,2901000000.0,-367627000.0,2218572000.0,4325839000.0,0.0,10017000.0,-24183000.0,-39499000.0,-228614000.0,-289448000.0,-406301000.0,154041000.0,-3152000.0,201206000.0,-254877000.0,-205095000.0,197275000.0,-7163000.0,-122940000.0,188030000.0,0.07,0.0,153392000.0,20331000.0,153159000.0,5624337000.0,302909000.0,0.07,40910000.0,20331000.0,34048000.0,350434000.0,0.0,0.0,4995069000.0,54379000.0,629268000.0,302932000.0,441238000.0,91918000.0,112249000.0,7.0,-0.0774669718847677,0.111883053949292,3.53707294602113,10596069000.0,0.111883053949292,18.6854817041341,-0.957055214723926,0.417298964497565,0.0765259400936635,35.2028431858266,0.0433624580662492
3,2019,4,2019-12-31 00:00:00+00:00,18344666000.0,7553490000.0,10357866000.0,2160102000.0,10118296000.0,91708000.0,300040000.0,8226370000.0,5089716000.0,3842095000.0,11115056000.0,0.0,6178555000.0,4291301000.0,300040000.0,0.0,1201698000.0,1534605000.0,0.0,303215267.0,0.0,2943249000.0,-302966000.0,2463774000.0,4383009000.0,0.0,16048000.0,14719000.0,-90777000.0,-215874000.0,-151760000.0,-483951000.0,-50424000.0,-91832000.0,689199000.0,-625510000.0,205248000.0,192041000.0,425000.0,-122792000.0,206044000.0,0.35,0.0,162228000.0,107823000.0,180466000.0,5131746000.0,303215267.0,0.36,28666000.0,107823000.0,26430000.0,372507000.0,0.0,0.0,4696558000.0,134253000.0,435188000.0,302932000.0,229144000.0,43977000.0,151800000.0,6.0,-0.184904613871539,0.0848031059994006,3.33893043761319,10791176000.0,0.0848031059994006,16.9244314469166,-0.830917874396135,0.414303583382909,0.123346612950457,35.589157850683,0.0695905564249062
5,2019,3,2019-09-28 00:00:00+00:00,18506265000.0,7645232000.0,10449047000.0,2312366000.0,9821977000.0,76603000.0,249616000.0,8684288000.0,5059239000.0,4072464000.0,11130172000.0,0.0,5886730000.0,4287597000.0,249616000.0,0.0,1310670000.0,1686365000.0,0.0,303157475.0,0.0,2950766000.0,-313766000.0,2585993000.0,4364200000.0,0.0,13051000.0,-12362000.0,0.0,-141488000.0,254573000.0,-320173000.0,-199616000.0,-16443000.0,932359000.0,-536232000.0,612186000.0,177885000.0,-66000.0,-122796000.0,413210000.0,0.9,0.0,159301000.0,275031000.0,393069000.0,5464502000.0,304637000.0,0.9,31286000.0,275031000.0,18556000.0,570954000.0,0.0,0.0,4891991000.0,293587000.0,572511000.0,304980000.0,159301000.0,86752000.0,361783000.0,6.0,-0.189507819552128,0.104769107962629,3.35820243906306,10861033000.0,0.104769107962629,18.0252919707819,-0.577464788732394,0.410333784506855,0.17808909196822,35.8263737353004,0.0996750125285602
6,2019,2,2019-06-29 00:00:00+00:00,18126480000.0,7428472000.0,10300717000.0,2399239000.0,9659281000.0,60087000.0,50000000.0,8467199000.0,5048058000.0,4268799000.0,10977950000.0,0.0,5797513000.0,4234308000.0,50000000.0,0.0,1219792000.0,1431792000.0,0.0,304785686.0,0.0,2974231000.0,0.0,2380414000.0,4294395000.0,0.0,48768000.0,-14488000.0,-118789000.0,-289810000.0,-119015000.0,-355675000.0,0.0,-11141000.0,537147000.0,-366816000.0,181472000.0,185056000.0,464000.0,-123074000.0,566514000.0,1.26,0.0,208980000.0,386483000.0,541858000.0,5895986000.0,305461000.0,1.26,33030000.0,386483000.0,25794000.0,726914000.0,0.0,0.0,5120492000.0,412277000.0,775494000.0,305952000.0,208980000.0,122345000.0,508828000.0,6.0,-0.0874180090496897,0.131529145421987,3.55702789514765,10698008000.0,0.131529145421987,19.3446945536675,-0.411214953271028,0.411069248868792,0.221177249311191,35.1000998124302,0.122708820668098
7,2019,1,2019-03-30 00:00:00+00:00,18086698000.0,7584032000.0,10114191000.0,2483138000.0,9436355000.0,71438000.0,50000000.0,8650343000.0,5016017000.0,4445228000.0,10714279000.0,0.0,5573237000.0,4233792000.0,50000000.0,0.0,1429776000.0,1550807000.0,0.0,305381583.0,0.0,2990565000.0,-308787000.0,2568015000.0,4305230000.0,0.0,12492000.0,16705000.0,-72830000.0,-233238000.0,151921000.0,-275876000.0,-50000000.0,58067000.0,650708000.0,-265633000.0,374832000.0,179671000.0,84000.0,-123400000.0,715153000.0,1.63,0.0,180739000.0,501806000.0,689072000.0,6096624000.0,306585000.0,1.63,28443000.0,501806000.0,28987000.0,868743000.0,0.0,0.0,5200732000.0,530793000.0,895892000.0,307180000.0,180739000.0,158823000.0,660629000.0,7.0,0.0948572655901074,0.146948868750968,3.36849395350105,10502666000.0,0.146948868750968,19.9639544078203,0.468468468468468,0.418599174170233,0.256798321593114,34.3919430137999,0.140483242171015
8,2018,4,2018-12-31 00:00:00+00:00,17920588000.0,7718620000.0,9792078000.0,2505568000.0,9284323000.0,57870000.0,0.0,8636265000.0,4912320000.0,4553500000.0,10337445000.0,0.0,5334748000.0,4233276000.0,0.0,0.0,1428191000.0,1398886000.0,0.0,313932540.0,0.0,3012840000.0,-304133000.0,2806300000.0,4291146000.0,0.0,7825000.0,5042000.0,-502606000.0,-627120000.0,-533269000.0,-354167000.0,0.0,-42935000.0,492493000.0,-397101000.0,138326000.0,178623000.0,-1541000.0,-120394000.0,902962000.0,2.07,0.0,209300000.0,646779000.0,874754000.0,6295884000.0,313932540.0,2.07,31769000.0,646779000.0,34291000.0,1053377000.0,0.0,0.0,5183622000.0,681070000.0,1112262000.0,307180000.0,209300000.0,196206000.0,842985000.0,7.0,0.236346912453401,0.176664944906863,3.0774560809607,10201968000.0,0.176664944906863,20.0548945961448,0.725,0.432316409244289,0.248936452172054,32.4973256993365,0.135956735690621
10,2018,3,2018-09-29 00:00:00+00:00,17962893000.0,7788472000.0,9792137000.0,2636038000.0,9118642000.0,52829000.0,0.0,8844251000.0,4980777000.0,4105714000.0,9814073000.0,0.0,5151302000.0,4232760000.0,0.0,0.0,1447528000.0,1932155000.0,0.0,316343488.0,0.0,3041800000.0,-274607000.0,2807695000.0,4285589000.0,0.0,13692000.0,-6339000.0,-169255000.0,-310275000.0,445702000.0,-252586000.0,0.0,-38113000.0,1030867000.0,-266730000.0,778281000.0,180039000.0,-8160000.0,-121333000.0,946069000.0,2.13,0.0,234081000.0,676656000.0,930072000.0,6742202000.0,315913000.0,2.13,37201000.0,676656000.0,29631000.0,1110111000.0,0.0,0.0,5452052000.0,706287000.0,1290150000.0,316798000.0,344081000.0,216215000.0,892871000.0,8.0,0.304071455249465,0.191354397272582,3.15000418492749,10174421000.0,0.191354397272582,21.3129154092149,1.69620253164557,0.432261109091917,0.227531938397869,32.1625744987676,0.124545540992428
11,2018,2,2018-06-30 00:00:00+00:00,17451692000.0,7716268000.0,9373407000.0,2637744000.0,9050457000.0,59168000.0,0.0,8401235000.0,4965939000.0,4133472000.0,9257823000.0,0.0,5122381000.0,4232244000.0,0.0,0.0,1558020000.0,1486453000.0,0.0,318096634.0,0.0,3053714000.0,-296032000.0,2750329000.0,4291412000.0,0.0,41442000.0,473216000.0,-144154000.0,174750000.0,726199000.0,-177953000.0,0.0,-17526000.0,742671000.0,-195076000.0,564718000.0,179857000.0,3854000.0,-121862000.0,932209000.0,2.14,0.0,234381000.0,683153000.0,912690000.0,6460774000.0,318467000.0,2.13,29451000.0,683153000.0,30462000.0,1092547000.0,0.0,0.0,5294184000.0,713615000.0,1166590000.0,319391000.0,234381000.0,200086000.0,883239000.0,7.0,0.2485144747524,0.180565053041632,3.05462910073668,9735424000.0,0.180565053041632,20.3107273370268,1.14,0.451516081612588,0.188355321445233,30.6052405446076,0.10170649820694
