,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,14143000000.0,7697000000.0,6400000000.0,1421000000.0,10795000000.0,703000000.0,0.0,3348000000.0,5308000000.0,205000000.0,8800000000.0,0.0,2079000000.0,4446000000.0,480000000.0,0.0,1686000000.0,1605000000.0,0.0,134302631.0,480000000.0,8072000000.0,-42000000.0,2389000000.0,5149000000.0,0.0,32000000.0,-1000000.0,27000000.0,-52000000.0,617000000.0,-91000000.0,-1000000.0,-101000000.0,862000000.0,-193000000.0,771000000.0,89000000.0,0.0,-76000000.0,718000000.0,4.2,0.0,396000000.0,568000000.0,787000000.0,2786000000.0,135000000.0,4.14,42000000.0,568000000.0,23000000.0,876000000.0,0.0,0.0,1580000000.0,591000000.0,1206000000.0,137000000.0,488000000.0,177000000.0,745000000.0,8.0,0.424335378323108,0.432878679109835,1.40142318961909,6446000000.0,0.432878679109835,20.7441952496076,1.64150943396226,0.6946875,0.18785328743253,47.9960813276994,0.0849591542527631
1,2020-06-30 00:00:00+00:00,2,2020,12990000000.0,7109000000.0,5831000000.0,1126000000.0,10610000000.0,701000000.0,0.0,2380000000.0,5266000000.0,154000000.0,8307000000.0,0.0,2027000000.0,4436000000.0,495000000.0,0.0,1142000000.0,988000000.0,0.0,133731822.0,495000000.0,7930000000.0,-55000000.0,1843000000.0,5137000000.0,0.0,17000000.0,549000000.0,37000000.0,496000000.0,646000000.0,-82000000.0,-3000000.0,-120000000.0,355000000.0,-205000000.0,273000000.0,89000000.0,0.0,-75000000.0,283000000.0,1.38,0.0,360000000.0,185000000.0,292000000.0,1827000000.0,134000000.0,1.36,41000000.0,185000000.0,8000000.0,381000000.0,0.0,0.0,1221000000.0,193000000.0,606000000.0,136000000.0,323000000.0,66000000.0,251000000.0,6.0,-0.0645161290322581,0.331691297208539,1.29137276180141,5881000000.0,0.331691297208539,13.6616698454912,-0.173652694610778,0.760761447436117,0.132312835400721,43.9760702579824,0.060279353119176
2,2020-03-31 00:00:00+00:00,1,2020,12049000000.0,6346000000.0,5657000000.0,972000000.0,10489000000.0,148000000.0,0.0,1560000000.0,5217000000.0,126000000.0,8197000000.0,0.0,1973000000.0,4442000000.0,496000000.0,0.0,981000000.0,342000000.0,0.0,133455068.0,496000000.0,7832000000.0,-58000000.0,1129000000.0,4590000000.0,0.0,14000000.0,-801000000.0,5000000.0,-891000000.0,-850000000.0,-83000000.0,-15000000.0,-108000000.0,247000000.0,-206000000.0,164000000.0,85000000.0,0.0,-71000000.0,175000000.0,0.74,0.0,347000000.0,99000000.0,166000000.0,1822000000.0,134000000.0,0.73,41000000.0,99000000.0,7000000.0,251000000.0,0.0,0.0,1270000000.0,106000000.0,552000000.0,135000000.0,377000000.0,26000000.0,125000000.0,5.0,-0.0364886303543099,0.302963776070252,1.38175376439327,5703000000.0,0.302963776070252,13.6525350989293,-0.39344262295082,0.785221849036592,0.141847777479653,42.7334839018628,0.0651722791806209
3,2019-12-31 00:00:00+00:00,4,2019,12843000000.0,7156000000.0,5641000000.0,1063000000.0,10353000000.0,949000000.0,0.0,2490000000.0,5166000000.0,123000000.0,8174000000.0,0.0,1971000000.0,4379000000.0,482000000.0,0.0,1041000000.0,1192000000.0,0.0,134697086.0,482000000.0,7740000000.0,-39000000.0,1990000000.0,5328000000.0,0.0,12000000.0,796000000.0,-179000000.0,510000000.0,758000000.0,-81000000.0,-17000000.0,-2000000.0,348000000.0,-100000000.0,267000000.0,82000000.0,0.0,-71000000.0,363000000.0,1.88,0.0,349000000.0,253000000.0,367000000.0,1926000000.0,134697086.0,1.86,42000000.0,253000000.0,12000000.0,449000000.0,0.0,0.0,1264000000.0,265000000.0,662000000.0,135000000.0,299000000.0,72000000.0,325000000.0,7.0,0.0473083197389885,0.343717549325026,1.25125628140704,5687000000.0,0.343717549325026,14.2987503085256,1.02150537634409,0.776280801276369,0.156035462605138,42.2206609577285,0.0706769085030581
5,2019-09-30 00:00:00+00:00,3,2019,12019000000.0,6365000000.0,5605000000.0,1117000000.0,10240000000.0,952000000.0,0.0,1779000000.0,4354000000.0,112000000.0,7992000000.0,0.0,1859000000.0,3593000000.0,474000000.0,0.0,1059000000.0,434000000.0,0.0,134670050.0,474000000.0,7755000000.0,-55000000.0,2011000000.0,4545000000.0,0.0,12000000.0,0.0,-18000000.0,-29000000.0,161000000.0,-96000000.0,-13000000.0,0.0,299000000.0,-109000000.0,203000000.0,82000000.0,0.0,-72000000.0,313000000.0,1.59,0.0,362000000.0,215000000.0,321000000.0,1956000000.0,135000000.0,1.56,44000000.0,215000000.0,11000000.0,403000000.0,0.0,0.0,1264000000.0,226000000.0,692000000.0,137000000.0,379000000.0,62000000.0,277000000.0,6.0,0.0354685018528322,0.353783231083845,0.884634510193933,5654000000.0,0.353783231083845,14.5243875679856,0.0192307692307692,0.641034790365745,0.135744089012517,41.9840937164574,0.0626725743273615
6,2019-06-30 00:00:00+00:00,2,2019,11760000000.0,6251000000.0,5459000000.0,1088000000.0,10194000000.0,953000000.0,0.0,1566000000.0,4347000000.0,105000000.0,7849000000.0,0.0,1818000000.0,3582000000.0,458000000.0,0.0,951000000.0,273000000.0,0.0,134375081.0,458000000.0,7777000000.0,-58000000.0,1904000000.0,4535000000.0,0.0,15000000.0,-301000000.0,-4000000.0,-420000000.0,-191000000.0,-85000000.0,-7000000.0,0.0,321000000.0,-92000000.0,236000000.0,81000000.0,0.0,-71000000.0,307000000.0,1.67,-20000000.0,362000000.0,226000000.0,334000000.0,1953000000.0,135000000.0,1.66,45000000.0,226000000.0,13000000.0,415000000.0,0.0,0.0,1265000000.0,239000000.0,688000000.0,136000000.0,381000000.0,63000000.0,289000000.0,7.0,0.0177175612298073,0.352278545826933,0.822478991596639,5509000000.0,0.352278545826933,14.5339447274454,0.04375,0.656164132625023,0.137205149891927,40.9971845896041,0.0639145471260342
7,2019-03-31 00:00:00+00:00,1,2019,11937000000.0,6596000000.0,5290000000.0,1079000000.0,10159000000.0,1253000000.0,0.0,1778000000.0,4314000000.0,98000000.0,7694000000.0,0.0,1774000000.0,3524000000.0,454000000.0,0.0,1029000000.0,464000000.0,0.0,134261768.0,454000000.0,7805000000.0,-55000000.0,2282000000.0,4777000000.0,0.0,17000000.0,337000000.0,-33000000.0,164000000.0,329000000.0,-47000000.0,-7000000.0,-56000000.0,275000000.0,-110000000.0,228000000.0,84000000.0,0.0,-72000000.0,248000000.0,1.22,0.0,384000000.0,164000000.0,258000000.0,1891000000.0,134000000.0,1.2,44000000.0,164000000.0,12000000.0,342000000.0,0.0,0.0,1244000000.0,176000000.0,647000000.0,136000000.0,399000000.0,50000000.0,214000000.0,5.0,0.00371549893842893,0.342147012162877,0.779141104294479,5341000000.0,0.342147012162877,14.0844264764933,-0.0615384615384615,0.666162570888469,0.137413285184833,39.7804980491542,0.064737089517158
8,2018-12-31 00:00:00+00:00,4,2018,11003000000.0,5736000000.0,5216000000.0,1012000000.0,9613000000.0,464000000.0,0.0,1390000000.0,4251000000.0,99000000.0,7602000000.0,0.0,1288000000.0,3429000000.0,436000000.0,0.0,1021000000.0,135000000.0,0.0,136072105.0,436000000.0,7770000000.0,-59000000.0,1485000000.0,3893000000.0,0.0,8000000.0,159000000.0,-168000000.0,-77000000.0,-128000000.0,-149000000.0,3000000.0,-200000000.0,295000000.0,-346000000.0,146000000.0,81000000.0,0.0,-68000000.0,220000000.0,0.93,0.0,356000000.0,127000000.0,210000000.0,1839000000.0,136072105.0,0.92,43000000.0,127000000.0,12000000.0,291000000.0,0.0,0.0,1235000000.0,139000000.0,604000000.0,136000000.0,384000000.0,40000000.0,167000000.0,5.0,-0.013941018766756,0.328439369222403,0.936026936026936,5267000000.0,0.328439369222403,13.5148934456478,-0.5,0.657400306748466,0.141633791975368,38.7074191289978,0.0677856830374617
10,2018-09-30 00:00:00+00:00,3,2018,10986000000.0,5621000000.0,5317000000.0,1097000000.0,9383000000.0,304000000.0,0.0,1603000000.0,4232000000.0,95000000.0,7546000000.0,0.0,1194000000.0,3394000000.0,456000000.0,0.0,1085000000.0,263000000.0,0.0,136666678.0,456000000.0,7615000000.0,-58000000.0,1389000000.0,3698000000.0,0.0,19000000.0,-2000000.0,-76000000.0,-146000000.0,131000000.0,-81000000.0,10000000.0,-54000000.0,402000000.0,-125000000.0,321000000.0,77000000.0,0.0,-69000000.0,304000000.0,1.56,0.0,354000000.0,213000000.0,302000000.0,1889000000.0,136000000.0,1.53,41000000.0,213000000.0,14000000.0,379000000.0,0.0,0.0,1222000000.0,227000000.0,667000000.0,139000000.0,363000000.0,48000000.0,261000000.0,6.0,0.0177801724137931,0.353096876654314,1.15406767458603,5365000000.0,0.353096876654314,13.8219500733017,0.322033898305085,0.638329885273651,0.168464203796789,39.2560943055922,0.0804080967133307
11,2018-06-30 00:00:00+00:00,2,2018,10747000000.0,5484000000.0,5223000000.0,1055000000.0,9332000000.0,305000000.0,0.0,1415000000.0,4222000000.0,91000000.0,7401000000.0,0.0,1168000000.0,3408000000.0,456000000.0,0.0,957000000.0,132000000.0,0.0,135817201.0,456000000.0,7580000000.0,-57000000.0,1262000000.0,3713000000.0,0.0,15000000.0,-136000000.0,37000000.0,-189000000.0,8000000.0,-78000000.0,-13000000.0,-35000000.0,323000000.0,-126000000.0,245000000.0,77000000.0,0.0,-68000000.0,305000000.0,1.6,0.0,351000000.0,219000000.0,303000000.0,1919000000.0,136000000.0,1.57,42000000.0,219000000.0,14000000.0,380000000.0,0.0,0.0,1243000000.0,233000000.0,676000000.0,139000000.0,371000000.0,42000000.0,261000000.0,7.0,0.0295064377682404,0.352266805627931,1.12123613312203,5263000000.0,0.352266805627931,14.1292854356496,0.142857142857143,0.652498564043653,0.162459935897436,38.7506145116332,0.0765383163457909
